pair_id,pair,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
pair_4_8,4/8,2461,0.05,3.356567426067332e-06,3.35657e-06
pair_4_8,4/8,2461,0.05,2.8768718728875368e-06,-2.87687e-06
pair_4_8,4/8,2461,0.05,6.827434487639179e-06,6.82743e-06
pair_4_8,4/8,2461,0.05,9.833047814147442e-07,-9.83305e-07
pair_4_8,4/8,2461,0.05,7.328181476207305e-06,7.32818e-06
pair_4_8,4/8,2461,0.05,3.4315001413252925e-06,-3.4315e-06
pair_4_8,4/8,2461,0.05,7.058200810195584e-06,-7.0582e-06
pair_4_8,4/8,2461,0.05,1.7106315297295243e-05,1.71063e-05
pair_4_8,4/8,2461,0.05,4.698391791562812e-07,4.69839e-07
pair_4_8,4/8,2461,0.05,1.0074681732892103e-05,-1.00747e-05
pair_4_8,4/8,2461,0.05,5.018562329936174e-06,5.01856e-06
pair_4_8,4/8,2461,0.05,2.272460066409063e-06,-2.27246e-06
pair_4_8,4/8,2461,0.05,5.3594999830512e-06,5.3595e-06
pair_4_8,4/8,2461,0.05,1.072944912538135e-06,1.07294e-06
pair_4_8,4/8,2461,0.05,3.133665735454493e-06,-3.13367e-06
pair_4_8,4/8,2461,0.05,1.858510741509004e-06,-1.85851e-06
pair_4_8,4/8,2461,0.05,4.219077950969338e-06,4.21908e-06
pair_4_8,4/8,2461,0.05,2.672637401831357e-06,2.67264e-06
pair_4_8,4/8,2461,0.05,4.151707361275073e-06,-4.15171e-06
pair_4_8,4/8,2461,0.05,6.488380279988037e-06,6.48838e-06
pair_4_8,4/8,2461,0.05,2.359419916629367e-06,-2.35942e-06
pair_4_8,4/8,2461,0.05,3.29802349667401e-06,-3.29802e-06
pair_4_8,4/8,2461,0.05,7.491143348820619e-07,-7.49114e-07
pair_4_8,4/8,2461,0.05,1.849228798172624e-06,-1.84923e-06
pair_4_8,4/8,2461,0.05,1.348146885648486e-06,1.34815e-06
pair_4_8,4/8,2461,0.05,4.165662400055673e-06,-4.16566e-06
pair_4_8,4/8,2461,0.05,2.104995550355658e-06,-2.105e-06
pair_4_8,4/8,2461,0.05,7.594588395934977e-06,7.59459e-06
pair_4_8,4/8,2461,0.05,1.9233664663236502e-06,-1.92337e-06
pair_4_8,4/8,2461,0.05,1.261359813822492e-05,1.26136e-05
pair_4_8,4/8,2461,0.1,9.121948250355646e-06,-9.12195e-06
pair_4_8,4/8,2461,0.1,7.384878710740569e-06,-7.38488e-06
pair_4_8,4/8,2461,0.1,1.590048078825234e-05,-1.59005e-05
pair_4_8,4/8,2461,0.1,1.316640554577156e-05,1.31664e-05
pair_4_8,4/8,2461,0.1,1.2758699449591906e-05,-1.27587e-05
pair_4_8,4/8,2461,0.1,1.86711745720253e-05,-1.86712e-05
pair_4_8,4/8,2461,0.1,1.7642164905746923e-05,1.76422e-05
pair_4_8,4/8,2461,0.1,1.809230115578364e-05,-1.80923e-05
pair_4_8,4/8,2461,0.1,2.6993040964297767e-05,2.6993e-05
pair_4_8,4/8,2461,0.1,4.73076882028272e-05,4.73077e-05
pair_4_8,4/8,2461,0.1,4.011584640292284e-05,-4.01158e-05
pair_4_8,4/8,2461,0.1,2.271330976718296e-06,-2.27133e-06
pair_4_8,4/8,2461,0.1,3.061591827448987e-05,-3.06159e-05
pair_4_8,4/8,2461,0.1,5.551102130665634e-06,-5.5511e-06
pair_4_8,4/8,2461,0.1,1.667060991575481e-07,-1.66706e-07
pair_4_8,4/8,2461,0.1,1.2967483469370129e-05,1.29675e-05
pair_4_8,4/8,2461,0.1,2.215661058569109e-05,2.21566e-05
pair_4_8,4/8,2461,0.1,7.628659283747767e-06,-7.62866e-06
pair_4_8,4/8,2461,0.1,3.0081554411768887e-05,-3.00816e-05
pair_4_8,4/8,2461,0.1,2.175090606183681e-06,2.17509e-06
pair_4_8,4/8,2461,0.1,1.5945693794655757e-05,-1.59457e-05
