pair_id,pair,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
pair_6_7,6/7,2461,0.05,2.795766706154809e-06,-2.79577e-06
pair_6_7,6/7,2461,0.05,1.3773780759567213e-06,-1.37738e-06
pair_6_7,6/7,2461,0.05,2.6676756526359126e-06,-2.66768e-06
pair_6_7,6/7,2461,0.05,4.108202782351233e-06,4.1082e-06
pair_6_7,6/7,2461,0.05,1.1941520348890083e-06,1.19415e-06
pair_6_7,6/7,2461,0.05,1.8489334729996656e-06,-1.84893e-06
pair_6_7,6/7,2461,0.05,2.3539347726275336e-06,2.35393e-06
pair_6_7,6/7,2461,0.05,8.159886129602061e-07,8.15989e-07
pair_6_7,6/7,2461,0.05,5.533609359968057e-06,-5.53361e-06
pair_6_7,6/7,2461,0.05,6.278262843604367e-07,6.27826e-07
pair_6_7,6/7,2461,0.05,2.310899756018591e-06,-2.3109e-06
pair_6_7,6/7,2461,0.05,2.7921377870527103e-06,-2.79214e-06
pair_6_7,6/7,2461,0.05,8.374034663205809e-07,8.37403e-07
pair_6_7,6/7,2461,0.05,3.4428291101561093e-06,-3.44283e-06
pair_6_7,6/7,2461,0.05,2.304134747307713e-07,-2.30413e-07
pair_6_7,6/7,2461,0.05,4.032236585160615e-06,-4.03224e-06
pair_6_7,6/7,2461,0.05,2.912842026600686e-06,2.91284e-06
pair_6_7,6/7,2461,0.05,3.732307354921485e-07,-3.73231e-07
pair_6_7,6/7,2461,0.05,1.2856416371796112e-06,1.28564e-06
pair_6_7,6/7,2461,0.05,1.737063436801126e-06,1.73706e-06
pair_6_7,6/7,2461,0.05,2.3576126922255365e-06,-2.35761e-06
pair_6_7,6/7,2461,0.05,3.173555306835393e-06,-3.17356e-06
pair_6_7,6/7,2461,0.05,8.634986818025714e-07,8.63499e-07
pair_6_7,6/7,2461,0.05,1.6191933294149374e-06,1.61919e-06
pair_6_7,6/7,2461,0.05,2.9394348766414577e-06,-2.93943e-06
pair_6_7,6/7,2461,0.05,8.914209928020187e-07,-8.91421e-07
pair_6_7,6/7,2461,0.05,6.73231395877919e-07,-6.73231e-07
pair_6_7,6/7,2461,0.05,2.101597657790663e-07,2.1016e-07
pair_6_7,6/7,2461,0.05,1.3589013030082048e-06,1.3589e-06
pair_6_7,6/7,2461,0.05,6.094800904518483e-08,6.0948e-08
pair_6_7,6/7,2461,0.1,5.227320606258089e-06,-5.22732e-06
pair_6_7,6/7,2461,0.1,1.6483419140966483e-06,1.64834e-06
pair_6_7,6/7,2461,0.1,1.530912418201948e-06,-1.53091e-06
pair_6_7,6/7,2461,0.1,3.6869795180736e-06,3.68698e-06
pair_6_7,6/7,2461,0.1,7.652554923578608e-06,-7.65255e-06
pair_6_7,6/7,2461,0.1,1.960199468520329e-06,-1.9602e-06
pair_6_7,6/7,2461,0.1,8.635863240828753e-06,-8.63586e-06
pair_6_7,6/7,2461,0.1,4.553981974871693e-06,-4.55398e-06
pair_6_7,6/7,2461,0.1,2.78993740739546e-06,2.78994e-06
pair_6_7,6/7,2461,0.1,1.8499297171288915e-06,-1.84993e-06
pair_6_7,6/7,2461,0.1,6.9366606552951394e-06,6.93666e-06
pair_6_7,6/7,2461,0.1,2.4627541855773657e-06,-2.46275e-06
pair_6_7,6/7,2461,0.1,3.4603838686438186e-06,-3.46038e-06
pair_6_7,6/7,2461,0.1,6.346066187466859e-06,6.34607e-06
pair_6_7,6/7,2461,0.1,2.1490331846022563e-06,2.14903e-06
pair_6_7,6/7,2461,0.1,2.326214211755278e-06,2.32621e-06
pair_6_7,6/7,2461,0.1,7.094887051426879e-06,7.09489e-06
pair_6_7,6/7,2461,0.1,5.817301341003594e-07,-5.8173e-07
pair_6_7,6/7,2461,0.1,1.3086381623130882e-06,1.30864e-06
pair_6_7,6/7,2461,0.1,3.0229446390800863e-06,-3.02294e-06
pair_6_7,6/7,2461,0.1,2.305006250432019e-07,2.30501e-07
pair_6_7,6/7,2461,0.1,6.951223003398532e-06,-6.95122e-06
pair_6_7,6/7,2461,0.1,2.281553407441413e-07,2.28155e-07
pair_6_7,6/7,2461,0.1,1.1241001747020266e-05,-1.1241e-05
pair_6_7,6/7,2461,0.1,3.299154939427665e-06,3.29915e-06
pair_6_7,6/7,2461,0.1,7.468201037574574e-06,7.4682e-06
pair_6_7,6/7,2461,0.1,5.5504805061767765e-06,5.55048e-06
pair_6_7,6/7,2461,0.1,3.159174971889718e-07,3.15917e-07
pair_6_7,6/7,2461,0.1,1.773388476301925e-06,1.77339e-06
pair_6_7,6/7,2461,0.1,2.407745239681814e-06,-2.40775e-06
pair_6_7,6/7,2461,0.15,1.0157836292598365e-05,1.01578e-05
pair_6_7,6/7,2461,0.15,5.357360926427827e-06,-5.35736e-06
pair_6_7,6/7,2461,0.15,9.341611163943683e-06,9.34161e-06
pair_6_7,6/7,2461,0.15,2.700715477486753e-05,-2.70072e-05
pair_6_7,6/7,2461,0.15,1.964232465534197e-06,-1.96423e-06
pair_6_7,6/7,2461,0.15,1.4183093853879608e-05,1.41831e-05
pair_6_7,6/7,2461,0.15,6.0696282062838775e-06,-6.06963e-06
pair_6_7,6/7,2461,0.15,2.082550082475412e-05,-2.08255e-05
pair_6_7,6/7,2461,0.15,1.341956439637252e-05,-1.34196e-05
pair_6_7,6/7,2461,0.15,2.8790478452993187e-06,2.87905e-06
pair_6_7,6/7,2461,0.15,6.6277078192949e-06,6.62771e-06
pair_6_7,6/7,2461,0.15,1.094663450930591e-05,-1.09466e-05
pair_6_7,6/7,2461,0.15,7.652112871999105e-06,-7.65211e-06
pair_6_7,6/7,2461,0.15,1.5649112234684944e-05,-1.56491e-05
pair_6_7,6/7,2461,0.15,1.0860222765619174e-05,-1.08602e-05
pair_6_7,6/7,2461,0.15,4.907435050283506e-06,-4.90744e-06
pair_6_7,6/7,2461,0.15,8.434419210295225e-06,8.43442e-06
pair_6_7,6/7,2461,0.15,1.1287051526737018e-05,1.12871e-05
pair_6_7,6/7,2461,0.15,7.296153129895117e-06,-7.29615e-06
pair_6_7,6/7,2461,0.15,1.2174792709784732e-05,-1.21748e-05
pair_6_7,6/7,2461,0.15,1.6093288533110913e-05,-1.60933e-05
pair_6_7,6/7,2461,0.15,1.9272605089170712e-05,-1.92726e-05
pair_6_7,6/7,2461,0.15,9.869887674982388e-06,9.86989e-06
pair_6_7,6/7,2461,0.15,3.3758202216824e-06,-3.37582e-06
pair_6_7,6/7,2461,0.15,1.7907092830443042e-06,-1.79071e-06
pair_6_7,6/7,2461,0.15,6.430585235607772e-06,-6.43059e-06
pair_6_7,6/7,2461,0.15,1.6125083739069e-05,-1.61251e-05
pair_6_7,6/7,2461,0.15,1.709372277297474e-05,1.70937e-05
pair_6_7,6/7,2461,0.15,1.5184334092656896e-05,-1.51843e-05
pair_6_7,6/7,2461,0.15,1.3733559798416744e-05,-1.37336e-05
pair_6_7,6/7,2461,0.2,2.866549799974396e-07,-2.86655e-07
pair_6_7,6/7,2461,0.2,3.461306339461958e-05,3.46131e-05
pair_6_7,6/7,2461,0.2,2.700205115006768e-06,-2.70021e-06
pair_6_7,6/7,2461,0.2,3.818637138177743e-05,-3.81864e-05
pair_6_7,6/7,2461,0.2,2.4055837374248703e-05,-2.40558e-05
pair_6_7,6/7,2461,0.2,7.024580889425671e-05,-7.02458e-05
pair_6_7,6/7,2461,0.2,2.0041302419729863e-05,2.00413e-05
pair_6_7,6/7,2461,0.2,1.692510493598229e-05,-1.69251e-05
pair_6_7,6/7,2461,0.2,1.1863477145619044e-05,-1.18635e-05
pair_6_7,6/7,2461,0.2,2.8659921215650965e-07,2.86599e-07
pair_6_7,6/7,2461,0.2,9.057333127249586e-06,9.05733e-06
pair_6_7,6/7,2461,0.2,2.064426938522772e-05,2.06443e-05
pair_6_7,6/7,2461,0.2,3.594007204199159e-05,-3.59401e-05
pair_6_7,6/7,2461,0.2,4.233919674673591e-05,4.23392e-05
pair_6_7,6/7,2461,0.2,8.570530496612025e-06,8.57053e-06
pair_6_7,6/7,2461,0.2,2.593431290231724e-05,2.59343e-05
pair_6_7,6/7,2461,0.2,4.129290906121636e-05,4.12929e-05
pair_6_7,6/7,2461,0.2,8.776859470287495e-07,8.77686e-07
pair_6_7,6/7,2461,0.2,2.0752395019844834e-05,2.07524e-05
pair_6_7,6/7,2461,0.2,2.078691582422521e-06,-2.07869e-06
pair_6_7,6/7,2461,0.2,1.912453687709207e-05,-1.91245e-05
pair_6_7,6/7,2461,0.2,1.8044528305170216e-05,-1.80445e-05
pair_6_7,6/7,2461,0.2,3.4503512036952624e-05,3.45035e-05
pair_6_7,6/7,2461,0.2,4.947637682761429e-06,-4.94764e-06
pair_6_7,6/7,2461,0.2,1.180150822187754e-05,1.18015e-05
pair_6_7,6/7,2461,0.2,2.6675564930680436e-05,2.66756e-05
pair_6_7,6/7,2461,0.2,8.503032016359983e-08,8.50303e-08
pair_6_7,6/7,2461,0.2,1.893170024596164e-05,-1.89317e-05
pair_6_7,6/7,2461,0.2,7.922891441125653e-05,7.92289e-05
pair_6_7,6/7,2461,0.2,2.6454334116622416e-06,-2.64543e-06
pair_6_7,6/7,2461,0.25,9.08912910608458e-06,9.08913e-06
