beta,radius,sample_row_count,ref_count,dataset_count,claim,acceptance
0.09,1.28,1800,1800,60,pass,pass
0.09,1.29,1800,1800,60,pass,pass
0.09,1.3,1800,1800,60,pass,pass
0.09,1.31,1800,1800,60,pass,pass
0.09,1.32,1800,1800,60,pass,pass
0.09,1.33,1800,1800,60,pass,pass
0.09,1.34,1800,1800,60,pass,pass
0.09,1.35,1800,1800,60,pass,pass
0.09,1.36,1800,1800,60,pass,pass
0.09,1.37,1800,1800,60,pass,pass
0.09,1.38,1800,1800,60,pass,pass
0.09,1.39,1800,1800,60,pass,pass
0.09,1.4,1800,1800,60,pass,pass
0.09,1.41,1800,1800,60,pass,pass
0.09,1.42,1800,1800,60,pass,pass
0.09,1.43,1800,1800,60,pass,pass
0.09,1.44,1800,1800,60,pass,pass
0.09,1.45,1800,1800,60,pass,pass
0.09,1.46,1800,1800,60,pass,pass
0.09,1.47,1800,1800,60,pass,pass
0.09,1.48,1800,1800,60,pass,pass
0.09,1.49,1800,1800,60,pass,pass
0.09,1.5,1800,1800,60,pass,pass
0.09,1.51,1800,1800,60,pass,pass
0.09,1.52,1800,1800,60,pass,pass
0.09,1.53,1800,1800,60,pass,pass
0.09,1.54,1800,1800,60,pass,pass
0.09,1.55,1800,1800,60,pass,pass
0.09,1.56,1800,1800,60,pass,pass
0.09,1.57,1800,1800,60,pass,pass
0.09,1.58,1800,1800,60,pass,pass
0.09,1.59,1800,1800,60,pass,pass
0.09,1.6,1800,1800,60,pass,pass
0.09,1.61,1800,1800,60,pass,pass
0.09,1.62,1800,1800,60,pass,pass
0.09,1.63,1800,1800,60,pass,pass
0.09,1.64,1800,1800,60,pass,pass
0.09,1.65,1800,1800,60,pass,pass
0.09,1.66,1800,1800,60,pass,pass
0.09,1.67,1800,1800,60,pass,pass
0.09,1.68,1800,1800,60,pass,pass
0.09,1.69,1800,1800,60,pass,pass
0.09,1.7,1800,1800,60,pass,pass
0.09,1.71,1800,1800,60,pass,pass
0.09,1.72,1800,1800,60,pass,pass
0.09,1.73,1800,1800,60,pass,pass
0.09,1.74,1800,1800,60,pass,pass
0.09,1.75,1800,1800,60,pass,pass
0.09,1.76,1800,1800,60,pass,pass
0.09,1.77,1800,1800,60,pass,pass
0.09,1.78,1800,1800,60,pass,pass
0.09,1.79,1800,1800,60,pass,pass
0.09,1.8,1800,1800,60,pass,pass
0.09,1.81,1800,1800,60,pass,pass
0.09,1.82,1800,1800,60,pass,pass
0.09,1.83,1800,1800,60,pass,pass
0.09,1.84,1800,1800,60,pass,pass
0.09,1.85,1800,1800,60,pass,pass
0.09,1.86,1800,1800,60,pass,pass
0.09,1.87,1800,1800,60,pass,pass
0.09,1.88,1800,1800,60,pass,pass
0.09,1.89,1800,1800,60,pass,pass
0.09,1.9,1800,1800,60,pass,pass
0.09,1.91,1800,1800,60,pass,pass
0.09,1.92,1800,1800,60,pass,pass
0.09,1.93,1800,1800,60,pass,pass
0.09,1.94,1800,1800,60,pass,pass
0.09,1.95,1800,1800,60,pass,pass
0.09,1.96,1800,1800,60,pass,pass
0.09,1.97,1800,1800,60,pass,pass
0.09,1.98,1800,1800,60,pass,pass
0.09,1.99,1800,1800,60,pass,pass
0.09,2.0,1800,1800,60,pass,pass
0.09,2.01,1800,1800,60,pass,pass
0.09,2.02,1800,1800,60,pass,pass
0.09,2.03,1800,1800,60,pass,pass
0.09,2.04,1800,1800,60,pass,pass
0.09,2.05,1800,1800,60,pass,pass
0.09,2.06,1800,1800,60,pass,pass
0.09,2.07,1800,1800,60,pass,pass
0.09,2.08,1800,1800,60,pass,pass
0.09,2.09,1800,1800,60,pass,pass
0.09,2.1,1800,1800,60,pass,pass
0.09,2.11,1800,1800,60,pass,pass
0.09,2.12,1800,1800,60,pass,pass
0.09,2.13,1800,1800,60,pass,pass
0.09,2.14,1800,1800,60,pass,pass
0.09,2.15,1800,1800,60,pass,pass
0.09,2.16,1800,1800,60,pass,pass
0.09,2.17,1800,1800,60,pass,pass
0.09,2.18,1800,1800,60,pass,pass
0.09,2.19,1800,1800,60,pass,pass
0.09,2.2,1800,1800,60,pass,pass
0.09,2.21,1800,1800,60,pass,pass
0.09,2.22,1800,1800,60,pass,pass
0.09,2.23,1800,1800,60,pass,pass
0.09,2.24,1800,1800,60,pass,pass
0.09,2.25,1800,1800,60,pass,pass
0.09,2.26,1800,1800,60,pass,pass
0.09,2.27,1800,1800,60,pass,pass
0.09,2.28,1800,1800,60,pass,pass
0.09,2.29,1800,1800,60,pass,pass
0.09,2.3,1800,1800,60,pass,pass
0.09,2.31,1800,1800,60,pass,pass
0.09,2.32,1800,1800,60,pass,pass
0.09,2.33,1800,1800,60,pass,pass
0.09,2.34,1800,1800,60,pass,pass
0.09,2.35,1800,1800,60,pass,pass
0.09,2.36,1800,1800,60,pass,pass
0.09,2.37,1800,1800,60,pass,pass
0.09,2.38,1800,1800,60,pass,pass
0.09,2.39,1800,1800,60,pass,pass
0.09,2.4,1800,1800,60,pass,pass
0.09,2.41,1800,1800,60,pass,pass
0.09,2.42,1800,1800,60,pass,pass
0.09,2.43,1800,1800,60,pass,pass
0.09,2.44,1800,1800,60,pass,pass
0.09,2.45,1800,1800,60,pass,pass
0.09,2.46,1800,1800,60,pass,pass
0.09,2.47,1800,1800,60,pass,pass
0.09,2.48,1800,1800,60,pass,pass
0.09,2.49,1800,1800,60,pass,pass
0.09,2.5,1800,1800,60,pass,pass
0.11,0.01,1800,1800,60,pass,pass
0.11,0.02,1800,1800,60,pass,pass
0.11,0.03,1800,1800,60,pass,pass
0.11,0.04,1800,1800,60,pass,pass
0.11,0.05,1800,1800,60,pass,pass
0.11,0.06,1800,1800,60,pass,pass
0.11,0.07,1800,1800,60,pass,pass
0.11,0.08,1800,1800,60,pass,pass
0.11,0.09,1800,1800,60,pass,pass
0.11,0.1,1800,1800,60,pass,pass
0.11,0.11,1800,1800,60,pass,pass
0.11,0.12,1800,1800,60,pass,pass
0.11,0.13,1800,1800,60,pass,pass
0.11,0.14,1800,1800,60,pass,pass
0.11,0.15,1800,1800,60,pass,pass
0.11,0.16,1800,1800,60,pass,pass
0.11,0.17,1800,1800,60,pass,pass
0.11,0.18,1800,1800,60,pass,pass
0.11,0.19,1800,1800,60,pass,pass
0.11,0.2,1800,1800,60,pass,pass
0.11,0.21,1800,1800,60,pass,pass
0.11,0.22,1800,1800,60,pass,pass
0.11,0.23,1800,1800,60,pass,pass
0.11,0.24,1800,1800,60,pass,pass
0.11,0.25,1800,1800,60,pass,pass
0.11,0.26,1800,1800,60,pass,pass
0.11,0.27,1800,1800,60,pass,pass
0.11,0.28,1800,1800,60,pass,pass
0.11,0.29,1800,1800,60,pass,pass
0.11,0.3,1800,1800,60,pass,pass
0.11,0.31,1800,1800,60,pass,pass
0.11,0.32,1800,1800,60,pass,pass
0.11,0.33,1800,1800,60,pass,pass
0.11,0.34,1800,1800,60,pass,pass
0.11,0.35,1800,1800,60,pass,pass
0.11,0.36,1800,1800,60,pass,pass
0.11,0.37,1800,1800,60,pass,pass
0.11,0.38,1800,1800,60,pass,pass
0.11,0.39,1800,1800,60,pass,pass
0.11,0.4,1800,1800,60,pass,pass
0.11,0.41,1800,1800,60,pass,pass
0.11,0.42,1800,1800,60,pass,pass
0.11,0.43,1800,1800,60,pass,pass
0.11,0.44,1800,1800,60,pass,pass
0.11,0.45,1800,1800,60,pass,pass
0.11,0.46,1800,1800,60,pass,pass
0.11,0.47,1800,1800,60,pass,pass
0.11,0.48,1800,1800,60,pass,pass
0.11,0.49,1800,1800,60,pass,pass
0.11,0.5,1800,1800,60,pass,pass
0.11,0.51,1800,1800,60,pass,pass
0.11,0.52,1800,1800,60,pass,pass
0.11,0.53,1800,1800,60,pass,pass
0.11,0.54,1800,1800,60,pass,pass
0.11,0.55,1800,1800,60,pass,pass
0.11,0.56,1800,1800,60,pass,pass
0.11,0.57,1800,1800,60,pass,pass
0.11,0.58,1800,1800,60,pass,pass
0.11,0.59,1800,1800,60,pass,pass
0.11,0.6,1800,1800,60,pass,pass
0.11,0.61,1800,1800,60,pass,pass
0.11,0.62,1800,1800,60,pass,pass
0.11,0.63,1800,1800,60,pass,pass
0.11,0.64,1800,1800,60,pass,pass
0.11,0.65,1800,1800,60,pass,pass
0.11,0.66,1800,1800,60,pass,pass
0.11,0.67,1800,1800,60,pass,pass
0.11,0.68,1800,1800,60,pass,pass
0.11,0.69,1800,1800,60,pass,pass
0.11,0.7,1800,1800,60,pass,pass
0.11,0.71,1800,1800,60,pass,pass
0.11,0.72,1800,1800,60,pass,pass
0.11,0.73,1800,1800,60,pass,pass
0.11,0.74,1800,1800,60,pass,pass
0.11,0.75,1800,1800,60,pass,pass
0.11,0.76,1800,1800,60,pass,pass
0.11,0.77,1800,1800,60,pass,pass
0.11,0.78,1800,1800,60,pass,pass
0.11,0.79,1800,1800,60,pass,pass
0.11,0.8,1800,1800,60,pass,pass
0.11,0.81,1800,1800,60,pass,pass
0.11,0.82,1800,1800,60,pass,pass
0.11,0.83,1800,1800,60,pass,pass
0.11,0.84,1800,1800,60,pass,pass
0.11,0.85,1800,1800,60,pass,pass
0.11,0.86,1800,1800,60,pass,pass
0.11,0.87,1800,1800,60,pass,pass
0.11,0.88,1800,1800,60,pass,pass
0.11,0.89,1800,1800,60,pass,pass
0.11,0.9,1800,1800,60,pass,pass
0.11,0.91,1800,1800,60,pass,pass
0.11,0.92,1800,1800,60,pass,pass
0.11,0.93,1800,1800,60,pass,pass
0.11,0.94,1800,1800,60,pass,pass
0.11,0.95,1800,1800,60,pass,pass
0.11,0.96,1800,1800,60,pass,pass
0.11,0.97,1800,1800,60,pass,pass
0.11,0.98,1800,1800,60,pass,pass
0.11,0.99,1800,1800,60,pass,pass
0.11,1.0,1800,1800,60,pass,pass
0.11,1.01,1800,1800,60,pass,pass
0.11,1.02,1800,1800,60,pass,pass
0.11,1.03,1800,1800,60,pass,pass
0.11,1.04,1800,1800,60,pass,pass
0.11,1.05,1800,1800,60,pass,pass
0.11,1.06,1800,1800,60,pass,pass
0.11,1.07,1800,1800,60,pass,pass
0.11,1.08,1800,1800,60,pass,pass
0.11,1.09,1800,1800,60,pass,pass
0.11,1.1,1800,1800,60,pass,pass
0.11,1.11,1800,1800,60,pass,pass
0.11,1.12,1800,1800,60,pass,pass
0.11,1.13,1800,1800,60,pass,pass
0.11,1.14,1800,1800,60,pass,pass
0.11,1.15,1800,1800,60,pass,pass
0.11,1.16,1800,1800,60,pass,pass
0.11,1.17,1800,1800,60,pass,pass
0.11,1.18,1800,1800,60,pass,pass
0.11,1.19,1800,1800,60,pass,pass
0.11,1.2,1800,1800,60,pass,pass
0.11,1.21,1800,1800,60,pass,pass
0.11,1.22,1800,1800,60,pass,pass
0.11,1.23,1800,1800,60,pass,pass
0.11,1.24,1800,1800,60,pass,pass
0.11,1.25,1800,1800,60,pass,pass
0.11,1.26,1800,1800,60,pass,pass
0.11,1.27,1800,1800,60,pass,pass
0.11,1.28,1800,1800,60,pass,pass
0.11,1.29,1800,1800,60,pass,pass
0.11,1.3,1800,1800,60,pass,pass
0.11,1.31,1800,1800,60,pass,pass
0.11,1.32,1800,1800,60,pass,pass
0.11,1.33,1800,1800,60,pass,pass
0.11,1.34,1800,1800,60,pass,pass
0.11,1.35,1800,1800,60,pass,pass
0.11,1.36,1800,1800,60,pass,pass
0.11,1.37,1800,1800,60,pass,pass
0.11,1.38,1800,1800,60,pass,pass
0.11,1.39,1800,1800,60,pass,pass
0.11,1.4,1800,1800,60,pass,pass
0.11,1.41,1800,1800,60,pass,pass
0.11,1.42,1800,1800,60,pass,pass
0.11,1.43,1800,1800,60,pass,pass
0.11,1.44,1800,1800,60,pass,pass
0.11,1.45,1800,1800,60,pass,pass
0.11,1.46,1800,1800,60,pass,pass
0.11,1.47,1800,1800,60,pass,pass
0.11,1.48,1800,1800,60,pass,pass
0.11,1.49,1800,1800,60,pass,pass
0.11,1.5,1800,1800,60,pass,pass
0.11,1.51,1800,1800,60,pass,pass
0.11,1.52,1800,1800,60,pass,pass
0.11,1.53,1800,1800,60,pass,pass
0.11,1.54,1800,1800,60,pass,pass
0.11,1.55,1800,1800,60,pass,pass
0.11,1.56,1800,1800,60,pass,pass
0.11,1.57,1800,1800,60,pass,pass
0.11,1.58,1800,1800,60,pass,pass
0.11,1.59,1800,1800,60,pass,pass
0.11,1.6,1800,1800,60,pass,pass
0.11,1.61,1800,1800,60,pass,pass
0.11,1.62,1800,1800,60,pass,pass
0.11,1.63,1800,1800,60,pass,pass
0.11,1.64,1800,1800,60,pass,pass
0.11,1.65,1800,1800,60,pass,pass
0.11,1.66,1800,1800,60,pass,pass
0.11,1.67,1800,1800,60,pass,pass
0.11,1.68,1800,1800,60,pass,pass
0.11,1.69,1800,1800,60,pass,pass
0.11,1.7,1800,1800,60,pass,pass
0.11,1.71,1800,1800,60,pass,pass
0.11,1.72,1800,1800,60,pass,pass
0.11,1.73,1800,1800,60,pass,pass
0.11,1.74,1800,1800,60,pass,pass
0.11,1.75,1800,1800,60,pass,pass
0.11,1.76,1800,1800,60,pass,pass
0.11,1.77,1800,1800,60,pass,pass
0.11,1.78,1800,1800,60,pass,pass
0.11,1.79,1800,1800,60,pass,pass
0.11,1.8,1800,1800,60,pass,pass
0.11,1.81,1800,1800,60,pass,pass
0.11,1.82,1800,1800,60,pass,pass
0.11,1.83,1800,1800,60,pass,pass
0.11,1.84,1800,1800,60,pass,pass
0.11,1.85,1800,1800,60,pass,pass
0.11,1.86,1800,1800,60,pass,pass
0.11,1.87,1800,1800,60,pass,pass
0.11,1.88,1800,1800,60,pass,pass
0.11,1.89,1800,1800,60,pass,pass
0.11,1.9,1800,1800,60,pass,pass
0.11,1.91,1800,1800,60,pass,pass
0.11,1.92,1800,1800,60,pass,pass
0.11,1.93,1800,1800,60,pass,pass
0.11,1.94,1800,1800,60,pass,pass
0.11,1.95,1800,1800,60,pass,pass
0.11,1.96,1800,1800,60,pass,pass
0.11,1.97,1800,1800,60,pass,pass
0.11,1.98,1800,1800,60,pass,pass
0.11,1.99,1800,1800,60,pass,pass
0.11,2.0,1800,1800,60,pass,pass
0.11,2.01,1800,1800,60,pass,pass
0.11,2.02,1800,1800,60,pass,pass
0.11,2.03,1800,1800,60,pass,pass
0.11,2.04,1800,1800,60,pass,pass
0.11,2.05,1800,1800,60,pass,pass
0.11,2.06,1800,1800,60,pass,pass
0.11,2.07,1800,1800,60,pass,pass
0.11,2.08,1800,1800,60,pass,pass
0.11,2.09,1800,1800,60,pass,pass
0.11,2.1,1800,1800,60,pass,pass
0.11,2.11,1800,1800,60,pass,pass
0.11,2.12,1800,1800,60,pass,pass
0.11,2.13,1800,1800,60,pass,pass
0.11,2.14,1800,1800,60,pass,pass
0.11,2.15,1800,1800,60,pass,pass
0.11,2.16,1800,1800,60,pass,pass
0.11,2.17,1800,1800,60,pass,pass
0.11,2.18,1800,1800,60,pass,pass
0.11,2.19,1800,1800,60,pass,pass
0.11,2.2,1800,1800,60,pass,pass
0.11,2.21,1800,1800,60,pass,pass
0.11,2.22,1800,1800,60,pass,pass
0.11,2.23,1800,1800,60,pass,pass
0.11,2.24,1800,1800,60,pass,pass
0.11,2.25,1800,1800,60,pass,pass
0.11,2.26,1800,1800,60,pass,pass
0.11,2.27,1800,1800,60,pass,pass
0.11,2.28,1800,1800,60,pass,pass
0.11,2.29,1800,1800,60,pass,pass
0.11,2.3,1800,1800,60,pass,pass
0.11,2.31,1800,1800,60,pass,pass
0.11,2.32,1800,1800,60,pass,pass
0.11,2.33,1800,1800,60,pass,pass
0.11,2.34,1800,1800,60,pass,pass
0.11,2.35,1800,1800,60,pass,pass
0.11,2.36,1800,1800,60,pass,pass
0.11,2.37,1800,1800,60,pass,pass
0.11,2.38,1800,1800,60,pass,pass
0.11,2.39,1800,1800,60,pass,pass
0.11,2.4,1800,1800,60,pass,pass
0.11,2.41,1800,1800,60,pass,pass
0.11,2.42,1800,1800,60,pass,pass
0.11,2.43,1800,1800,60,pass,pass
0.11,2.44,1800,1800,60,pass,pass
0.11,2.45,1800,1800,60,pass,pass
0.11,2.46,1800,1800,60,pass,pass
0.11,2.47,1800,1800,60,pass,pass
0.11,2.48,1800,1800,60,pass,pass
0.11,2.49,1800,1800,60,pass,pass
0.11,2.5,1800,1800,60,pass,pass
0.13,0.01,1800,1800,60,pass,pass
0.13,0.02,1800,1800,60,pass,pass
0.13,0.03,1800,1800,60,pass,pass
0.13,0.04,1800,1800,60,pass,pass
0.13,0.05,1800,1800,60,pass,pass
0.13,0.06,1800,1800,60,pass,pass
0.13,0.07,1800,1800,60,pass,pass
0.13,0.08,1800,1800,60,pass,pass
0.13,0.09,1800,1800,60,pass,pass
0.13,0.1,1800,1800,60,pass,pass
0.13,0.11,1800,1800,60,pass,pass
0.13,0.12,1800,1800,60,pass,pass
0.13,0.13,1800,1800,60,pass,pass
0.13,0.14,1800,1800,60,pass,pass
0.13,0.15,1800,1800,60,pass,pass
0.13,0.16,1800,1800,60,pass,pass
0.13,0.17,1800,1800,60,pass,pass
0.13,0.18,1800,1800,60,pass,pass
0.13,0.19,1800,1800,60,pass,pass
0.13,0.2,1800,1800,60,pass,pass
0.13,0.21,1800,1800,60,pass,pass
0.13,0.22,1800,1800,60,pass,pass
0.13,0.23,1800,1800,60,pass,pass
0.13,0.24,1800,1800,60,pass,pass
0.13,0.25,1800,1800,60,pass,pass
0.13,0.26,1800,1800,60,pass,pass
0.13,0.27,1800,1800,60,pass,pass
0.13,0.28,1800,1800,60,pass,pass
0.13,0.29,1800,1800,60,pass,pass
0.13,0.3,1800,1800,60,pass,pass
0.13,0.31,1800,1800,60,pass,pass
0.13,0.32,1800,1800,60,pass,pass
0.13,0.33,1800,1800,60,pass,pass
0.13,0.34,1800,1800,60,pass,pass
0.13,0.35,1800,1800,60,pass,pass
0.13,0.36,1800,1800,60,pass,pass
0.13,0.37,1800,1800,60,pass,pass
0.13,0.38,1800,1800,60,pass,pass
0.13,0.39,1800,1800,60,pass,pass
0.13,0.4,1800,1800,60,pass,pass
0.13,0.41,1800,1800,60,pass,pass
0.13,0.42,1800,1800,60,pass,pass
0.13,0.43,1800,1800,60,pass,pass
0.13,0.44,1800,1800,60,pass,pass
0.13,0.45,1800,1800,60,pass,pass
0.13,0.46,1800,1800,60,pass,pass
0.13,0.47,1800,1800,60,pass,pass
0.13,0.48,1800,1800,60,pass,pass
0.13,0.49,1800,1800,60,pass,pass
0.13,0.5,1800,1800,60,pass,pass
0.13,0.51,1800,1800,60,pass,pass
0.13,0.52,1800,1800,60,pass,pass
0.13,0.53,1800,1800,60,pass,pass
0.13,0.54,1800,1800,60,pass,pass
0.13,0.55,1800,1800,60,pass,pass
0.13,0.56,1800,1800,60,pass,pass
0.13,0.57,1800,1800,60,pass,pass
0.13,0.58,1800,1800,60,pass,pass
0.13,0.59,1800,1800,60,pass,pass
0.13,0.6,1800,1800,60,pass,pass
0.13,0.61,1800,1800,60,pass,pass
0.13,0.62,1800,1800,60,pass,pass
0.13,0.63,1800,1800,60,pass,pass
0.13,0.64,1800,1800,60,pass,pass
0.13,0.65,1800,1800,60,pass,pass
0.13,0.66,1800,1800,60,pass,pass
0.13,0.67,1800,1800,60,pass,pass
0.13,0.68,1800,1800,60,pass,pass
0.13,0.69,1800,1800,60,pass,pass
0.13,0.7,1800,1800,60,pass,pass
0.13,0.71,1800,1800,60,pass,pass
0.13,0.72,1800,1800,60,pass,pass
0.13,0.73,1800,1800,60,pass,pass
0.13,0.74,1800,1800,60,pass,pass
0.13,0.75,1800,1800,60,pass,pass
0.13,0.76,1800,1800,60,pass,pass
0.13,0.77,1800,1800,60,pass,pass
0.13,0.78,1800,1800,60,pass,pass
0.13,0.79,1800,1800,60,pass,pass
0.13,0.8,1800,1800,60,pass,pass
0.13,0.81,1800,1800,60,pass,pass
0.13,0.82,1800,1800,60,pass,pass
0.13,0.83,1800,1800,60,pass,pass
0.13,0.84,1800,1800,60,pass,pass
0.13,0.85,1800,1800,60,pass,pass
0.13,0.86,1800,1800,60,pass,pass
0.13,0.87,1800,1800,60,pass,pass
0.13,0.88,1800,1800,60,pass,pass
0.13,0.89,1800,1800,60,pass,pass
0.13,0.9,1800,1800,60,pass,pass
0.13,0.91,1800,1800,60,pass,pass
0.13,0.92,1800,1800,60,pass,pass
0.13,0.93,1800,1800,60,pass,pass
0.13,0.94,1800,1800,60,pass,pass
0.13,0.95,1800,1800,60,pass,pass
0.13,0.96,1800,1800,60,pass,pass
0.13,0.97,1800,1800,60,pass,pass
0.13,0.98,1800,1800,60,pass,pass
0.13,0.99,1800,1800,60,pass,pass
0.13,1.0,1800,1800,60,pass,pass
0.13,1.01,1800,1800,60,pass,pass
0.13,1.02,1800,1800,60,pass,pass
0.13,1.03,1800,1800,60,pass,pass
0.13,1.04,1800,1800,60,pass,pass
0.13,1.05,1800,1800,60,pass,pass
0.13,1.06,1800,1800,60,pass,pass
0.13,1.07,1800,1800,60,pass,pass
0.13,1.08,1800,1800,60,pass,pass
0.13,1.09,1800,1800,60,pass,pass
0.13,1.1,1800,1800,60,pass,pass
0.13,1.11,1800,1800,60,pass,pass
0.13,1.12,1800,1800,60,pass,pass
0.13,1.13,1800,1800,60,pass,pass
0.13,1.14,1800,1800,60,pass,pass
0.13,1.15,1800,1800,60,pass,pass
0.13,1.16,1800,1800,60,pass,pass
0.13,1.17,1800,1800,60,pass,pass
0.13,1.18,1800,1800,60,pass,pass
0.13,1.19,1800,1800,60,pass,pass
0.13,1.2,1800,1800,60,pass,pass
0.13,1.21,1800,1800,60,pass,pass
0.13,1.22,1800,1800,60,pass,pass
0.13,1.23,1800,1800,60,pass,pass
0.13,1.24,1800,1800,60,pass,pass
0.13,1.25,1800,1800,60,pass,pass
0.13,1.26,1800,1800,60,pass,pass
0.13,1.27,1800,1800,60,pass,pass
0.13,1.28,1800,1800,60,pass,pass
0.13,1.29,1800,1800,60,pass,pass
0.13,1.3,1800,1800,60,pass,pass
0.13,1.31,1800,1800,60,pass,pass
0.13,1.32,1800,1800,60,pass,pass
0.13,1.33,1800,1800,60,pass,pass
0.13,1.34,1800,1800,60,pass,pass
0.13,1.35,1800,1800,60,pass,pass
0.13,1.36,1800,1800,60,pass,pass
0.13,1.37,1800,1800,60,pass,pass
0.13,1.38,1800,1800,60,pass,pass
0.13,1.39,1800,1800,60,pass,pass
0.13,1.4,1800,1800,60,pass,pass
0.13,1.41,1800,1800,60,pass,pass
0.13,1.42,1800,1800,60,pass,pass
0.13,1.43,1800,1800,60,pass,pass
0.13,1.44,1800,1800,60,pass,pass
0.13,1.45,1800,1800,60,pass,pass
0.13,1.46,1800,1800,60,pass,pass
0.13,1.47,1800,1800,60,pass,pass
0.13,1.48,1800,1800,60,pass,pass
0.13,1.49,1800,1800,60,pass,pass
0.13,1.5,1800,1800,60,pass,pass
0.13,1.51,1800,1800,60,pass,pass
0.13,1.52,1800,1800,60,pass,pass
0.13,1.53,1800,1800,60,pass,pass
0.13,1.54,1800,1800,60,pass,pass
0.13,1.55,1800,1800,60,pass,pass
0.13,1.56,1800,1800,60,pass,pass
0.13,1.57,1800,1800,60,pass,pass
0.13,1.58,1800,1800,60,pass,pass
0.13,1.59,1800,1800,60,pass,pass
0.13,1.6,1800,1800,60,pass,pass
0.13,1.61,1800,1800,60,pass,pass
0.13,1.62,1800,1800,60,pass,pass
0.13,1.63,1800,1800,60,pass,pass
0.13,1.64,1800,1800,60,pass,pass
0.13,1.65,1800,1800,60,pass,pass
0.13,1.66,1800,1800,60,pass,pass
0.13,1.67,1800,1800,60,pass,pass
0.13,1.68,1800,1800,60,pass,pass
0.13,1.69,1800,1800,60,pass,pass
0.13,1.7,1800,1800,60,pass,pass
0.13,1.71,1800,1800,60,pass,pass
0.13,1.72,1800,1800,60,pass,pass
0.13,1.73,1800,1800,60,pass,pass
0.13,1.74,1800,1800,60,pass,pass
0.13,1.75,1800,1800,60,pass,pass
0.13,1.76,1800,1800,60,pass,pass
0.13,1.77,1800,1800,60,pass,pass
0.13,1.78,1800,1800,60,pass,pass
0.13,1.79,1800,1800,60,pass,pass
0.13,1.8,1800,1800,60,pass,pass
0.13,1.81,1800,1800,60,pass,pass
0.13,1.82,1800,1800,60,pass,pass
0.13,1.83,1800,1800,60,pass,pass
0.13,1.84,1800,1800,60,pass,pass
0.13,1.85,1800,1800,60,pass,pass
0.13,1.86,1800,1800,60,pass,pass
0.13,1.87,1800,1800,60,pass,pass
0.13,1.88,1800,1800,60,pass,pass
0.13,1.89,1800,1800,60,pass,pass
0.13,1.9,1800,1800,60,pass,pass
0.13,1.91,1800,1800,60,pass,pass
0.13,1.92,1800,1800,60,pass,pass
0.13,1.93,1800,1800,60,pass,pass
0.13,1.94,1800,1800,60,pass,pass
0.13,1.95,1800,1800,60,pass,pass
0.13,1.96,1800,1800,60,pass,pass
0.13,1.97,1800,1800,60,pass,pass
0.13,1.98,1800,1800,60,pass,pass
0.13,1.99,1800,1800,60,pass,pass
0.13,2.0,1800,1800,60,pass,pass
0.13,2.01,1800,1800,60,pass,pass
0.13,2.02,1800,1800,60,pass,pass
0.13,2.03,1800,1800,60,pass,pass
0.13,2.04,1800,1800,60,pass,pass
0.13,2.05,1800,1800,60,pass,pass
0.13,2.06,1800,1800,60,pass,pass
0.13,2.07,1800,1800,60,pass,pass
0.13,2.08,1800,1800,60,pass,pass
0.13,2.09,1800,1800,60,pass,pass
0.13,2.1,1800,1800,60,pass,pass
0.13,2.11,1800,1800,60,pass,pass
0.13,2.12,1800,1800,60,pass,pass
0.13,2.13,1800,1800,60,pass,pass
0.13,2.14,1800,1800,60,pass,pass
0.13,2.15,1800,1800,60,pass,pass
0.13,2.16,1800,1800,60,pass,pass
0.13,2.17,1800,1800,60,pass,pass
0.13,2.18,1800,1800,60,pass,pass
0.13,2.19,1800,1800,60,pass,pass
0.13,2.2,1800,1800,60,pass,pass
0.13,2.21,1800,1800,60,pass,pass
0.13,2.22,1800,1800,60,pass,pass
0.13,2.23,1800,1800,60,pass,pass
0.13,2.24,1800,1800,60,pass,pass
0.13,2.25,1800,1800,60,pass,pass
0.13,2.26,1800,1800,60,pass,pass
0.13,2.27,1800,1800,60,pass,pass
0.13,2.28,1800,1800,60,pass,pass
0.13,2.29,1800,1800,60,pass,pass
0.13,2.3,1800,1800,60,pass,pass
0.13,2.31,1800,1800,60,pass,pass
0.13,2.32,1800,1800,60,pass,pass
0.13,2.33,1800,1800,60,pass,pass
0.13,2.34,1800,1800,60,pass,pass
0.13,2.35,1800,1800,60,pass,pass
0.13,2.36,1800,1800,60,pass,pass
0.13,2.37,1800,1800,60,pass,pass
0.13,2.38,1800,1800,60,pass,pass
0.13,2.39,1800,1800,60,pass,pass
0.13,2.4,1800,1800,60,pass,pass
0.13,2.41,1800,1800,60,pass,pass
0.13,2.42,1800,1800,60,pass,pass
0.13,2.43,1800,1800,60,pass,pass
0.13,2.44,1800,1800,60,pass,pass
0.13,2.45,1800,1800,60,pass,pass
0.13,2.46,1800,1800,60,pass,pass
0.13,2.47,1800,1800,60,pass,pass
0.13,2.48,1800,1800,60,pass,pass
0.13,2.49,1800,1800,60,pass,pass
0.13,2.5,1800,1800,60,pass,pass
0.15,0.01,1800,1800,60,pass,pass
0.15,0.02,1800,1800,60,pass,pass
0.15,0.03,1800,1800,60,pass,pass
0.15,0.04,1800,1800,60,pass,pass
0.15,0.05,1800,1800,60,pass,pass
0.15,0.06,1800,1800,60,pass,pass
0.15,0.07,1800,1800,60,pass,pass
0.15,0.08,1800,1800,60,pass,pass
0.15,0.09,1800,1800,60,pass,pass
0.15,0.1,1800,1800,60,pass,pass
0.15,0.11,1800,1800,60,pass,pass
