run,rule,radius,target_ref_count,observed_ref_count,n_samples_min,n_samples_max,sampling_complete,diagnostic_phi_available,strict_claim_qc_pass,claim_status_updated,strict_claim_fail_reason,unit_strict_qc_pass_count,unit_split_fail_count,unit_split_fail_fraction,refs_remaining_if_drop_split_fail,split_fail_ref_ids,max_split_logZ_per_P_diff,split_logZ_per_P_diff_q99,split_logZ_per_P_diff_q95,split_logZ_per_P_diff_q90,split_logZ_per_P_diff_median,q05_ess_fraction,finite_unit_fraction,bootstrap_sd_delta_phi_energy,delta_phi_energy,delta_phi_full,phi_energy_raw
90ref,random_label,1.9,90,90,1024,1024,True,True,False,diagnostic_only_split_instability,max_split_logZ_per_P_diff,63,27,0.3,63,"000,009,013,020,023,029,033,034,037,038,039,044,045,048,055,059,1000,1002,1005,1011,1014,1016,1017,1018,1021,1026,1028",0.0116150408115564,0.010061477199470365,0.00778927692895598,0.0065045125768221045,0.0023637728847299,0.6136374602916264,1.0,0.0005160582488851,-0.1434880104629718,2.79975452864692,-0.1703781220731028
90ref,random_label,2.0,90,90,1024,1024,True,True,False,diagnostic_only_split_instability,max_split_logZ_per_P_diff,62,28,0.3111111111111111,62,"002,003,004,005,007,011,019,026,027,028,031,035,036,038,039,042,044,047,049,050,053,055,1002,1004,1005,1011,1015,1020",0.0127914655296203,0.011726251471463826,0.008800201588835887,0.007072391160041656,0.00262662006754195,0.6125304926669815,1.0,0.0004985073294313,-0.144566343113532,2.849948647923777,-0.171456454723663
90ref,random_label,2.1,90,90,1024,1024,True,True,False,diagnostic_only_split_instability,max_split_logZ_per_P_diff,64,26,0.28888888888888886,64,"005,011,013,016,023,029,032,033,034,035,040,043,045,047,048,051,055,059,1000,1004,1007,1010,1012,1016,1019,1022",0.0092309369683157,0.009182233402138562,0.007476548470223558,0.005848825449742176,0.0024537922488371998,0.6182686973069926,1.0,0.0004694163949454,-0.1462762615863761,2.897009068279378,-0.1731663731965071
90ref,random_label,2.2,90,90,1024,1024,True,True,False,diagnostic_only_split_instability,max_split_logZ_per_P_diff,53,37,0.4111111111111111,53,"005,006,008,009,010,012,013,014,021,023,024,027,030,032,033,035,048,049,050,051,054,055,059,1000,1001,1005,1015,1016,1018,1019,1020,1022,1023,1024,1026,1027,1029",0.0128817883360403,0.010630888032736313,0.008374892860575476,0.00733524602554481,0.0034283033482857,0.6049013014728563,1.0,0.0005066541839095,-0.1471920232149418,2.942594419394346,-0.1740821348250728
90ref,random_label,2.3,90,90,1024,1024,True,True,False,diagnostic_only_split_instability,max_split_logZ_per_P_diff,61,29,0.32222222222222224,61,"003,004,005,008,011,025,026,033,034,035,038,040,042,043,044,045,046,049,052,054,057,1001,1006,1010,1012,1015,1018,1019,1025",0.0158658733826289,0.012991642109012875,0.008216543654966577,0.006853585734169801,0.00280461856858735,0.606462563156948,1.0,0.0005031435288361,-0.1487748284018935,2.985445314298516,-0.1756649400120246
90ref,random_label,2.4,90,90,1024,1024,True,True,False,diagnostic_only_split_instability,max_split_logZ_per_P_diff,62,28,0.3111111111111111,62,"000,002,003,011,013,015,016,017,019,030,037,043,047,048,050,052,056,059,1003,1006,1007,1008,1012,1015,1023,1024,1026,1029",0.0110614911076394,0.0108758072927737,0.008409420808080312,0.00662420559290413,0.00261159731584775,0.62468159458602,1.0,0.0004690264944823,-0.1495957538235155,3.027166709669351,-0.1764858654336466
90ref,random_label,2.5,90,90,1024,1024,True,True,False,diagnostic_only_split_instability,max_split_logZ_per_P_diff,56,34,0.37777777777777777,56,"002,009,016,018,019,021,022,023,024,025,027,028,030,032,035,036,038,039,045,049,050,053,054,057,1002,1008,1010,1013,1014,1018,1020,1021,1025,1029",0.0146393586246915,0.011910802360684272,0.008522580066039028,0.00703801494619475,0.0028351631660220996,0.6151713877172065,1.0,0.0005772501518359,-0.1509185969638113,3.0666492734855075,-0.1778087085739424
90ref,real_even_odd,0.1,90,90,1024,1024,True,True,True,strict_claim_pass,pass,90,0,0.0,90,,0.0005593509292632,0.0003972022645904129,0.00023273093570422496,0.00019637316846300002,6.436854101980619e-05,0.5537029673683289,1.0,0.0,0.0,0.0,-0.0030494066116485
90ref,real_even_odd,0.2,90,90,1024,1024,True,True,True,strict_claim_pass,pass,90,0,0.0,90,,0.0029020670527526,0.002700865893488651,0.0020698435242457497,0.0018333767229993302,0.0006829003276279,0.6083203560002075,1.0,0.000128755894768,-0.010627334283697,0.6822381936226278,-0.0136767408953455
90ref,real_even_odd,0.3,90,90,1024,1024,True,True,False,diagnostic_only_split_instability,max_split_logZ_per_P_diff,87,3,0.03333333333333333,87,"038,1000,1008",0.0048569688461121,0.004743667160652009,0.0036986768970705642,0.0029048313181799716,0.0013709429637809999,0.5934412887790839,1.0,0.0002227301150664,-0.0229556999619941,1.0752101798118985,-0.0260051065736426
90ref,real_even_odd,0.4,90,90,1024,1024,True,True,False,diagnostic_only_split_instability,max_split_logZ_per_P_diff,82,8,0.08888888888888889,82,"010,012,022,034,041,058,1015,1026",0.007514216905582,0.0070723152217390985,0.004732190852716913,0.003953193580299011,0.00159960008010615,0.6168687706076902,1.0,0.0002553860600037,-0.0338214740718217,1.351909581740828,-0.0368708806834702
90ref,real_even_odd,0.5,90,90,1024,1024,True,True,False,diagnostic_only_split_instability,max_split_logZ_per_P_diff,76,14,0.15555555555555556,76,"003,009,014,027,034,047,049,052,054,1006,1009,1017,1020,1025",0.0082152463855986,0.007970824264673996,0.005768153068450818,0.004565766271857811,0.0019046521778043,0.6541949837422892,1.0,0.0002558985855842,-0.0421073413766898,1.5666765938479694,-0.0451567479883383
