run,rule,ref_id,radius_count,split_fail_radius_count,finite_fail_radius_count,ess_fail_radius_count,split_logZ_per_P_diff_max,split_logZ_per_P_diff_median,split_logZ_per_P_diff_mean,first_split_fail_radius
90ref,low_tv_spectral_teacher,1008,25,14,0,0,0.0161028578920132,0.0048928141887381,0.005185622884455188,0.8
90ref,low_tv_spectral_teacher,1009,25,14,0,0,0.0102848864085778,0.0044220623171061,0.004167233963858326,0.5
90ref,low_tv_spectral_teacher,1010,25,13,0,0,0.017272505708757,0.0045146984721473,0.005841753734479756,0.9
90ref,low_tv_spectral_teacher,1011,25,13,0,0,0.0206937724939293,0.0047089244842096,0.005976978684390531,0.6
90ref,low_tv_spectral_teacher,1012,25,10,0,0,0.0170035249362636,0.0026755191055256,0.004879508434999104,0.6
90ref,low_tv_spectral_teacher,1013,25,10,0,0,0.0162303562476571,0.0032637134232335,0.004932163609999267,0.6
90ref,low_tv_spectral_teacher,1014,25,10,0,0,0.015678030813931,0.0027718842609591,0.004419844950305034,0.5
90ref,low_tv_spectral_teacher,1015,25,9,0,0,0.015712992077475,0.002307176598211,0.0037528473541970173,0.5
90ref,low_tv_spectral_teacher,1016,25,10,0,0,0.0146700640847515,0.003145741660666,0.0045839527066132675,1.3
90ref,low_tv_spectral_teacher,1017,25,8,0,0,0.01326720815902,0.0026938378539438,0.0037122351153129176,1.1
90ref,low_tv_spectral_teacher,1018,25,9,0,0,0.013028102012817,0.0031041871682909,0.0034598532797763142,0.4
90ref,low_tv_spectral_teacher,1019,25,11,0,0,0.0152498473364823,0.0034970775234835,0.005171320516997792,0.8
90ref,low_tv_spectral_teacher,1020,25,11,0,0,0.0182238234688343,0.0035190880789093,0.0043748843369692475,0.4
90ref,low_tv_spectral_teacher,1021,25,9,0,0,0.0132181155082649,0.0026172428464255,0.003952333675985716,0.7
90ref,low_tv_spectral_teacher,1022,25,8,0,0,0.0149096545828925,0.0025250761264736,0.004212403212740953,0.5
90ref,low_tv_spectral_teacher,1023,25,12,0,0,0.0119235285312675,0.0039108944875206,0.004794726373886314,0.9
90ref,low_tv_spectral_teacher,1024,25,12,0,0,0.0149859153158559,0.0039730584725844,0.004882425349490872,0.7
90ref,low_tv_spectral_teacher,1025,25,12,0,0,0.020329362302914,0.0033824274727558,0.004741192772793703,0.6
90ref,low_tv_spectral_teacher,1026,25,7,0,0,0.0110559794937842,0.0031333177831896,0.0037087662904721707,0.9
90ref,low_tv_spectral_teacher,1027,25,12,0,0,0.0154835665637693,0.0037634618300836,0.00485819774933274,0.8
90ref,low_tv_spectral_teacher,1028,25,13,0,0,0.0171469301226002,0.0046459849363979,0.0055627561217916925,0.3
90ref,low_tv_spectral_teacher,1029,25,11,0,0,0.0141477459802993,0.0032090166542337,0.00410678614244886,0.5
90ref,random_label,0,25,7,0,0,0.008245630984448,0.0027891311040112,0.002961240926678432,0.2
90ref,random_label,1,25,5,0,0,0.0056015692065038,0.0020914832771611,0.0024982498083236998,0.4
90ref,random_label,2,25,5,0,0,0.0082236849977071,0.0017914160464599,0.002687437759325888,0.2
90ref,random_label,3,25,10,0,0,0.0221252736028337,0.0033957442053773,0.004250200458019272,0.2
90ref,random_label,4,25,7,0,0,0.0107120663737115,0.0026993926846388,0.0031964244640522188,0.2
90ref,random_label,5,25,8,0,0,0.0092573996360546,0.0023738253967864,0.0031346999350132087,0.2
90ref,random_label,6,25,8,0,0,0.0185860374316348,0.001827342574984,0.003358725988881816,0.2
90ref,random_label,7,25,6,0,0,0.0108748579863803,0.0024819863288034,0.002955680415328101,0.3
90ref,random_label,8,25,7,0,0,0.0134753282943763,0.0018651433213462,0.003644801815432316,0.3
90ref,random_label,9,25,9,0,0,0.0092158624150263,0.002034523284551,0.002891719012266605,0.3
90ref,random_label,10,25,8,0,0,0.0133240322173106,0.0022355605490143,0.0034571138107096122,0.1
90ref,random_label,11,25,8,0,0,0.0057154275953202,0.0032261004930337,0.0030449985917452883,0.2
90ref,random_label,12,25,6,0,0,0.0081742325936115,0.0023274981645925,0.0028755813977501283,0.4
90ref,random_label,13,25,9,0,0,0.008416998519983,0.0017781263788012,0.0031283394267478683,0.2
90ref,random_label,14,25,8,0,0,0.0103437888332065,0.0025917540280286,0.003102682622066868,0.3
90ref,random_label,15,25,8,0,0,0.010439761050393,0.0021146601682688,0.003299851625811744,0.2
90ref,random_label,16,25,10,0,0,0.0166023087797213,0.0025769871352082,0.004105117465076765,0.2
90ref,random_label,17,25,10,0,0,0.0125119311185621,0.0018894828179694,0.003723126041235822,0.2
90ref,random_label,18,25,7,0,0,0.0146393586246915,0.0013859555114308,0.0026823053552519553,0.2
90ref,random_label,19,25,10,0,0,0.0121693639793549,0.0030865273214101,0.00356221431879615,0.2
90ref,random_label,20,25,8,0,0,0.011018078290785,0.0017964913716989,0.0030687090132496455,0.2
90ref,random_label,21,25,6,0,0,0.0116044651834853,0.0021700040598629,0.0029260665227154098,0.4
90ref,random_label,22,25,6,0,0,0.0146358249312109,0.0030236195129565,0.003254115725744836,0.3
90ref,random_label,23,25,8,0,0,0.007884443724297,0.0027288308547142,0.003055809639238553,0.3
90ref,random_label,24,25,8,0,0,0.0137690651333356,0.0026406983254178,0.003347298814873364,0.3
90ref,random_label,25,25,9,0,0,0.007878132149831,0.002200991013482,0.003180043093361158,0.1
90ref,random_label,26,25,9,0,0,0.019451116819801,0.0033399019827345,0.0037517231408539242,0.2
90ref,random_label,27,25,10,0,0,0.0084163769067919,0.0028803991298334,0.0035739439258934,0.2
90ref,random_label,28,25,10,0,0,0.0085519660776436,0.0029175363458015,0.003385298042331484,0.2
90ref,random_label,29,25,8,0,0,0.0166461345585663,0.0029301060109144,0.0035652784321802324,0.3
90ref,random_label,30,25,12,0,0,0.0102175123901892,0.0033376761366111,0.004271477400078344,0.4
90ref,random_label,31,25,7,0,0,0.0115945958013546,0.0026119367850483,0.0033654587113456542,0.4
90ref,random_label,32,25,6,0,0,0.0086094735599685,0.0022278697975799,0.002754808732771562,0.4
90ref,random_label,33,25,10,0,0,0.0078102895404107,0.0028670673623911,0.0037174211578660794,0.2
90ref,random_label,34,25,9,0,0,0.0131604837474736,0.0025631772011977,0.0036962909222464863,0.3
90ref,random_label,35,25,14,0,0,0.0160160910082739,0.0041210798845046,0.004397008893119736,0.3
90ref,random_label,36,25,7,0,0,0.0255170805388762,0.0026546382761382,0.00408707974930541,0.2
90ref,random_label,37,25,8,0,0,0.0131171926458516,0.0027956038289299,0.0037840796481748355,0.2
90ref,random_label,38,25,11,0,0,0.009802588619405,0.0029590022734958,0.0038125267510367438,0.3
90ref,random_label,39,25,11,0,0,0.010652468672293,0.0032614614676026,0.003654719629335575,0.2
90ref,random_label,40,25,7,0,0,0.0158658733826289,0.0026780260857561,0.003193846841796104,0.2
90ref,random_label,41,25,5,0,0,0.0088062294368552,0.0014855284309941,0.0024632237491979394,0.4
90ref,random_label,42,25,8,0,0,0.0143066126913126,0.0028667604343349,0.004360399643869525,0.2
90ref,random_label,43,25,9,0,0,0.0146331582441515,0.0022860551708946,0.004008356057349328,0.2
90ref,random_label,44,25,10,0,0,0.0130942274668408,0.002639521614384,0.0038191909473028916,0.3
90ref,random_label,45,25,10,0,0,0.0115946244128841,0.0031561977136022,0.0035150683336531933,0.3
90ref,random_label,46,25,4,0,0,0.0150508012223306,0.002318783676264,0.0031612393503559263,0.4
90ref,random_label,47,25,8,0,0,0.009364017549091,0.002917576691813,0.003210379414640256,0.4
90ref,random_label,48,25,10,0,0,0.0108451900968896,0.0029974322785781,0.003774503182272836,0.4
90ref,random_label,49,25,9,0,0,0.0105656581887556,0.0027808146642212,0.0035575974042976093,0.2
90ref,random_label,50,25,11,0,0,0.0135968514924467,0.0038200953945804,0.00415124097012222,0.2
90ref,random_label,51,25,8,0,0,0.0142277045933877,0.0021639362460718,0.0034042556171928647,0.2
90ref,random_label,52,25,9,0,0,0.0105718653917213,0.0024453488173631,0.0039881837485067,0.2
90ref,random_label,53,25,8,0,0,0.0127914655296203,0.0023570224140293,0.003238609495753628,0.2
90ref,random_label,54,25,7,0,0,0.0073332090273614,0.0019901897605066,0.002720611268932608,0.2
90ref,random_label,55,25,11,0,0,0.0143282702489609,0.0031859338407722,0.004316653380732672,0.1
90ref,random_label,56,25,7,0,0,0.0176525824772491,0.0033308876714672,0.0035401975844044043,0.1
90ref,random_label,57,25,9,0,0,0.0162531313958989,0.0035602760515036,0.0036990768279396165,0.3
90ref,random_label,58,25,10,0,0,0.010884755173527,0.0030181998998076,0.004244819557546287,0.3
90ref,random_label,59,25,12,0,0,0.0103526868716538,0.003923979204572,0.004441641289383332,0.2
90ref,random_label,1000,25,7,0,0,0.0128817883360403,0.0026780380316668,0.0032249776468456248,0.3
90ref,random_label,1001,25,7,0,0,0.0173368236073749,0.0024059734126609,0.0036077077138199336,0.2
90ref,random_label,1002,25,10,0,0,0.0142150284004382,0.0027147690127834,0.00439732765785264,0.4
90ref,random_label,1003,25,5,0,0,0.0146757257089721,0.0016708483212915,0.00279595801322638,0.3
90ref,random_label,1004,25,8,0,0,0.0091762138602515,0.003384304862178,0.003508060517884692,0.4
90ref,random_label,1005,25,10,0,0,0.0158774670011179,0.0035691745966385,0.004430476578881944,0.2
90ref,random_label,1006,25,6,0,0,0.0110614911076394,0.0017582730001952,0.002610587030779812,0.2
90ref,random_label,1007,25,9,0,0,0.0100714480338654,0.0023896710885364,0.003245261351390556,0.2
90ref,random_label,1008,25,8,0,0,0.0139752638148569,0.0022638552837992,0.002986703844909747,0.1
90ref,random_label,1009,25,7,0,0,0.0111675036439017,0.0026329627300522,0.0032740239295359365,0.3
90ref,random_label,1010,25,7,0,0,0.0101686852212477,0.0021956006016234,0.003047395937067176,0.3
90ref,random_label,1011,25,10,0,0,0.0116150408115564,0.0025821037330614,0.00334162163652642,0.4
90ref,random_label,1012,25,10,0,0,0.0078739271355048,0.0031019594056234,0.0033889548922413693,0.2
90ref,random_label,1013,25,8,0,0,0.0110239230917852,0.0027967614577435,0.003321926591966172,0.2
90ref,random_label,1014,25,6,0,0,0.0100719383720944,0.0025144927828318,0.0032551704230711883,0.2
90ref,random_label,1015,25,7,0,0,0.0073705671368643,0.0024426057049825,0.0028341613860204044,0.5
90ref,random_label,1016,25,7,0,0,0.0064558326582683,0.0020751270469835,0.0026287182847620294,0.1
90ref,random_label,1017,25,7,0,0,0.0104555919744135,0.0019800895297214,0.002757676359732328,0.2
90ref,random_label,1018,25,10,0,0,0.0117791303254524,0.0023375287797511,0.003904840211899288,0.2
90ref,random_label,1019,25,11,0,0,0.0142414980050152,0.0037319752713587,0.004004053769317316,0.2
90ref,random_label,1020,25,4,0,0,0.0060435172928566,0.002418422992159,0.0022530736818110464,0.3
90ref,random_label,1021,25,7,0,0,0.012098216227062,0.0030247146809629,0.002941237560536355,0.2
90ref,random_label,1022,25,6,0,0,0.0098188013572347,0.0028303765059022,0.003406299875641936,0.7
90ref,random_label,1023,25,8,0,0,0.0129383182398363,0.0014853233624077,0.003549969079763833,0.1
90ref,random_label,1024,25,6,0,0,0.0161086535052443,0.0024319070545262,0.003319170482380544,0.3
90ref,random_label,1025,25,7,0,0,0.012318431074493,0.0022904910198885,0.0033661245544691558,0.2
90ref,random_label,1026,25,8,0,0,0.014041771463298,0.0023972387930093,0.004100568753334546,0.2
90ref,random_label,1027,25,8,0,0,0.0109147226029509,0.0021470962297819,0.0033119915923013627,0.3
90ref,random_label,1028,25,8,0,0,0.0097584762753393,0.0027426962495249,0.00327434992155342,0.2
90ref,random_label,1029,25,12,0,0,0.0127013450008318,0.0038016230529204,0.00416689864522176,0.2
90ref,real_even_odd,0,25,14,0,0,0.0144500479875294,0.0044241717355441,0.005714282430857478,0.9
90ref,real_even_odd,1,25,11,0,0,0.0169773068021933,0.0026020522512108,0.004964093083248777,0.8
90ref,real_even_odd,2,25,13,0,0,0.0192331896241081,0.0042303988712131,0.005719296563209035,0.8
90ref,real_even_odd,3,25,9,0,0,0.0138291087627977,0.0028969384176426,0.004079903398572351,0.5
90ref,real_even_odd,4,25,10,0,0,0.0207922688629857,0.0030680266385457,0.004359949376126666,0.6
90ref,real_even_odd,5,25,10,0,0,0.0155936825442307,0.0031454479426613,0.004607363821364445,0.6
90ref,real_even_odd,6,25,9,0,0,0.0139928947890099,0.0029406305796576,0.004257412104810946,0.8
90ref,real_even_odd,7,25,6,0,0,0.010653006955057,0.0021972902001231,0.003087458333584816,0.6
90ref,real_even_odd,8,25,10,0,0,0.0125113871509284,0.0032268619037037,0.004075431374331307,0.6
90ref,real_even_odd,9,25,7,0,0,0.0179540194527401,0.001949673327373,0.003503655127557027,0.5
90ref,real_even_odd,10,25,11,0,0,0.0145762961684736,0.0030077936774276,0.0046605581247588426,0.4
90ref,real_even_odd,11,25,6,0,0,0.0094386755558255,0.0014080442835096,0.0025601172986553576,1.0
90ref,real_even_odd,12,25,12,0,0,0.0128443110703404,0.0036318642155255,0.00442495453752117,0.4
90ref,real_even_odd,13,25,9,0,0,0.0180044290919837,0.0028137751248254,0.004327095620896958,0.9
90ref,real_even_odd,14,25,14,0,0,0.0181939954200792,0.0043473958491549,0.005797092824258344,0.5
90ref,real_even_odd,15,25,8,0,0,0.0088783564202668,0.002528864733784,0.0031071550235390994,0.6
90ref,real_even_odd,16,25,11,0,0,0.0132233754419755,0.003463286880338,0.004421421792254296,1.0
90ref,real_even_odd,17,25,13,0,0,0.0154787142494728,0.0043021296456723,0.004333796374583489,0.7
90ref,real_even_odd,18,25,12,0,0,0.0160455887499737,0.0033864288277862,0.00515243606478526,0.7
90ref,real_even_odd,19,25,6,0,0,0.0090887098561805,0.0016081850484971,0.0024963833682310394,1.2
90ref,real_even_odd,20,25,11,0,0,0.0153471917609267,0.0027957914143381,0.005184407439028361,0.9
90ref,real_even_odd,21,25,8,0,0,0.0114297536930623,0.0028123670718914,0.0034795214848761767,0.6
90ref,real_even_odd,22,25,8,0,0,0.0084383582679197,0.0033459363260388,0.0035214452380144447,0.4
90ref,real_even_odd,23,25,13,0,0,0.0175950000640402,0.0041998708250328,0.005088149231224521,0.7
90ref,real_even_odd,24,25,15,0,0,0.0160929152214713,0.0067268820087936,0.00649267686712644,0.6
90ref,real_even_odd,25,25,10,0,0,0.0178760748050053,0.0027440330637723,0.004157911754020779,1.0
90ref,real_even_odd,26,25,11,0,0,0.0152685979632851,0.0035659890532327,0.005718889865030115,0.7
90ref,real_even_odd,27,25,13,0,0,0.0178472784087251,0.0041016789872119,0.005902939452404594,0.5
90ref,real_even_odd,28,25,13,0,0,0.0178468464101111,0.0050184595013681,0.005827487832517576,0.9
90ref,real_even_odd,29,25,9,0,0,0.0181437014951283,0.0015100041441459,0.003991340319449607,0.8
90ref,real_even_odd,30,25,7,0,0,0.0182987676917869,0.0026008106629481,0.004192232311177536,1.0
90ref,real_even_odd,31,25,7,0,0,0.014879520732057,0.002356918685526,0.0037328684780557984,0.7
90ref,real_even_odd,32,25,11,0,0,0.0141622425666092,0.0035903797306738,0.004680261058216814,0.8
90ref,real_even_odd,33,25,9,0,0,0.0132843220487748,0.0017012353493489,0.003756042312642528,1.2
90ref,real_even_odd,34,25,13,0,0,0.0102411154020873,0.0046325996346624,0.004241547662672123,0.4
90ref,real_even_odd,35,25,13,0,0,0.0170610913817107,0.0042240464334224,0.00539121098273695,0.8
90ref,real_even_odd,36,25,11,0,0,0.0169871850070875,0.0031897389432799,0.005887164328407852,0.9
90ref,real_even_odd,37,25,10,0,0,0.0152428562491316,0.0019686434794415,0.00431082012710382,0.8
90ref,real_even_odd,38,25,11,0,0,0.0163114830101856,0.0033991783204882,0.0040705808118807205,0.3
90ref,real_even_odd,39,25,12,0,0,0.0149878061127191,0.0030194683209171,0.00441225686361998,1.0
90ref,real_even_odd,40,25,12,0,0,0.0140117038047969,0.0038567460935495,0.004875347311261716,0.8
90ref,real_even_odd,41,25,12,0,0,0.0226423765742035,0.003574844643697,0.005398823900401616,0.4
90ref,real_even_odd,42,25,10,0,0,0.0115387521944646,0.0029443658296139,0.004002264564628592,0.7
90ref,real_even_odd,43,25,8,0,0,0.0126386590363651,0.0021704352428595,0.0034606115570784634,0.9
90ref,real_even_odd,44,25,11,0,0,0.0124524219139855,0.0033721854441162,0.004751531275009285,1.0
90ref,real_even_odd,45,25,10,0,0,0.0109373474453964,0.0033656878692133,0.0044658254459719006,0.8
90ref,real_even_odd,46,25,13,0,0,0.0169007923093715,0.004018711712988,0.005273378400133402,0.6
90ref,real_even_odd,47,25,14,0,0,0.0175668855535256,0.0055283235626043,0.006131244915854817,0.5
90ref,real_even_odd,48,25,14,0,0,0.0141642371448428,0.0040453034468247,0.004687243840859316,0.9
90ref,real_even_odd,49,25,15,0,0,0.0133065456437612,0.0054582464548454,0.005308952720696543,0.5
90ref,real_even_odd,50,25,17,0,0,0.0258374903350512,0.0053294776961641,0.006105628412061806,0.6
90ref,real_even_odd,51,25,11,0,0,0.0125971049995114,0.0021857514779757,0.004219585380840751,0.6
90ref,real_even_odd,52,25,11,0,0,0.0152740474214898,0.0038023380090438,0.004807518346413241,0.5
90ref,real_even_odd,53,25,11,0,0,0.0194629892660691,0.0023566990673218,0.005093934246513292,0.8
90ref,real_even_odd,54,25,14,0,0,0.0085461439145377,0.0042398640166251,0.004225238511209444,0.5
90ref,real_even_odd,55,25,12,0,0,0.0177505904145821,0.0037741907891134,0.004732377550554731,0.6
90ref,real_even_odd,56,25,12,0,0,0.0155623563467635,0.0032289874988386,0.0046973072063885325,0.7
90ref,real_even_odd,57,25,10,0,0,0.0132399623490625,0.0037394067145796,0.004431931796195736,0.8
90ref,real_even_odd,58,25,11,0,0,0.0284981764654411,0.0037949750943636,0.004986606074832092,0.4
90ref,real_even_odd,59,25,13,0,0,0.0150082892443799,0.0045467100384849,0.005683571866221748,0.9
90ref,real_even_odd,1000,25,13,0,0,0.0151288184795442,0.0040386805124102,0.005561431396456131,0.3
90ref,real_even_odd,1001,25,14,0,0,0.0130324919805358,0.0050413642960153,0.005436000001446456,0.6
90ref,real_even_odd,1002,25,13,0,0,0.0157333434188532,0.0040769391573386,0.005103454517130421,0.7
90ref,real_even_odd,1003,25,14,0,0,0.0147289464705679,0.0048978071320753,0.005508526199968875,0.8
90ref,real_even_odd,1004,25,10,0,0,0.0183119338985166,0.0033350508292598,0.004871802622812741,0.7
90ref,real_even_odd,1005,25,12,0,0,0.018048231966236,0.0027126163846394,0.004359872174943948,0.6
90ref,real_even_odd,1006,25,15,0,0,0.0182923889886292,0.0053817906958831,0.0058061364056054875,0.5
90ref,real_even_odd,1007,25,9,0,0,0.0104750944232881,0.0030564198581004,0.0034249394500387104,0.6
90ref,real_even_odd,1008,25,13,0,0,0.0236922523599258,0.0048569688461121,0.006496352717703312,0.3
90ref,real_even_odd,1009,25,11,0,0,0.0171959713741306,0.0028044755215525,0.004444144843008676,0.5
90ref,real_even_odd,1010,25,9,0,0,0.0144038992462106,0.001767887036171,0.003872244924631233,0.6
90ref,real_even_odd,1011,25,8,0,0,0.0175369428543907,0.002276638823118,0.004102909059824238,1.0
90ref,real_even_odd,1012,25,12,0,0,0.0198262245287327,0.0034732633640991,0.0052491543874553384,0.9
90ref,real_even_odd,1013,25,14,0,0,0.0196101268226472,0.0050174818045656,0.00603795103803988,0.8
90ref,real_even_odd,1014,25,15,0,0,0.0139695829564617,0.0042320258208526,0.005287116822733149,0.7
90ref,real_even_odd,1015,25,13,0,0,0.0127358401845303,0.0049011954036776,0.004827744887682426,0.4
90ref,real_even_odd,1016,25,14,0,0,0.0153534970858517,0.0046543081782732,0.005192297516613244,0.6
90ref,real_even_odd,1017,25,7,0,0,0.0124667841474104,0.0028677376659966,0.0038115877590727816,0.5
