rule,radius,d0,phi_energy_raw,delta_phi_energy,delta_phi_full,n_units,target_ref_count_x,target_ref_count_y,observed_ref_count,finite_unit_fraction,q05_ess_fraction,max_split_logZ_per_P_diff,bootstrap_sd_delta_phi_energy,qc_diagnostic_pass,sampling_status,run
random_label,0.6,0.1,-0.158415096360949,-0.1313444272526976,1.6596869804275198,60,60,60,60,1.0,0.5982843217978572,0.0143066126913126,0.0007467598254946,False,complete,60ref
random_label,0.7,0.1,-0.1590110131255019,-0.1319403440172505,1.8131791060746107,60,60,60,60,1.0,0.6087545221875816,0.0092530557636995,0.0007089481778262,False,complete,60ref
random_label,0.8,0.1,-0.1591340895926078,-0.1320634204843564,1.946533163234618,60,60,60,60,1.0,0.5640705305444965,0.0093708847507763,0.0006623344535071,False,complete,60ref
random_label,0.9,0.1,-0.159947444481048,-0.1328767753727965,2.0634549841749887,60,60,60,60,1.0,0.5888813018240281,0.0115702344510867,0.0005810446575008,False,complete,60ref
random_label,1.0,0.1,-0.1607968266693064,-0.1337261575610551,2.1679233055699294,60,60,60,60,1.0,0.6271621892849427,0.0095982774724474,0.0006203687867542,False,complete,60ref
random_label,1.1,0.1,-0.1615341693914068,-0.1344635002831554,2.2624574144198077,60,60,60,60,1.0,0.6066428969799321,0.0078673862855215,0.0006019899887001,False,complete,60ref
random_label,1.2,0.1,-0.162778528144917,-0.1357078590366656,2.3481890765498767,60,60,60,60,1.0,0.5818685833379633,0.0077533222367943,0.0005333849178494,False,complete,60ref
random_label,1.3,0.1,-0.1637312730415497,-0.1366606039332983,2.427246514862061,60,60,60,60,1.0,0.5983355950606862,0.0068529431104099,0.0004952872550208,False,complete,60ref
random_label,1.4,0.1,-0.1652069239824108,-0.1381362548741594,2.4998487231240265,60,60,60,60,1.0,0.6043722592109944,0.0095324543053425,0.0006020846220881,False,complete,60ref
random_label,1.5,0.1,-0.1663035495906695,-0.1392328804824181,2.5677169345161337,60,60,60,60,1.0,0.5936274553938535,0.0076634365062563,0.0005952105429299,False,complete,60ref
random_label,1.6,0.1,-0.166820201470741,-0.1397495323624896,2.631712579262809,60,60,60,60,1.0,0.5976466432748573,0.009364017549091,0.0005129378566988,False,complete,60ref
random_label,1.7,0.1,-0.1681635995422259,-0.1410929304339745,2.6909691688664283,60,60,60,60,1.0,0.6151953167086492,0.010884755173527,0.0006360148865769,False,complete,60ref
random_label,1.8,0.1,-0.1694774660948915,-0.1424067969866401,2.74679049046747,60,60,60,60,1.0,0.5565017259655793,0.0099242824780294,0.0005927524945985,False,complete,60ref
