metric,python,julia,diff,abs_diff,unit_index,beta,dataset_id,ref_id,radius,n_samples
theta_ref_norm_sq,20001.668119572198,20001.668119572198,0.0,0.0,2,0.05,0,0,2.5,1024
kappa,7.008566908921366,7.008566908921366,0.0,0.0,2,0.05,0,0,2.5,1024
log_prefactor,-3.1153497033169297,-3.1153497033169297,0.0,0.0,2,0.05,0,0,2.5,1024
reference_prior_log_weight,-3.9296008093462076,-3.9296008093462076,0.0,0.0,2,0.05,0,0,2.5,1024
logZ_inf,-20.732811829263483,-20.45639984422637,0.27641198503711095,0.27641198503711095,2,0.05,0,0,2.5,1024
logZ_inf_full,-24.66241263860969,-24.38600065357258,0.27641198503711095,0.27641198503711095,2,0.05,0,0,2.5,1024
ess_frac,0.8707550492966174,1.0,0.1292449507033826,0.1292449507033826,2,0.05,0,0,2.5,1024
weighted_ce,14.34392973321155,14.191350073794808,-0.152579659416741,0.152579659416741,2,0.05,0,0,2.5,1024
weighted_error,0.47155174546463346,0.46793174743652344,-0.0036199980281100275,0.0036199980281100275,2,0.05,0,0,2.5,1024
weighted_h,5.345333011070984,5.315931540024958,-0.029401471046026195,0.029401471046026195,2,0.05,0,0,2.5,1024
dlogZ_inf_dr,-4.226706511617898,-4.036530612499781,0.19017589911811772,0.19017589911811772,2,0.05,0,0,2.5,1024
ce_ref,0.0027099749849355207,0.002709974984935548,2.7321894746634712e-17,2.7321894746634712e-17,3,0.05,0,1,0.01,1024
err_ref,0.0,0.0,0.0,0.0,3,0.05,0,1,0.01,1024
theta_ref_norm,205.58108694083808,205.5810869408381,2.842170943040401e-14,2.842170943040401e-14,3,0.05,0,1,0.01,1024
theta_ref_norm_sq,42263.583307776425,42263.58330777643,7.275957614183426e-12,7.275957614183426e-12,3,0.05,0,1,0.01,1024
kappa,0.040751093279186704,0.040751093279186704,0.0,0.0,3,0.05,0,1,0.01,1024
log_prefactor,-4.9673742317593526e-05,-4.9673742317593526e-05,0.0,0.0,3,0.05,0,1,0.01,1024
reference_prior_log_weight,-8.303258017244877,-8.303258017244879,-1.7763568394002505e-15,1.7763568394002505e-15,3,0.05,0,1,0.01,1024
logZ_inf,-0.006618183446427864,-0.00691149924983239,-0.0002933158034045258,0.0002933158034045258,3,0.05,0,1,0.01,1024
logZ_inf_full,-8.309876200691305,-8.310169516494712,-0.0002933158034075234,0.0002933158034075234,3,0.05,0,1,0.01,1024
ess_frac,0.9999666751564729,0.9999699749651692,3.299808696288764e-06,3.299808696288764e-06,3,0.05,0,1,0.01,1024
weighted_ce,0.006543692181999619,0.006819535602695109,0.00027584342069549017,0.00027584342069549017,3,0.05,0,1,0.01,1024
weighted_error,0.0029948190987389165,0.0030831918794784756,8.837278073955913e-05,8.837278073955913e-05,3,0.05,0,1,0.01,1024
weighted_h,0.07028241072206462,0.07496407383938573,0.004681663117321114,0.004681663117321114,3,0.05,0,1,0.01,1024
dlogZ_inf_dr,-1.731793522458465,-1.8668512219224118,-0.13505769946394675,0.13505769946394675,3,0.05,0,1,0.01,1024
ce_ref,0.0027099749849355207,0.002709974984935548,2.7321894746634712e-17,2.7321894746634712e-17,4,0.05,0,1,0.5,1024
err_ref,0.0,0.0,0.0,0.0,4,0.05,0,1,0.5,1024
theta_ref_norm,205.58108694083808,205.5810869408381,2.842170943040401e-14,2.842170943040401e-14,4,0.05,0,1,0.5,1024
theta_ref_norm_sq,42263.583307776425,42263.58330777643,7.275957614183426e-12,7.275957614183426e-12,4,0.05,0,1,0.5,1024
kappa,2.0375546639593347,2.037554663959335,4.440892098500626e-16,4.440892098500626e-16,4,0.05,0,1,0.5,1024
log_prefactor,-0.1241843557939838,-0.1241843557939838,0.0,0.0,4,0.05,0,1,0.5,1024
reference_prior_log_weight,-8.303258017244877,-8.303258017244879,-1.7763568394002505e-15,1.7763568394002505e-15,4,0.05,0,1,0.5,1024
logZ_inf,-11.371197237461148,-11.372648061547567,-0.0014508240864188338,0.0014508240864188338,4,0.05,0,1,0.5,1024
logZ_inf_full,-19.674455254706025,-19.675906078792444,-0.0014508240864188338,0.0014508240864188338,4,0.05,0,1,0.5,1024
ess_frac,0.9772696171999002,0.9486072624248975,-0.028662354775002785,0.028662354775002785,4,0.05,0,1,0.5,1024
weighted_ce,10.526200771332103,10.433169299279518,-0.09303147205258533,0.09303147205258533,4,0.05,0,1,0.5,1024
weighted_error,0.3586465914578103,0.35557395624125665,-0.003072635216553654,0.003072635216553654,4,0.05,0,1,0.5,1024
weighted_h,4.580651610200678,4.559451105970081,-0.02120050423059716,0.02120050423059716,4,0.05,0,1,0.5,1024
dlogZ_inf_dr,-18.26487652361611,-18.245913355022473,0.018963168593636226,0.018963168593636226,4,0.05,0,1,0.5,1024
ce_ref,0.0027099749849355207,0.002709974984935548,2.7321894746634712e-17,2.7321894746634712e-17,5,0.05,0,1,2.5,1024
err_ref,0.0,0.0,0.0,0.0,5,0.05,0,1,2.5,1024
theta_ref_norm,205.58108694083808,205.5810869408381,2.842170943040401e-14,2.842170943040401e-14,5,0.05,0,1,2.5,1024
theta_ref_norm_sq,42263.583307776425,42263.58330777643,7.275957614183426e-12,7.275957614183426e-12,5,0.05,0,1,2.5,1024
kappa,10.187773319796674,10.187773319796676,1.7763568394002505e-15,1.7763568394002505e-15,5,0.05,0,1,2.5,1024
log_prefactor,-3.104608894849595,-3.104608894849595,0.0,0.0,5,0.05,0,1,2.5,1024
reference_prior_log_weight,-8.303258017244877,-8.303258017244879,-1.7763568394002505e-15,1.7763568394002505e-15,5,0.05,0,1,2.5,1024
logZ_inf,-28.64039606964714,-28.40275867233945,0.23763739730769018,0.23763739730769018,5,0.05,0,1,2.5,1024
logZ_inf_full,-36.94365408689202,-36.70601668958433,0.23763739730768663,0.23763739730768663,5,0.05,0,1,2.5,1024
ess_frac,0.9926485554198264,0.9810981141840959,-0.011550441235730569,0.011550441235730569,5,0.05,0,1,2.5,1024
weighted_ce,21.055944408146452,20.582980693664037,-0.4729637144824146,0.4729637144824146,5,0.05,0,1,2.5,1024
weighted_error,0.46373224617543163,0.46454925765797583,0.0008170114825442054,0.0008170114825442054,5,0.05,0,1,2.5,1024
weighted_h,6.48152876463839,6.406765619337575,-0.07476314530081485,0.07476314530081485,5,0.05,0,1,2.5,1024
dlogZ_inf_dr,-5.078030991003476,-4.785427276551407,0.2926037144520688,0.2926037144520688,5,0.05,0,1,2.5,1024
