rule_id,rule_name,rule_label,rule_order,nmstv_mean,radius,n_units,delta_phi_energy_unit_mean,delta_phi_energy_unit_sem,phi_energy_raw_mean,phi_energy_raw_sem
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.93,30,-0.04882283942603694,0.000520896427114107,-0.05330505792306988,0.0005427780179972676
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.94,30,-0.049677070023677085,0.0005261727940966637,-0.054159288520710044,0.0005320178457891335
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.95,30,-0.04928145728629558,0.0005590524525150386,-0.05376367578332853,0.0005921651166294253
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.96,30,-0.05044039193885361,0.0005582219573802618,-0.054922610435886546,0.0005862657893625615
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.97,30,-0.05171416977939351,0.0005120081897091914,-0.05619638827642646,0.0005206961411255297
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.98,30,-0.05111206288237549,0.0004808130267211186,-0.05559428137940843,0.0005204972812075354
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.99,30,-0.05173179884550997,0.0006079768660942102,-0.0562140173425429,0.0006320417615480093
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,1.0,30,-0.05192502302191788,0.0005755014752122133,-0.05640724151895084,0.0006099377851050283
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.01,30,0.0027588734248558395,0.00014033522365658498,-0.00034708019314790993,6.270979524535184e-05
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.02,30,0.0027336934063301264,0.00013688652872314764,-0.0003722602116736066,6.654005346714602e-05
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.03,30,0.00268179851385998,0.00013060917353110106,-0.0004241551041437634,7.324228969553701e-05
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.04,30,0.0025846343939155705,0.0001207645411614672,-0.0005213192240881567,8.305306422840941e-05
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.05,30,0.0024132878298236803,0.00010640938666813274,-0.0006926657881800734,9.686555361385435e-05
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.06,30,0.00214982743509668,8.873318772366416e-05,-0.0009561261829070568,0.00011308847564895483
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.07,30,0.0017842787577684166,6.891256984178642e-05,-0.00132167486023532,0.0001301659767778609
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.08,30,0.0012929944556753332,4.684772898022524e-05,-0.0018129591623284032,0.0001519525932446539
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.09,30,0.0007056730218407866,2.7590547728077942e-05,-0.002400280596162956,0.0001680406688452635
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.1,30,0.0,0.0,-0.0031059536180037864,0.0001907159779110885
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.11,30,-0.0008096950373339835,3.91103521080886e-05,-0.003915648655337837,0.00022126782981214343
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.12,30,-0.0017672590720680598,6.027636927402021e-05,-0.004873212690071893,0.0002437389755472552
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.13,30,-0.0026405308281026835,8.02809259937219e-05,-0.005746484446106522,0.00026097160581138763
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.14,30,-0.0036751273053750072,9.977276223121855e-05,-0.006781080923378853,0.0002825825739176028
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.15,30,-0.00480268966520121,0.00011884723600364966,-0.007908643283205051,0.0002933360495169682
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.16,30,-0.005896577134725381,0.000146475017651407,-0.00900253075272923,0.00031673597187512927
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.17,30,-0.006990015292131732,0.00017829054621343082,-0.010095968910135558,0.00034584735668231035
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.18,30,-0.008402163285259362,0.00019068054703752426,-0.01150811690326322,0.0003627425722299099
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.19,30,-0.00963671901009994,0.00024037265924248906,-0.012742672628103774,0.00041103003851485596
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.2,30,-0.010940463085090092,0.00021264992202967475,-0.014046416703093931,0.00037587457476381304
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.21,30,-0.012141149683644954,0.00024425468271516143,-0.015247103301648794,0.0004000854106169163
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.22,30,-0.013361073037544968,0.0002807064558659753,-0.016467026655548812,0.00044495391297345524
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.23,30,-0.014669158726461318,0.00026566888568978013,-0.01777511234446515,0.0004225764829120157
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.24,30,-0.016108208462680598,0.00028760533048544193,-0.019214162080684445,0.00042814992610058425
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.25,30,-0.017031315531009956,0.0002923151628519094,-0.02013726914901379,0.00045236995854502644
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.26,30,-0.018587433864387888,0.0002736009200246637,-0.021693387482391725,0.0004181159972754545
