policy,cell_id,beta,dataset_tag,exact_count,selected_count,l2_mass_coverage_lambda1,mean_norm_sq,mean_theta_norm,mean_final_train_loss,mean_min_signed_margin,mean_pairwise_norm_distance
l2_top10_min_norm_exact,cell_beta_0p30_p_0p00,0.3,dataset_006_seed_626234,50,10,0.24017074720702317,1996.6219027414136,44.66370918505324,0.004297560210809552,0.0914807580415544,1.4172501519071126
current_simple_selected10,cell_beta_0p30_p_0p00,0.3,dataset_006_seed_626234,50,10,0.13839201546898583,5537.107399087432,71.76851032927513,0.002694381473344924,0.11733689045273979,1.4457747827254672
l2_top10_min_norm_exact,cell_beta_0p30_p_0p00,0.3,dataset_007_seed_726234,70,10,0.17329355068783375,1879.712106424387,43.33018116312258,0.007917214722726029,0.002954259353968079,1.4183698957986848
current_simple_selected10,cell_beta_0p30_p_0p00,0.3,dataset_007_seed_726234,70,10,0.11010396513550685,4641.002688284827,66.2537264985566,0.0029745286945508593,0.042121681073821096,1.4289872386523683
l2_top10_min_norm_exact,cell_beta_0p30_p_0p00,0.3,dataset_008_seed_826234,51,10,0.31425428427930224,2376.621502633556,48.7085918598796,0.010149887094426137,0.05177424003428448,1.4198082822120954
current_simple_selected10,cell_beta_0p30_p_0p00,0.3,dataset_008_seed_826234,51,10,0.0706378833503082,12104.093522787498,107.34099945695107,0.002469138298899396,0.054056978468401094,1.4412928780653411
l2_top10_min_norm_exact,cell_beta_0p30_p_0p00,0.3,dataset_009_seed_926234,87,10,0.13095065989447846,1165.3182111744784,34.13178945369218,0.006274497526395912,0.0061719411351635195,1.4180639364138974
current_simple_selected10,cell_beta_0p30_p_0p00,0.3,dataset_009_seed_926234,87,10,0.10723809370728843,2249.1823039807396,46.68627943750952,0.00340660426700986,0.20797572820838717,1.4259443439794361
l2_top10_min_norm_exact,cell_beta_0p34_p_0p00,0.34,dataset_000_seed_030234,69,10,0.17612705596309777,1382.8087469634306,37.147976311298486,0.006277025392324434,0.0047137444145248925,1.4145664837714562
current_simple_selected10,cell_beta_0p34_p_0p00,0.34,dataset_000_seed_030234,69,10,0.11166960402297717,3940.9691016672687,61.43539801587259,0.002553594205102713,0.12582537040456193,1.4308720996988316
l2_top10_min_norm_exact,cell_beta_0p34_p_0p00,0.34,dataset_001_seed_130234,69,10,0.17901045445726663,1565.4304935981659,39.54023066983155,0.008483580961475553,0.0074504326762029754,1.4165554279067496
current_simple_selected10,cell_beta_0p34_p_0p00,0.34,dataset_001_seed_130234,69,10,0.08247978389260302,6247.67561065212,76.84866501689302,0.0021765482471156937,0.17980030430726843,1.4319109371096737
l2_top10_min_norm_exact,cell_beta_0p34_p_0p00,0.34,dataset_002_seed_230234,47,10,0.24673130408942415,1246.752020943023,35.28037719838613,0.010347413700072916,0.004334624983480688,1.4198021372846599
current_simple_selected10,cell_beta_0p34_p_0p00,0.34,dataset_002_seed_230234,47,10,0.14642650475991462,4032.0214710704067,62.80924970497053,0.0030626154878637185,0.16825733889461786,1.4251651235515606
l2_top10_min_norm_exact,cell_beta_0p34_p_0p00,0.34,dataset_003_seed_330234,46,10,0.23550685887864736,1428.2059757355914,37.777475148209625,0.0035778364600176716,0.0023584824988185037,1.4128608495240609
current_simple_selected10,cell_beta_0p34_p_0p00,0.34,dataset_003_seed_330234,46,10,0.1996556029331553,2289.926091737961,47.60568358819525,0.0027320381521269916,0.03801294865579814,1.4161923682876827
l2_top10_min_norm_exact,cell_beta_0p34_p_0p00,0.34,dataset_004_seed_430234,78,10,0.14577834154077213,1155.7838768600457,33.98355701822064,0.006618626292262246,0.008256407232975655,1.411975911417917
current_simple_selected10,cell_beta_0p34_p_0p00,0.34,dataset_004_seed_430234,78,10,0.09029500755614708,3726.652344777119,60.217879375629806,0.002927752588271193,0.11672485891060735,1.423184923183308
l2_top10_min_norm_exact,cell_beta_0p34_p_0p00,0.34,dataset_005_seed_530234,57,10,0.19534921001675015,963.1319714414049,31.022671456578212,0.007431372628320934,0.0036388990568743396,1.4211447761272953
current_simple_selected10,cell_beta_0p34_p_0p00,0.34,dataset_005_seed_530234,57,10,0.15771461390339056,2183.526613347299,45.35568875892383,0.003010043318667768,0.13476037018565434,1.427274734751117
l2_top10_min_norm_exact,cell_beta_0p34_p_0p00,0.34,dataset_006_seed_630234,78,10,0.1458434021987182,905.7429979687392,30.092456296122275,0.011304263583896478,0.003159101000014325,1.4121405309642976
current_simple_selected10,cell_beta_0p34_p_0p00,0.34,dataset_006_seed_630234,78,10,0.11095517598710723,2307.1315983224194,47.924828556494035,0.0042533592063357184,0.007431874101373348,1.4139773353823337
l2_top10_min_norm_exact,cell_beta_0p34_p_0p00,0.34,dataset_007_seed_730234,60,10,0.19675752460653273,1301.6658061261069,36.07150088686987,0.009637791199338636,0.010180588618112768,1.4141219790308295
current_simple_selected10,cell_beta_0p34_p_0p00,0.34,dataset_007_seed_730234,60,10,0.10371400371696754,6526.673628856994,74.2015355401051,0.0028973557504861393,0.030060083924852866,1.4497996591960085
l2_top10_min_norm_exact,cell_beta_0p34_p_0p00,0.34,dataset_008_seed_830234,62,10,0.2044178542916704,1559.3894775000238,39.474526184652326,0.004930077048371837,0.011235657087234997,1.415630292701277
current_simple_selected10,cell_beta_0p34_p_0p00,0.34,dataset_008_seed_830234,62,10,0.11980244563770433,4632.235804915342,66.58955013095283,0.0026907625932845354,0.0627455635575873,1.4246069953695124
l2_top10_min_norm_exact,cell_beta_0p34_p_0p00,0.34,dataset_009_seed_930234,87,10,0.12947064554509838,1310.8099041476512,36.19120428741742,0.005623562353019306,0.0018778141587819763,1.4086650003266283
current_simple_selected10,cell_beta_0p34_p_0p00,0.34,dataset_009_seed_930234,87,10,0.09398754279302203,2962.933161165461,54.23935516198374,0.002784321051772409,0.05765707638026013,1.4143889527106244
l2_top10_min_norm_exact,cell_beta_0p38_p_0p00,0.38,dataset_000_seed_034234,97,10,0.11294915197616139,976.4656786848136,31.239382957939153,0.006668233853092088,0.00426107105959696,1.416299483362262
current_simple_selected10,cell_beta_0p38_p_0p00,0.38,dataset_000_seed_034234,97,10,0.09560540527078473,1842.8164870696473,42.667152050903596,0.0029595588526203018,0.0454689697042432,1.4186639071087694
l2_top10_min_norm_exact,cell_beta_0p38_p_0p00,0.38,dataset_001_seed_134234,81,10,0.13316250338913418,998.0498732845547,31.58090922852539,0.007884759954389888,0.005795739806375605,1.4143928272953472
current_simple_selected10,cell_beta_0p38_p_0p00,0.38,dataset_001_seed_134234,81,10,0.10847259558970691,2102.6730759061165,45.075106587951794,0.004180627909383863,0.08716968691945062,1.4262117820282232
l2_top10_min_norm_exact,cell_beta_0p38_p_0p00,0.38,dataset_002_seed_234234,56,10,0.19803924793408548,1042.9620361870554,32.2902039872899,0.008832557202323486,0.008690611844625044,1.413429851431896
current_simple_selected10,cell_beta_0p38_p_0p00,0.38,dataset_002_seed_234234,56,10,0.14747130424054514,2632.7971348727283,50.384767725096296,0.004627838367500194,0.0902409253755285,1.43067568306286
l2_top10_min_norm_exact,cell_beta_0p38_p_0p00,0.38,dataset_003_seed_334234,79,10,0.15010360070362025,1163.5382074976173,34.05075106006875,0.009417679519600214,0.011832433465923059,1.4207882433515058
current_simple_selected10,cell_beta_0p38_p_0p00,0.38,dataset_003_seed_334234,79,10,0.11252964450320489,2876.504254812366,51.881615369059276,0.0030644469589809807,0.06393767398319809,1.4328301905125114
l2_top10_min_norm_exact,cell_beta_0p38_p_0p00,0.38,dataset_004_seed_434234,50,10,0.2058920913953823,444.402472839519,21.065136548132553,0.015015161853239024,0.010822337873233074,1.4108055449594998
current_simple_selected10,cell_beta_0p38_p_0p00,0.38,dataset_004_seed_434234,50,10,0.19142675108644824,819.8137200178713,28.354573573261945,0.008164570758646022,0.015178330614982633,1.4204259965074446
l2_top10_min_norm_exact,cell_beta_0p38_p_0p00,0.38,dataset_005_seed_534234,87,10,0.12439066172263728,1100.297133577983,33.16277994816419,0.005929572198776597,0.0036862493422546217,1.4165283272225309
current_simple_selected10,cell_beta_0p38_p_0p00,0.38,dataset_005_seed_534234,87,10,0.11592255261013722,1459.2824434848717,38.19268478377093,0.0034879579592319346,0.006940962866424228,1.4136311246711242
l2_top10_min_norm_exact,cell_beta_0p38_p_0p00,0.38,dataset_006_seed_634234,56,10,0.19505731430300083,1299.1849115778557,36.03666159238452,0.005544414467053965,0.005835792845501425,1.4203314634495665
current_simple_selected10,cell_beta_0p38_p_0p00,0.38,dataset_006_seed_634234,56,10,0.15464049562202872,2526.7968385351196,49.81241916456262,0.002852282135428369,0.13141493351085753,1.423749427978125
l2_top10_min_norm_exact,cell_beta_0p38_p_0p00,0.38,dataset_007_seed_734234,51,10,0.2201182456279049,933.323803110649,30.526839205853925,0.008957367420846758,0.0034900174837612873,1.416002782837692
current_simple_selected10,cell_beta_0p38_p_0p00,0.38,dataset_007_seed_734234,51,10,0.16215494366755703,2536.5071922561715,49.90240079729837,0.0031907012952086733,0.11420070739998842,1.4241388084014497
l2_top10_min_norm_exact,cell_beta_0p38_p_0p00,0.38,dataset_008_seed_834234,62,10,0.18579240296872282,1121.8783105895907,33.48149809473326,0.004660195919584292,0.03950155848971139,1.4112378568587447
current_simple_selected10,cell_beta_0p38_p_0p00,0.38,dataset_008_seed_834234,62,10,0.13448849294032883,2946.0582408172113,52.65184077359123,0.0027932183160289748,0.2335511783263522,1.4375039104854734
l2_top10_min_norm_exact,cell_beta_0p38_p_0p00,0.38,dataset_009_seed_934234,54,10,0.21823271170340253,1219.3284708148517,34.89273978549268,0.008759017821084554,0.00409776755599576,1.411817775895538
current_simple_selected10,cell_beta_0p38_p_0p00,0.38,dataset_009_seed_934234,54,10,0.1144891199174635,4897.685901521005,68.38105067495697,0.002929329107796783,0.09285258869053899,1.4293285679957566
