cell_id,beta,dataset_tag,lambda_ref,exact_count,ess_fraction,top1_mass,top10_mass
cell_beta_0p10_p_0p00,0.1,dataset_003_seed_306234,1.0,21,0.5456753885861267,0.14654171840077002,0.8397332726349619
cell_beta_0p10_p_0p00,0.1,dataset_003_seed_306234,2.0,21,0.3094600615198989,0.2460799449532876,0.9604925442652287
cell_beta_0p10_p_0p00,0.1,dataset_003_seed_306234,5.0,21,0.13383951805405575,0.4418757165708461,0.9996525948635242
cell_beta_0p10_p_0p00,0.1,dataset_003_seed_306234,10.0,21,0.09769165169117892,0.5487871449093908,0.9999999079229231
cell_beta_0p10_p_0p00,0.1,dataset_003_seed_306234,20.0,21,0.0902649590589823,0.6178522128226978,0.9999999999999908
cell_beta_0p10_p_0p00,0.1,dataset_003_seed_306234,40.0,21,0.07936408827729824,0.7236152269665386,1.0000000000000069
cell_beta_0p10_p_0p00,0.1,dataset_003_seed_306234,80.0,21,0.06122338282159072,0.8726874298295437,0.9999999999999947
cell_beta_0p10_p_0p00,0.1,dataset_003_seed_306234,160.0,21,0.04964504631888876,0.9791608889742218,0.9999999999999865
cell_beta_0p10_p_0p00,0.1,dataset_003_seed_306234,220.0,21,0.048097495124383285,0.9950012870637364,1.0000000000000013
cell_beta_0p10_p_0p00,0.1,dataset_004_seed_406234,0.0,30,1.0000000000000002,0.03333333333333333,0.3333333333333333
cell_beta_0p10_p_0p00,0.1,dataset_004_seed_406234,0.1,30,0.9665811203116149,0.04256371334004267,0.3987155037134143
cell_beta_0p10_p_0p00,0.1,dataset_004_seed_406234,0.5,30,0.6621599345122197,0.08517334739880364,0.6220037849430894
cell_beta_0p10_p_0p00,0.1,dataset_004_seed_406234,1.0,30,0.4362558303796826,0.14410915961063225,0.7934273390768045
cell_beta_0p10_p_0p00,0.1,dataset_004_seed_406234,2.0,30,0.2351889909363212,0.2717976328162329,0.9377109466079602
cell_beta_0p10_p_0p00,0.1,dataset_004_seed_406234,5.0,30,0.07629416101573082,0.6215435884098964,0.9986629098473154
cell_beta_0p10_p_0p00,0.1,dataset_004_seed_406234,10.0,30,0.04211607799458094,0.8842106426525761,0.9999986177383041
cell_beta_0p10_p_0p00,0.1,dataset_004_seed_406234,20.0,30,0.034154995034323704,0.9878264527252161,0.9999999999988782
cell_beta_0p10_p_0p00,0.1,dataset_004_seed_406234,40.0,30,0.03334303791484117,0.9998544524706574,0.9999999999999957
cell_beta_0p10_p_0p00,0.1,dataset_004_seed_406234,80.0,30,0.03333333474479146,0.9999999788281289,1.00000000000001
cell_beta_0p10_p_0p00,0.1,dataset_004_seed_406234,160.0,30,0.03333333333333333,1.0,1.0000000000000004
cell_beta_0p10_p_0p00,0.1,dataset_004_seed_406234,220.0,30,0.03333333333333333,1.0,1.0
cell_beta_0p10_p_0p00,0.1,dataset_005_seed_506234,0.0,35,0.9999999999999998,0.028571428571428577,0.28571428571428575
cell_beta_0p10_p_0p00,0.1,dataset_005_seed_506234,0.1,35,0.9742583486804853,0.037200792364896686,0.3408759430488339
cell_beta_0p10_p_0p00,0.1,dataset_005_seed_506234,0.5,35,0.6529924752608581,0.08471774242503108,0.5632290313452618
cell_beta_0p10_p_0p00,0.1,dataset_005_seed_506234,1.0,35,0.3376446394594259,0.1640306361717281,0.7812968434149793
cell_beta_0p10_p_0p00,0.1,dataset_005_seed_506234,2.0,35,0.13640272834802006,0.31796391961072273,0.9613303951138105
cell_beta_0p10_p_0p00,0.1,dataset_005_seed_506234,5.0,35,0.0644432819424857,0.5218349251388072,0.9998904686510487
cell_beta_0p10_p_0p00,0.1,dataset_005_seed_506234,10.0,35,0.0547167558388752,0.6142030634795792,0.99999999437413
cell_beta_0p10_p_0p00,0.1,dataset_005_seed_506234,20.0,35,0.047702421047439665,0.7224575616145793,1.0000000000000027
cell_beta_0p10_p_0p00,0.1,dataset_005_seed_506234,40.0,35,0.03682253353947263,0.8714312857238863,1.0000000000000002
cell_beta_0p10_p_0p00,0.1,dataset_005_seed_506234,80.0,35,0.029814684421482378,0.9786964346503819,1.0000000000000018
cell_beta_0p10_p_0p00,0.1,dataset_005_seed_506234,160.0,35,0.028598503693719232,0.9995264096476518,1.0000000000000107
cell_beta_0p10_p_0p00,0.1,dataset_005_seed_506234,220.0,35,0.028572962918958864,0.9999731496391511,1.0000000000000109
cell_beta_0p10_p_0p00,0.1,dataset_006_seed_606234,0.0,28,0.9999999999999999,0.03571428571428572,0.35714285714285715
cell_beta_0p10_p_0p00,0.1,dataset_006_seed_606234,0.1,28,0.9665518649093573,0.04519135068234745,0.41585586533394264
cell_beta_0p10_p_0p00,0.1,dataset_006_seed_606234,0.5,28,0.7222934347760256,0.08917826180794669,0.5960068848519501
cell_beta_0p10_p_0p00,0.1,dataset_006_seed_606234,1.0,28,0.4980233451542652,0.1608383855329462,0.744322306071091
cell_beta_0p10_p_0p00,0.1,dataset_006_seed_606234,2.0,28,0.21064931759885933,0.36073405405451603,0.9097418805270545
cell_beta_0p10_p_0p00,0.1,dataset_006_seed_606234,5.0,28,0.04591911108896779,0.8804859439752648,0.9984623369288502
cell_beta_0p10_p_0p00,0.1,dataset_006_seed_606234,10.0,28,0.035945774797729105,0.9967732127858686,0.9999992468433929
cell_beta_0p10_p_0p00,0.1,dataset_006_seed_606234,20.0,28,0.03571451646835137,0.999996769455467,0.9999999999997706
cell_beta_0p10_p_0p00,0.1,dataset_006_seed_606234,40.0,28,0.035714285714752644,0.999999999993463,1.0000000000000004
cell_beta_0p10_p_0p00,0.1,dataset_006_seed_606234,80.0,28,0.03571428571428571,1.0,1.0
cell_beta_0p10_p_0p00,0.1,dataset_006_seed_606234,160.0,28,0.03571428571428571,1.0,1.0
cell_beta_0p10_p_0p00,0.1,dataset_006_seed_606234,220.0,28,0.03571428571428571,1.0,1.0
cell_beta_0p10_p_0p00,0.1,dataset_007_seed_706234,0.0,31,1.0,0.03225806451612903,0.32258064516129026
cell_beta_0p10_p_0p00,0.1,dataset_007_seed_706234,0.1,31,0.9787897078877336,0.04020077559986672,0.37347089273146983
cell_beta_0p10_p_0p00,0.1,dataset_007_seed_706234,0.5,31,0.7202582020493147,0.08022166940942037,0.5656223426303401
cell_beta_0p10_p_0p00,0.1,dataset_007_seed_706234,1.0,31,0.44908011747571197,0.14369223410801352,0.7483042364519712
cell_beta_0p10_p_0p00,0.1,dataset_007_seed_706234,2.0,31,0.2135563240942249,0.287443250780766,0.9287340592063512
cell_beta_0p10_p_0p00,0.1,dataset_007_seed_706234,5.0,31,0.07022154365785269,0.6491527691925588,0.9988018824891749
cell_beta_0p10_p_0p00,0.1,dataset_007_seed_706234,10.0,31,0.0381804546333984,0.9173306282526997,0.9999987377009609
cell_beta_0p10_p_0p00,0.1,dataset_007_seed_706234,20.0,31,0.032518006582086936,0.9959890817603263,0.9999999999986962
cell_beta_0p10_p_0p00,0.1,dataset_007_seed_706234,40.0,31,0.03225884239210634,0.9999879430713857,0.9999999999999964
cell_beta_0p10_p_0p00,0.1,dataset_007_seed_706234,80.0,31,0.032258064525035116,0.9999999998619558,0.9999999999999925
cell_beta_0p10_p_0p00,0.1,dataset_007_seed_706234,160.0,31,0.03225806451612903,1.0,1.0
cell_beta_0p10_p_0p00,0.1,dataset_007_seed_706234,220.0,31,0.03225806451612903,1.0,1.0
