rule,radius,phi_energy_raw,n_units,target_ref_count,sampling_status
random_label,0.1,,0,1,partial_missing_units
random_label,1.25,,0,1,partial_missing_units
random_label,2.45,,0,1,partial_missing_units
real_even_odd,0.1,,0,1,partial_missing_units
real_even_odd,1.25,,0,1,partial_missing_units
real_even_odd,2.45,,0,1,partial_missing_units
teacher_nn,0.1,,0,1,partial_missing_units
teacher_nn,1.25,,0,1,partial_missing_units
teacher_nn,2.45,,0,1,partial_missing_units
very_low_tv_spectral_teacher,0.1,-0.005083837723007036,1,1,complete
very_low_tv_spectral_teacher,1.25,-0.07118735787830226,1,1,complete
very_low_tv_spectral_teacher,2.45,-0.09312961550595084,1,1,complete
