beta,cell_id,radius,ref_count,H_or_threshold,mode,Z_ratio,log_Z_ratio,ess_num,gate_count,weighted_error,weighted_h,dataset_tag,dataset_id,ref_id
0.05,cell_beta_0p05_p_0p00,0.01,1,1.0,absolute_h,1.0,0.0,1023.9683808958655,1024,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,2.0,absolute_h,1.0,0.0,1023.9683808958655,1024,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,4.0,absolute_h,1.0,0.0,1023.9683808958655,1024,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,6.0,absolute_h,1.0,0.0,1023.9683808958655,1024,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,8.0,absolute_h,1.0,0.0,1023.9683808958655,1024,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,0.25,delta_ce,1.0,0.0,1023.9683808958655,1024,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,0.5,delta_ce,1.0,0.0,1023.9683808958655,1024,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,1.0,delta_ce,1.0,0.0,1023.9683808958655,1024,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,2.0,delta_ce,1.0,0.0,1023.9683808958655,1024,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,4.0,delta_ce,1.0,0.0,1023.9683808958655,1024,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,1.0,relative_delta_ce_to_ref_ce,0.6131554642321099,-0.4891367630758845,625.9995436552724,626,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,5.0,relative_delta_ce_to_ref_ce,0.93174399448643,-0.07069718605654884,952.9898005226262,953,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,10.0,relative_delta_ce_to_ref_ce,0.991454713436367,-0.008582006864839897,1014.9756373965765,1015,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,50.0,relative_delta_ce_to_ref_ce,1.0,0.0,1023.9683808958655,1024,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,100.0,relative_delta_ce_to_ref_ce,1.0,0.0,1023.9683808958655,1024,0.0030503479010199784,0.07216458475539217,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,1.0,absolute_h,0.0,-inf,0.0,0,0.455395457833368,5.96185133067717,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,1.5,1,2.0,absolute_h,0.0,-inf,0.0,0,0.455395457833368,5.96185133067717,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,1.5,1,4.0,absolute_h,0.0,-inf,0.0,0,0.455395457833368,5.96185133067717,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,1.5,1,6.0,absolute_h,0.5845000733379263,-0.5369983725988048,535.0099598409669,540,0.455395457833368,5.96185133067717,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,1.5,1,8.0,absolute_h,1.0,0.0,998.6817778424679,1024,0.455395457833368,5.96185133067717,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,1.5,1,0.25,delta_ce,0.0,-inf,0.0,0,0.455395457833368,5.96185133067717,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,1.5,1,0.5,delta_ce,0.0,-inf,0.0,0,0.455395457833368,5.96185133067717,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,1.5,1,1.0,delta_ce,0.0,-inf,0.0,0,0.455395457833368,5.96185133067717,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,1.5,1,2.0,delta_ce,0.0,-inf,0.0,0,0.455395457833368,5.96185133067717,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,1.5,1,4.0,delta_ce,0.0,-inf,0.0,0,0.455395457833368,5.96185133067717,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,1.5,1,1.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.455395457833368,5.96185133067717,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,1.5,1,5.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.455395457833368,5.96185133067717,dataset_000_seed_001234,0,2
