eta,radius,n_refs,phi_energy_raw_mean,phi_energy_raw_sem,d_phi_energy_raw_dd_mean,d_phi_energy_raw_dd_sem,d2_phi_energy_raw_dd2_mean,d2_phi_energy_raw_dd2_sem,positive_curvature_mean
0.02,0.68,30,-0.06734113972148467,0.0005313381909708481,-0.06403945711207189,0.03740905039626189,-1.2266714278555009,3.0567526406785306,5.724753606214306
0.02,0.69,30,-0.06859751845715913,0.0005117589252215516,-0.08332907046178052,0.03471311808478547,1.0447259912561695,2.523159676830352,5.947639768837235
0.02,0.7,30,-0.06900772113072026,0.00047633424433428075,-0.04314493728694793,0.027428103589494813,1.005776589988362,3.0780943215368466,7.439833231002046
0.02,0.71,30,-0.06946041720289808,0.0004583194954444356,-0.06321353866201326,0.035453181565161494,-1.6635541341769,2.816096766418864,5.342515476347676
0.02,0.72,30,-0.07027199190396054,0.0006028328851386787,-0.07641601997048597,0.03508148860018371,0.5415503590331473,2.5275326933205253,5.441945996773474
0.02,0.73,30,-0.0709887376023078,0.0005375763061856287,-0.0523825314813503,0.027471509765306785,1.113914070776585,2.9308401858036377,7.230849751025604
0.02,0.74,30,-0.07131964253358754,0.0005924793087116072,-0.05413773855495425,0.03232726080268009,-0.6255963504320552,2.499040809043258,4.88319701350457
0.02,0.75,30,-0.07207149237340689,0.0005142736567063792,-0.06489445848999141,0.031540123653062,0.8580834154572238,2.660528245160876,5.809230974366794
0.02,0.76,30,-0.07261753170338739,0.0006445382335354337,-0.03697607024580975,0.03164798142161109,0.07635862696063463,3.1257204995766585,6.519817161375797
0.02,0.77,30,-0.0728110137783231,0.0004800139815514945,-0.06336728595077873,0.03932659321821134,-1.6622856818861524,2.9461695723045485,6.060966835909609
0.02,0.78,30,-0.07388487742240295,0.0005285524160961775,-0.07022178388353283,0.03682715300285747,0.0990894036686503,3.3901407265883887,7.0395057854813485
0.02,0.79,30,-0.07421544945599373,0.000631871359190358,-0.06138549787740572,0.037176795140900186,1.8496921851127908,3.3308446367086013,7.7460510406065
0.02,0.8,30,-0.07511258737995107,0.00047310007580778145,-0.03322794018127698,0.04024860977079511,1.0611146241909877,3.090991030654485,7.294130646577087
0.02,0.81,30,-0.07488000825961928,0.0006611010643760785,-0.04016320539358596,0.03627578630701808,-2.1771870915409703,3.0221801054976263,4.894978704666355
0.02,0.82,30,-0.07591585148782275,0.0006171414892070591,-0.07677168201209585,0.030371176932914076,-0.737614052348571,3.293136478553843,6.3288849338134865
0.02,0.83,30,-0.07641544189986119,0.00046705594049032306,-0.05491548644055667,0.03943123725929954,1.6482908797867617,2.67188482051991,6.598778532714268
0.02,0.84,30,-0.07701416121663389,0.0006591391512031646,-0.04380586441636058,0.03216711974827367,2.500058434143019,3.394050755725238,9.179057283583763
0.02,0.85,30,-0.0772915591881884,0.000565884345651814,-0.004914317757696246,0.03861643556671151,-1.4765179960173442,2.9090974238364318,5.468871071127151
0.02,0.86,30,-0.07711244757178783,0.0005916642641205941,-0.07333622433670749,0.03759870543615736,-5.044326898569434,3.2780569934585837,5.087968278430215
0.02,0.87,30,-0.07875828367492256,0.0006101326731893268,-0.10580085572908499,0.03342627415308841,2.4346430958820418,3.4634570320738205,8.65941860741686
0.02,0.88,30,-0.07922846468636952,0.0004934264724575394,-0.024643362419066617,0.04263596949880962,4.463219016293885,2.7109855873220408,8.416538434325089
0.02,0.89,30,-0.0792511509233039,0.000555837855181272,-0.01653647540320723,0.03215925904267273,0.05901070200914947,3.6206133387596093,7.466613011061535
0.02,0.9,30,-0.07955919419443366,0.0005623745648291748,-0.023463148378883622,0.03906481895052472,-3.3636690279499506,2.775880445668409,4.45750376726704
0.02,0.91,30,-0.07972041389088155,0.0005961117811309959,-0.08380985596220629,0.03202566052463272,-2.4633515598903295,3.2703089705751616,6.328429115854222
0.02,0.92,30,-0.0812353913136778,0.0006371940406681109,-0.07273017957669027,0.03567137795888079,4.0308503590289595,3.2144374121856107,9.327868020520041
0.02,0.93,30,-0.08117501748241536,0.0006010215799211923,-0.0031928487816270373,0.04409343373970084,0.4762210923019181,3.3716884888742644,7.473714952339892
0.02,0.94,30,-0.08129924828931032,0.0006846727983359488,-0.0632057577306505,0.0406405609968605,-4.7979034907860525,3.711031535609544,6.059109922774496
0.02,0.95,30,-0.0824391326370284,0.0005501443447381327,-0.09915091859734737,0.040005367830479206,0.059087618243397935,3.2577467166387333,7.229430268658194
0.02,0.96,30,-0.08328226666125728,0.0004527247749280688,-0.06202400536578254,0.037605761880733314,4.511681928081869,3.198855217048572,9.575579966083952
0.02,0.97,30,-0.08367961274434405,0.0006853708856378365,-0.008917280035709916,0.035622947952415815,3.6746471681545234,3.736057797335691,10.170278254972569
0.02,0.98,30,-0.08346061226197146,0.0006180787591550308,0.01146893799730799,0.04708835834466905,-1.900636117165965,3.3261006732381015,6.4023064881187155
0.02,0.99,30,-0.08345023398439788,0.0005540802061197816,-0.046930002379029244,0.04351587014132809,-5.318338525636231,5.451153548832576,9.114289964723731
0.02,1.0,30,-0.08439921230955205,0.0007149328963652096,-0.09489783251541671,0.0797096143232279,-4.796783013638744,6.288858358163542,11.143602165071155
0.05,0.01,30,-0.0005903433385683833,8.950730313129201e-05,-0.005468649914841393,0.000678925373080916,-0.31972124904366966,0.028205249805092557,0.0
0.05,0.02,30,-0.0006450298377168,9.587163449266971e-05,-0.008665862405278089,0.0009544653555004688,-0.5900362071587414,0.041254989687081176,0.0
