beta,radius,claim,finite_derivative_ref_count,finite_derivative_ref_min,coverage_pass,split_derivative_pass,max_split_dlogZ_dr_per_P_diff,max_split_dlogZ_dr_per_P_diff_allowed,bootstrap_pass,bootstrap_sd_dphi_full_dr,bootstrap_sd_dphi_full_dr_max,ce_replay_pass,ce_replay_max_abs_diff,ce_replay_max_abs_diff_allowed,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,dphi_energy_dr,dphi_entropic_dr,dphi_full_dr
0.06,0.01,pass,100,100,True,True,6.049589826356199e-05,0.004,True,2.25190423637629e-05,0.012,True,0.0,0.001,-1.186216995122345,0.5618600288709479,-0.00046609705112862277,99.96070726915521,99.96024117210408
0.06,0.02,pass,100,100,True,True,0.00015089617570794762,0.004,True,6.88164650733709e-05,0.012,True,0.0,0.001,-3.7711484798719717,1.7157978975141368,-0.0014817872219536235,49.980353634577604,49.97887184735565
0.06,0.03,pass,100,100,True,True,0.00018848773499454058,0.004,True,0.00010446033529950898,0.012,True,0.0,0.001,-6.726319770717817,2.795191772591945,-0.0026429547232682976,33.320235756385074,33.3175928016618
0.06,0.04,pass,100,100,True,True,0.0001995908496652038,0.004,True,0.00013246139528285414,0.012,True,0.0,0.001,-9.377443479936952,3.5857184382427687,-0.0036846536266942837,24.990176817288802,24.986492163662106
0.06,0.05,pass,100,100,True,True,0.00018245656272213276,0.004,True,0.0001678144252131379,0.012,True,0.0,0.001,-11.538175794648975,4.120702721382574,-0.00453366435939056,19.992141453831042,19.987607789471653
0.06,0.06,pass,100,100,True,True,0.0002093622573229188,0.004,True,0.00017811156960730374,0.012,True,0.0,0.001,-13.238116367453031,4.491233712318701,-0.005201617433183902,16.660117878192537,16.654916260759354
0.06,0.07,pass,100,100,True,True,0.0002706377136409877,0.004,True,0.0001790930713870061,0.012,True,0.0,0.001,-14.54446789793774,4.758762518113381,-0.0057149186239441015,14.280101038450743,14.274386119826799
0.06,0.08,pass,100,100,True,True,0.0002040288630934772,0.004,True,0.00019666362118849121,0.012,True,0.0,0.001,-15.50733006154687,4.905817754748388,-0.006093253462297395,12.495088408644401,12.488995155182103
0.06,0.09,pass,100,100,True,True,0.00018292694030773237,0.004,True,0.00019726361532892089,0.012,True,0.0,0.001,-16.187212247351543,4.993863455907988,-0.006360397739627325,11.106745252128357,11.10038485438873
0.06,0.1,pass,100,100,True,True,0.0001791868700519979,0.004,True,0.00020013108712036538,0.012,True,0.0,0.001,-16.70401586170578,5.096655207669036,-0.006563463992811701,9.996070726915521,9.989507262922709
0.06,0.11,pass,100,100,True,True,0.0002995727061431221,0.004,True,0.00019996942679869297,0.012,True,0.0,0.001,-16.999132670244457,5.113778393842955,-0.006679423446068549,9.087337024468656,9.080657601022587
0.06,0.12,pass,100,100,True,True,0.00020020928561476233,0.004,True,0.00020706531087808593,0.012,True,0.0,0.001,-17.166475534542847,5.142017085785232,-0.006745177027325284,8.330058939096268,8.323313762068944
0.06,0.13,pass,100,100,True,True,0.0002894327774116393,0.004,True,0.00020340671101846359,0.012,True,0.0,0.001,-17.25521150053416,5.124873456884042,-0.006780043811604778,7.6892851745504,7.682505130738795
0.06,0.14,pass,100,100,True,True,0.00023277392942674336,0.004,True,0.00021065673659986111,0.012,True,0.0,0.001,-17.2429732306015,5.087999116082656,-0.006775235061140078,7.140050519225372,7.133275284164232
0.06,0.15,pass,100,100,True,True,0.00018170709369160919,0.004,True,0.00018883357160580515,0.012,True,0.0,0.001,-17.174390417728617,5.05397434718238,-0.006748287001072148,6.664047151277014,6.657298864275942
0.06,0.16,pass,100,100,True,True,0.0002470277782153736,0.004,True,0.0001996342745321197,0.012,True,0.0,0.001,-17.078655366383217,5.027161890787771,-0.006710670085022875,6.2475442043222005,6.2408335342371775
0.06,0.17,pass,100,100,True,True,0.0001739643937459287,0.004,True,0.00019555169148787336,0.012,True,0.0,0.001,-16.859410103470594,4.960863345840483,-0.0066245226339766575,5.880041604067953,5.873417081433977
0.06,0.18,pass,100,100,True,True,0.00028616763805799884,0.004,True,0.0002152284782645838,0.012,True,0.0,0.001,-16.712595023621617,4.934188984184256,-0.00656683497981203,5.553372626064179,5.546805791084367
0.06,0.19,pass,100,100,True,True,0.00031672819613744874,0.004,True,0.00019021280935676804,0.012,True,0.0,0.001,-16.512823810147626,4.8780558459013,-0.0064883394145963166,5.261089856271327,5.254601516856731
0.06,0.2,pass,100,100,True,True,0.0002687814934328556,0.004,True,0.0001876988646993853,0.012,True,0.0,0.001,-16.25681376784552,4.794146279078193,-0.006387746077738908,4.998035363457761,4.991647617380021
0.06,0.21,pass,100,100,True,True,0.00021760552517032154,0.004,True,0.0001830043128589123,0.012,True,0.0,0.001,-16.017754643501142,4.728404904961517,-0.006293813219450351,4.760033679483582,4.753739866264132
0.06,0.22,pass,100,100,True,True,0.00024036418846963908,0.004,True,0.0001818065021064118,0.012,True,0.0,0.001,-15.78853405626397,4.703165112351226,-0.006203746191066393,4.543668512234328,4.537464766043262
0.06,0.23,pass,100,100,True,True,0.000250109259386145,0.004,True,0.00018211482837918937,0.012,True,0.0,0.001,-15.528799750301461,4.609456497804156,-0.006101689489312952,4.346117707354574,4.340016017865261
0.06,0.24,pass,100,100,True,True,0.0002020355952305062,0.004,True,0.00017661592223049813,0.012,True,0.0,0.001,-15.249065737509087,4.529774683423682,-0.005991774356585103,4.165029469548134,4.159037695191549
0.06,0.25,pass,100,100,True,True,0.0002596132708965411,0.004,True,0.00017349251869426473,0.012,True,0.0,0.001,-15.00253351316941,4.4750751776436095,-0.005894905113229631,3.998428290766208,3.9925333856529783
0.06,0.26,pass,100,100,True,True,0.0002446765031378299,0.004,True,0.0001757215772782893,0.012,True,0.0,0.001,-14.765213305521625,4.418991322889475,-0.0058016555227982805,3.8446425872752,3.8388409317524017
0.06,0.27,pass,100,100,True,True,0.00037320723294531757,0.004,True,0.00016922400314005188,0.012,True,0.0,0.001,-14.477906696434534,4.32746908150993,-0.005688764910190386,3.702248417376118,3.6965596524659277
0.06,0.28,pass,100,100,True,True,0.00023684142028820173,0.004,True,0.00016409761716775246,0.012,True,0.0,0.001,-14.267886752762495,4.284603840661998,-0.005606242339002945,3.570025259612686,3.564419017273683
0.06,0.29,pass,100,100,True,True,0.0003097739670691998,0.004,True,0.00016866409940848018,0.012,True,0.0,0.001,-14.008274797608422,4.2133803733483814,-0.005504233712223349,3.446920940315697,3.4414167066034733
0.06,0.3,pass,100,100,True,True,0.0002658770477234965,0.004,True,0.00016250502869829736,0.012,True,0.0,0.001,-13.753604938376338,4.135226955860574,-0.00540416696989247,3.332023575638507,3.3266194086686145
0.06,0.31,pass,100,100,True,True,0.00033392067007378734,0.004,True,0.00015784977962787013,0.012,True,0.0,0.001,-13.489248279236499,4.052421033439597,-0.005300294019346365,3.2245389441662966,3.2192386501469503
0.06,0.32,pass,100,100,True,True,0.00036515561738465017,0.004,True,0.00015967074447234233,0.012,True,0.0,0.001,-13.294634244146375,3.9866308750063366,-0.00522382485035221,3.1237721021611002,3.1185482773107482
0.06,0.33,pass,100,100,True,True,0.0003552887223676106,0.004,True,0.00015096462491829998,0.012,True,0.0,0.001,-13.024717222255926,3.8990687020206805,-0.005117767081436513,3.0291123414895518,3.0239945744081154
0.06,0.34,pass,100,100,True,True,0.0004562653076611314,0.004,True,0.0001582822071968238,0.012,True,0.0,0.001,-12.834863124292442,3.887132887516856,-0.00504316822172591,2.9400208020339766,2.9349776338122506
0.06,0.35,pass,100,100,True,True,0.0002524570642595864,0.004,True,0.00015164411016868227,0.012,True,0.0,0.001,-12.60789674975433,3.7927885596951127,-0.004953986935070463,2.8560202076901486,2.851066220755078
0.06,0.36,pass,100,100,True,True,0.00045189130926719107,0.004,True,0.00014618666401072433,0.012,True,0.0,0.001,-12.414510287144465,3.7497281115895156,-0.004878000112826902,2.7766863130320893,2.7718083129192626
0.06,0.37,pass,100,100,True,True,0.00031460048191980794,0.004,True,0.0001375180389029421,0.012,True,0.0,0.001,-12.19705783721023,3.6723798660278106,-0.004792557106958833,2.701640737004195,2.696848179897236
0.06,0.38,pass,100,100,True,True,0.0004034319499905387,0.004,True,0.00014102434779135806,0.012,True,0.0,0.001,-11.992086784784693,3.6064970726743892,-0.004712018383019526,2.6305449281356634,2.625832909752644
0.06,0.39,pass,100,100,True,True,0.00030400441662385014,0.004,True,0.00014401609570000563,0.012,True,0.0,0.001,-11.780910357354054,3.5293682873738965,-0.004629041397781554,2.5630950581834666,2.558466016785685
0.06,0.4,pass,100,100,True,True,0.00033871301208199066,0.004,True,0.00013211177603050502,0.012,True,0.0,0.001,-11.599594052065731,3.5016828053591462,-0.004557797269966889,2.4990176817288803,2.494459884458913
0.06,0.41,pass,100,100,True,True,0.00035522860552957133,0.004,True,0.0001303368433305517,0.012,True,0.0,0.001,-11.408053118362918,3.424947888508139,-0.004482535606429437,2.438066030955005,2.4335834953485755
0.06,0.42,pass,100,100,True,True,0.00032861923100592635,0.004,True,0.0001283345654871324,0.012,True,0.0,0.001,-11.220585998498338,3.347694485402159,-0.004408874655598561,2.380016839741791,2.3756079650861928
0.06,0.43,pass,100,100,True,True,0.00024098223864951727,0.004,True,0.00012476951761012867,0.012,True,0.0,0.001,-11.045846613819032,3.2786546852291187,-0.004340214779496673,2.3246676109105864,2.3203273961310895
0.06,0.44,pass,100,100,True,True,0.00037801755722543617,0.004,True,0.00012526907403021117,0.012,True,0.0,0.001,-10.867255624786072,3.2329691824920292,-0.004270041502862897,2.271834256117164,2.267564214614301
0.06,0.45,pass,100,100,True,True,0.0004135557969949342,0.004,True,0.0001218178866291868,0.012,True,0.0,0.001,-10.727523554260456,3.1905160229404523,-0.004215136956487409,2.221349050425671,2.217133913469184
0.06,0.46,pass,100,100,True,True,0.0003214042475076064,0.004,True,0.000122668324066953,0.012,True,0.0,0.001,-10.547510983131344,3.1122460420266878,-0.004144405101426854,2.173058853677287,2.16891444857586
0.06,0.47,pass,100,100,True,True,0.00021862531567167312,0.004,True,0.00012171632620310111,0.012,True,0.0,0.001,-10.383569313054068,3.0826863707530614,-0.00407998794226093,2.126823558918196,2.1227435709759352
0.06,0.48,pass,100,100,True,True,0.0003643394118857337,0.004,True,0.00011769183258894063,0.012,True,0.0,0.001,-10.2330058088532,3.029443436423044,-0.004020827429804794,2.082514734774067,2.0784939073442623
0.06,0.49,pass,100,100,True,True,0.00037767663488256836,0.004,True,0.00012054519000802326,0.012,True,0.0,0.001,-10.101199966681182,2.974605764758356,-0.0039690373150024294,2.040014434064392,2.03604539674939
0.06,0.5,pass,100,100,True,True,0.0007716734301073356,0.004,True,0.00010773897811077215,0.012,True,0.0,0.001,-9.932339323580864,2.934443064313467,-0.0039026873570062333,1.999214145383104,1.9953114580260978
0.06,0.51,pass,100,100,True,True,0.0003155696212333012,0.004,True,0.0001082710040346953,0.012,True,0.0,0.001,-9.756305632914199,2.8629179848794872,-0.003833518912736424,1.960013868022651,1.9561803491099146
0.06,0.52,pass,100,100,True,True,0.00039567936105089184,0.004,True,0.00011319275433735553,0.012,True,0.0,0.001,-9.656747493799335,2.8562886326972143,-0.003794399801099935,1.9223212936376,1.9185268938365
0.06,0.53,pass,100,100,True,True,0.0003851213908883043,0.004,True,0.00011091703132797663,0.012,True,0.0,0.001,-9.47931670663159,2.7443539143190856,-0.0037246823994623143,1.886051080550098,1.8823263981506357
0.06,0.54,pass,100,100,True,True,0.0003827571240478236,0.004,True,0.00010615345698106632,0.012,True,0.0,0.001,-9.39051415182579,2.747309354829161,-0.003689789450619171,1.851124208688059,1.84743441923744
0.06,0.55,pass,100,100,True,True,0.00031246756977108933,0.004,True,0.00010356838276902989,0.012,True,0.0,0.001,-9.24265616158707,2.7018817294591075,-0.003631692008482149,1.817467404893731,1.8138357128852487
0.06,0.56,pass,100,100,True,True,0.00043201402203210876,0.004,True,0.00010363133241970316,0.012,True,0.0,0.001,-9.136471448673674,2.684085350898236,-0.003589969135038772,1.785012629806343,1.7814226606713042
0.06,0.57,pass,100,100,True,True,0.0003942743725356443,0.004,True,9.842530359279479e-05,0.012,True,0.0,0.001,-8.980816502765355,2.5771399075296992,-0.003528808056096407,1.753696618757109,1.7501678107010126
0.06,0.58,pass,100,100,True,True,0.00038754588960099556,0.004,True,9.884559223305617e-05,0.012,True,0.0,0.001,-8.868507869143581,2.5705285765458843,-0.0034846789269719377,1.7234604701578484,1.7199757912308764
0.06,0.59,pass,100,100,True,True,0.0002619983995370791,0.004,True,9.533792304732815e-05,0.012,True,0.0,0.001,-8.760167042769147,2.503281885785665,-0.003442108857669606,1.6942492757483933,1.6908071668907236
0.06,0.6,pass,100,100,True,True,0.000344130232458316,0.004,True,9.309763840653244e-05,0.012,True,0.0,0.001,-8.641831256859312,2.476856127585104,-0.0033956114958189833,1.6660117878192535,1.6626161763234346
0.06,0.61,pass,100,100,True,True,0.0004290280014713523,0.004,True,9.670090289035439e-05,0.012,True,0.0,0.001,-8.52762263163617,2.4331250719486164,-0.0033507358081085147,1.6387001191664787,1.6353493833583703
0.06,0.62,pass,100,100,True,True,0.00042970616510805166,0.004,True,9.281432159347799e-05,0.012,True,0.0,0.001,-8.433801338727958,2.41453502701994,-0.0033138708600109856,1.6122694720831483,1.6089556012231374
0.06,0.63,pass,100,100,True,True,0.0004939543784457296,0.004,True,8.98765671311632e-05,0.012,True,0.0,0.001,-8.314437405188766,2.334348816645511,-0.003266969510879672,1.5866778931611938,1.5834109236503142
0.06,0.64,pass,100,100,True,True,0.0004383080701252679,0.004,True,8.564704356778469e-05,0.012,True,0.0,0.001,-8.206657045929807,2.29482577280846,-0.003224619664412498,1.5618860510805501,1.5586614314161376
0.06,0.65,pass,100,100,True,True,0.0003525212222760378,0.004,True,8.806932699442295e-05,0.012,True,0.0,0.001,-8.086518123563382,2.249257090197601,-0.003177413801007223,1.5378570349100802,1.534679621109073
0.06,0.66,pass,100,100,True,True,0.00032044307085173047,0.004,True,8.882005480812004e-05,0.012,True,0.0,0.001,-8.005877267659342,2.238815192640746,-0.0031457278065459104,1.5145561707447759,1.51141044293823
0.06,0.67,pass,100,100,True,True,0.0005075341372099878,0.004,True,8.718426364278199e-05,0.012,True,0.0,0.001,-7.903571775495034,2.1940527392468594,-0.0031055291848703474,1.4919508547635105,1.4888453255786402
0.06,0.68,pass,100,100,True,True,0.0004690999843077769,0.004,True,8.690852665336548e-05,0.012,True,0.0,0.001,-7.813825886048135,2.1611944764564437,-0.0030702655740857112,1.4700104010169883,1.4669401354429026
0.06,0.69,pass,100,100,True,True,0.000359497331948534,0.004,True,8.082221377148305e-05,0.012,True,0.0,0.001,-7.751931373143335,2.1324107990358785,-0.003045945529722332,1.4487059024515248,1.4456599569218025
0.06,0.7,pass,100,100,True,True,0.0004334283864542588,0.004,True,8.394077085827673e-05,0.012,True,0.0,0.001,-7.6245376763564385,2.0979485560257167,-0.002995889067330624,1.4280101038450743,1.4250142147777436
0.06,0.71,pass,100,100,True,True,0.0006279836275103454,0.004,True,8.293796288888001e-05,0.012,True,0.0,0.001,-7.559308216490724,2.0677922621620555,-0.0029702586312340762,1.4078972854810594,1.4049270268498253
0.06,0.72,pass,100,100,True,True,0.0004066164071066472,0.004,True,8.051128345113275e-05,0.012,True,0.0,0.001,-7.469090280423667,2.0482261981270513,-0.0029348095404415193,1.3883431565160447,1.3854083469756031
0.06,0.73,pass,100,100,True,True,0.0003168788361574174,0.004,True,8.178497758806933e-05,0.012,True,0.0,0.001,-7.401103989685721,2.0305727771893145,-0.0029080958702104994,1.3693247571117153,1.3664166612415047
0.06,0.74,pass,100,100,True,True,0.0004276337912960688,0.004,True,7.35526115899605e-05,0.012,True,0.0,0.001,-7.310579609433119,1.9491711253248474,-0.002872526369128927,1.3508203685020974,1.3479478421329685
0.06,0.75,pass,100,100,True,True,0.00039517416767506484,0.004,True,7.432333872321242e-05,0.012,True,0.0,0.001,-7.222972455318472,1.9600290820502693,-0.002838103125861875,1.3328094302554028,1.3299713271295408
0.06,0.76,pass,100,100,True,True,0.00044136467305313517,0.004,True,7.917512823897533e-05,0.012,True,0.0,0.001,-7.148416306723753,1.9322357207881249,-0.0028088079790663076,1.3152724640678317,1.3124636560887655
0.06,0.77,pass,100,100,True,True,0.000382808228620163,0.004,True,7.481762885700012e-05,0.012,True,0.0,0.001,-7.056464245313899,1.8615583142484855,-0.0027726775030702945,1.2981910034955222,1.2954183259924519
0.06,0.78,pass,100,100,True,True,0.0003866458390324201,0.004,True,7.019822577010284e-05,0.012,True,0.0,0.001,-6.983598306533383,1.8478856016902643,-0.002744046485867734,1.2815475290917333,1.2788034826058656
0.06,0.79,pass,100,100,True,True,0.0005829651054764045,0.004,True,7.420880923840996e-05,0.012,True,0.0,0.001,-6.906132375338472,1.8137226415130174,-0.0027136080060269044,1.265325408470319,1.2626118004642921
0.06,0.8,pass,100,100,True,True,0.0003345229370841587,0.004,True,6.992437059728682e-05,0.012,True,0.0,0.001,-6.884924000961162,1.8083404844149227,-0.002705274656566272,1.2495088408644401,1.2468035662078738
0.06,0.81,pass,100,100,True,True,0.000468599539511003,0.004,True,7.064123551626586e-05,0.012,True,0.0,0.001,-6.7767524664392935,1.7711294177002288,-0.002662771106655911,1.2340828057920394,1.2314200346853836
0.06,0.82,pass,100,100,True,True,0.0004663016819696151,0.004,True,6.425397135990844e-05,0.012,True,0.0,0.001,-6.690669436802631,1.7543313888544751,-0.002628946733517733,1.2190330154775024,1.2164040687439848
0.06,0.83,pass,100,100,True,True,0.0005362855892510537,0.004,True,6.709211112139866e-05,0.012,True,0.0,0.001,-6.657086276892952,1.760732803509104,-0.0026157509928852463,1.2043458707127135,1.2017301197198282
0.06,0.84,pass,100,100,True,True,0.000597581526553629,0.004,True,6.9776960421812e-05,0.012,True,0.0,0.001,-6.574620479978396,1.6735842722725747,-0.0025833479292645956,1.1900084198708956,1.187425071941631
0.06,0.85,pass,100,100,True,True,0.0007080056461586811,0.004,True,6.588931757426341e-05,0.012,True,0.0,0.001,-6.518698841568015,1.6709566003475202,-0.002561374790400006,1.1760083208135907,1.1734469460231907
0.06,0.86,pass,100,100,True,True,0.0006045786450717991,0.004,True,6.117595212122259e-05,0.012,True,0.0,0.001,-6.442841354702218,1.6229498991564562,-0.0025315683122602035,1.1623338054552932,1.159802237143033
0.06,0.87,pass,100,100,True,True,0.0005190656624041663,0.004,True,6.451162106513519e-05,0.012,True,0.0,0.001,-6.3500676499586675,1.6022236550043745,-0.0024951149901605765,1.148973646771899,1.1464785317817383
0.06,0.88,pass,100,100,True,True,0.0004746390296780959,0.004,True,6.0559575544193393e-05,0.012,True,0.0,0.001,-6.349790525627002,1.6117435888604914,-0.00249500610044283,1.135917128058582,1.1334221219581393
0.06,0.89,pass,100,100,True,True,0.0005939154988652532,0.004,True,5.879968308633974e-05,0.012,True,0.0,0.001,-6.26849049476468,1.5407053429764108,-0.0024630610981393633,1.1231540142601708,1.1206909531620315
0.06,0.9,pass,100,100,True,True,0.0006044944868022536,0.004,True,6.287899422890655e-05,0.012,True,0.0,0.001,-6.2070892807357,1.5318554723573785,-0.0024389348843755205,1.1106745252128356,1.1082355903284602
0.06,0.91,pass,100,100,True,True,0.0005305343097017552,0.004,True,5.505613636681739e-05,0.012,True,0.0,0.001,-6.143195317140519,1.5090168773909922,-0.0024138292012339958,1.0984693106500572,1.0960554814488233
0.06,0.92,pass,100,100,True,True,0.0005359322135811887,0.004,True,5.956911852384607e-05,0.012,True,0.0,0.001,-6.103914544809968,1.4865406113689072,-0.0023983947130883964,1.0865294268386434,1.084131032125555
0.06,0.93,pass,100,100,True,True,0.0005244725439189287,0.004,True,5.88639034778262e-05,0.012,True,0.0,0.001,-6.046810830998957,1.478191293522821,-0.0023759571045182545,1.074846314722099,1.0724703576175807
