beta,radius,claim,finite_derivative_ref_count,finite_derivative_ref_min,coverage_pass,split_derivative_pass,max_split_dlogZ_dr_per_P_diff,max_split_dlogZ_dr_per_P_diff_allowed,bootstrap_pass,bootstrap_sd_dphi_full_dr,bootstrap_sd_dphi_full_dr_max,ce_replay_pass,ce_replay_max_abs_diff,ce_replay_max_abs_diff_allowed,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,dphi_energy_dr,dphi_entropic_dr,dphi_full_dr
0.06,0.94,pass,100,100,True,True,0.0005471179496195399,0.004,True,5.2552356624192526e-05,0.012,True,0.0,0.001,-5.94736690419741,1.394938637395013,-0.0023368828700186285,1.063411779459098,1.0610748965890795
0.06,0.95,pass,100,100,True,True,0.0005661759032124513,0.004,True,5.3649636858508645e-05,0.012,True,0.0,0.001,-5.934140221653305,1.4072691618774704,-0.002331685745246878,1.0522179712542654,1.0498862855090185
0.06,0.96,pass,100,100,True,True,0.0007072491548874284,0.004,True,5.779616967208172e-05,0.012,True,0.0,0.001,-5.836472327826179,1.3834813929571443,-0.0022933093626036067,1.0412573673870336,1.03896405802443
0.06,0.97,pass,100,100,True,True,0.0006650107652119727,0.004,True,5.348981630653697e-05,0.012,True,0.0,0.001,-5.8201072164058925,1.3432628805323443,-0.002286879063420783,1.0305227553521155,1.0282358762886947
0.06,0.98,pass,100,100,True,True,0.0008573514442162837,0.004,True,5.691253051675179e-05,0.012,True,0.0,0.001,-5.767956539973954,1.340282645192362,-0.002266387638496642,1.020007217032196,1.0177408293936994
0.06,0.99,pass,100,100,True,True,0.0006390064734217303,0.004,True,5.207461205934073e-05,0.012,True,0.0,0.001,-5.695967448488485,1.336715389699458,-0.0022381011585416444,1.0097041138298506,1.0074660126713089
0.06,1.0,pass,100,100,True,True,0.0005399788168040138,0.004,True,4.903159753063109e-05,0.012,True,0.0,0.001,-5.678279035440248,1.3059986910463148,-0.0022311508980118852,0.999607072691552,0.9973759217935402
0.06,1.01,pass,100,100,True,True,0.0008087902911755267,0.004,True,4.932293167781677e-05,0.012,True,0.0,0.001,-5.67148207774924,1.3187076183799127,-0.002228480187720723,0.9897099729619329,0.9874814927742122
0.06,1.02,pass,100,100,True,True,0.0004952533424779915,0.004,True,5.280849330163328e-05,0.012,True,0.0,0.001,-5.62977903502352,1.3040038206395859,-0.0022120939233884166,0.9800069340113255,0.9777948400879372
0.06,1.03,pass,100,100,True,True,0.00044565095835188897,0.004,True,4.820998930330377e-05,0.012,True,0.0,0.001,-5.534839143723014,1.2571412386661684,-0.002174789447435369,0.9704923035840312,0.9683175141365958
0.06,1.04,pass,100,100,True,True,0.0006961525219488224,0.004,True,4.786306585331782e-05,0.012,True,0.0,0.001,-5.490171978457044,1.2273776832875878,-0.0021572384984114125,0.9611606468188,0.9590034083203886
0.06,1.05,pass,100,100,True,True,0.0005666066031715932,0.004,True,4.849559732466873e-05,0.012,True,0.0,0.001,-5.437259067802508,1.2369311810345818,-0.002136447570845779,0.9520067358967162,0.9498702883258705
0.06,1.06,pass,100,100,True,True,0.0005921628554609422,0.004,True,4.5122592668560766e-05,0.012,True,0.0,0.001,-5.412800417886875,1.1795532818153251,-0.0021268370993661593,0.943025540275049,0.9408987031756829
0.06,1.07,pass,100,100,True,True,0.0006080022023624994,0.004,True,4.466252159165592e-05,0.012,True,0.0,0.001,-5.340671046532659,1.1521462739596844,-0.0020984954996199055,0.9342122174687402,0.9321137219691202
0.06,1.08,pass,100,100,True,True,0.0004912875239384993,0.004,True,4.5900627253233936e-05,0.012,True,0.0,0.001,-5.348289366765561,1.1580240901407723,-0.002101488945683914,0.9255621043440295,0.9234606153983456
0.06,1.09,pass,100,100,True,True,0.0003995753022584334,0.004,True,4.3873322832225984e-05,0.012,True,0.0,0.001,-5.287351033461433,1.1176887203946697,-0.0020775446103974194,0.9170707088913321,0.9149931642809347
0.06,1.1,pass,100,100,True,True,0.0008242436132638744,0.004,True,4.6830809787854845e-05,0.012,True,0.0,0.001,-5.302086347722668,1.1830332453434422,-0.002083334517769221,0.9087337024468655,0.9066503679290963
0.06,1.11,pass,100,100,True,True,0.0005672611673889011,0.004,True,4.580595979034965e-05,0.012,True,0.0,0.001,-5.224702265787228,1.1340503054893072,-0.0020529281987376143,0.9005469123347315,0.8984939841359939
0.06,1.12,pass,100,100,True,True,0.0007132789191268568,0.004,True,4.327700372467126e-05,0.012,True,0.0,0.001,-5.165850460524481,1.0530480955550505,-0.0020298037172984205,0.8925063149031714,0.890476511185873
0.06,1.13,pass,100,100,True,True,0.00046591208120673564,0.004,True,4.351157693016398e-05,0.012,True,0.0,0.001,-5.153081239103209,1.0744903867815938,-0.0020247863414943846,0.8846080289305771,0.8825832425890827
0.06,1.14,pass,100,100,True,True,0.0005583873223171264,0.004,True,4.251675846645602e-05,0.012,True,0.0,0.001,-5.108033056986134,1.086502728527932,-0.0020070856805446497,0.8768483093785545,0.8748412236980099
0.06,1.15,pass,100,100,True,True,0.0005200841744291192,0.004,True,4.0117425047905505e-05,0.012,True,0.0,0.001,-5.100049765928016,1.0442962915303913,-0.0020039488274766273,0.8692235414709149,0.8672195926434382
0.06,1.16,pass,100,100,True,True,0.000702290245218362,0.004,True,3.996035796893599e-05,0.012,True,0.0,0.001,-5.047117632667079,1.0473632514375852,-0.0019831503468239996,0.8617302350789242,0.8597470847321003
0.06,1.17,pass,100,100,True,True,0.0006273210118984561,0.004,True,4.045339136046437e-05,0.012,True,0.0,0.001,-5.072221202041583,1.043088695871034,-0.0019930142247707597,0.8543650193944891,0.8523720051697183
0.06,1.18,pass,100,100,True,True,0.0005605888216403902,0.004,True,4.3999858180342e-05,0.012,True,0.0,0.001,-5.043557320012467,1.0947250252763459,-0.0019817514027553897,0.8471246378741967,0.8451428864714413
0.06,1.19,pass,100,100,True,True,0.0006856871081386256,0.004,True,3.838327817417222e-05,0.012,True,0.0,0.001,-4.948204281749147,0.9800099149432846,-0.0019442845900782503,0.8400059434382792,0.8380616588482009
0.06,1.2,pass,100,100,True,True,0.0006631382043206151,0.004,True,3.807741869178198e-05,0.012,True,0.0,0.001,-4.918501797263244,0.9634284676590038,-0.0019326136727949878,0.8330058939096268,0.8310732802368318
0.06,1.21,pass,100,100,True,True,0.0006254436680026685,0.004,True,3.747762329276504e-05,0.012,True,0.0,0.001,-4.903123292361531,0.9543209267991598,-0.0019265710382560045,0.8261215476789687,0.8241949766407127
0.06,1.22,pass,100,100,True,True,0.0009487227784764398,0.004,True,3.706098779345934e-05,0.012,True,0.0,0.001,-4.8756061754555615,0.9859419919058879,-0.0019157588115738945,0.8193500595832394,0.8174343007716655
0.06,1.23,pass,100,100,True,True,0.000870904114059134,0.004,True,3.9081823724122794e-05,0.012,True,0.0,0.001,-4.833858047838494,0.9485400127601818,-0.0018993548321565793,0.8126886769850017,0.8107893221528452
0.06,1.24,pass,100,100,True,True,0.0005724931222645398,0.004,True,3.283523893498201e-05,0.012,True,0.0,0.001,-4.7935993735150415,0.8855781582756218,-0.001883536099612983,0.8061347360415742,0.8042511999419611
0.06,1.25,pass,100,100,True,True,0.0006485980959516762,0.004,True,3.538477514932021e-05,0.012,True,0.0,0.001,-4.787904018673003,0.9059544592387024,-0.0018812982391642448,0.7996856581532417,0.7978043599140774
0.06,1.26,pass,100,100,True,True,0.0007855520987534706,0.004,True,3.571003787959429e-05,0.012,True,0.0,0.001,-4.751100131230077,0.9132052702401594,-0.001866836986730875,0.7933389465805969,0.791472109593866
0.06,1.27,pass,100,100,True,True,0.000841154922927389,0.004,True,3.5121895285559567e-05,0.012,True,0.0,0.001,-4.714000468289501,0.8814482037951071,-0.0018522595160273088,0.7870921832216945,0.7852399237056672
0.06,1.28,pass,100,100,True,True,0.0005293252371045327,0.004,True,3.323927782685136e-05,0.012,True,0.0,0.001,-4.720406568037242,0.8590851904815062,-0.0018547766475588375,0.7809430255402751,0.7790882488927162
