beta,cell_id,dataset_tag,dataset_id,ref_id,radius,n_samples,sampler_method,logZ_inf,logZ_inf_stripped,logZ_inf_full,logZ_CE,reference_prior_log_weight,theta_ref_norm,theta_ref_norm_sq,ess_inf,ess_frac,ce_ref,err_ref,weighted_ce,weighted_gamma_ce,unweighted_l2_penalty,weighted_l2_penalty,weighted_ce_l2_ratio,weighted_error,weighted_accuracy,weighted_h,split_logZ_per_P_diff,smc_completed,smc_step_count,smc_total_step_count,smc_resample_count,smc_min_cess_fraction,smc_mean_cess_fraction,smc_min_ess_fraction,smc_mean_mh_acceptance,smc_min_mh_acceptance,direction_mean_projection,direction_sd_projection,samples_path,theta_path,dataset_path,radial_derivative_methodology_id,dlogZ_inf_dr,dlogZ_inf_stripped_dr,dlogZ_inf_full_dr,dlogZ_dr_split0,dlogZ_dr_split1,split_dlogZ_dr_per_P_diff,weighted_prior_radial_score,weighted_ce_radial_score,weighted_variable_radial_score,weighted_total_radial_score,weighted_radial_grad_ce,weighted_total_radial_score_sd,ce_replay_max_abs_diff,ce_replay_mean_abs_diff
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,0,0.01,1024,exact_shell_l2_vmf_adaptive_ce_smc,-0.0062899969025682154,-0.0062899969025682154,-3.935890806248776,-0.006240151307315145,-3.9296008093462076,141.42725380764557,20001.668119572198,1023.9822733976808,0.9999826888649227,0.0021289364216490426,0.0,0.0062366125932623575,0.0062366125932623575,3.9296719364204615,3.9296719316321647,0.0015870568082440458,0.002097003338935066,0.997902996661065,0.08190683417047746,2.1968704416501465e-07,True,1,2,0,0.9999816555655994,0.9999826888659908,0.9999816555655993,1.0,1.0,-0.0007536160576340395,0.01999555905517274,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_000/r_0p01/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_000/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-1.3521263971748765,-1.3521263971748765,-1.3521263971748765,-1.4404655415473067,-1.2637872528024463,6.942172445770544e-05,-0.0021122285957662448,-1.3400141685791103,-1.3421263971748765,-1.3521263971748765,0.02656228896917638,1.1315368479867742,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,1,1.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-23.278270856312187,-23.278270856312187,-31.581528873557062,-22.16061165416633,-8.303258017244877,205.58108694083808,42263.583307776425,970.419651725744,0.9476754411384218,0.0027099749849355207,0.0,19.599635508589444,19.599635508589444,9.37246092871499,9.370146721877848,2.091710630616628,0.45553110044249245,0.5444688995575075,6.254327717059177,3.493582431766358e-05,True,5,10,4,0.7500000000426094,0.7899494128041472,0.7500000000557101,0.7927734375,0.666015625,0.009128113144126154,0.01950051665434444,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_001/r_1p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_001/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-8.05367850818125,-8.05367850818125,-8.05367850818125,-8.258598630205709,-7.8487583861567884,0.00016103742398778807,0.0387408635780189,-6.5924193717592665,-6.553678508181248,-8.05367850818125,0.13067753495796555,6.300590536858526,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,3,0.1,1024,exact_shell_l2_vmf_adaptive_ce_smc,-1.3791431698851455,-1.3791431698851455,-6.785228072200139,-1.3741644118690446,-5.406084902314994,165.88240459067177,27516.97215278332,950.1281074249023,0.9278594799071311,0.0027614775961037675,0.0,1.3357423829658153,1.3357423829658153,5.410761426613588,5.410832565851516,0.24686448281468976,0.12202992953936526,0.8779700704606348,1.6241383334914326,2.8914720391497e-07,True,1,2,0,0.925702098762045,0.9278645195043647,0.9257020987620457,0.982421875,0.978515625,0.0009837511077638425,0.019796483686637518,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_003/r_0p10/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_003/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-22.999491069714395,-22.999491069714395,-22.999491069714395,-22.89475343893329,-23.104228700495504,8.23085507120687e-05,0.0025233646347719253,-22.902014434349162,-22.899491069714394,-22.999491069714395,0.4539727561436729,4.30991624393006,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,4,2.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-21.522692982476205,-21.522692982476205,-27.510213248158614,-18.412397108865406,-5.987520265682411,174.57513612288398,30476.47815232347,1024.0,1.0,0.0027657033008148648,0.0,15.093782139010727,15.093782139010727,9.111445101060129,9.111445101060129,1.6565738992659402,0.463623046875,0.536376953125,5.483042284678132,6.836562160919387e-05,True,6,12,6,0.7500000000554524,0.790370210660913,0.7500000000554516,0.7569986979166666,0.548828125,0.00012427863112134173,0.018533519484863988,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_004/r_2p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_004/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-5.07587498525271,-5.07587498525271,-5.07587498525271,-4.552416234636834,-5.599333735868586,0.0004113624759260321,0.00043006584891275594,-2.5763050511016234,-2.5758749852527107,-5.07587498525271,0.05106853408324241,5.165005054219525,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,0.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-7.133419462927895,-7.133419462927895,-11.743983294233932,-7.0088723670370605,-4.610563831306036,153.19193810820374,23467.769901347725,1024.0,1.0,0.0028580633017358586,0.0,6.614107022527605,6.614107022527605,4.73546410248449,4.73546410248449,1.396717804081225,0.3785133361816406,0.6214866638183594,3.629660076116093,3.596511325851614e-05,True,2,4,2,0.7500000000191401,0.8240228793072306,0.75000000001914,0.9345703125,0.90625,6.568385981178105e-05,0.019330254020553737,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_006/r_0p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_006/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-11.401331679826441,-11.401331679826441,-11.401331679826441,-11.345475471534954,-11.45718788811793,4.3894859168163775e-05,0.0001994576430920245,-10.901531137469533,-10.901331679826441,-11.401331679826441,0.21609444666319177,3.3573836019881935,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,0.01,1024,exact_shell_l2_vmf_adaptive_ce_smc,-0.0056534613310071395,-0.0056534613310071395,-4.700517736710314,-0.005603645805045465,-4.694864275379307,154.58608980655623,23896.85916168067,1023.9925031088761,0.9999926788172618,0.0028913640322981407,0.0,0.0055750010020941595,0.0055750010020941595,4.694931547354546,4.694931621423848,0.001187450947454568,0.0016320155089301572,0.9983679844910699,0.06616567854559222,6.023256533485952e-08,True,1,2,0,0.9999916427936981,0.9999926788183353,0.999991642793698,1.0,1.0,-0.0005636577569677547,0.01909717325487358,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_008/r_0p01/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_008/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-0.884456844644819,-0.884456844644819,-0.884456844644819,-0.8724849047802284,-0.8964287845094097,9.408204215788298e-06,-0.0017346044543188272,-0.8727222401905002,-0.8744568446448191,-0.884456844644819,0.017299444197927866,0.7747865810773552,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,1.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-18.702073141910393,-18.702073141910393,-24.00517137379693,-17.581761539168447,-5.303098231886537,164.29476559008955,26992.770000302473,976.2015598504244,0.95332183579143,0.002908498065986244,0.0,15.039986420345848,15.039986420345848,6.383413343650427,6.377528823000468,2.358278078823313,0.45257843781918716,0.5474215621808128,5.473615217311272,9.923110612888728e-07,True,5,10,4,0.7500000000066455,0.7907474975997912,0.7500000000066454,0.8181640625,0.673828125,0.00914722966310276,0.02078342323390053,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_009/r_1p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_009/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-5.7987585899943,-5.7987585899943,-5.7987585899943,-6.110250670023881,-5.48726650996472,0.0002447874892177447,0.03371293925737952,-4.332471529251679,-4.2987585899943,-5.7987585899943,0.08587995814457586,5.351889704852454,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.1,1024,exact_shell_l2_vmf_adaptive_ce_smc,-1.8469481786165047,-1.8469481786165047,-8.19318823721636,-1.8419731147267546,-6.346240058599855,179.72857841276456,32302.36189827326,920.3851165072059,0.8988135903390683,0.0030502149426384494,0.0,1.78435029632616,1.78435029632616,6.351392809003025,6.351379913872052,0.28093899601706385,0.13302496070440994,0.86697503929559,1.8797710715152078,5.692571925892907e-06,True,1,2,0,0.896614573937595,0.8988189968563105,0.8966145739375949,0.9697265625,0.96484375,-0.0004287549226381018,0.019516446891563212,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_011/r_0p10/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_011/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-29.155399414025787,-29.155399414025787,-29.155399414025787,-29.055177440663712,-29.25562138738787,7.875990048100463e-05,-0.0013985527219792504,-29.05400086130381,-29.055399414025786,-29.155399414025787,0.5759198556885183,5.350314616257187,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,2.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-20.313963336734197,-20.313963336734197,-25.731624321514637,-17.202268005164406,-5.417660984780441,166.05991211768253,27575.894412532445,958.4149028531607,0.9359520535675397,0.003058674067037103,0.0,14.65006744891182,14.65006744891182,8.501870730790902,8.501413601886645,1.723250759810187,0.47110237066013483,0.5288976293398652,5.404174503960001,0.00013131653704686588,True,5,10,4,0.7500000000331503,0.7871973598060069,0.7500000000653104,0.7603515625,0.60546875,0.004956732597070758,0.022616473999245875,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_012/r_2p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_012/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-4.591455914566884,-4.591455914566884,-4.591455914566884,-5.115521300844542,-4.067390528289227,0.000411839203361617,0.016498953157518655,-2.107954867724403,-2.0914559145668847,-4.591455914566884,0.041784712164535574,4.768763639337724,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,0.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-8.053542519736355,-8.053542519736355,-12.43325917269907,-7.928972747305409,-4.379716652962715,149.30759446049694,22292.75776358022,1024.0,1.0,0.0031141737687798623,0.0,7.466874085832387,7.466874085832387,4.501995754445403,4.501995754445403,1.6585697750735051,0.3969402313232422,0.6030597686767578,3.8564031440228517,5.666649912419561e-07,True,2,4,2,0.7500000000052099,0.7925542719164853,0.7500000000052092,0.92822265625,0.880859375,0.0018386723048124053,0.02009226192774758,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_014/r_0p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_014/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-11.491461174877148,-11.491461174877148,-11.491461174877148,-11.667620352067784,-11.315301997686515,0.00013843550270383872,0.005441797034624169,-10.996902971911773,-10.991461174877148,-11.491461174877148,0.21798494475297048,3.4241342283578433,0.0,0.0
