beta,cell_id,radius,ref_count,H_or_threshold,mode,Z_ratio,log_Z_ratio,ess_num,gate_count,weighted_error,weighted_h,dataset_tag,dataset_id,ref_id
0.05,cell_beta_0p05_p_0p00,0.01,1,1.0,absolute_h,1.0,0.0,1023.9822733976808,1024,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,2.0,absolute_h,1.0,0.0,1023.9822733976808,1024,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,4.0,absolute_h,1.0,0.0,1023.9822733976808,1024,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,6.0,absolute_h,1.0,0.0,1023.9822733976808,1024,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,8.0,absolute_h,1.0,0.0,1023.9822733976808,1024,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,0.25,delta_ce,1.0,0.0,1023.9822733976808,1024,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,0.5,delta_ce,1.0,0.0,1023.9822733976808,1024,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,1.0,delta_ce,1.0,0.0,1023.9822733976808,1024,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,2.0,delta_ce,1.0,0.0,1023.9822733976808,1024,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,4.0,delta_ce,1.0,0.0,1023.9822733976808,1024,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,1.0,relative_delta_ce_to_ref_ce,0.4152455880798652,-0.8788851552775894,423.9998731611575,424,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,5.0,relative_delta_ce_to_ref_ce,0.9343705518908961,-0.06788218293252157,955.9938380010485,956,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,10.0,relative_delta_ce_to_ref_ce,0.9923531634449079,-0.007676223517129266,1015.9861592480748,1016,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,50.0,relative_delta_ce_to_ref_ce,1.0,0.0,1023.9822733976808,1024,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,100.0,relative_delta_ce_to_ref_ce,1.0,0.0,1023.9822733976808,1024,0.002097003338935066,0.08190683417047746,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,1.5,1,1.0,absolute_h,0.0,-inf,0.0,0,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,2.0,absolute_h,0.0,-inf,0.0,0,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,4.0,absolute_h,0.0,-inf,0.0,0,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,6.0,absolute_h,0.18722305235127135,-1.6754545796180196,139.3752899908204,143,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,8.0,absolute_h,1.0,0.0,970.419651725744,1024,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,0.25,delta_ce,0.0,-inf,0.0,0,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,0.5,delta_ce,0.0,-inf,0.0,0,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,1.0,delta_ce,0.0,-inf,0.0,0,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,2.0,delta_ce,0.0,-inf,0.0,0,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,4.0,delta_ce,0.0,-inf,0.0,0,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,1.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,5.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,10.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,50.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,1.5,1,100.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.45553110044249245,6.254327717059177,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.1,1,1.0,absolute_h,0.0,-inf,0.0,0,0.12202992953936526,1.6241383334914326,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.1,1,2.0,absolute_h,0.9869963595179312,-0.013088927987138455,930.8318906501,995,0.12202992953936526,1.6241383334914326,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.1,1,4.0,absolute_h,1.0,0.0,950.1281074249023,1024,0.12202992953936526,1.6241383334914326,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.1,1,6.0,absolute_h,1.0,0.0,950.1281074249023,1024,0.12202992953936526,1.6241383334914326,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.1,1,8.0,absolute_h,1.0,0.0,950.1281074249023,1024,0.12202992953936526,1.6241383334914326,dataset_000_seed_001234,0,3
