rule,ref_id,radius,phi_energy_raw
very_low_tv_spectral_teacher,7,2.45,-0.1036868499549863
very_low_tv_spectral_teacher,7,2.5,-0.1088242012317137
very_low_tv_spectral_teacher,8,0.1,-0.0029115009038439
very_low_tv_spectral_teacher,8,0.15,-0.0061026634862305
very_low_tv_spectral_teacher,8,0.2,-0.0099471383445938
very_low_tv_spectral_teacher,8,0.25,-0.0145317588616588
very_low_tv_spectral_teacher,8,0.3,-0.0184287400698474
very_low_tv_spectral_teacher,8,0.35,-0.0227341525750215
very_low_tv_spectral_teacher,8,0.4,-0.0267755171645022
very_low_tv_spectral_teacher,8,0.45,-0.0300448194044809
very_low_tv_spectral_teacher,8,0.5,-0.0332441588047357
very_low_tv_spectral_teacher,8,0.55,-0.0361555012632414
very_low_tv_spectral_teacher,8,0.6,-0.0380771362676937
very_low_tv_spectral_teacher,8,0.65,-0.0392560076523251
very_low_tv_spectral_teacher,8,0.7,-0.0456458395967703
very_low_tv_spectral_teacher,8,0.75,-0.0436624338576206
very_low_tv_spectral_teacher,8,0.8,-0.0493636594144391
very_low_tv_spectral_teacher,8,0.85,-0.0445802022027329
very_low_tv_spectral_teacher,8,0.9,-0.0525689253124566
very_low_tv_spectral_teacher,8,0.95,-0.0540817135494722
very_low_tv_spectral_teacher,8,1.0,-0.0523423216818968
very_low_tv_spectral_teacher,8,1.05,-0.0601081281422926
very_low_tv_spectral_teacher,8,1.1,-0.0558049607164854
very_low_tv_spectral_teacher,8,1.15,-0.0581135271802325
very_low_tv_spectral_teacher,8,1.2,-0.0664944393633764
very_low_tv_spectral_teacher,8,1.25,-0.0625029074165067
very_low_tv_spectral_teacher,8,1.3,-0.0680212939684068
very_low_tv_spectral_teacher,8,1.35,-0.0673754137262254
very_low_tv_spectral_teacher,8,1.4,-0.0698716186286067
very_low_tv_spectral_teacher,8,1.45,-0.0725967335986114
very_low_tv_spectral_teacher,8,1.5,-0.0732246772813926
very_low_tv_spectral_teacher,8,1.55,-0.0806917323448874
very_low_tv_spectral_teacher,8,1.6,-0.0702581608477057
very_low_tv_spectral_teacher,8,1.65,-0.0731320938169731
very_low_tv_spectral_teacher,8,1.7,-0.0843784240245076
very_low_tv_spectral_teacher,8,1.75,-0.0819074134169897
very_low_tv_spectral_teacher,8,1.8,-0.0859395311427626
very_low_tv_spectral_teacher,8,1.85,-0.0796664978848746
very_low_tv_spectral_teacher,8,1.9,-0.0859284909574532
very_low_tv_spectral_teacher,8,1.95,-0.0891451197905353
very_low_tv_spectral_teacher,8,2.0,-0.0818153472370158
very_low_tv_spectral_teacher,8,2.05,-0.0920188668408882
very_low_tv_spectral_teacher,8,2.1,-0.0925630882166405
very_low_tv_spectral_teacher,8,2.15,-0.0834583818859024
very_low_tv_spectral_teacher,8,2.2,-0.0873266113293346
very_low_tv_spectral_teacher,8,2.25,-0.0946182666273205
very_low_tv_spectral_teacher,8,2.3,-0.0968445938671446
very_low_tv_spectral_teacher,8,2.35,-0.1019036361561277
very_low_tv_spectral_teacher,8,2.4,-0.0986723116264634
very_low_tv_spectral_teacher,8,2.45,-0.0961548128999534
very_low_tv_spectral_teacher,8,2.5,-0.1037138053283752
very_low_tv_spectral_teacher,9,0.1,-0.0047019208341889
very_low_tv_spectral_teacher,9,0.15,-0.0084514850520388
very_low_tv_spectral_teacher,9,0.2,-0.0128576614239073
very_low_tv_spectral_teacher,9,0.25,-0.016806765293936
very_low_tv_spectral_teacher,9,0.3,-0.0209092493927525
very_low_tv_spectral_teacher,9,0.35,-0.024230076550819
very_low_tv_spectral_teacher,9,0.4,-0.0281690173459028
very_low_tv_spectral_teacher,9,0.45,-0.0310297175647051
