beta,radius,finite_ref_count,mean_logZ_inf,mean_logZ_inf_full,sd_logZ_inf,sd_logZ_inf_full,mean_logZ_inf_per_P,mean_logZ_inf_full_per_P,mean_reference_prior_log_weight,mean_theta_ref_norm_sq,aggregate_ref_level_ess,q05_ess_fraction,max_split_logZ_per_P_diff,bootstrap_sd_phi,mean_weighted_error,mean_weighted_accuracy,mean_weighted_ce_l2_ratio,min_smc_cess_fraction,max_smc_step_count,mean_smc_step_count,mean_smc_mh_acceptance,claim
0.06,0.11,100,-1.1833700022665812,-4.337373228842995,0.3871531494685465,1.1083813672014775,-0.000464978389888637,-0.0017042723885434164,-3.1540032265764113,16053.876423273936,97466.98231675853,0.8992356799647162,2.525063273343131e-05,1.4848770476651317e-05,0.16206909577120332,0.8379309042287966,0.36610579225125817,0.8710586940883475,1.0,1.0,0.9848828125,pass
0.06,0.12,100,-1.3534002354659724,-4.507403462042386,0.4379181430003432,1.1520114593160535,-0.000531787911774449,-0.0017710819104292282,-3.1540032265764113,16053.876423273936,96493.90566579794,0.8813007597981487,1.824048084954727e-05,1.752975916267347e-05,0.17599836885685147,0.8240016311431484,0.41826204054718064,0.8611894579986488,1.0,1.0,0.983427734375,pass
0.06,0.13,100,-1.526507459586351,-4.680510686162763,0.4883635619788716,1.1955595892490385,-0.0005998064674209631,-0.0018391004660757418,-3.1540032265764113,16053.876423273936,95369.53788716799,0.8604573200256131,2.2087909532510925e-05,1.888531198340412e-05,0.18940411025020057,0.8105958897497995,0.4711908554743948,0.826947112693022,1.0,1.0,0.98240234375,pass
0.06,0.14,100,-1.6995723350063487,-4.853575561582761,0.539751247765669,1.2419590637528186,-0.0006678083831066203,-0.0019071023817613991,-3.1540032265764113,16053.876423273936,94369.92296741957,0.8432255930580461,2.4537846355915262e-05,2.1352725514462684e-05,0.20191084862654177,0.7980891513734583,0.5240168712341474,0.818603856657464,1.0,1.0,0.980390625,pass
0.06,0.15,100,-1.8714556007100438,-5.025458827286456,0.5885230948029071,1.285063077373135,-0.0007353460120668149,-0.0019746400107215935,-3.1540032265764113,16053.876423273936,93204.89852342372,0.8254200728794372,2.8932270317489526e-05,2.3828647852193654e-05,0.21370878308260693,0.7862912169173932,0.5760836322759814,0.7658825296345197,1.0,1.0,0.978173828125,pass
0.06,0.16,100,-2.044074684625396,-5.198077911201808,0.6393726395576499,1.3284237056983959,-0.0008031727640964229,-0.0020424667627512013,-3.1540032265764113,16053.876423273936,92137.31433448449,0.8103343790305969,3.822199190599196e-05,2.393380771573756e-05,0.22497904517512282,0.775020954824877,0.6287618625075659,0.7699802256863394,1.0,1.0,0.977939453125,pass
0.06,0.17,100,-2.2096273900873165,-5.363630616663728,0.6884733243247222,1.3737454646611258,-0.0008682229430598493,-0.002107516941714628,-3.1540032265764113,16053.876423273936,91046.49011338115,0.7873061053262141,2.077745743479064e-05,2.8817514600878828e-05,0.23522229994229227,0.7647777000577076,0.6782965026391307,0.7546734831126065,1.0,1.0,0.97578125,pass
0.06,0.18,100,-2.3798501732090056,-5.533853399785418,0.7386051585911025,1.4192010567299838,-0.0009351081230683716,-0.0021744021217231504,-3.1540032265764113,16053.876423273936,90374.96371562987,0.7823034638434201,2.773528709585783e-05,2.784685834666322e-05,0.2453152024818865,0.7546847975181136,0.7295744468051893,0.7500000000056869,2.0,1.03,0.9739534505208333,pass
0.06,0.19,100,-2.547520352813465,-5.701523579389877,0.7877178174658536,1.463013040175756,-0.001000990315447334,-0.0022402843141021127,-3.1540032265764113,16053.876423273936,90277.60099703296,0.7794973023900309,2.8792855243370503e-05,2.9086871967478378e-05,0.25493891167861377,0.7450610883213861,0.7799997794916316,0.7500000000048662,2.0,1.07,0.97314453125,pass
0.06,0.2,100,-2.7084649524623483,-5.86246817903876,0.8331676759662241,1.5050295357588173,-0.0010642298437966006,-0.002303523842451379,-3.1540032265764113,16053.876423273936,90174.11626955192,0.7810408900539902,2.881923028727326e-05,3.20580214072334e-05,0.2636093803844217,0.7363906196155782,0.8275213643877448,0.7500000000041535,2.0,1.11,0.9725748697916667,pass
0.06,0.21,100,-2.870359928982787,-6.024363155559199,0.8814561695722095,1.5488940014481045,-0.0011278428011720185,-0.0023671367998267974,-3.1540032265764113,16053.876423273936,90279.53124538096,0.7848555674249371,3.233883554431729e-05,3.2850746020564306e-05,0.27213169442149765,0.7278683055785025,0.8756364385817784,0.7500000000014756,2.0,1.15,0.9699886067708333,pass
0.06,0.22,100,-3.0298014830157722,-6.1838047095921835,0.9299547722681607,1.5944480774582035,-0.0011904917418529557,-0.0024297857405077344,-3.1540032265764113,16053.876423273936,90475.29804815631,0.7840799989242013,3.8410929420930836e-05,3.681461728452407e-05,0.28015292814645876,0.7198470718535411,0.9224322103750398,0.7500000000016008,2.0,1.19,0.9682063802083333,pass
0.06,0.23,100,-3.185886268731821,-6.339889495308232,0.9755599742268721,1.638150231107012,-0.0012518217165940356,-0.002491115715248814,-3.1540032265764113,16053.876423273936,90545.16008588225,0.7882974700312383,3.1061349611651884e-05,3.8213115500382406e-05,0.2877230630510754,0.7122769369489245,0.9678055983003807,0.7500000000002426,2.0,1.23,0.9682877604166668,pass
0.06,0.24,100,-3.339709622697512,-6.493712849273924,1.0199781525202418,1.6795451616251147,-0.001312263113044209,-0.0025515571116989876,-3.1540032265764113,16053.876423273936,90335.70045413048,0.7716607169161017,2.7047955073304392e-05,3.8762638522905264e-05,0.2948174599575475,0.7051825400424524,1.0126273666858703,0.7500000000008581,2.0,1.25,0.96595703125,pass
0.06,0.25,100,-3.4912854335071883,-6.645288660083598,1.0668965359962173,1.72261733169181,-0.0013718213884114689,-0.002611115387066247,-3.1540032265764113,16053.876423273936,90508.49104688795,0.7714990204132194,4.483759533616039e-05,4.3444177660856234e-05,0.3017508901595331,0.6982491098404668,1.0566810726271592,0.750000000001457,2.0,1.29,0.9654622395833333,pass
0.06,0.26,100,-3.6426996793355353,-6.796702905911946,1.109046647046228,1.7624860412005516,-0.0014313161804854755,-0.0026706101791402538,-3.1540032265764113,16053.876423273936,90680.7601440114,0.7637869943050192,3.4030586935045357e-05,4.505705456681716e-05,0.30841191033642856,0.6915880896635714,1.1003334466429806,0.7500000000001253,2.0,1.31,0.9639615885416666,pass
0.06,0.27,100,-3.784685538087745,-6.938688764664157,1.1527959528155998,1.8046206886775351,-0.0014871063018026503,-0.002726400300457429,-3.1540032265764113,16053.876423273936,91854.09353231754,0.7715627368669227,4.141193377239878e-05,4.547412959538145e-05,0.3143521389754483,0.6856478610245518,1.140437732110531,0.7500000000004857,2.0,1.39,0.9625341796875,pass
0.06,0.28,100,-3.933430893161206,-7.087434119737619,1.1976650761632737,1.8464674313473992,-0.001545552413815798,-0.0027848464124705773,-3.1540032265764113,16053.876423273936,91586.21438860559,0.7700165862020601,4.5557641186385756e-05,5.062574299463559e-05,0.32050355648572976,0.6794964435142703,1.18343259304244,0.7500000000002099,2.0,1.41,0.96134765625,pass
0.06,0.29,100,-4.07120729541478,-7.225210521991191,1.236206457269357,1.884403429541551,-0.0015996885247209353,-0.0028389825233757137,-3.1540032265764113,16053.876423273936,92491.99933467788,0.7672912889731432,4.7448078810585245e-05,4.659417257153629e-05,0.3258646984563198,0.6741353015436802,1.22170368320928,0.7500000000001154,2.0,1.47,0.9606103515625,pass
0.06,0.3,100,-4.208676779854114,-7.362680006430525,1.2788780830174737,1.9251485700207676,-0.0016537040392354083,-0.0028929980378901866,-3.1540032265764113,16053.876423273936,92793.10291225387,0.7676935321159576,3.606545397042138e-05,5.074554184614077e-05,0.33133748649831724,0.6686625135016828,1.2605715856948692,0.7500000000010073,2.0,1.5,0.9597379557291668,pass
0.06,0.31,100,-4.34719495675903,-7.501198183335442,1.3171440199021016,1.961928509469846,-0.0017081316136577723,-0.002947425612312551,-3.1540032265764113,16053.876423273936,93706.73269585457,0.776360754524124,4.325219107800502e-05,5.2501953532280225e-05,0.33640777427146235,0.6635922257285377,1.298624486930673,0.7500000000002859,2.0,1.57,0.9587760416666665,pass
0.06,0.32,100,-4.47889645823529,-7.632899684811703,1.359371453205485,2.002393457279295,-0.001759880730151391,-0.0029991747288061698,-3.1540032265764113,16053.876423273936,94239.04341746926,0.7808728888538836,8.744595417812414e-05,4.959061641385712e-05,0.3411590912230578,0.6588409087769422,1.3352296890983744,0.750000000001337,2.0,1.59,0.9570231119791666,pass
0.06,0.33,100,-4.608925687262752,-7.762928913839164,1.3961747205199102,2.037979309615945,-0.0018109727651327118,-0.0030502667637874905,-3.1540032265764113,16053.876423273936,94824.58555053864,0.764494002579153,4.75450663726084e-05,5.77176157353325e-05,0.34570379810768187,0.6542962018923181,1.3703898404114923,0.7500000000005976,2.0,1.59,0.9569742838541666,pass
0.06,0.34,100,-4.743257571809171,-7.897260798385583,1.4417988138342146,2.0817008946619073,-0.0018637554309662756,-0.003103049429621054,-3.1540032265764113,16053.876423273936,95367.02854055735,0.7692788036416509,6.656813543501846e-05,5.51694110181088e-05,0.35024049059966184,0.6497595094003381,1.4062029406891552,0.7500000000012131,2.0,1.62,0.954638671875,pass
0.06,0.35,100,-4.864946032998223,-8.018949259574633,1.4729087305078323,2.112536266741266,-0.0019115701504904608,-0.003150864149145239,-3.1540032265764113,16053.876423273936,95616.16249095407,0.7792556077154423,6.245391973620097e-05,5.866210976844332e-05,0.3544125117887041,0.645587488211296,1.4393432650268891,0.7500000000004577,2.0,1.66,0.9535709635416666,pass
0.06,0.36,100,-4.992420161538626,-8.14642338811504,1.5107479849752719,2.1497903147500055,-0.001961658216714588,-0.0032009522153693673,-3.1540032265764113,16053.876423273936,95520.85031414572,0.7768658786108354,5.447788193387209e-05,6.152144790086037e-05,0.35848805678560536,0.6415119432143946,1.4738834674765053,0.750000000000974,2.0,1.66,0.953017578125,pass
0.06,0.37,100,-5.118037149332601,-8.272040375909013,1.5518229581178087,2.1894868016773197,-0.0020110165616238117,-0.0032503105602785906,-3.1540032265764113,16053.876423273936,96224.50168601188,0.7785791805805486,6.341373054246353e-05,6.040872318026555e-05,0.362504454154946,0.6374955458450541,1.507247426136531,0.7500000000002419,2.0,1.71,0.9511735026041666,pass
0.06,0.38,100,-5.236647284866913,-8.390650511443324,1.5824502920564494,2.219196846633531,-0.002057621722933954,-0.0032969157215887324,-3.1540032265764113,16053.876423273936,96656.32684665814,0.7813204250471223,6.15800123471414e-05,6.253475852691e-05,0.36609932123402333,0.6339006787659767,1.5379121565965983,0.7500000000006842,2.0,1.73,0.9514143880208333,pass
0.06,0.39,100,-5.353190176893623,-8.507193403470035,1.6194121519385474,2.2539101337782648,-0.0021034146078167475,-0.0033427086064715264,-3.1540032265764113,16053.876423273936,96516.61459499158,0.7745308436826981,4.003575414773029e-05,6.475115796317701e-05,0.3695016834299766,0.6304983165700234,1.5682295875615297,0.7500000000020038,2.0,1.73,0.9496077473958334,pass
0.06,0.4,100,-5.473142438812467,-8.62714566538888,1.6564417317304054,2.290525812976154,-0.0021505471272347614,-0.0033898411258895403,-3.1540032265764113,16053.876423273936,97189.93622690308,0.7829513027598319,6.85585192240575e-05,6.480856681332648e-05,0.3729684238244477,0.6270315761755523,1.598014881529827,0.7500000000005264,3.0,1.78,0.9499391276041668,pass
0.06,0.41,100,-5.59026058781277,-8.744263814389182,1.6910255614837815,2.325195595438809,-0.0021965660462918545,-0.0034358600449466334,-3.1540032265764113,16053.876423273936,97352.22720658951,0.7725866520214679,6.181800269769164e-05,6.271818048149994e-05,0.37645752399190685,0.6235424760080932,1.6289882510297338,0.7500000000006256,2.0,1.77,0.9491536458333334,pass
0.06,0.42,100,-5.703368762137405,-8.857371988713819,1.7285585290064056,2.360360844055512,-0.0022410093367926935,-0.003480303335447473,-3.1540032265764113,16053.876423273936,97405.10416702658,0.7706236685732587,6.382045026336103e-05,6.828008712735374e-05,0.37925660172132064,0.6207433982786794,1.6569371711915237,0.7500000000001753,3.0,1.8,0.9470325520833335,pass
0.06,0.43,100,-5.812214151666845,-8.966217378243257,1.7542775273636169,2.386993557832052,-0.0022837776627374637,-0.0035230716613922426,-3.1540032265764113,16053.876423273936,97996.79323062777,0.7670289280394785,5.161148068832246e-05,6.700369394159944e-05,0.3822786678381595,0.6177213321618406,1.6835822768973947,0.7500000000015888,3.0,1.87,0.9463284505208333,pass
0.06,0.44,100,-5.918117094985164,-9.072120321561576,1.7829353253388909,2.415441954373182,-0.002325389821212245,-0.0035646838198670236,-3.1540032265764113,16053.876423273936,98492.15082496352,0.7785359187938182,8.081016577985474e-05,6.624083553326251e-05,0.385168191113788,0.614831808886212,1.7090877347662234,0.7500000000004624,3.0,1.91,0.9450003255208334,pass
0.06,0.45,100,-6.0294131724040305,-9.183416398980441,1.8147270684823875,2.446654805899673,-0.0023691210893532536,-0.0036084150880080317,-3.1540032265764113,16053.876423273936,99390.82048979202,0.7859373909197034,0.00010380135347654261,7.315989262877878e-05,0.38798647394553315,0.6120135260544669,1.7372549673153979,0.7500000000002672,3.0,1.96,0.944029296875,pass
0.06,0.46,100,-6.140867256288576,-9.294870482864987,1.8486361941533378,2.4800293986561246,-0.0024129144425495386,-0.003652208441204317,-3.1540032265764113,16053.876423273936,99461.9607176724,0.7829340126894909,7.250133983128799e-05,7.454545807784403e-05,0.3908020571806746,0.6091979428193254,1.7634628357353532,0.7500000000014463,3.0,1.97,0.9431337890624999,pass
0.06,0.47,100,-6.241507663691602,-9.395510890268012,1.882292155153206,2.513274336727488,-0.0024524588069515132,-0.0036917528056062917,-3.1540032265764113,16053.876423273936,100391.21013199988,0.8004218777402505,7.511316037340722e-05,6.879191693193127e-05,0.3931570021279576,0.6068429978720424,1.7868857197363712,0.7500000000002952,3.0,2.02,0.9419381510416666,pass
0.06,0.48,100,-6.34210679053172,-9.496110017108132,1.9157120525740787,2.5461431097927445,-0.002491986951093014,-0.0037312809497477926,-3.1540032265764113,16053.876423273936,100176.90657786682,0.8007619413928817,8.243649237369548e-05,7.79257080649976e-05,0.3956770779038999,0.6043229220961002,1.8107511243971173,0.7500000000018173,3.0,2.05,0.9403362630208332,pass
0.06,0.49,100,-6.4531091907693625,-9.607112417345771,1.9476837949869599,2.5772084860974998,-0.0025356028254496514,-0.0037748968241044286,-3.1540032265764113,16053.876423273936,100244.66011878802,0.7863515862035705,6.825444272538073e-05,7.97151907882667e-05,0.39807090436049164,0.6019290956395082,1.8366077074374656,0.7500000000002925,3.0,2.06,0.9403528645833333,pass
0.06,0.5,100,-6.545219149742731,-9.69922237631914,1.9748647627070464,2.605259234142432,-0.0025717953437103067,-0.0038110893423650843,-3.1540032265764113,16053.876423273936,101065.88155680322,0.8645272676502925,7.351206357863213e-05,7.597840805843277e-05,0.4002652796387753,0.5997347203612247,1.8571130773968667,0.7500000000000208,3.0,2.11,0.9398704427083334,pass
0.06,0.51,100,-6.641909954682135,-9.795913181258548,1.9981536320243403,2.627025108943533,-0.0026097878014468114,-0.0038490818001015907,-3.1540032265764113,16053.876423273936,101223.5297886924,0.8695776886885522,9.10307968671252e-05,7.803732111963288e-05,0.4023270716257692,0.5976729283742308,1.8785151501060513,0.7500000000001553,3.0,2.15,0.938251953125,pass
0.06,0.52,100,-6.744537848053835,-9.898541074630248,2.0330705332309846,2.6626537740811442,-0.0026501131033610354,-0.0038894071020158147,-3.1540032265764113,16053.876423273936,101294.8773670157,0.9446777077075716,7.87961593551932e-05,7.991650553620303e-05,0.40457181797096764,0.5954281820290322,1.9011021838645576,0.7500000000000647,3.0,2.16,0.9370452473958334,pass
0.06,0.53,100,-6.833873829238691,-9.987877055815103,2.044783582591748,2.6747071525075223,-0.0026852156499955564,-0.003924509648650335,-3.1540032265764113,16053.876423273936,101489.62649208691,0.9749759484515373,8.741311828508528e-05,7.688004149235345e-05,0.4063416921824207,0.5936583078175793,1.9199119170441798,0.7500000000001453,3.0,2.19,0.935810546875,pass
0.06,0.54,100,-6.933762177914367,-10.087765404490781,2.0862497294596913,2.7153389973946043,-0.002724464509985999,-0.003963758508640778,-3.1540032265764113,16053.876423273936,101239.31078710016,0.9433316929701796,6.393439624644793e-05,8.470990110458816e-05,0.40859441039523725,0.5914055896047627,1.942600520003749,0.7500000000006243,3.0,2.19,0.9358411458333333,pass
0.06,0.55,100,-7.02972605630094,-10.183729282877353,2.1110275147197197,2.740339741717766,-0.00276217133842866,-0.004001465337083439,-3.1540032265764113,16053.876423273936,101369.2914151244,0.9508425609377765,9.82967115661122e-05,8.076861730761786e-05,0.4104965159625237,0.5895034840374762,1.9637736195600177,0.7500000000001007,3.0,2.2,0.9347330729166669,pass
0.06,0.56,100,-7.11817051426641,-10.27217374084282,2.135211551245381,2.7643141353528238,-0.002796923581244169,-0.004036217579898947,-3.1540032265764113,16053.876423273936,101368.49377946499,0.9547111679066748,8.910224308863054e-05,8.281716169546575e-05,0.412245625753032,0.587754374246968,1.981219103305777,0.7500000000000667,3.0,2.21,0.9342604166666666,pass
0.06,0.57,100,-7.203850389302772,-10.357853615879185,2.159649545851556,2.7883021772783043,-0.0028305895439303622,-0.004069883542585142,-3.1540032265764113,16053.876423273936,101126.43026277304,0.9236057155313963,9.923431911645496e-05,8.332785718967712e-05,0.4138397398057614,0.5861602601942386,1.9970223045021,0.7500000000007602,3.0,2.23,0.9332441406249999,pass
0.06,0.58,100,-7.295668660221378,-10.449671886797791,2.187319142242176,2.815611122956087,-0.0028666674499887536,-0.004105961448643533,-3.1540032265764113,16053.876423273936,101396.54715058648,0.9462256106857444,6.873589202432277e-05,8.803862219343719e-05,0.4155202713384484,0.5844797286615516,2.0165999697848234,0.750000000000206,3.0,2.26,0.9309905598958333,pass
0.06,0.59,100,-7.392043990280938,-10.546047216857348,2.215644673083414,2.843037375547818,-0.0029045359490298384,-0.0041438299476846165,-3.1540032265764113,16053.876423273936,101286.61021226668,0.9368000884505424,8.639369689610834e-05,9.202199369352257e-05,0.4174270649849526,0.5825729350150474,2.036190597039753,0.7500000000004364,3.0,2.29,0.9318902994791667,pass
0.06,0.6,100,-7.472942952119651,-10.626946178696064,2.23527775895358,2.8637561413616766,-0.002936323360361356,-0.004175617359016135,-3.1540032265764113,16053.876423273936,101189.67317051781,0.9404818670822451,0.00011335191044877745,8.668951755004494e-05,0.4189603157638574,0.5810396842361425,2.0518235057164644,0.7500000000015049,4.0,2.32,0.9295593843005951,pass
0.06,0.61,100,-7.5596645831313,-10.713667809707713,2.265271993221884,2.892668706905269,-0.0029703986574189786,-0.004209692656073758,-3.1540032265764113,16053.876423273936,101024.31404824367,0.9371874240452451,8.164941026205137e-05,8.813068624851705e-05,0.4202913758702408,0.5797086241297592,2.0677728508407474,0.7500000000006962,3.0,2.31,0.9293649088541666,pass
0.06,0.62,100,-7.6405398347950655,-10.794543061371478,2.287322642694346,2.9154069793490693,-0.0030021767523752715,-0.0042414707510300504,-3.1540032265764113,16053.876423273936,100894.5010473648,0.9086410836546536,8.555946235383587e-05,9.148254238974141e-05,0.4219136047712787,0.5780863952287213,2.081592675180546,0.7500000000002612,3.0,2.36,0.9278317057291666,pass
0.06,0.63,100,-7.721116328211501,-10.875119554787917,2.2971520078286,2.9266524538033996,-0.0030338374570575643,-0.004273131455712344,-3.1540032265764113,16053.876423273936,100683.04696019134,0.9130595799633981,0.00011161519390507397,8.915667111008062e-05,0.42333140790065094,0.5766685920993491,2.0981391718591342,0.7500000000010266,3.0,2.35,0.9269694010416667,pass
