source,group,label,nmstv,radius,phi_energy_raw_mean,phi_energy_raw_sem,n_units
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.2,-0.012914074339141,0.0002508146724491,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.21,-0.0134743408589696,0.0002795923912339,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.22,-0.0145306101189202,0.0002571655746565,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.23,-0.0152620880714905,0.0002822449536694,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.24,-0.0160597147437431,0.0002730837250341,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.25,-0.0170678457134343,0.0002683844680061,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.26,-0.0176956523706753,0.0002842533382307,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.27,-0.018428800159111,0.0003193837233312,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.28,-0.0191661718179806,0.0002944102798421,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.29,-0.0201454143135245,0.0003141072749562,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.3,-0.0208830084523171,0.0002609972304694,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.31,-0.021645787329601,0.0003066286284946,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.32,-0.0221765453380949,0.0003018286243682,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.33,-0.0230370914039894,0.0002323121902326,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.34,-0.0236002450267734,0.0002790301307306,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.35,-0.0242884933640611,0.0003953181435845,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.36,-0.0251822232440753,0.0002752224371139,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.37,-0.0261030935218721,0.0003206035504585,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.38,-0.0264939024606884,0.0003341982322609,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.39,-0.0270203302507244,0.0003349227811615,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.4,-0.0278125102039607,0.0002984782556626,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.41,-0.0282087938894457,0.0003291004041726,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.42,-0.0292506667544052,0.0003505008626123,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.43,-0.0294793786978074,0.0003111174296538,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.44,-0.0301662790590747,0.0003235854340532,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.45,-0.03078174819596,0.0003313214714408,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.46,-0.0309577947933284,0.00042315883329,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.47,-0.0317113655206649,0.0004367942852545,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.48,-0.0325853796683778,0.000373372174969,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.49,-0.0329209784911569,0.0002976165545009,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.5,-0.033626151996743,0.0002982271093892,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.51,-0.0342494395346117,0.0003148601264313,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.52,-0.0353229256882571,0.0004011886940083,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.53,-0.0354374712524408,0.0003720111396027,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.54,-0.035636621006305,0.0003096569193697,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.55,-0.0357554082575028,0.0003448744244719,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.56,-0.0367479711044461,0.0003476240527323,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.57,-0.0376691765318782,0.0004558942456916,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.58,-0.0375024708741832,0.0003532525030712,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.59,-0.0381454925473368,0.0003444747122433,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.6,-0.0388682738739909,0.0003129450088531,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.61,-0.0395955854818322,0.0003798081705927,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.62,-0.0401341176298291,0.0003609111301173,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.63,-0.0400121210890483,0.0004322180107353,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.64,-0.0410330835175167,0.0004246201630722,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.65,-0.0416105276188588,0.0003961559088127,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.66,-0.0418295790078664,0.0003604658759447,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.67,-0.0422524947454549,0.0004697144336508,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.68,-0.0423956075536575,0.0004807048531212,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.69,-0.0427303453050064,0.0004217670084301,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.7,-0.0435465165767871,0.0004555202405504,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.71,-0.0440715675562134,0.0004685600610588,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.72,-0.0447318609281295,0.0004344911319865,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.73,-0.0443277346876226,0.0005382219191327,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.74,-0.0456100534033044,0.0003402187972868,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.75,-0.0457699963442255,0.0004108046457521,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.76,-0.0462736361651385,0.0003874966391218,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.77,-0.047155555789053,0.0004857506931808,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.78,-0.0477387538907689,0.0004288530220176,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.79,-0.0479873715809777,0.0005151150021054,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.8,-0.0479991855566829,0.0003597400701763,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.81,-0.0487378177053271,0.0005087672741231,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.82,-0.0484616071838769,0.0003122717649886,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.83,-0.0501567407241153,0.0004863268613104,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.84,-0.0501042989444964,0.0004854914377084,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.85,-0.0496892936783853,0.0006075552789435,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.86,-0.050517653693575,0.0005481832654329,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.87,-0.0513929894836685,0.0004445287702671,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.88,-0.0521279168292045,0.0005240891735188,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.89,-0.0522493023724166,0.0005218998642552,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.9,-0.0527663554279682,0.0004966445981455,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.91,-0.0527795596647708,0.0004801963202425,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.92,-0.0538876160998126,0.0004617991615971,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.93,-0.0533050579230698,0.0005427780179972,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.94,-0.05415928852071,0.0005320178457891,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.95,-0.0537636757833285,0.0005921651166294,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.96,-0.0549226104358865,0.0005862657893625,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.97,-0.0561963882764264,0.0005206961411255,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.98,-0.0555942813794084,0.0005204972812075,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,0.99,-0.0562140173425429,0.000632041761548,30
advanced,very_low_tv_spectral_teacher,adv very low tv,0.3245703473792008,1.0,-0.0564072415189508,0.000609937785105,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.01,-0.0004390129744379,4.545008035659762e-05,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.02,-0.0004796635538652,4.819763831723284e-05,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.03,-0.0005658980481327,5.3100658669655e-05,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.04,-0.0007291169672824,6.059600254527961e-05,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.05,-0.0010079475533037,7.085385824505767e-05,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.06,-0.0014183486600196,8.38314555112068e-05,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.07,-0.0019809712667056,9.946537859993074e-05,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.08,-0.0026783583877877,0.000115707676702,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.09,-0.0035373518537594,0.0001337897796093,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.1,-0.0044744780126102,0.000149986599933,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.11,-0.0055259919458927,0.0001754909906441,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.12,-0.006651766731235,0.0001819925666932,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.13,-0.0079290254384293,0.0002124703252908,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.14,-0.0092756528113127,0.0002142446671806,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.15,-0.0106592135588149,0.0002340273934931,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.16,-0.0122688566690467,0.0002629942583037,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.17,-0.0136246629686691,0.0002695723733918,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.18,-0.0150275996828891,0.0003168217437475,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.19,-0.0166938785547589,0.0003778099572198,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.2,-0.0182348039674829,0.0003859829707456,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.21,-0.0199023574156775,0.0003642006853369,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.22,-0.0215681354384104,0.0003565794714338,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.23,-0.0232183921819756,0.0003822549057314,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.24,-0.0245394768659839,0.0004272251898264,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.25,-0.0263399927147334,0.0003507605242867,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.26,-0.0276059621807742,0.0004601242704684,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.27,-0.0288293397959926,0.000494698337666,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.28,-0.0307242745869037,0.0004548881530471,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.29,-0.0322418805823617,0.0004246044686568,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.3,-0.0333417164959877,0.0004709563671927,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.31,-0.0355933870846865,0.0003940410842758,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.32,-0.0357788353612215,0.0004469617328519,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.33,-0.0375841733666155,0.0005458834492946,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.34,-0.038656506493474,0.0005048835449869,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.35,-0.0398195497422321,0.000375617856619,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.36,-0.0416760973493705,0.0005355838064429,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.37,-0.0422254110547023,0.0004325539301777,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.38,-0.04423316073076,0.0004207717531304,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.39,-0.0445251552943041,0.0004611665569005,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.4,-0.0459893231199028,0.0004142660386758,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.41,-0.0467632476400219,0.0005262466808659,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.42,-0.0477159197467215,0.0004839471032581,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.43,-0.0494437463688166,0.0005284545654249,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.44,-0.0497031521464102,0.0004174072676062,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.45,-0.0506913755635505,0.0004206215738665,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.46,-0.0515091871541034,0.0005263203098811,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.47,-0.0526662196608233,0.0004890538898669,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.48,-0.0534167836916062,0.0003868455951619,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.49,-0.0537206502960128,0.0004335240880153,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.5,-0.0550499076981976,0.0005467158007522,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.51,-0.0565990065686163,0.0005738298337548,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.52,-0.056695847514551,0.0004711880732482,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.53,-0.0568556947966721,0.0005800598329418,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.54,-0.0575513693822245,0.0006507529813669,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.55,-0.0587939207425459,0.0005004403018457,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.56,-0.0600477166102584,0.0004876540569214,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.57,-0.0603945306117826,0.0005404658035633,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.58,-0.0618202172066659,0.0005265665712092,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.59,-0.0614621394472453,0.0005114683214589,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.6,-0.0633989194403313,0.0004845830387254,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.61,-0.0628988906396753,0.0005127768420595,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.62,-0.0640052355830235,0.0005078980061711,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.63,-0.0647378300522938,0.0005598245648447,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.64,-0.0654090785056285,0.0005986746708864,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.65,-0.0660709979481381,0.0004767627443813,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.66,-0.0661652268833913,0.0005867978196959,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.67,-0.0673167293149177,0.0007126303452593,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.68,-0.0673411397214847,0.0005313381909708,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.69,-0.0685975184571591,0.0005117589252215,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.7,-0.0690077211307203,0.0004763342443342,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.71,-0.0694604172028981,0.0004583194954444,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.72,-0.0702719919039605,0.0006028328851386,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.73,-0.0709887376023078,0.0005375763061856,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.74,-0.0713196425335875,0.0005924793087116,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.75,-0.0720714923734069,0.0005142736567063,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.76,-0.0726175317033874,0.0006445382335354,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.77,-0.0728110137783231,0.0004800139815514,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.78,-0.0738848774224029,0.0005285524160961,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.79,-0.0742154494559937,0.0006318713591903,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.8,-0.0751125873799511,0.0004731000758077,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.81,-0.0748800082596193,0.000661101064376,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.82,-0.0759158514878228,0.000617141489207,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.83,-0.0764154418998612,0.0004670559404903,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.84,-0.0770141612166339,0.0006591391512031,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.85,-0.0772915591881884,0.0005658843456518,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.86,-0.0771124475717878,0.0005916642641205,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.87,-0.0787582836749226,0.0006101326731893,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.88,-0.0792284646863695,0.0004934264724575,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.89,-0.0792511509233039,0.0005558378551812,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.9,-0.0795591941944337,0.0005623745648291,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.91,-0.0797204138908816,0.0005961117811309,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.92,-0.0812353913136778,0.0006371940406681,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.93,-0.0811750174824154,0.0006010215799211,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.94,-0.0812992482893103,0.0006846727983359,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.95,-0.0824391326370284,0.0005501443447381,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.96,-0.0832822666612573,0.000452724774928,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.97,-0.083679612744344,0.0006853708856378,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.98,-0.0834606122619715,0.000618078759155,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,0.99,-0.0834502339843979,0.0005540802061197,30
flip,eta_0.02,flip eta 0.02,0.3569686266284974,1.0,-0.0843992123095521,0.0007149328963652,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.01,-0.0005903433385684,8.95073031312929e-05,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.02,-0.0006450298377168,9.587163449267012e-05,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.03,-0.000763660586674,0.0001073038136999,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.04,-0.0009904173188771,0.0001231891638214,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.05,-0.001379976312871,0.0001432622393441,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.06,-0.0019516136144985,0.00016515983282,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.07,-0.0027318725974336,0.0001862638142218,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.08,-0.003697511392747,0.0002076753038411,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.09,-0.0048752890413504,0.0002286838819459,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.1,-0.0062117797979972,0.0002598693081629,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.11,-0.0077321933787323,0.000291726703544,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.12,-0.0093761163983592,0.0002976045257622,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.13,-0.0110559231689557,0.0003362297175377,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.14,-0.0129919455839691,0.0003506451022167,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.15,-0.0151699273221591,0.0004000219603488,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.16,-0.0172053630732218,0.0003681475388838,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.17,-0.0194739331348893,0.0004050586327854,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.18,-0.0215399268955485,0.0004592853204455,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.19,-0.0238154268478379,0.0004664408079119,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.2,-0.0260255439156588,0.0005050140250037,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.21,-0.0274936873729067,0.000536774287642,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.22,-0.0301906753754181,0.0005999090440062,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.23,-0.0327900864812573,0.0005428144323986,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.24,-0.0347103312454634,0.0005268217842481,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.25,-0.0375678067004278,0.0005175756273342,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.26,-0.0393266356889917,0.0006647601298337,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.27,-0.0418902949503173,0.0006221940407868,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.28,-0.0430598428448561,0.0005898487164018,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.29,-0.0447303656440269,0.0005915501470125,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.3,-0.0471773317483426,0.0005756990675412,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.31,-0.0483177779856133,0.0006172775592696,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.32,-0.0510975140579566,0.0006748573534804,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.33,-0.052664764627633,0.0005971916023758,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.34,-0.0534155883396827,0.0005685012049423,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.35,-0.0556402785681931,0.0005655980436744,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.36,-0.057668656143297,0.000598712810619,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.37,-0.0580424245671101,0.0007631520711579,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.38,-0.0599251421063724,0.0006560681472349,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.39,-0.0602917697712385,0.0004332830664276,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.4,-0.0624690499912371,0.0005464130381265,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.41,-0.0634843250608551,0.000606939272861,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.42,-0.0640115372265015,0.0006493775934154,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.43,-0.0654235092562559,0.0006052745811594,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.44,-0.0667831462744755,0.0005607799809048,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.45,-0.0670786461912827,0.0006682368935328,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.46,-0.0685309216815797,0.0006361249682426,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.47,-0.0689608759521669,0.0005863954496073,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.48,-0.0702206853993423,0.0006713898273166,30
flip,eta_0.05,flip eta 0.05,0.43057445790361204,0.49,-0.0715159950990331,0.0005648737926133,30
