radius,unit_rows,observed_ref_count,pass_count,max_split_logZ_per_P_diff,q05_ess_fraction,mean_elapsed_s,all_observed_pass
0.45,1,1,1,0.0028713018337487425,0.7483963131853835,176.16243696212769,True
