rule,nmstv_mean,tv_mean,n_datasets
low_tv_spectral_teacher,0.40705648143707424,0.20352824071853712,1
random_label,0.9855585738254619,0.49277928691273093,1
real_even_odd,0.4932864276461805,0.24664321382309026,1
teacher_nn,0.6843772639598127,0.34218863197990634,1
