rule,nmstv_mean,nmstv_sd,tv_mean,n_datasets
random_label,1.0057353757978538,0.008155485252676202,0.5028676878989269,10
real_even_odd,0.38287984161821004,0.01801638246501755,0.19143992080910502,10
teacher_nn,0.6222351519810556,0.0625131803178003,0.3111175759905278,10
