experiment_id,mode,split_id,rule,dataset_path,n_train,n_test,input_dim,train_pos_fraction,k,edge_count,sigma_k,tv,baseline,nmstv
mnist14_3rule_1024,final,8,real_even_odd,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_008/real_even_odd/dataset.npz,1024,2048,196,0.5,8,6266,8.451344130439523,0.14995354377805373,0.5,0.29990708755610745
mnist14_3rule_1024,final,8,real_even_odd,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_008/real_even_odd/dataset.npz,1024,2048,196,0.5,16,12537,9.019060538515376,0.19067549599184824,0.5,0.3813509919836965
mnist14_3rule_1024,final,8,real_even_odd,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_008/real_even_odd/dataset.npz,1024,2048,196,0.5,32,25394,9.697470250128895,0.2457738071355787,0.5,0.4915476142711574
mnist14_3rule_1024,final,8,teacher_nn,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_008/teacher_nn/dataset.npz,1024,2048,196,0.5,8,6266,8.451344130439523,0.33392190411668077,0.5,0.6678438082333615
mnist14_3rule_1024,final,8,teacher_nn,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_008/teacher_nn/dataset.npz,1024,2048,196,0.5,16,12537,9.019060538515376,0.35749970390164965,0.5,0.7149994078032993
mnist14_3rule_1024,final,8,teacher_nn,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_008/teacher_nn/dataset.npz,1024,2048,196,0.5,32,25394,9.697470250128895,0.3924392819053119,0.5,0.7848785638106238
mnist14_3rule_1024,final,8,random_label,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_008/random_label/dataset.npz,1024,2048,196,0.5,8,6266,8.451344130439523,0.4956584989501604,0.5,0.9913169979003208
mnist14_3rule_1024,final,8,random_label,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_008/random_label/dataset.npz,1024,2048,196,0.5,16,12537,9.019060538515376,0.5017295806868547,0.5,1.0034591613737094
mnist14_3rule_1024,final,8,random_label,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_008/random_label/dataset.npz,1024,2048,196,0.5,32,25394,9.697470250128895,0.504513930177006,0.5,1.009027860354012
mnist14_3rule_1024,final,9,real_even_odd,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_009/real_even_odd/dataset.npz,1024,2048,196,0.5,8,6222,8.53545446258645,0.14209478041278611,0.5,0.28418956082557223
mnist14_3rule_1024,final,9,real_even_odd,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_009/real_even_odd/dataset.npz,1024,2048,196,0.5,16,12492,9.133263296750311,0.18803344831634453,0.5,0.37606689663268905
mnist14_3rule_1024,final,9,real_even_odd,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_009/real_even_odd/dataset.npz,1024,2048,196,0.5,32,25501,9.825110700142975,0.2501540759630825,0.5,0.500308151926165
mnist14_3rule_1024,final,9,teacher_nn,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_009/teacher_nn/dataset.npz,1024,2048,196,0.5,8,6222,8.53545446258645,0.3414056469387999,0.5,0.6828112938775998
mnist14_3rule_1024,final,9,teacher_nn,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_009/teacher_nn/dataset.npz,1024,2048,196,0.5,16,12492,9.133263296750311,0.3694048172222175,0.5,0.738809634444435
mnist14_3rule_1024,final,9,teacher_nn,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_009/teacher_nn/dataset.npz,1024,2048,196,0.5,32,25501,9.825110700142975,0.3976235801221892,0.5,0.7952471602443784
mnist14_3rule_1024,final,9,random_label,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_009/random_label/dataset.npz,1024,2048,196,0.5,8,6222,8.53545446258645,0.4864220135540062,0.5,0.9728440271080124
mnist14_3rule_1024,final,9,random_label,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_009/random_label/dataset.npz,1024,2048,196,0.5,16,12492,9.133263296750311,0.4961355541299425,0.5,0.992271108259885
mnist14_3rule_1024,final,9,random_label,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_009/random_label/dataset.npz,1024,2048,196,0.5,32,25501,9.825110700142975,0.502945194040682,0.5,1.005890388081364
