beta_i,beta_j,crossing_count,robust_crossing_count,fine_minus_coarse_gap_i,fine_minus_coarse_gap_j,mean_gap_min,z_gap_max_abs
0.05,0.06,0.0,0.0,-0.0028865281517289065,-0.0006929887978429083,0.002093170353513474,0.1728255173112236
0.05,0.07,0.0,0.0,-0.0028865281517289065,-0.0014139103699947198,0.02065565596246055,0.9317394675467601
0.05,0.08,0.0,0.0,-0.0028865281517289065,-0.006153182709573934,0.02854249083700372,1.222363956342587
0.05,0.09,0.0,0.0,-0.0028865281517289065,-0.005784265157093238,0.049729596138556875,2.130856572128558
0.05,0.1,0.0,0.0,-0.0028865281517289065,-0.007480089294859993,0.0628603798691379,2.3736561158665554
0.05,0.11,0.0,0.0,-0.0028865281517289065,-0.009335882209223323,0.0757796776215256,2.8737750975405363
0.05,0.12,0.0,0.0,-0.0028865281517289065,-0.009887328423553221,0.09628849894870584,3.1626950620735643
0.05,0.13,0.0,0.0,-0.0028865281517289065,-0.0140259355665463,0.11416494588758991,4.064504134334763
0.05,0.14,0.0,0.0,-0.0028865281517289065,-0.014946381894795913,0.1425675626982837,5.271653917479716
0.05,0.15,0.0,0.0,-0.0028865281517289065,-0.016075984758535444,0.17018761220456863,5.974052607421594
0.05,0.16,0.0,0.0,-0.0028865281517289065,-0.015675334456117462,0.2014824098421375,6.142163974118632
0.05,0.17,0.0,0.0,-0.0028865281517289065,-0.018981822157888323,0.23047890372279353,7.633872142718557
0.05,0.18,0.0,0.0,-0.0028865281517289065,-0.01876872494404952,0.2598920547428847,9.022493525471438
0.05,0.19,0.0,0.0,-0.0028865281517289065,-0.019096087282801405,0.29581169801488416,10.267106356283858
0.05,0.2,0.0,0.0,-0.0028865281517289065,-0.017756461832145742,0.3191305927367363,10.567409435250793
0.05,0.21,0.0,0.0,-0.0028865281517289065,-0.014531996724180679,0.3426110697067942,15.201599074789979
0.05,0.22,0.0,0.0,-0.0028865281517289065,-0.014641844460859227,0.36264168998777174,14.071159011744225
0.05,0.23,0.0,0.0,-0.0028865281517289065,-0.013579999755620686,0.373652277190769,15.733167382673724
0.05,0.24,0.0,0.0,-0.0028865281517289065,-0.01034585788001531,0.37976000871302285,14.354424933102939
0.05,0.25,0.0,0.0,-0.0028865281517289065,-0.01247223767601418,0.3966513563803414,15.161158139946313
0.05,0.26,0.0,0.0,-0.0028865281517289065,-0.013418888864655136,0.4014531655015296,18.893715080292516
0.05,0.27,0.0,0.0,-0.0028865281517289065,-0.013557569109624572,0.4028116145749064,16.58200204119045
0.05,0.28,0.0,0.0,-0.0028865281517289065,-0.013906103676071084,0.4061213201599178,19.860686136200584
0.05,0.29,0.0,0.0,-0.0028865281517289065,-0.013192363745111596,0.4110990690771863,19.905559703448198
0.05,0.3,0.0,0.0,-0.0028865281517289065,-0.012991464239012401,0.41286819436574657,20.476916614560093
0.05,0.31,0.0,0.0,-0.0028865281517289065,-0.015573892648762265,0.41440079679140823,20.330459883747995
0.05,0.32,0.0,0.0,-0.0028865281517289065,-0.015598386070660039,0.4172017457051068,20.37244906694292
0.05,0.33,0.0,0.0,-0.0028865281517289065,-0.015213010357374823,0.4182344186954428,21.944543130638497
0.05,0.34,0.0,0.0,-0.0028865281517289065,-0.01665879399503526,0.41909947489873517,22.438245636726407
0.05,0.35,0.0,0.0,-0.0028865281517289065,-0.015787443434635277,0.41879743021401244,21.01177874492448
0.05,0.36,0.0,0.0,-0.0028865281517289065,-0.016530705916979596,0.4201317512152263,21.65049435141382
0.05,0.37,0.0,0.0,-0.0028865281517289065,-0.016707010060865127,0.420327865166216,21.613384258966438
0.05,0.38,0.0,0.0,-0.0028865281517289065,-0.017793657141536065,0.4208992290266384,21.96856532292333
0.05,0.39,0.0,0.0,-0.0028865281517289065,-0.0191115042749601,0.41970446215227375,22.7092672334055
0.05,0.4,0.0,0.0,-0.0028865281517289065,-0.019175980786135846,0.4204212114407094,21.90723531010283
0.06,0.07,0.0,0.0,-0.0006929887978429083,-0.0014139103699947198,0.017841564036795265,0.7102179052707334
0.06,0.08,0.0,0.0,-0.0006929887978429083,-0.006153182709573934,0.024255781129604248,1.0026401288315838
0.06,0.09,0.0,0.0,-0.0006929887978429083,-0.005784265157093238,0.0454428864311574,1.8471301495313401
0.06,0.1,0.0,0.0,-0.0006929887978429083,-0.007480089294859993,0.05857367016173842,2.113092019896515
0.06,0.11,0.0,0.0,-0.0006929887978429083,-0.009335882209223323,0.07149296791412613,2.5978508515457723
0.06,0.12,0.0,0.0,-0.0006929887978429083,-0.009887328423553221,0.09200178924130636,2.9192847058609854
0.06,0.13,0.0,0.0,-0.0006929887978429083,-0.0140259355665463,0.10987823618019044,3.757204754914892
0.06,0.14,0.0,0.0,-0.0006929887978429083,-0.014946381894795913,0.13828085299088422,4.914021581364957
0.06,0.15,0.0,0.0,-0.0006929887978429083,-0.016075984758535444,0.16590090249716916,5.614687329208174
0.06,0.16,0.0,0.0,-0.0006929887978429083,-0.015675334456117462,0.19719570013473803,5.845607223269057
0.06,0.17,0.0,0.0,-0.0006929887978429083,-0.018981822157888323,0.22619219401539406,7.244765546576867
0.06,0.18,0.0,0.0,-0.0006929887978429083,-0.01876872494404952,0.25560534503548515,8.72242331029066
0.06,0.19,0.0,0.0,-0.0006929887978429083,-0.019096087282801405,0.29152498830748474,9.741116329363502
0.06,0.2,0.0,0.0,-0.0006929887978429083,-0.017756461832145742,0.3148438830293368,10.292230495774053
0.06,0.21,0.0,0.0,-0.0006929887978429083,-0.014531996724180679,0.3383243599993947,14.095704568198911
0.06,0.22,0.0,0.0,-0.0006929887978429083,-0.014641844460859227,0.35835498028037227,13.243841038868682
0.06,0.23,0.0,0.0,-0.0006929887978429083,-0.013579999755620686,0.3693655674833695,14.686805674853153
0.06,0.24,0.0,0.0,-0.0006929887978429083,-0.01034585788001531,0.3754732990056233,13.550648477176587
0.06,0.25,0.0,0.0,-0.0006929887978429083,-0.01247223767601418,0.3923646466729419,14.298884822307798
0.06,0.26,0.0,0.0,-0.0006929887978429083,-0.013418888864655136,0.3971664557941301,17.407930005724904
0.06,0.27,0.0,0.0,-0.0006929887978429083,-0.013557569109624572,0.3985249048675069,15.52557314552991
0.06,0.28,0.0,0.0,-0.0006929887978429083,-0.013906103676071084,0.40183461045251834,18.20122116147801
0.06,0.29,0.0,0.0,-0.0006929887978429083,-0.013192363745111596,0.4068123593697868,18.281749148215837
0.06,0.3,0.0,0.0,-0.0006929887978429083,-0.012991464239012401,0.4085814846583471,18.727607799245284
0.06,0.31,0.0,0.0,-0.0006929887978429083,-0.015573892648762265,0.41011408708400876,18.628518351548777
0.06,0.32,0.0,0.0,-0.0006929887978429083,-0.015598386070660039,0.41291503599770735,18.681867000491295
0.06,0.33,0.0,0.0,-0.0006929887978429083,-0.015213010357374823,0.41394770898804334,19.89963957696144
0.06,0.34,0.0,0.0,-0.0006929887978429083,-0.01665879399503526,0.4148127651913357,20.28810296096532
0.06,0.35,0.0,0.0,-0.0006929887978429083,-0.015787443434635277,0.414510720506613,19.19060391566484
0.06,0.36,0.0,0.0,-0.0006929887978429083,-0.016530705916979596,0.4158450415078268,19.69453817490117
0.06,0.37,0.0,0.0,-0.0006929887978429083,-0.016707010060865127,0.41604115545881654,19.667585711358694
