beta_i,beta_j,crossing_count,robust_crossing_count,fine_minus_coarse_gap_i,fine_minus_coarse_gap_j,mean_gap_min,z_gap_max_abs
0.06,0.38,0.0,0.0,-0.0006929887978429083,-0.017793657141536065,0.4166125193192389,19.946780963819172
0.06,0.39,0.0,0.0,-0.0006929887978429083,-0.0191115042749601,0.4154177524448742,20.49967430510389
0.06,0.4,0.0,0.0,-0.0006929887978429083,-0.019175980786135846,0.4161345017333099,19.90014199877772
0.07,0.08,0.0,0.0,-0.0014139103699947198,-0.006153182709573934,0.0064142170928089826,0.36506428635255295
0.07,0.09,0.0,0.0,-0.0014139103699947198,-0.005784265157093238,0.027601322394362138,1.1631845672860706
0.07,0.1,0.0,0.0,-0.0014139103699947198,-0.007480089294859993,0.04073210612494316,1.5209794888400618
0.07,0.11,0.0,0.0,-0.0014139103699947198,-0.009335882209223323,0.05365140387733086,2.0084213641691266
0.07,0.12,0.0,0.0,-0.0014139103699947198,-0.009887328423553221,0.0741602252045111,2.4143624439748335
0.07,0.13,0.0,0.0,-0.0014139103699947198,-0.0140259355665463,0.09203667214339517,3.2442568520341806
0.07,0.14,0.0,0.0,-0.0014139103699947198,-0.014946381894795913,0.12043928895408895,4.354322380331421
0.07,0.15,0.0,0.0,-0.0014139103699947198,-0.016075984758535444,0.1480593384603739,5.087581024813642
0.07,0.16,0.0,0.0,-0.0014139103699947198,-0.015675334456117462,0.17935413609794276,5.409387188282998
0.07,0.17,0.0,0.0,-0.0014139103699947198,-0.018981822157888323,0.2083506299785988,6.7848463749237515
0.07,0.18,0.0,0.0,-0.0014139103699947198,-0.01876872494404952,0.23776378099868992,8.063939549324887
0.07,0.19,0.0,0.0,-0.0014139103699947198,-0.019096087282801405,0.2736834242706895,9.35663705354861
0.07,0.2,0.0,0.0,-0.0014139103699947198,-0.017756461832145742,0.29700231899254154,9.522605788596058
0.07,0.21,0.0,0.0,-0.0014139103699947198,-0.014531996724180679,0.32048279596259943,13.988271879574027
0.07,0.22,0.0,0.0,-0.0014139103699947198,-0.014641844460859227,0.340513416243577,12.886944052879574
0.07,0.23,0.0,0.0,-0.0014139103699947198,-0.013579999755620686,0.35152400344657425,14.367805499168794
0.07,0.24,0.0,0.0,-0.0014139103699947198,-0.01034585788001531,0.35763173496882805,13.359782057131305
0.07,0.25,0.0,0.0,-0.0014139103699947198,-0.01247223767601418,0.37452308263614664,14.114434216307197
0.07,0.26,0.0,0.0,-0.0014139103699947198,-0.013418888864655136,0.37932489175733486,17.294017796238684
0.07,0.27,0.0,0.0,-0.0014139103699947198,-0.013557569109624572,0.38068334083071165,15.124693657847208
0.07,0.28,0.0,0.0,-0.0014139103699947198,-0.013906103676071084,0.38399304641572307,18.125453400181343
0.07,0.29,0.0,0.0,-0.0014139103699947198,-0.013192363745111596,0.38897079533299156,18.434703212264704
0.07,0.3,0.0,0.0,-0.0014139103699947198,-0.012991464239012401,0.39073992062155183,18.760175045121457
0.07,0.31,0.0,0.0,-0.0014139103699947198,-0.015573892648762265,0.3922725230472135,18.50489519713362
0.07,0.32,0.0,0.0,-0.0014139103699947198,-0.015598386070660039,0.3950734719609121,18.87023800297541
0.07,0.33,0.0,0.0,-0.0014139103699947198,-0.015213010357374823,0.3961061449512481,20.045843611350094
0.07,0.34,0.0,0.0,-0.0014139103699947198,-0.01665879399503526,0.39697120115454043,20.580367941013407
0.07,0.35,0.0,0.0,-0.0014139103699947198,-0.015787443434635277,0.3966691564698177,18.95612605087963
0.07,0.36,0.0,0.0,-0.0014139103699947198,-0.016530705916979596,0.39800347747103154,19.877048157086424
0.07,0.37,0.0,0.0,-0.0014139103699947198,-0.016707010060865127,0.39819959142202127,19.617487850300375
0.07,0.38,0.0,0.0,-0.0014139103699947198,-0.017793657141536065,0.39877095528244366,20.10447464678305
0.07,0.39,0.0,0.0,-0.0014139103699947198,-0.0191115042749601,0.39757618840807896,20.749366102941032
0.07,0.4,0.0,0.0,-0.0014139103699947198,-0.019175980786135846,0.39829293769651464,20.088299180080938
0.08,0.09,0.0,0.0,-0.006153182709573934,-0.005784265157093238,0.02081818774907246,0.9073408060134328
0.08,0.1,0.0,0.0,-0.006153182709573934,-0.007480089294859993,0.034317889032134175,1.2976817737518895
0.08,0.11,0.0,0.0,-0.006153182709573934,-0.009335882209223323,0.04723718678452188,1.7896217888399766
0.08,0.12,0.0,0.0,-0.006153182709573934,-0.009887328423553221,0.06774600811170212,2.226659259289122
0.08,0.13,0.0,0.0,-0.006153182709573934,-0.0140259355665463,0.08562245505058619,3.052121551896938
0.08,0.14,0.0,0.0,-0.006153182709573934,-0.014946381894795913,0.11402507186127997,4.165400949033913
0.08,0.15,0.0,0.0,-0.006153182709573934,-0.016075984758535444,0.1416451213675649,4.905473459971986
0.08,0.16,0.0,0.0,-0.006153182709573934,-0.015675334456117462,0.17293991900513378,5.2561245920907345
0.08,0.17,0.0,0.0,-0.006153182709573934,-0.018981822157888323,0.2019364128857898,6.636652783242872
0.08,0.18,0.0,0.0,-0.006153182709573934,-0.01876872494404952,0.23134956390588093,7.9211207971952735
0.08,0.19,0.0,0.0,-0.006153182709573934,-0.019096087282801405,0.2672692071778805,9.233076671935645
0.08,0.2,0.0,0.0,-0.006153182709573934,-0.017756461832145742,0.29058810189973255,9.399179310099772
0.08,0.21,0.0,0.0,-0.006153182709573934,-0.014531996724180679,0.31406857886979045,13.94698294137882
0.08,0.22,0.0,0.0,-0.006153182709573934,-0.014641844460859227,0.334099199150768,12.808402605701406
0.08,0.23,0.0,0.0,-0.006153182709573934,-0.013579999755620686,0.34510978635376527,14.32120732230848
0.08,0.24,0.0,0.0,-0.006153182709573934,-0.01034585788001531,0.35121751787601907,13.28633343078764
0.08,0.25,0.0,0.0,-0.006153182709573934,-0.01247223767601418,0.36810886554333766,14.051578396049978
0.08,0.26,0.0,0.0,-0.006153182709573934,-0.013418888864655136,0.3729106746645259,17.32906427283907
0.08,0.27,0.0,0.0,-0.006153182709573934,-0.013557569109624572,0.37426912373790266,15.108637654314354
0.08,0.28,0.0,0.0,-0.006153182709573934,-0.013906103676071084,0.3775788293229141,18.192132791219475
0.08,0.29,0.0,0.0,-0.006153182709573934,-0.013192363745111596,0.3825565782401826,18.504654906844213
0.08,0.3,0.0,0.0,-0.006153182709573934,-0.012991464239012401,0.38432570352874285,18.84310731361679
0.08,0.31,0.0,0.0,-0.006153182709573934,-0.015573892648762265,0.3858583059544045,18.57924131515378
0.08,0.32,0.0,0.0,-0.006153182709573934,-0.015598386070660039,0.3886592548681031,18.952945286306928
0.08,0.33,0.0,0.0,-0.006153182709573934,-0.015213010357374823,0.3896919278584391,20.18705464541748
0.08,0.34,0.0,0.0,-0.006153182709573934,-0.01665879399503526,0.39055698406173145,20.750626690939704
0.08,0.35,0.0,0.0,-0.006153182709573934,-0.015787443434635277,0.3902549393770087,19.04653472843761
0.08,0.36,0.0,0.0,-0.006153182709573934,-0.016530705916979596,0.39158926037822256,20.00615500064313
0.08,0.37,0.0,0.0,-0.006153182709573934,-0.016707010060865127,0.3917853743292123,19.739410417840215
0.08,0.38,0.0,0.0,-0.006153182709573934,-0.017793657141536065,0.3923567381896347,20.24467777760436
0.08,0.39,0.0,0.0,-0.006153182709573934,-0.0191115042749601,0.39116197131527,20.92859712427322
0.08,0.4,0.0,0.0,-0.006153182709573934,-0.019175980786135846,0.39187872060370565,20.228371245215687
0.09,0.1,0.0,0.0,-0.005784265157093238,-0.007480089294859993,0.01313078373058102,0.49779967354846977
0.09,0.11,0.0,0.0,-0.005784265157093238,-0.009335882209223323,0.026050081482968723,1.0032103411873847
0.09,0.12,0.0,0.0,-0.005784265157093238,-0.009887328423553221,0.04655890281014896,1.5307394035876345
0.09,0.13,0.0,0.0,-0.005784265157093238,-0.0140259355665463,0.06443534974903303,2.3031709236184685
0.09,0.14,0.0,0.0,-0.005784265157093238,-0.014946381894795913,0.09283796655972681,3.4421085983033333
0.09,0.15,0.0,0.0,-0.005784265157093238,-0.016075984758535444,0.12045801606601175,4.231005647925723
0.09,0.16,0.0,0.0,-0.005784265157093238,-0.015675334456117462,0.15175281370358062,4.621180996159354
0.09,0.17,0.0,0.0,-0.005784265157093238,-0.018981822157888323,0.18074930758423666,5.979912826878107
0.09,0.18,0.0,0.0,-0.005784265157093238,-0.01876872494404952,0.21016245860432778,7.278002633489415
0.09,0.19,0.0,0.0,-0.005784265157093238,-0.019096087282801405,0.2460821018763273,8.518855359048294
0.09,0.2,0.0,0.0,-0.005784265157093238,-0.017756461832145742,0.2694009965981794,8.91090523204835
0.09,0.21,0.0,0.0,-0.005784265157093238,-0.014531996724180679,0.29288147356823735,12.99341087911599
0.09,0.22,0.0,0.0,-0.005784265157093238,-0.014641844460859227,0.31291209384921487,12.082556872850256
0.09,0.23,0.0,0.0,-0.005784265157093238,-0.013579999755620686,0.3239226810522121,13.562279049045411
0.09,0.24,0.0,0.0,-0.005784265157093238,-0.01034585788001531,0.33003041257446597,12.47598370441383
0.09,0.25,0.0,0.0,-0.005784265157093238,-0.01247223767601418,0.3469217602417845,13.252859938925686
0.09,0.26,0.0,0.0,-0.005784265157093238,-0.013418888864655136,0.3517235693629727,16.440565951213692
0.09,0.27,0.0,0.0,-0.005784265157093238,-0.013557569109624572,0.3530820184363495,14.453446134022261
0.09,0.28,0.0,0.0,-0.005784265157093238,-0.013906103676071084,0.35639172402136093,17.300839856276227
0.09,0.29,0.0,0.0,-0.005784265157093238,-0.013192363745111596,0.3613694729386294,17.48487969603158
0.09,0.3,0.0,0.0,-0.005784265157093238,-0.012991464239012401,0.3631385982271897,17.8732553782666
0.09,0.31,0.0,0.0,-0.005784265157093238,-0.015573892648762265,0.36467120065285136,17.761058872321705
0.09,0.32,0.0,0.0,-0.005784265157093238,-0.015598386070660039,0.36747214956654994,17.917215718801472
0.09,0.33,0.0,0.0,-0.005784265157093238,-0.015213010357374823,0.36850482255688594,19.17604384107532
0.09,0.34,0.0,0.0,-0.005784265157093238,-0.01665879399503526,0.3693698787601783,19.68093424729755
0.09,0.35,0.0,0.0,-0.005784265157093238,-0.015787443434635277,0.36906783407545557,18.377371003530858
0.09,0.36,0.0,0.0,-0.005784265157093238,-0.016530705916979596,0.3704021550766694,18.963783395942297
0.09,0.37,0.0,0.0,-0.005784265157093238,-0.016707010060865127,0.37059826902765913,18.90807086969192
0.09,0.38,0.0,0.0,-0.005784265157093238,-0.017793657141536065,0.3711696328880815,19.22112376893525
0.09,0.39,0.0,0.0,-0.005784265157093238,-0.0191115042749601,0.3699748660137169,19.854223225881846
0.09,0.4,0.0,0.0,-0.005784265157093238,-0.019175980786135846,0.3706916153021525,19.16884134448008
0.1,0.11,0.0,0.0,-0.007480089294859993,-0.009335882209223323,0.012919297752387704,0.4428058532557096
0.1,0.12,0.0,0.0,-0.007480089294859993,-0.009887328423553221,0.03342811907956794,1.0168190296841355
0.1,0.13,0.0,0.0,-0.007480089294859993,-0.0140259355665463,0.051304566018452014,1.6715090303684481
0.1,0.14,0.0,0.0,-0.007480089294859993,-0.014946381894795913,0.0797071828291458,2.6428931537668086
0.1,0.15,0.0,0.0,-0.007480089294859993,-0.016075984758535444,0.10732723233543073,3.3638375098030173
0.1,0.16,0.0,0.0,-0.007480089294859993,-0.015675334456117462,0.1386220299729996,3.9377955329823897
0.1,0.17,0.0,0.0,-0.007480089294859993,-0.018981822157888323,0.16761852385365564,5.091944004950067
0.1,0.18,0.0,0.0,-0.007480089294859993,-0.01876872494404952,0.19703167487374676,6.1087458099281156
0.1,0.19,0.0,0.0,-0.007480089294859993,-0.019096087282801405,0.2329513181457463,7.392393988369542
0.1,0.2,0.0,0.0,-0.007480089294859993,-0.017756461832145742,0.2562702128675984,7.560801677352085
0.1,0.21,0.0,0.0,-0.007480089294859993,-0.014531996724180679,0.2797506898376563,10.871224874731043
0.1,0.22,0.0,0.0,-0.007480089294859993,-0.014641844460859227,0.29978131011863385,10.355848947175138
0.1,0.23,0.0,0.0,-0.007480089294859993,-0.013579999755620686,0.3107918973216311,11.45389952500705
0.1,0.24,0.0,0.0,-0.007480089294859993,-0.01034585788001531,0.3168996288438849,10.844826372542952
0.1,0.25,0.0,0.0,-0.007480089294859993,-0.01247223767601418,0.3337909765112035,11.507421850552872
0.1,0.26,0.0,0.0,-0.007480089294859993,-0.013418888864655136,0.3385927856323917,13.612252418977594
0.1,0.27,0.0,0.0,-0.007480089294859993,-0.013557569109624572,0.3399512347057685,12.151336596222064
0.1,0.28,0.0,0.0,-0.007480089294859993,-0.013906103676071084,0.3432609402907799,14.173125938465308
0.1,0.29,0.0,0.0,-0.007480089294859993,-0.013192363745111596,0.3482386892080484,14.42882129675063
0.1,0.3,0.0,0.0,-0.007480089294859993,-0.012991464239012401,0.35000781449660867,14.64607965674902
0.1,0.31,0.0,0.0,-0.007480089294859993,-0.015573892648762265,0.35154041692227034,14.505548725266925
0.1,0.32,0.0,0.0,-0.007480089294859993,-0.015598386070660039,0.3543413658359689,14.769118473299118
0.1,0.33,0.0,0.0,-0.007480089294859993,-0.015213010357374823,0.3553740388263049,15.469382195031985
0.1,0.34,0.0,0.0,-0.007480089294859993,-0.01665879399503526,0.3562390950295973,15.784634517919194
0.1,0.35,0.0,0.0,-0.007480089294859993,-0.015787443434635277,0.35593705034487455,14.801382048984074
0.1,0.36,0.0,0.0,-0.007480089294859993,-0.016530705916979596,0.3572713713460884,15.399917551401733
0.1,0.37,0.0,0.0,-0.007480089294859993,-0.016707010060865127,0.3574674852970781,15.251232877401756
0.1,0.38,0.0,0.0,-0.007480089294859993,-0.017793657141536065,0.3580388491575005,15.54176129926554
0.1,0.39,0.0,0.0,-0.007480089294859993,-0.0191115042749601,0.3568440822831358,15.888355004810052
0.1,0.4,0.0,0.0,-0.007480089294859993,-0.019175980786135846,0.3575608315715715,15.525551384891116
0.11,0.12,0.0,0.0,-0.009335882209223323,-0.009887328423553221,0.020377888143372047,0.6246099391945661
0.11,0.13,0.0,0.0,-0.009335882209223323,-0.0140259355665463,0.03838526826606431,1.2526900071521188
0.11,0.14,0.0,0.0,-0.009335882209223323,-0.014946381894795913,0.06678788507675809,2.2244757118712113
0.11,0.15,0.0,0.0,-0.009335882209223323,-0.016075984758535444,0.09440793458304303,2.999349999242493
0.11,0.16,0.0,0.0,-0.009335882209223323,-0.015675334456117462,0.1257027322206119,3.5746490861732063
0.11,0.17,0.0,0.0,-0.009335882209223323,-0.018981822157888323,0.15469922610126793,4.709425857726553
0.11,0.18,0.0,0.0,-0.009335882209223323,-0.01876872494404952,0.18411237712135906,5.783155903322335
0.11,0.19,0.0,0.0,-0.009335882209223323,-0.019096087282801405,0.2200320203933586,6.991812203407767
0.11,0.2,0.0,0.0,-0.009335882209223323,-0.017756461832145742,0.24335091511521068,7.276692825934645
0.11,0.21,0.0,0.0,-0.009335882209223323,-0.014531996724180679,0.2668313920852686,10.39011830305164
0.11,0.22,0.0,0.0,-0.009335882209223323,-0.014641844460859227,0.28686201236624614,9.931499430545019
0.11,0.23,0.0,0.0,-0.009335882209223323,-0.013579999755620686,0.2978725995692434,10.997707944193404
0.11,0.24,0.0,0.0,-0.009335882209223323,-0.01034585788001531,0.30398033109149725,10.418989353922388
0.11,0.25,0.0,0.0,-0.009335882209223323,-0.01247223767601418,0.3208716787588158,11.079602365873354
0.11,0.26,0.0,0.0,-0.009335882209223323,-0.013418888864655136,0.325673487880004,13.121172847264111
0.11,0.27,0.0,0.0,-0.009335882209223323,-0.013557569109624572,0.3270319369533808,11.743652766197663
0.11,0.28,0.0,0.0,-0.009335882209223323,-0.013906103676071084,0.3303416425383922,13.670804577656583
0.11,0.29,0.0,0.0,-0.009335882209223323,-0.013192363745111596,0.3353193914556607,13.925440112214464
0.11,0.3,0.0,0.0,-0.009335882209223323,-0.012991464239012401,0.33708851674422097,14.138520359519015
0.11,0.31,0.0,0.0,-0.009335882209223323,-0.015573892648762265,0.33862111916988263,14.004291553725967
0.11,0.32,0.0,0.0,-0.009335882209223323,-0.015598386070660039,0.3414220680835812,14.263715417571092
0.11,0.33,0.0,0.0,-0.009335882209223323,-0.015213010357374823,0.3424547410739172,14.944813907818304
0.11,0.34,0.0,0.0,-0.009335882209223323,-0.01665879399503526,0.34331979727720957,15.252172136782951
0.11,0.35,0.0,0.0,-0.009335882209223323,-0.015787443434635277,0.34301775259248685,14.325655496450636
0.11,0.36,0.0,0.0,-0.009335882209223323,-0.016530705916979596,0.3443520735937007,14.879950249638535
0.11,0.37,0.0,0.0,-0.009335882209223323,-0.016707010060865127,0.3445481875446904,14.73584464539032
0.11,0.38,0.0,0.0,-0.009335882209223323,-0.017793657141536065,0.3451195514051128,15.018741341833087
0.11,0.39,0.0,0.0,-0.009335882209223323,-0.0191115042749601,0.34392478453074815,15.353767338566552
0.11,0.4,0.0,0.0,-0.009335882209223323,-0.019175980786135846,0.3446415338191838,15.002348263767594
0.12,0.13,0.0,0.0,-0.009887328423553221,-0.0140259355665463,0.017876446938884072,0.5524593630782555
0.12,0.14,0.0,0.0,-0.009887328423553221,-0.014946381894795913,0.04627906374957785,1.3942632557791468
0.12,0.15,0.0,0.0,-0.009887328423553221,-0.016075984758535444,0.07389911325586279,2.1324139832796174
0.12,0.16,0.0,0.0,-0.009887328423553221,-0.015675334456117462,0.10519391089343166,2.749419154269348
0.12,0.17,0.0,0.0,-0.009887328423553221,-0.018981822157888323,0.1341904047740877,3.714051600245134
0.12,0.18,0.0,0.0,-0.009887328423553221,-0.01876872494404952,0.16360355579417882,4.645016948464445
0.12,0.19,0.0,0.0,-0.009887328423553221,-0.019096087282801405,0.19952319906617835,5.713886647161415
0.12,0.2,0.0,0.0,-0.009887328423553221,-0.017756461832145742,0.22284209378803044,6.065279966504564
0.12,0.21,0.0,0.0,-0.009887328423553221,-0.014531996724180679,0.24632257075808836,8.263691263539545
0.12,0.22,0.0,0.0,-0.009887328423553221,-0.014641844460859227,0.2663531910390659,8.165240496283538
0.12,0.23,0.0,0.0,-0.009887328423553221,-0.013579999755620686,0.27736377824206315,8.939900466948831
0.12,0.24,0.0,0.0,-0.009887328423553221,-0.01034585788001531,0.283471509764317,8.62498736669793
0.12,0.25,0.0,0.0,-0.009887328423553221,-0.01247223767601418,0.30036285743163554,9.192273861352499
0.12,0.26,0.0,0.0,-0.009887328423553221,-0.013418888864655136,0.30516466655282376,10.497776472859098
0.12,0.27,0.0,0.0,-0.009887328423553221,-0.013557569109624572,0.30652311562620055,9.665301857865574
0.12,0.28,0.0,0.0,-0.009887328423553221,-0.013906103676071084,0.309832821211212,10.867124372053995
0.12,0.29,0.0,0.0,-0.009887328423553221,-0.013192363745111596,0.31481057012848046,11.069472514964195
0.12,0.3,0.0,0.0,-0.009887328423553221,-0.012991464239012401,0.31657969541704073,11.210928934865722
0.12,0.31,0.0,0.0,-0.009887328423553221,-0.015573892648762265,0.3181122978427024,11.152285767402645
0.12,0.32,0.0,0.0,-0.009887328423553221,-0.015598386070660039,0.320913246756401,11.332336507680168
0.12,0.33,0.0,0.0,-0.009887328423553221,-0.015213010357374823,0.321945919746737,11.724126551366805
0.12,0.34,0.0,0.0,-0.009887328423553221,-0.01665879399503526,0.32281097595002933,11.901728148704795
0.12,0.35,0.0,0.0,-0.009887328423553221,-0.015787443434635277,0.3225089312653066,11.376709012678742
0.12,0.36,0.0,0.0,-0.009887328423553221,-0.016530705916979596,0.32384325226652044,11.712165724519922
0.12,0.37,0.0,0.0,-0.009887328423553221,-0.016707010060865127,0.32403936621751017,11.63473941189811
0.12,0.38,0.0,0.0,-0.009887328423553221,-0.017793657141536065,0.32461073007793256,11.797985198191366
0.12,0.39,0.0,0.0,-0.009887328423553221,-0.0191115042749601,0.3234159632035679,11.964103490129622
0.12,0.4,0.0,0.0,-0.009887328423553221,-0.019175980786135846,0.32413271249200354,11.783027018466594
0.13,0.14,0.0,0.0,-0.0140259355665463,-0.014946381894795913,0.02840261681069378,0.899328860459578
0.13,0.15,0.0,0.0,-0.0140259355665463,-0.016075984758535444,0.05602266631697872,1.6795588164648951
0.13,0.16,0.0,0.0,-0.0140259355665463,-0.015675334456117462,0.08731746395454759,2.397098803519377
0.13,0.17,0.0,0.0,-0.0140259355665463,-0.018981822157888323,0.11631395783520362,3.3986580829215582
0.13,0.18,0.0,0.0,-0.0140259355665463,-0.01876872494404952,0.14572710885529475,4.332990464537693
0.13,0.19,0.0,0.0,-0.0140259355665463,-0.019096087282801405,0.18164675212729428,5.525664242979706
