rule,nmstv_mean,tv_mean,n_datasets
low_tv_spectral_teacher,0.379006095799094,0.189503047899547,1
random_label,0.9820759231063804,0.4910379615531902,1
real_even_odd,0.5068095645546802,0.2534047822773401,1
teacher_nn,0.6865345084976765,0.34326725424883825,1
