experiment_id,mode,split_id,rule,dataset_path,n_train,n_test,input_dim,train_pos_fraction,k,edge_count,sigma_k,tv,baseline,nmstv
mnist14_single_dataset_12x12_n_train_512_60ref_sparse_wide,final_single_dataset,0,low_tv_spectral_teacher,02_dnn/08_mnist/runs/final/single_dataset_12x12_n_train_512_60ref_sparse_wide_4rule_lowtv/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,512,2048,196,0.5,8,3156,9.299142979731107,0.14172246696314889,0.5,0.28344493392629777
mnist14_single_dataset_12x12_n_train_512_60ref_sparse_wide,final_single_dataset,0,low_tv_spectral_teacher,02_dnn/08_mnist/runs/final/single_dataset_12x12_n_train_512_60ref_sparse_wide_4rule_lowtv/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,512,2048,196,0.5,16,6435,9.897156436229249,0.17923951481532718,0.5,0.35847902963065437
mnist14_single_dataset_12x12_n_train_512_60ref_sparse_wide,final_single_dataset,0,low_tv_spectral_teacher,02_dnn/08_mnist/runs/final/single_dataset_12x12_n_train_512_60ref_sparse_wide_4rule_lowtv/01_dataset_prepare/raw_datasets/split_000/low_tv_spectral_teacher/dataset.npz,512,2048,196,0.5,32,13038,10.518963233723865,0.24754716192016493,0.5,0.49509432384032986
mnist14_single_dataset_12x12_n_train_512_60ref_sparse_wide,final_single_dataset,0,real_even_odd,02_dnn/08_mnist/runs/final/single_dataset_12x12_n_train_512_60ref_sparse_wide_4rule_lowtv/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,512,2048,196,0.5,8,3156,9.299142979731107,0.19254798213572,0.5,0.38509596427144
mnist14_single_dataset_12x12_n_train_512_60ref_sparse_wide,final_single_dataset,0,real_even_odd,02_dnn/08_mnist/runs/final/single_dataset_12x12_n_train_512_60ref_sparse_wide_4rule_lowtv/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,512,2048,196,0.5,16,6435,9.897156436229249,0.2546595418016249,0.5,0.5093190836032498
mnist14_single_dataset_12x12_n_train_512_60ref_sparse_wide,final_single_dataset,0,real_even_odd,02_dnn/08_mnist/runs/final/single_dataset_12x12_n_train_512_60ref_sparse_wide_4rule_lowtv/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,512,2048,196,0.5,32,13038,10.518963233723865,0.31300682289467535,0.5,0.6260136457893507
mnist14_single_dataset_12x12_n_train_512_60ref_sparse_wide,final_single_dataset,0,teacher_nn,02_dnn/08_mnist/runs/final/single_dataset_12x12_n_train_512_60ref_sparse_wide_4rule_lowtv/01_dataset_prepare/raw_datasets/split_000/teacher_nn/dataset.npz,512,2048,196,0.5,8,3156,9.299142979731107,0.3160163778563385,0.5,0.632032755712677
mnist14_single_dataset_12x12_n_train_512_60ref_sparse_wide,final_single_dataset,0,teacher_nn,02_dnn/08_mnist/runs/final/single_dataset_12x12_n_train_512_60ref_sparse_wide_4rule_lowtv/01_dataset_prepare/raw_datasets/split_000/teacher_nn/dataset.npz,512,2048,196,0.5,16,6435,9.897156436229249,0.33866840869077797,0.5,0.6773368173815559
mnist14_single_dataset_12x12_n_train_512_60ref_sparse_wide,final_single_dataset,0,teacher_nn,02_dnn/08_mnist/runs/final/single_dataset_12x12_n_train_512_60ref_sparse_wide_4rule_lowtv/01_dataset_prepare/raw_datasets/split_000/teacher_nn/dataset.npz,512,2048,196,0.5,32,13038,10.518963233723865,0.3751169761993983,0.5,0.7502339523987966
mnist14_single_dataset_12x12_n_train_512_60ref_sparse_wide,final_single_dataset,0,random_label,02_dnn/08_mnist/runs/final/single_dataset_12x12_n_train_512_60ref_sparse_wide_4rule_lowtv/01_dataset_prepare/raw_datasets/split_000/random_label/dataset.npz,512,2048,196,0.5,8,3156,9.299142979731107,0.49021920367241056,0.5,0.9804384073448211
mnist14_single_dataset_12x12_n_train_512_60ref_sparse_wide,final_single_dataset,0,random_label,02_dnn/08_mnist/runs/final/single_dataset_12x12_n_train_512_60ref_sparse_wide_4rule_lowtv/01_dataset_prepare/raw_datasets/split_000/random_label/dataset.npz,512,2048,196,0.5,16,6435,9.897156436229249,0.49108071463607283,0.5,0.9821614292721457
mnist14_single_dataset_12x12_n_train_512_60ref_sparse_wide,final_single_dataset,0,random_label,02_dnn/08_mnist/runs/final/single_dataset_12x12_n_train_512_60ref_sparse_wide_4rule_lowtv/01_dataset_prepare/raw_datasets/split_000/random_label/dataset.npz,512,2048,196,0.5,32,13038,10.518963233723865,0.4918139663510871,0.5,0.9836279327021742
