beta,cell_id,radius,ref_count,H_or_threshold,mode,Z_ratio,log_Z_ratio,ess_num,gate_count,weighted_error,weighted_h,dataset_tag,dataset_id,ref_id
0.05,cell_beta_0p05_p_0p00,0.5,1,1.0,absolute_h,0.0,-inf,0.0,0,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,2.0,absolute_h,0.0,-inf,0.0,0,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,4.0,absolute_h,0.6660156250000001,-0.40644214775599075,682.0000000000001,682,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,6.0,absolute_h,1.0,0.0,1024.0,1024,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,8.0,absolute_h,1.0,0.0,1024.0,1024,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,0.25,delta_ce,0.0,-inf,0.0,0,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,0.5,delta_ce,0.0,-inf,0.0,0,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,1.0,delta_ce,0.0,-inf,0.0,0,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,2.0,delta_ce,0.0,-inf,0.0,0,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,4.0,delta_ce,0.0,-inf,0.0,0,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,1.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,5.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,10.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,50.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,100.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.38597679138183594,3.9095086303408264,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.01,1,1.0,absolute_h,1.0,0.0,1023.9549508914539,1024,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,2.0,absolute_h,1.0,0.0,1023.9549508914539,1024,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,4.0,absolute_h,1.0,0.0,1023.9549508914539,1024,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,6.0,absolute_h,1.0,0.0,1023.9549508914539,1024,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,8.0,absolute_h,1.0,0.0,1023.9549508914539,1024,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,0.25,delta_ce,1.0,0.0,1023.9549508914539,1024,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,0.5,delta_ce,1.0,0.0,1023.9549508914539,1024,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,1.0,delta_ce,1.0,0.0,1023.9549508914539,1024,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,2.0,delta_ce,1.0,0.0,1023.9549508914539,1024,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,4.0,delta_ce,1.0,0.0,1023.9549508914539,1024,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,1.0,relative_delta_ce_to_ref_ce,0.5148464888282418,-0.6638865026982197,524.9996324341489,525,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,5.0,relative_delta_ce_to_ref_ce,0.9019327979025537,-0.10321526512900814,921.9881582284733,922,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,10.0,relative_delta_ce_to_ref_ce,0.9838681146244168,-0.01626342076592202,1006.9697965582079,1007,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,50.0,relative_delta_ce_to_ref_ce,1.0,0.0,1023.9549508914539,1024,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,100.0,relative_delta_ce_to_ref_ce,1.0,0.0,1023.9549508914539,1024,0.0034845268629215514,0.08499241861118981,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,1.5,1,1.0,absolute_h,0.0,-inf,0.0,0,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,2.0,absolute_h,0.0,-inf,0.0,0,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,4.0,absolute_h,0.0,-inf,0.0,0,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,6.0,absolute_h,0.9555013302550368,-0.045519123094472036,959.5127652259072,968,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,8.0,absolute_h,1.0,0.0,1011.958881972895,1024,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,0.25,delta_ce,0.0,-inf,0.0,0,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,0.5,delta_ce,0.0,-inf,0.0,0,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,1.0,delta_ce,0.0,-inf,0.0,0,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,2.0,delta_ce,0.0,-inf,0.0,0,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,4.0,delta_ce,0.0,-inf,0.0,0,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,1.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,5.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,10.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,50.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,100.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.44636864400836745,5.312921240081427,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.1,1,1.0,absolute_h,0.0,-inf,0.0,0,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,2.0,absolute_h,0.6170212607126184,-0.48285179746520335,466.94884244895024,488,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,4.0,absolute_h,1.0,0.0,905.9047061491552,1024,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,6.0,absolute_h,1.0,0.0,905.9047061491552,1024,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,8.0,absolute_h,1.0,0.0,905.9047061491552,1024,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,0.25,delta_ce,0.0,-inf,0.0,0,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,0.5,delta_ce,0.0,-inf,0.0,0,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,1.0,delta_ce,0.002584227287560465,-5.958328737347776,1.0,1,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,2.0,delta_ce,0.6170212607126184,-0.48285179746520335,466.94884244895024,488,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,4.0,delta_ce,1.0,0.0,905.9047061491552,1024,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,1.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,5.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,10.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,50.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,0.1,1,100.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.13769334972952818,1.9541479382314582,dataset_000_seed_001234,0,5
0.05,cell_beta_0p05_p_0p00,2.5,1,1.0,absolute_h,0.0,-inf,0.0,0,0.47536243426617764,5.113683746183375,dataset_000_seed_001234,0,6
0.05,cell_beta_0p05_p_0p00,2.5,1,2.0,absolute_h,0.0,-inf,0.0,0,0.47536243426617764,5.113683746183375,dataset_000_seed_001234,0,6
0.05,cell_beta_0p05_p_0p00,2.5,1,4.0,absolute_h,0.0,-inf,0.0,0,0.47536243426617764,5.113683746183375,dataset_000_seed_001234,0,6
