beta,cell_id,radius,ref_count,H_or_threshold,mode,Z_ratio,log_Z_ratio,ess_num,gate_count,weighted_error,weighted_h,dataset_tag,dataset_id,ref_id
0.05,cell_beta_0p05_p_0p00,0.5,1,1.0,absolute_h,0.0,-inf,0.0,0,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,2.0,absolute_h,0.0,-inf,0.0,0,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,4.0,absolute_h,0.0028161378595235043,-5.872388886087938,1.9994997371946803,2,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,6.0,absolute_h,1.0,0.0,1004.8387055960713,1024,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,8.0,absolute_h,1.0,0.0,1004.8387055960713,1024,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,0.25,delta_ce,0.0,-inf,0.0,0,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,0.5,delta_ce,0.0,-inf,0.0,0,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,1.0,delta_ce,0.0,-inf,0.0,0,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,2.0,delta_ce,0.0,-inf,0.0,0,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,4.0,delta_ce,0.0,-inf,0.0,0,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,1.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,5.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,10.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,50.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.5,1,100.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.3561334727203258,4.566782608453552,dataset_000_seed_001234,0,1
0.05,cell_beta_0p05_p_0p00,0.01,1,1.0,absolute_h,1.0,0.0,1023.976771118511,1024,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,2.0,absolute_h,1.0,0.0,1023.976771118511,1024,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,4.0,absolute_h,1.0,0.0,1023.976771118511,1024,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,6.0,absolute_h,1.0,0.0,1023.976771118511,1024,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,8.0,absolute_h,1.0,0.0,1023.976771118511,1024,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,0.25,delta_ce,1.0,0.0,1023.976771118511,1024,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,0.5,delta_ce,1.0,0.0,1023.976771118511,1024,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,1.0,delta_ce,1.0,0.0,1023.976771118511,1024,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,2.0,delta_ce,1.0,0.0,1023.976771118511,1024,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,4.0,delta_ce,1.0,0.0,1023.976771118511,1024,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,1.0,relative_delta_ce_to_ref_ce,0.6880588652277704,-0.3738808847847501,702.9995637077609,703,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,5.0,relative_delta_ce_to_ref_ce,0.963543003015232,-0.03713816003731285,985.990720705402,986,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,10.0,relative_delta_ce_to_ref_ce,0.9933679839370497,-0.0066541056010960276,1016.983083150763,1017,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,50.0,relative_delta_ce_to_ref_ce,1.0,0.0,1023.976771118511,1024,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,0.01,1,100.0,relative_delta_ce_to_ref_ce,1.0,0.0,1023.976771118511,1024,0.0027976305803830547,0.0640280036522196,dataset_000_seed_001234,0,3
0.05,cell_beta_0p05_p_0p00,1.5,1,1.0,absolute_h,0.0,-inf,0.0,0,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,2.0,absolute_h,0.0,-inf,0.0,0,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,4.0,absolute_h,0.0,-inf,0.0,0,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,6.0,absolute_h,0.9941406249999999,-0.005876608488985191,1017.9999999999999,1018,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,8.0,absolute_h,1.0,0.0,1024.0,1024,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,0.25,delta_ce,0.0,-inf,0.0,0,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,0.5,delta_ce,0.0,-inf,0.0,0,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,1.0,delta_ce,0.0,-inf,0.0,0,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,2.0,delta_ce,0.0,-inf,0.0,0,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,4.0,delta_ce,0.0,-inf,0.0,0,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,1.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,5.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,10.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,50.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,1.5,1,100.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.4571056365966797,5.2028781267297735,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,0.1,1,1.0,absolute_h,0.004854757720763682,-5.327796081519334,2.990367789045956,3,0.12134451389214151,1.3514327608736763,dataset_000_seed_001234,0,6
