beta,cell_id,dataset_tag,dataset_id,ref_id,radius,n_samples,sampler_method,logZ_inf,logZ_inf_stripped,logZ_inf_full,logZ_CE,reference_prior_log_weight,theta_ref_norm,theta_ref_norm_sq,ess_inf,ess_frac,ce_ref,err_ref,weighted_ce,weighted_gamma_ce,unweighted_l2_penalty,weighted_l2_penalty,weighted_ce_l2_ratio,weighted_error,weighted_accuracy,weighted_h,split_logZ_per_P_diff,smc_completed,smc_step_count,smc_total_step_count,smc_resample_count,smc_min_cess_fraction,smc_mean_cess_fraction,smc_min_ess_fraction,smc_mean_mh_acceptance,smc_min_mh_acceptance,direction_mean_projection,direction_sd_projection,samples_path,theta_path,dataset_path,radial_derivative_methodology_id,dlogZ_inf_dr,dlogZ_inf_stripped_dr,dlogZ_inf_full_dr,dlogZ_dr_split0,dlogZ_dr_split1,split_dlogZ_dr_per_P_diff,weighted_prior_radial_score,weighted_ce_radial_score,weighted_variable_radial_score,weighted_total_radial_score,weighted_radial_grad_ce,weighted_total_radial_score_sd,ce_replay_max_abs_diff,ce_replay_mean_abs_diff
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,1,0.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-11.33621223082256,-11.33621223082256,-19.63947024806744,-11.212027875028577,-8.303258017244877,205.58108694083808,42263.583307776425,1004.8387055960713,0.9812877984336634,0.0027099749849355207,0.0,10.46134299099743,10.46134299099743,8.426866724498469,8.427337041887615,1.2413580872581578,0.3561334727203258,0.6438665272796742,4.566782608453552,3.926893035784334e-05,True,3,6,2,0.7500000000138604,0.8271441004133561,0.7500000000138596,0.9192708333333334,0.8828125,0.000682824746260133,0.019919203737745576,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_001/r_0p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_001/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-18.248452191757085,-18.248452191757085,-18.248452191757085,-18.023195367004334,-18.473709016509837,0.00017701911571925448,0.0018419507145281092,-17.75029414247161,-17.748452191757085,-18.248452191757085,0.35185332614815157,5.124456722765726,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,3,0.01,1024,exact_shell_l2_vmf_adaptive_ce_smc,-0.005916510221888394,-0.005916510221888394,-5.412001412536883,-0.005866722641727384,-5.406084902314994,165.88240459067177,27516.97215278332,1023.976771118511,0.9999773155454209,0.0027614775961037675,0.0,0.005894086461259369,0.005894086461259369,5.406133460537974,5.40613344786543,0.001090259150666472,0.0027976305803830547,0.9972023694196169,0.0640280036522196,1.8046998936657586e-07,True,1,2,0,0.9999747804332061,0.9999773155518479,0.999974780433206,1.0,1.0,4.384718033037219e-05,0.021180908733164343,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_003/r_0p01/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_003/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-1.295940218323278,-1.295940218323278,-1.295940218323278,-1.2454040889229978,-1.346476347723558,3.9714050609257426e-05,0.0001454449563299511,-1.286085663279608,-1.285940218323278,-1.295940218323278,0.025493296883100106,1.5138042633811062,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,4,1.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-16.319598097805727,-16.319598097805727,-22.307118363488136,-15.19989158330584,-5.987520265682411,174.57513612288398,30476.47815232347,1024.0,1.0,0.0027657033008148648,0.0,13.576248821802437,13.576248821802437,7.111191814651988,7.111191814651988,1.9091383238783919,0.4571056365966797,0.5428943634033203,5.2028781267297735,2.563538189874449e-05,True,4,8,4,0.7500000000196211,0.7977655938372664,0.750000000022897,0.835693359375,0.740234375,0.00025592681677318643,0.018876124657016116,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_004/r_1p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_004/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-6.050496155697889,-6.050496155697889,-6.050496155697889,-6.412571576961119,-5.688420734434659,0.0002845386414642279,0.0008856340202816966,-4.55138178971817,-4.550496155697888,-6.050496155697889,0.09021928360334641,4.272838320459573,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,0.1,1024,exact_shell_l2_vmf_adaptive_ce_smc,-0.949517520619605,-0.949517520619605,-5.560081351925642,-0.9445356367839717,-4.610563831306036,153.19193810820374,23467.769901347725,987.4496005636189,0.9643062505504091,0.0028580633017358586,0.0,0.9259988853823024,0.9259988853823024,4.615550500278562,4.61558982055835,0.20062417185725656,0.12134451389214151,0.8786554861078585,1.3514327608736763,1.1821628613810803e-06,True,1,2,0,0.962142307053256,0.9643111284222823,0.9621423070532567,0.982421875,0.98046875,4.3900716270865384e-05,0.02013703653816691,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_006/r_0p10/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_006/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-17.179977469431947,-17.179977469431947,-17.179977469431947,-17.233799035823417,-17.126155903040477,4.2295926437304395e-05,-0.0002598925231295788,-17.079717576908813,-17.07997746943194,-17.179977469431947,0.338560893181324,3.235366938199481,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,7,2.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-24.124681463172735,-24.124681463172735,-29.090129026424016,-21.011875587836908,-4.965447563251283,158.97838877328275,25274.128096949033,1024.0,1.0,0.0028869417160316906,0.0,17.519985426217318,17.519985426217318,8.058489250934084,8.058489250934084,2.174102971495125,0.47236061096191406,0.5276393890380859,5.910341022599651,0.00015801471682568116,True,6,12,6,0.7500000000753059,0.7814351150214329,0.7500000000753051,0.7244466145833334,0.525390625,0.004056482718764397,0.018987223868630332,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_007/r_2p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_007/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-4.93550911531587,-4.93550911531587,-4.93550911531587,-5.109159612770814,-4.761858617860927,0.00013646404515123248,0.012783324926880188,-2.44829244024275,-2.4355091153158694,-4.93550911531587,0.048531017659115605,5.639941915755655,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,0.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-9.466478174584672,-9.466478174584672,-14.76957640647121,-9.341999107613345,-5.303098231886537,164.29476559008955,26992.770000302473,1023.9925034308822,0.9999926791317209,0.002908498065986244,0.0,8.734021244093382,8.734021244093382,5.428825488307682,5.428826652757939,1.6088230114432456,0.361042524225206,0.638957475774794,4.172388708346629,4.081806695826023e-05,True,3,5,2,0.7500000000103645,0.806085966251642,0.7500000000324727,0.92265625,0.890625,-0.0004466195466142917,0.019811216239249498,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_009/r_0p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_009/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-15.193539010702771,-15.193539010702771,-15.193539010702771,-15.269459073709367,-15.11761894769618,5.966213202875733e-05,-0.0014568417428071306,-14.692082168959965,-14.693539010702771,-15.193539010702771,0.29123224312218066,4.026507408477298,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.01,1024,exact_shell_l2_vmf_adaptive_ce_smc,-0.010700036195570079,-0.010700036195570079,-6.356940094795425,-0.010650285556672578,-6.346240058599855,179.72857841276456,32302.36189827326,1023.952270033433,0.9999533887045244,0.0030502149426384494,0.0,0.010617025814540033,0.010617025814540033,6.34629149080072,6.346291601535677,0.0016729495713639951,0.0038810472245520656,0.9961189527754479,0.11194501934150766,3.059583966333351e-08,True,1,2,0,0.999951673902727,0.9999533887074656,0.9999516739027269,1.0,1.0,-4.020042883183105e-05,0.019104369202526384,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_011/r_0p01/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_011/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-2.386960930943272,-2.386960930943272,-2.386960930943272,-2.4320260403088954,-2.3418958215776495,3.541462425589227e-05,-0.00015429358246291406,-2.376806637360809,-2.376960930943272,-2.386960930943272,0.04711399790076698,1.7206890312211032,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,12,1.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-15.70464526919888,-15.70464526919888,-21.12230625397932,-14.584434949833755,-5.417660984780441,166.05991211768253,27575.894412532445,1024.0,1.0,0.003058674067037103,0.0,12.850981255993247,12.850981255993247,6.514452508352858,6.514452508352858,1.9726878413060294,0.4533672332763672,0.5466327667236328,5.06109484306241,2.8568129354656545e-05,True,4,8,4,0.750000000017678,0.791012308112865,0.7500000000176779,0.843017578125,0.7421875,0.005713042575405453,0.021702376185797984,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_012/r_1p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_012/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-5.4858870011688605,-5.4858870011688605,-5.4858870011688605,-5.515842927142169,-5.455931075195551,2.354100272951616e-05,0.018805650951722642,-4.004692652120584,-3.9858870011688605,-5.4858870011688605,0.07938259605953135,3.8076855580595583,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,0.1,1024,exact_shell_l2_vmf_adaptive_ce_smc,-1.3318560816869447,-1.3318560816869447,-5.71157273464966,-1.3268732907897067,-4.379716652962715,149.30759446049694,22292.75776358022,965.3337965984751,0.9427087857406984,0.0031141737687798623,0.0,1.2984554028216022,1.2984554028216022,4.384855656222058,4.384948686544974,0.2961164418652963,0.15131257866674702,0.8486874213332529,1.60257707559317,8.81880969381163e-06,True,1,2,0,0.9405117661102859,0.9427139299583221,0.9405117661102866,0.9814453125,0.978515625,-0.00046966368206424736,0.019677411814463416,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_014/r_0p10/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_014/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-21.424567551853148,-21.424567551853148,-21.424567551853148,-21.179546755338556,-21.66958834836774,0.00019255072417649619,-0.0023203358225837895,-21.32224721603056,-21.324567551853143,-21.424567551853148,0.42265798773230184,3.688757882773932,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,15,2.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-24.740369181097275,-24.740369181097275,-32.6923013722521,-21.63489750180247,-7.951932191154829,201.1848275913919,40475.33485297808,1024.0,1.0,0.0032150530977478158,0.0,18.159635048359632,18.159635048359632,11.059069762967905,11.059069762967905,1.642058096890616,0.4579505920410156,0.5420494079589844,6.017985759935829,6.369991180698465e-05,True,6,12,6,0.7500000000010673,0.7846082732891629,0.7500000000010671,0.7410481770833334,0.52734375,0.001791633421521064,0.02047333087211648,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_015/r_2p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_015/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-4.701459381262178,-4.701459381262178,-4.701459381262178,-5.0567425660376255,-4.346176196486731,0.00027920093106125534,0.007144971274770087,-2.2086043525369483,-2.2014593812621785,-4.701459381262178,0.04377982591995533,5.164621034464608,0.0,0.0
