r,N,phi_emp,weighted_CE,weighted_err,reference_count,mean_ess_frac,q05_ess_frac,max_split_logZ_per_N_diff,fallback_unit_count,fallback_unit_fraction,min_smc_cess_fraction,max_smc_step_count
0.15,160,0.0,6.7263022726979065,0.04679985706291543,100,0.9611606038707151,0.9509755152982282,0.0001433273216417,0,0.0,0.9364712875976396,1.0
0.2,160,0.28530153604372394,6.774305829181138,0.06046408371530393,100,0.9324471447836652,0.9126024790759998,0.0002281817738228,0,0.0,0.8822566412944675,1.0
0.25,160,0.5061239554402497,6.83345385753742,0.07389974099651721,100,0.8992916406401923,0.8746262385598056,0.0002870864171907,0,0.0,0.8500000000019717,2.0
0.3,160,0.6859075430416176,6.904301086159217,0.08718401714181022,100,0.9131654116912538,0.855415604833176,0.0003218511394281,0,0.0,0.85000000000011,2.0
0.35,160,0.8371068616891247,6.984670990126117,0.09974412711324437,100,0.9883228577965093,0.8940798131338888,0.0003679512760116,0,0.0,0.850000000000048,2.0
0.4,160,0.9670855704060338,7.076544603880502,0.11249501237220447,100,0.9986209607457204,1.0000000000000002,0.0002911617976822,0,0.0,0.8500000000000496,2.0
0.45,160,1.0805796487086925,7.1713267518710975,0.12447265624999992,100,1.0000000000000002,1.0000000000000002,0.0004175099447128,0,0.0,0.8500000000000179,2.0
0.5,160,1.1807468218968493,7.277661860419612,0.13675674456570003,100,0.9999990100678793,1.0000000000000002,0.0004121670893353,0,0.0,0.8500000000000345,3.0
0.55,160,1.269834237775697,7.3907156552867965,0.14899651625296545,100,0.9999220551799206,1.0000000000000002,0.0006719763505182,0,0.0,0.8500000000000164,3.0
0.6,160,1.3495151477638492,7.501839310187637,0.16065779319858933,100,0.9996901690522719,0.9983471086566871,0.0005890679010377,0,0.0,0.8500000000000224,3.0
0.65,160,1.4209475480980573,7.626478501054965,0.17292335594561098,100,0.9981804369039815,0.9932119627597848,0.0008464913653042,0,0.0,0.850000000000033,3.0
0.7,160,1.4851237778025983,7.74838161419776,0.1841727502882664,100,0.992693721682268,0.9731413069121552,0.0007335151272006,0,0.0,0.8500000000000013,3.0
0.75,160,1.5426972147076499,7.879010607809376,0.19626975653128523,100,0.9807886505845932,0.9509126747652185,0.00075767290985,0,0.0,0.8500000000000361,3.0
0.8,160,1.5943399877467448,8.010875706183617,0.208177213258792,100,0.9650342634615285,0.9273815354688257,0.0011290500431578,0,0.0,0.850000000000027,4.0
0.85,160,1.6404428003725968,8.152542815562818,0.2202988577891455,100,0.9428071898313729,0.8930109452774372,0.0010156974573691,0,0.0,0.8500000000000474,4.0
0.9,160,1.6814421749599766,8.29073782200146,0.23186482125522762,100,0.9243257219084959,0.8712188015898183,0.0010772593128261,0,0.0,0.8500000000000089,4.0
0.95,160,1.7176483871762456,8.424016225629908,0.24267919763848897,100,0.9238129470784209,0.8668720016644712,0.0012143908007249,0,0.0,0.8500000000000194,4.0
1.0,160,1.749258950057565,8.576511458672664,0.25481998051913146,100,0.9375987929935286,0.8641610572408283,0.0013447736550018,0,0.0,0.850000000000015,4.0
1.05,160,1.7765835339592928,8.720531384760955,0.26544472629218663,100,0.9691948854881914,0.8653313742405616,0.0017191181920906,0,0.0,0.8500000000000112,5.0
1.1,160,1.7997226804367934,8.881526352607139,0.2777117955632872,100,0.9899209258604358,0.920702058549786,0.001631810248653,0,0.0,0.8500000000000119,4.0
1.15,160,1.818956222560388,9.018469142755928,0.28781546361041793,100,0.9992177270429798,1.0,0.0013086742959802,0,0.0,0.8500000000000074,5.0
1.2,160,1.8342892776922595,9.189780264195885,0.2991170339935034,100,0.9999301871341387,0.9999966116339154,0.0013369146049071,0,0.0,0.8500000000000005,5.0
1.25,160,1.8459452546489572,9.326615913140325,0.3088158159552668,100,0.9994261143731394,0.9972026498619475,0.0018408315699652,0,0.0,0.8500000000000096,5.0
1.3,160,1.85398438657601,9.476885255343046,0.31829943880399386,100,0.9977039612026494,0.9882237985584611,0.0016208304533705,0,0.0,0.8500000000000361,5.0
1.35,160,1.8584283401949229,9.647808989119325,0.3295963912445551,100,0.9932710482759388,0.967726913249503,0.0021369365279674,0,0.0,0.8500000000000247,5.0
1.4,160,1.8595289369609775,9.79297553464652,0.33790037650571036,100,0.9859689603834343,0.9384719452612101,0.0025046815565678,0,0.0,0.8500000000000043,5.0
1.45,160,1.8572624553916017,9.941190009738436,0.3459678027264883,100,0.9752992334153227,0.920411125501855,0.0029936017055009,0,0.0,0.8500000000000164,6.0
1.5,160,1.8516559327068678,10.106324162894998,0.3556149904116737,100,0.9640997861269645,0.9035225497091198,0.0022663356467596,0,0.0,0.8500000000000066,6.0
1.55,160,1.8427825189614402,10.274985302649213,0.3644547314511093,100,0.9616316303959528,0.9085754356056966,0.0025847447210021,0,0.0,0.8500000000000005,6.0
1.6,160,1.8307870609253354,10.423075982086612,0.37235626190375604,100,0.9514719417718424,0.8896962323878613,0.0032015328340187,0,0.0,0.8500000000000059,6.0
1.65,160,1.815598869429651,10.574670554477873,0.37921241123295757,100,0.9540513864326826,0.8799620253235106,0.0031615189792906,0,0.0,0.8500000000000112,7.0
1.7,160,1.7972926682567147,10.75339182994099,0.388654835751941,100,0.9499991064645436,0.8842351191072707,0.0036720145848524,0,0.0,0.8500000000000428,7.0
1.75,160,1.7759153582459422,10.884832319892926,0.393083126319238,100,0.9570632614887774,0.8741310193855396,0.0012221195714159,0,0.0,0.8500000000000051,6.0
1.8,160,1.7515506431999563,11.041171145953433,0.3998584397090746,100,0.97360866946115,0.8679207475809843,0.0011542657659068,0,0.0,0.8500000000000301,7.0
1.85,160,1.724146092846085,11.200879905608902,0.40626244822751256,100,0.98890305229782,0.886123672594775,0.0010863113270588,0,0.0,0.8500000000000126,7.0
1.9,160,1.6937698054804162,11.36772108268162,0.4127026774531563,100,0.997288723435691,0.9926878993803995,0.0013655201714069,0,0.0,0.8500000000000134,7.0
1.95,160,1.6604388714079272,11.535673465934188,0.41901535872205314,100,0.9979296182238163,0.9912908988966928,0.0011980711026447,0,0.0,0.8500000000000096,7.0
2.0,160,1.6242348855374584,11.687028529125746,0.4239435124091909,100,0.9954826483798245,0.97496378996777,0.0016315479764269,0,0.0,0.8500000000000021,7.0
2.05,160,1.585117210263608,11.851940262091288,0.42995156287682484,100,0.9899452975566101,0.9565740093933688,0.0016621383668148,0,0.0,0.8500000000000134,7.0
2.1,160,1.543073666138037,12.02743924099658,0.4358121817471201,100,0.9840088626219442,0.9292371143185156,0.002162508535151,0,0.0,0.8500000000000051,8.0
2.15,160,1.4982351192649959,12.172887462400816,0.44025129323689943,100,0.9762130941813199,0.9040292320011531,0.002300106007712,0,0.0,0.8500000000000112,8.0
2.2,160,1.450511339290455,12.346684224774762,0.4458011107657818,100,0.9660610003285387,0.9094728469838086,0.0024700946755856,0,0.0,0.8500000000000005,8.0
