source,case_id,case_label,eta,nmstv,radius,n_refs,dphi_dr_smooth_mean,dphi_dr_smooth_sem,derivative_source
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.54,30,-0.0454436739279025,0.0022111577301953,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.55,30,-0.0424758455806178,0.0020886417501335,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.56,30,-0.0444470772676558,0.0025567164596575,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.57,30,-0.0395407950860159,0.0022976064174329,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.58,30,-0.0383579418607332,0.0016635705416017,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.59,30,-0.0429012955665524,0.001870433353708,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.6,30,-0.0378035613144793,0.0022472735723638,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.61,30,-0.0384186940028671,0.0019923917950083,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.62,30,-0.0366528065200604,0.0021260762552489,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.63,30,-0.0328706361930593,0.0019574037237731,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.64,30,-0.0332393896699115,0.0024962628899289,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.65,30,-0.0336309501933866,0.0019243425340933,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.66,30,-0.0345906992653711,0.0012010463227022,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.67,30,-0.0310620878698904,0.0018764969352532,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.68,30,-0.0304474861261873,0.0023256054938119,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.69,30,-0.0331206674200757,0.0019142622815229,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.7,30,-0.0325218518720948,0.0016228108056959,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.71,30,-0.0311795562221776,0.0021909042490756,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.72,30,-0.027507222409488,0.0018087845444726,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.73,30,-0.0301572804889257,0.0018159273080044,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.74,30,-0.0280498446763204,0.0015570800545889,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.75,30,-0.0288190016495036,0.0016883899056969,sampling_time_direct_radial_score_derivative
flip,eta_0.15,flip eta=0.15,0.15,0.32421875,0.76,30,-0.0268450911692776,0.0014706440275272,sampling_time_direct_radial_score_derivative
