eta,radius,n_refs,phi_energy_raw_mean,phi_energy_raw_sem,d_phi_energy_raw_dd_mean,d_phi_energy_raw_dd_sem,d2_phi_energy_raw_dd2_mean,d2_phi_energy_raw_dd2_sem,positive_curvature_mean
0.25,0.1,90,-0.019870452964672512,0.00030057318305591217,-0.4981229779179767,0.0064740440988911695,-0.5906022593720399,0.1279321391769109,0.26530299932508333
0.25,0.15,90,-0.04477660186057135,0.0005273926612495115,-0.5276530908865787,0.00518149673036879,-0.3391949359805303,0.09707869594038608,0.22724926799307774
0.25,0.2,90,-0.0726357620533304,0.000651300728024366,-0.5320424715160298,0.00634355436546284,0.7621449843251107,0.0832312845726117,0.8293637408146491
0.25,0.25,90,-0.09798084901217433,0.0007542310222039007,-0.45143859245406776,0.005412290162081321,2.2668011691445673,0.11211735250898827,2.276000163477302
0.25,0.3,90,-0.11777962129873715,0.0007403283575428656,-0.30536235460157307,0.007051264616052194,2.775112712692864,0.10113520276214391,2.775112712692864
0.25,0.35,90,-0.12851708447233162,0.0007468299721772953,-0.17392732118478144,0.006964264509307079,2.110608782317251,0.11275320058379745,2.111090659333439
0.25,0.4,90,-0.1351723534172153,0.0006045361198296927,-0.09430147636984797,0.006674638096143858,1.3029717335744266,0.1003567539756257,1.3456104015770727
0.25,0.45,90,-0.13794723210931645,0.0005359590018321113,-0.0436301478273387,0.0053386107603439524,0.5993723300959756,0.09281362967939871,0.7155733796222485
0.25,0.5,90,-0.13953536819994916,0.0005278378415916115,-0.03436424336025042,0.004443741610183714,0.09072428772448765,0.08198720595205022,0.36083395122283507
0.25,0.55,90,-0.14138365644534148,0.000417328767311731,-0.034557719054889934,0.004369981563763064,0.10894449705350212,0.06796203401945891,0.3189359030022597
0.25,0.6,90,-0.14299114010543815,0.0004365656320494392,-0.023469793654900237,0.003660963890496796,0.17255829494264466,0.06984367549855047,0.34464737687975294
0.25,0.65,90,-0.14373063581083154,0.0003466138867293178,-0.01730188956062549,0.0038606555993857053,0.037677535713752604,0.05833417495721474,0.23497200970213292
0.25,0.7,90,-0.14472132906150068,0.00035330851983326474,-0.019702040083524955,0.003378489432114783,-0.013951657552880707,0.06436933048820492,0.23513437222373315
0.25,0.75,90,-0.14570083981918408,0.000306706008365512,-0.018697055315913556,0.003781492008916148,0.01346369743951786,0.05847637876111557,0.2377237045767486
0.25,0.8,90,-0.14659103459309203,0.00030896146908182786,-0.018355670339573166,0.0032168741777341137,-0.011991428870456258,0.06329982095067793,0.22682984747429247
0.25,0.85,90,-0.14753640685314134,0.0002999865754070678,-0.019896198202959178,0.0034587880745252596,0.04662866828954195,0.05625100551291933,0.25218537321923
0.25,0.9,90,-0.14858065441338797,0.0003000709744706848,-0.013692803510618957,0.003513840686589935,0.1045944709438459,0.056650650970853755,0.2730298640688819
0.25,0.95,90,-0.14890568720420322,0.00027491573986467043,-0.009436751108574578,0.00331194581649135,0.013199571097744335,0.094503633285768,0.3820694235971566
