eta,ref_id,n_radii,d_min,d_max,positive_curvature_mass,min_curvature,min_curvature_radius,max_curvature,max_curvature_radius
0.35,87,19,0.1,1.0,0.7608528658817402,-0.6224138519644984,0.75,2.436747213148165,0.3
0.35,88,19,0.1,1.0,0.660393472909754,-0.780384931794385,0.65,2.78267710739959,0.3
0.35,89,19,0.1,1.0,0.9707371913753804,-2.574240181635841,0.1,3.8750876890139865,0.35
0.4,0,19,0.1,1.0,0.7565869793430825,-1.3203452438432974,0.1,3.823503190757305,0.25
0.4,1,19,0.1,1.0,0.7356497628311011,-1.3665016694857202,0.55,3.974711627545615,0.3
0.4,2,19,0.1,1.0,0.8894045878373245,-2.3443875187191425,0.1,5.363893164408654,0.25
0.4,3,19,0.1,1.0,0.8031178156902945,-2.023021618507235,0.6,4.405712517409055,0.25
0.4,4,19,0.1,1.0,0.8215518605895119,-1.357080583278782,0.7,3.9383373145660032,0.3
0.4,5,19,0.1,1.0,0.9980152939364751,-2.031320701227169,0.45,5.684374902045749,0.35
0.4,6,19,0.1,1.0,0.8772266334459636,-1.6011776757473388,0.55,4.3095300089223985,0.3
0.4,7,19,0.1,1.0,0.7359413052674055,-0.5702487122902415,0.65,4.704886582179944,0.3
0.4,8,19,0.1,1.0,0.7168879336373413,-1.5160987127342986,1.0,3.063795326985569,0.35
0.4,9,19,0.1,1.0,0.6780537454025439,-0.771671134881346,0.65,3.3127830564436316,0.3
0.4,10,19,0.1,1.0,0.8943763545148804,-0.6790218658734849,0.5,3.469961757492265,0.25
0.4,11,19,0.1,1.0,0.8000174274748136,-0.4575518385110692,0.45,3.6053643737741052,0.35
0.4,12,19,0.1,1.0,0.8651311658255011,-1.4326134186712012,0.65,4.158870767246805,0.25
0.4,13,19,0.1,1.0,0.6917955664832779,-0.8588427799046938,0.15,3.4761425559735457,0.4
0.4,14,19,0.1,1.0,0.7081103427845424,-1.7228703903141387,1.0,3.8213344994889997,0.35
0.4,15,19,0.1,1.0,0.9513465498717938,-2.1577086413124102,0.5,3.3690232765440244,0.3
0.4,16,19,0.1,1.0,0.9425218351734128,-1.5201793392753427,0.45,4.260771762670904,0.35
0.4,17,19,0.1,1.0,0.9401601059075457,-2.3906308806818872,0.65,4.760519936834713,0.25
0.4,18,19,0.1,1.0,0.7009248512893551,-0.9211881028844047,0.5,3.395114598823468,0.35
0.4,19,19,0.1,1.0,0.732005653336726,-0.753320576274356,0.7,3.768005105241495,0.25
0.4,20,19,0.1,1.0,0.935924585889679,-3.854999328295486,0.1,4.280058979599307,0.25
0.4,21,19,0.1,1.0,0.6945451261297504,-2.0044404254745434,0.1,3.4346814747905587,0.25
0.4,22,19,0.1,1.0,0.7200355617679737,-0.6003664293055301,0.1,3.7372520643839664,0.3
0.4,23,19,0.1,1.0,0.7949270361389817,-1.1481978522114593,0.15,5.18490195477929,0.25
0.4,24,19,0.1,1.0,0.7715249658655573,-1.3272012027737359,0.1,4.177737503019328,0.35
0.4,25,19,0.1,1.0,0.9410684739971606,-1.0674849886061757,0.1,3.8109123253571413,0.2
0.4,26,19,0.1,1.0,0.8322471371695929,-1.8743642083166665,1.0,4.993799876821928,0.3
0.4,27,19,0.1,1.0,0.8708936095535423,-2.127530853253332,0.15,5.019463248182938,0.25
0.4,28,19,0.1,1.0,0.8491949723172169,-0.983448634407349,0.15,4.25107035148099,0.25
0.4,29,19,0.1,1.0,0.7263394056331428,-0.6877894508163519,0.1,3.599498156537054,0.3
0.4,30,19,0.1,1.0,0.7098242005328976,-1.0361852447872797,0.65,5.0804724547837825,0.3
0.4,31,19,0.1,1.0,0.744799194487909,-0.8959384387381072,1.0,4.186750763167682,0.3
0.4,32,19,0.1,1.0,0.7597035979040266,-1.201297043772248,0.8,4.302246155529824,0.3
0.4,33,19,0.1,1.0,0.7700168754566145,-0.8379203240349912,0.9,3.65498686735215,0.25
0.4,34,19,0.1,1.0,0.9113224727068994,-3.164141975483666,0.1,5.739095945280869,0.25
0.4,35,19,0.1,1.0,0.8825770123506955,-3.5409379547229567,0.1,5.6644729755984375,0.3
0.4,36,19,0.1,1.0,0.7741740161110917,-1.406695370507092,0.1,4.468460227823538,0.3
0.4,37,19,0.1,1.0,0.8671338062000484,-0.9501993173056116,0.7,3.3967799593499373,0.3
0.4,38,19,0.1,1.0,0.8221976644666078,-3.349173877749457,0.1,3.2233329861498468,0.4
0.4,39,19,0.1,1.0,0.882204106990169,-1.5611229578157837,0.6,3.3351166418444818,0.25
0.4,40,19,0.1,1.0,0.8655570475343233,-2.273498653894555,0.45,4.960062861801214,0.35
0.4,41,19,0.1,1.0,1.0097222563165875,-1.5110821564873174,0.7,5.662549619706996,0.3
0.4,42,19,0.1,1.0,0.8657395125091355,-1.0748917731175895,0.15,4.753656498061154,0.25
0.4,43,19,0.1,1.0,0.7352697806140861,-1.2105074529080322,0.95,5.080158973690421,0.3
0.4,44,19,0.1,1.0,0.8609815576711002,-2.996747461965737,0.1,4.828063696394574,0.25
0.4,45,19,0.1,1.0,0.7377714475941677,-1.3994824616885173,0.1,4.572888025046908,0.25
0.4,46,19,0.1,1.0,0.7003311498114715,-0.6431556257671558,0.85,3.2885257722273433,0.3
0.4,47,19,0.1,1.0,0.8587810557239148,-2.7599122377042478,0.1,5.629063900869491,0.25
0.4,48,19,0.1,1.0,0.8569800909801029,-1.206340773671331,1.0,3.1626277057609378,0.35
0.4,49,19,0.1,1.0,0.8770515095212281,-1.3983641174234187,0.1,3.0635842308511894,0.35
0.4,50,19,0.1,1.0,0.9629910293166364,-1.3269026012807774,0.1,6.21963647292208,0.25
0.4,51,19,0.1,1.0,0.6654096137225104,-2.179467722467419,0.1,4.472712084318748,0.35
0.4,52,19,0.1,1.0,0.7763021434745521,-3.326416237343642,0.1,3.7200534718878506,0.3
0.4,53,19,0.1,1.0,0.7558887302525721,-1.4643651467760923,0.1,4.007924361643265,0.35
0.4,54,19,0.1,1.0,0.7778678489701283,-1.9536322687963004,1.0,3.764970040632594,0.3
0.4,55,19,0.1,1.0,0.9269382044576664,-0.7792081847422663,0.7,4.651527079957978,0.25
0.4,56,19,0.1,1.0,0.9116518251178984,-2.458700057058903,0.1,5.8987562018436845,0.3
0.4,57,19,0.1,1.0,0.6898413057758891,-0.8968782658806372,1.0,3.6453843465287052,0.3
0.4,58,19,0.1,1.0,0.9855112537556376,-0.8821357388433285,0.8,4.133916709550778,0.25
0.4,59,19,0.1,1.0,0.7648748714361019,-1.1117158017866742,0.5,4.002658149696434,0.3
0.4,60,19,0.1,1.0,0.7507761631174462,-0.485074220074373,0.7,4.589424078342062,0.25
0.4,61,19,0.1,1.0,0.8810178251525825,-2.5023537997103866,0.1,6.2976683920578544,0.25
0.4,62,19,0.1,1.0,0.813298226388117,-1.6524498412356774,0.1,6.326004770354538,0.3
0.4,63,19,0.1,1.0,0.9584470954576215,-1.4891819559164303,0.4,6.544655661172043,0.3
0.4,64,19,0.1,1.0,0.804931989343956,-1.2237489285037269,1.0,4.875086878704357,0.25
0.4,65,19,0.1,1.0,0.8585308046967419,-0.9725466363980617,0.55,3.7617459218353515,0.3
0.4,66,19,0.1,1.0,0.7994863778255636,-4.388192948100893,0.1,4.431176217767932,0.25
0.4,67,19,0.1,1.0,0.8535669804722223,-1.307836505681639,0.1,5.144715856423306,0.25
0.4,68,19,0.1,1.0,0.8445235240316972,-1.5030846798487523,0.1,5.177807285506969,0.3
0.4,69,19,0.1,1.0,0.9067644233987803,-1.8414334483810868,0.4,5.164472037879901,0.3
0.4,70,19,0.1,1.0,0.9217723732729017,-3.0664919307091885,0.1,5.627669581323843,0.25
0.4,71,19,0.1,1.0,0.7357584899570695,-0.9568742704768547,0.5,3.6115485629058908,0.35
0.4,72,19,0.1,1.0,0.7858913178785246,-1.0764554628464715,0.15,4.277737748320932,0.3
0.4,73,19,0.1,1.0,0.8513646855307491,-1.506323427496402,0.15,4.64557594181911,0.3
0.4,74,19,0.1,1.0,0.7964873446538379,-1.7536422532330196,0.15,5.270340662235098,0.25
0.4,75,19,0.1,1.0,0.735497205332712,-2.063256340790241,0.1,3.3924621762194493,0.2
0.4,76,19,0.1,1.0,0.8357496413890934,-1.7802101328317326,0.2,6.341628022538088,0.3
0.4,77,19,0.1,1.0,0.7986820008666369,-1.2638333220500484,0.45,5.139213992492051,0.3
0.4,78,19,0.1,1.0,0.7297250328338138,-1.3292257333959032,0.7,4.256122426053197,0.35
0.4,79,19,0.1,1.0,0.7609929698368453,-1.5001166737848761,0.15,4.938993951483766,0.3
0.4,80,19,0.1,1.0,0.8126140129093818,-2.032347893265652,0.1,4.897009798097301,0.25
0.4,81,19,0.1,1.0,0.8222284856501496,-1.0740460252951705,0.15,5.882045294749561,0.3
0.4,82,19,0.1,1.0,0.7061848464636773,-0.9229789240706703,0.75,4.571821508139012,0.3
0.4,83,19,0.1,1.0,0.7693565347194117,-2.5774819831308386,0.1,3.524845809274732,0.35
0.4,84,19,0.1,1.0,0.7947715326596885,-1.1600594538673532,0.5,3.430179989943639,0.4
0.4,85,19,0.1,1.0,0.8414632805164253,-1.6857841428827938,0.45,5.399742612768404,0.3
0.4,86,19,0.1,1.0,0.7733018755585775,-2.0570665068256915,0.1,4.722829235600834,0.3
0.4,87,19,0.1,1.0,0.8580032738797294,-0.5479113627670102,0.55,5.6534351998424714,0.25
0.4,88,19,0.1,1.0,0.7862979293574008,-0.5894326666958198,0.7,3.097585349266704,0.3
0.4,89,19,0.1,1.0,0.8543641578444807,-1.9367540406554784,1.0,4.861329810606474,0.35
