eta,ref_id,n_radii,d_min,d_max,positive_curvature_mass,min_curvature,min_curvature_radius,max_curvature,max_curvature_radius
0.35,54,19,0.1,1.0,0.711634788170997,-1.385999219438854,0.6,2.418722118528767,0.7
0.35,55,19,0.1,1.0,0.716524558211501,-1.9093682904103497,0.95,3.016454511765656,0.35
0.35,56,19,0.1,1.0,0.6612038619005816,-0.9148751708962457,0.1,3.4565576577881343,0.25
0.35,57,19,0.1,1.0,0.7056272098280308,-0.6790277859494793,0.15,3.9516764678426757,0.3
0.35,58,19,0.1,1.0,0.6761163200772342,-1.4518670321340885,1.0,3.7957363158874404,0.3
0.35,59,19,0.1,1.0,0.6470682307710554,-0.9539495040572901,0.1,2.566557986465177,0.45
0.35,60,19,0.1,1.0,0.7287901056338677,-1.8236769123999643,1.0,3.6691843801546797,0.25
0.35,61,19,0.1,1.0,0.7759345603297967,-1.1970992074777849,0.55,4.093137572058256,0.3
0.35,62,19,0.1,1.0,0.6576177352528093,-1.3328179259307584,0.1,4.2808543824596805,0.35
0.35,63,19,0.1,1.0,0.5981262750252828,-0.9365843732015235,0.1,3.5394493153440028,0.3
0.35,64,19,0.1,1.0,0.6133837290898341,-0.5511403102304986,0.75,2.6594169595172517,0.3
0.35,65,19,0.1,1.0,0.7210673400421941,-0.6197613587058484,0.75,2.8567767104349393,0.3
0.35,66,19,0.1,1.0,0.7975499870293608,-2.5245271062216816,0.1,3.5816375548560386,0.25
0.35,67,19,0.1,1.0,0.7161384786909406,-1.2527238349465706,0.5,3.0145889608429273,0.4
0.35,68,19,0.1,1.0,0.732864150384181,-1.6915248557891707,0.9,4.107146488083976,0.35
0.35,69,19,0.1,1.0,0.6849476583982947,-2.560736943158453,0.1,3.110330879004411,0.35
0.35,70,19,0.1,1.0,0.770751636970129,-1.4233231905325403,0.6,3.040690636458343,0.25
0.35,71,19,0.1,1.0,0.7345987873472111,-1.7592775234566154,0.1,3.346476855195604,0.25
0.35,72,19,0.1,1.0,0.7580757383103648,-1.8093524134307053,0.1,3.5296974999924418,0.3
0.35,73,19,0.1,1.0,0.7421440649376838,-1.0841569841169232,0.55,3.5003079895035176,0.3
0.35,74,19,0.1,1.0,0.7301808084177919,-1.6600538711692006,0.95,3.2158398094495353,0.25
0.35,75,19,0.1,1.0,0.8819381520119807,-0.8600421122630197,0.6,4.808131686155663,0.3
0.35,76,19,0.1,1.0,0.907864758571733,-1.890728154339723,0.7,4.309592889977859,0.3
0.35,77,19,0.1,1.0,0.7409497698078851,-1.206442907653809,0.85,4.367229603096972,0.25
0.35,78,19,0.1,1.0,0.8153553126794737,-2.1222553807165982,0.1,5.305955343406739,0.3
0.35,79,19,0.1,1.0,0.7822782374482465,-0.9510906536976586,0.95,2.9058740080253447,0.25
0.35,80,19,0.1,1.0,0.7351397374287187,-1.7590662895625324,0.1,4.769992170451606,0.3
0.35,81,19,0.1,1.0,0.7052439561218942,-1.0198080321840786,0.85,3.1411129677643075,0.3
0.35,82,19,0.1,1.0,0.6512382385807816,-3.282569265316741,0.1,3.0654889077207663,0.3
0.35,83,19,0.1,1.0,0.6985480932662819,-1.4241743881714368,1.0,3.9255869082949264,0.3
0.35,84,19,0.1,1.0,0.7596105129579243,-1.572740425866311,0.6,3.0676299068380235,0.5
0.35,85,19,0.1,1.0,0.7486166019278961,-1.4974417656544305,0.1,3.8060330425752738,0.3
0.35,86,19,0.1,1.0,0.7303260407260382,-0.39676156377587646,0.8,3.1685686928501107,0.4
