eta,n_refs,positive_curvature_mass_mean,positive_curvature_mass_sd,positive_curvature_mass_sem,min_curvature_mean,min_curvature_sd,min_curvature_sem,min_curvature_radius_mean,max_curvature_mean,max_curvature_radius_mean
0.25,90,0.6745420945676688,0.07535776705853595,0.007943406109646027,-1.4621703432201407,0.6046031015272949,0.0637307627076093,0.4605555555555556,3.346136150502398,0.30777777777777776
0.3,90,0.6757117872107444,0.07815430786592986,0.008238187393678393,-1.425875988938234,0.8023185217945448,0.08457179792700686,0.48000000000000004,3.2747327827921615,0.3161111111111111
0.35,90,0.7418825331551749,0.07480406523152484,0.007885040812380971,-1.5550071289362408,0.754004151633669,0.07947901614617875,0.5316666666666667,3.6585016211422876,0.3005555555555556
0.4,90,0.8169643580873777,0.08239812530419433,0.008685525029640288,-1.583497972592462,0.802223910964912,0.08456182506990827,0.4177777777777778,4.46201469127005,0.29277777777777775
