eta,ref_id,radius,phi_energy_raw,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,positive_curvature
0.25,0,0.1,-0.0186102490507476,-0.4923023105270333,-2.7458674760999817,0.0
0.25,0,0.15,-0.0432253645770992,-0.6295956843320324,-0.7421822144628809,0.0
0.25,0,0.2,-0.0815698174839508,-0.5665205319733213,2.3984397714270895,2.3984397714270895
0.25,0,0.25,-0.0998774177744314,-0.3897517071893235,1.95025930632977,1.95025930632977
0.25,0,0.3,-0.1205449882028832,-0.3714946013403444,1.6573400183301388,1.6573400183301388
0.25,0,0.35,-0.1370268779084658,-0.2240177053563097,4.0544526977577835,4.0544526977577835
0.25,0,0.4,-0.1429467587385141,0.0339506684354342,2.825427180601292,2.825427180601292
0.25,0,0.45,-0.1336318110649224,0.0585250127038199,-0.6891324639303412,0.0
0.25,0,0.5,-0.1370942574681322,-0.0349625779575999,-1.0950185623034536,0.0
0.25,0,0.55,-0.1371280688606824,-0.0509768435265254,-0.2726866171318191,0.0
0.25,0,0.6,-0.1421919418207847,-0.0622312396707818,0.03192745538376651,0.03192745538376651
0.25,0,0.65,-0.1433511928277606,-0.0477840979881487,0.5187807870523475,0.5187807870523475
0.25,0,0.7,-0.1469703516195995,-0.0103531609655471,0.29616969766649615,0.29616969766649615
0.25,0,0.75,-0.1443865089243154,-0.0181671282214992,-0.3368684456590777,0.0
0.25,0,0.8,-0.1487870644417495,-0.0440400055314549,0.5332878618158154,0.5332878618158154
0.25,0,0.85,-0.1487905094774608,0.0351616579600821,0.7230881676471941,0.7230881676471941
0.25,0,0.9,-0.1452708986457413,0.0282688112332643,-0.8495474077113048,0.0
0.25,0,0.95,-0.1459636283541344,-0.0497930828110482,-1.1400038268749992,0.0
0.25,0,1.0,-0.1502502069268461,-0.0857315714542355,-0.7187697728637453,0.0
0.25,1,0.1,-0.0220177245170509,-0.5676171666063614,1.053039376140519,1.053039376140519
0.25,1,0.15,-0.050398582847369,-0.5149651977993355,0.4653399311947659,0.4653399311947659
0.25,1,0.2,-0.0735142442969845,-0.5210831734868848,1.1589113347582733,1.1589113347582733
0.25,1,0.25,-0.1025069001960575,-0.3990740643235082,3.172020186822359,3.172020186822359
0.25,1,0.3,-0.1134216507293353,-0.203881154804649,2.1268821149790638,2.1268821149790638
0.25,1,0.35,-0.1228950156765224,-0.1863858528256019,0.9122533094008458,0.9122533094008458
0.25,1,0.4,-0.1320602360118955,-0.1126558238645643,1.835261288446568,1.835261288446568
0.25,1,0.45,-0.1341605980629788,-0.0028597239809451,0.41795166607566914,0.41795166607566914
0.25,1,0.5,-0.13234620840999,-0.0708606572569974,-0.5351414595705098,0.0
0.25,1,0.55,-0.1412466637886786,-0.056373869937996,0.686225665022474,0.686225665022474
0.25,1,0.6,-0.1379835954037896,-0.0022380907547501,0.3929938249750307,0.3929938249750307
0.25,1,0.65,-0.1414704728641536,-0.0170744874404931,-0.22693492250871689,0.0
0.25,1,0.7,-0.1396910441478389,-0.0249315830056218,-0.06865386225936018,0.0
0.25,1,0.75,-0.1439636311647158,-0.0239398736664291,-0.04250892015484398,0.0
0.25,1,0.8,-0.1420850315144818,-0.0291824750211062,-0.25812057446924946,0.0
0.25,1,0.85,-0.1468818786668264,-0.049751931113354,0.1619630614933518,0.1619630614933518
0.25,1,0.9,-0.1470602246258172,-0.0129861688717709,0.1514322328040506,0.1514322328040506
0.25,1,0.95,-0.1481804955540035,-0.0346087078329488,-0.3382582823040262,0.0
0.25,1,1.0,-0.1505210954091121,-0.0468119971021735,-0.24406578538449372,0.0
0.25,2,0.1,-0.0208360912466621,-0.5239418084866562,1.204559803793214,1.204559803793214
0.25,2,0.15,-0.0470331816709949,-0.4637138182969955,0.26260359236805986,0.26260359236805986
0.25,2,0.2,-0.0672074730763617,-0.4976814492498502,0.18708583301806847,0.18708583301806847
0.25,2,0.25,-0.09680132659598,-0.4450052349951887,2.2760878816448042,2.2760878816448042
0.25,2,0.3,-0.1117079965758806,-0.2700726610853698,2.6238405476617874,2.6238405476617874
0.25,2,0.35,-0.123808592704517,-0.18262118022901,1.6556833912747726,1.6556833912747726
0.25,2,0.4,-0.1299701145987816,-0.1045043219578925,1.5873743550334096,1.5873743550334096
0.25,2,0.45,-0.1342590249003062,-0.023883744725669,0.6861789970016123,0.6861789970016123
0.25,2,0.5,-0.1323584890713485,-0.0358864222577313,-0.6229518785255164,0.0
0.25,2,0.55,-0.1378476671260794,-0.0861789325782207,-0.09400554741499506,0.0
0.25,2,0.6,-0.1409763823291705,-0.045286976999231,0.9418441986829169,0.9418441986829169
