rule,radius,n_units,target_ref_count,sampling_status,qc_diagnostic_pass,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,d_delta_phi_energy_dd,d2_delta_phi_energy_dd2,d_delta_phi_full_dd,d2_delta_phi_full_dd2
teacher_nn,0.89,0,30,partial_missing_units,False,,,,,,
teacher_nn,0.9,0,30,partial_missing_units,False,,,,,,
teacher_nn,0.91,0,30,partial_missing_units,False,,,,,,
teacher_nn,0.92,0,30,partial_missing_units,False,,,,,,
teacher_nn,0.93,0,30,partial_missing_units,False,,,,,,
teacher_nn,0.94,0,30,partial_missing_units,False,,,,,,
teacher_nn,0.95,0,30,partial_missing_units,False,,,,,,
teacher_nn,0.96,0,30,partial_missing_units,False,,,,,,
teacher_nn,0.97,0,30,partial_missing_units,False,,,,,,
teacher_nn,0.98,0,30,partial_missing_units,False,,,,,,
teacher_nn,0.99,0,30,partial_missing_units,False,,,,,,
teacher_nn,1.0,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.01,1,30,partial_missing_units,False,-0.01092293352401982,-0.46916043859315004,,,,
very_low_tv_spectral_teacher,0.02,1,30,partial_missing_units,False,-0.01561453790995132,-0.6590944945938271,,,,
very_low_tv_spectral_teacher,0.03,1,30,partial_missing_units,False,-0.024104823415896356,-0.9259843008927705,,,,
very_low_tv_spectral_teacher,0.04,1,30,partial_missing_units,False,-0.034134223927806726,-0.8225035047873703,,,,
very_low_tv_spectral_teacher,0.05,1,30,partial_missing_units,False,-0.040554893511643764,-0.7861294803908001,,,,
very_low_tv_spectral_teacher,0.06,1,30,partial_missing_units,False,-0.04985681353562273,-1.0355193021094276,,,,
very_low_tv_spectral_teacher,0.07,1,30,partial_missing_units,False,-0.06126527955383232,-0.6852481102190127,,,,
very_low_tv_spectral_teacher,0.08,1,30,partial_missing_units,False,-0.06356177574000299,-0.22964961861706723,,,,
very_low_tv_spectral_teacher,0.09,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.1,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.11,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.12,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.13,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.14,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.15,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.16,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.17,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.18,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.19,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.2,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.21,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.22,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.23,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.24,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.25,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.26,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.27,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.28,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.29,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.3,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.31,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.32,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.33,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.34,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.35,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.36,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.37,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.38,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.39,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.4,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.41,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.42,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.43,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.44,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.45,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.46,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.47,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.48,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.49,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.5,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.51,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.52,0,30,partial_missing_units,False,,,,,,
very_low_tv_spectral_teacher,0.53,0,30,partial_missing_units,False,,,,,,
