eta,n_refs,positive_curvature_mass_mean,positive_curvature_mass_sd,positive_curvature_mass_sem,min_curvature_mean,min_curvature_sd,min_curvature_sem,min_curvature_radius_mean,max_curvature_mean,max_curvature_radius_mean
0.05,30,4.783630984613868,0.5649939260368461,0.10315330604792866,-39.4813853363366,8.997414892886002,1.642695698688864,0.7086666666666667,38.43967149403602,0.7816666666666666
0.15,30,5.90258910390065,0.7812803430744737,0.14264162254575477,-46.01537470354325,16.893071109371604,3.084238704047217,0.5950000000000001,39.53469487038206,0.5256666666666666
0.25,30,6.767562103638622,1.0576777025662287,0.19310464542192102,-55.52884327331567,19.10991974279025,3.48897803841318,0.43666666666666665,54.00798226294452,0.405
