q,beta,radius,H_q,H_q_numeric,mean_R_H_at_H_q,ref_count,claim
0.5,0.06,0.01,1.0,1.0,1.0,0,
0.9,0.06,0.01,1.0,1.0,1.0,0,
0.99,0.06,0.01,1.0,1.0,1.0,0,
0.5,0.06,0.02,1.0,1.0,1.0,0,
0.9,0.06,0.02,1.0,1.0,1.0,0,
0.99,0.06,0.02,1.0,1.0,1.0,0,
0.5,0.06,0.03,1.0,1.0,1.0,0,
0.9,0.06,0.03,1.0,1.0,1.0,0,
0.99,0.06,0.03,1.0,1.0,1.0,0,
0.5,0.06,0.04,1.0,1.0,1.0,0,
0.9,0.06,0.04,1.0,1.0,1.0,0,
0.99,0.06,0.04,1.0,1.0,1.0,0,
0.5,0.06,0.05,1.0,1.0,1.0,0,
0.9,0.06,0.05,1.0,1.0,1.0,0,
0.99,0.06,0.05,1.0,1.0,1.0,0,
0.5,0.06,0.06,1.0,1.0,0.9992896434835399,0,
0.9,0.06,0.06,1.0,1.0,0.9992896434835399,0,
0.99,0.06,0.06,1.0,1.0,0.9992896434835399,0,
0.5,0.06,0.07,1.0,1.0,0.9790925860564288,0,
0.9,0.06,0.07,1.0,1.0,0.9790925860564288,0,
0.99,0.06,0.07,1.0,1.0,1.0,0,
0.5,0.06,0.08,1.0,1.0,0.833737146853069,0,
0.9,0.06,0.08,1.0,1.0,1.0,0,
0.99,0.06,0.08,1.0,1.0,1.0,0,
0.5,0.06,0.09,1.0,1.0,0.9936025759711317,0,
0.9,0.06,0.09,1.0,1.0,0.9936025759711317,0,
0.99,0.06,0.09,1.0,1.0,0.9936025759711317,0,
0.5,0.06,0.1,1.0,1.0,0.9254050670065433,0,
0.9,0.06,0.1,1.0,1.0,0.9254050670065433,0,
0.99,0.06,0.1,2.0,2.0,1.0,0,
0.5,0.1,0.01,1.0,1.0,1.0,0,
0.9,0.1,0.01,1.0,1.0,1.0,0,
0.99,0.1,0.01,1.0,1.0,1.0,0,
0.5,0.1,0.02,1.0,1.0,1.0,0,
0.9,0.1,0.02,1.0,1.0,1.0,0,
0.99,0.1,0.02,1.0,1.0,1.0,0,
0.5,0.1,0.03,1.0,1.0,1.0,0,
0.9,0.1,0.03,1.0,1.0,1.0,0,
0.99,0.1,0.03,1.0,1.0,1.0,0,
0.5,0.1,0.04,1.0,1.0,1.0,0,
0.9,0.1,0.04,1.0,1.0,1.0,0,
0.99,0.1,0.04,1.0,1.0,1.0,0,
0.5,0.1,0.05,1.0,1.0,1.0,0,
0.9,0.1,0.05,1.0,1.0,1.0,0,
0.99,0.1,0.05,1.0,1.0,1.0,0,
0.5,0.1,0.06,1.0,1.0,1.0,0,
0.9,0.1,0.06,1.0,1.0,1.0,0,
0.99,0.1,0.06,1.0,1.0,1.0,0,
0.5,0.1,0.07,1.0,1.0,0.9932042616856251,0,
0.9,0.1,0.07,1.0,1.0,0.9932042616856251,0,
0.99,0.1,0.07,1.0,1.0,0.9932042616856251,0,
0.5,0.1,0.08,1.0,1.0,0.9134934901371452,0,
0.9,0.1,0.08,1.0,1.0,0.9134934901371452,0,
0.99,0.1,0.08,1.0,1.0,0.9954859072128263,0,
0.5,0.1,0.09,1.0,1.0,0.63616411987058,0,
0.9,0.1,0.09,1.0,1.0,0.9767377170329792,0,
0.99,0.1,0.09,1.0,1.0,0.9969638609217676,0,
0.5,0.1,0.1,1.0,1.0,0.8507528258809398,0,
0.9,0.1,0.1,1.0,1.0,0.9685600247788408,0,
0.99,0.1,0.1,2.0,2.0,1.0,0,
0.5,0.14,0.01,1.0,1.0,1.0,0,
0.9,0.14,0.01,1.0,1.0,1.0,0,
0.99,0.14,0.01,1.0,1.0,1.0,0,
0.5,0.14,0.02,1.0,1.0,1.0,0,
0.9,0.14,0.02,1.0,1.0,1.0,0,
0.99,0.14,0.02,1.0,1.0,1.0,0,
0.5,0.14,0.03,1.0,1.0,1.0,0,
0.9,0.14,0.03,1.0,1.0,1.0,0,
0.99,0.14,0.03,1.0,1.0,1.0,0,
0.5,0.14,0.04,1.0,1.0,1.0,0,
0.9,0.14,0.04,1.0,1.0,1.0,0,
0.99,0.14,0.04,1.0,1.0,1.0,0,
0.5,0.14,0.05,1.0,1.0,1.0,0,
0.9,0.14,0.05,1.0,1.0,1.0,0,
0.99,0.14,0.05,1.0,1.0,1.0,0,
0.5,0.14,0.06,1.0,1.0,1.0,0,
0.9,0.14,0.06,1.0,1.0,1.0,0,
0.99,0.14,0.06,1.0,1.0,1.0,0,
0.5,0.14,0.07,1.0,1.0,0.9956458096250742,0,
0.9,0.14,0.07,1.0,1.0,0.9956458096250742,0,
0.99,0.14,0.07,1.0,1.0,0.9956458096250742,0,
0.5,0.14,0.08,1.0,1.0,0.9698601518671491,0,
0.9,0.14,0.08,1.0,1.0,0.9698601518671491,0,
0.99,0.14,0.08,1.0,1.0,0.9921946613858496,0,
0.5,0.14,0.09,1.0,1.0,0.8882599295000694,0,
0.9,0.14,0.09,1.0,1.0,0.9348791009520334,0,
0.99,0.14,0.09,1.0,1.0,0.9992712122435895,0,
0.5,0.14,0.1,1.0,1.0,0.7115377066843876,0,
0.9,0.14,0.1,1.0,1.0,0.9032444378061167,0,
0.99,0.14,0.1,1.0,1.0,0.9923071483563775,0,
0.5,0.18,0.01,1.0,1.0,1.0,0,
0.9,0.18,0.01,1.0,1.0,1.0,0,
0.99,0.18,0.01,1.0,1.0,1.0,0,
0.5,0.18,0.02,1.0,1.0,1.0,0,
0.9,0.18,0.02,1.0,1.0,1.0,0,
0.99,0.18,0.02,1.0,1.0,1.0,0,
0.5,0.18,0.03,1.0,1.0,1.0,0,
0.9,0.18,0.03,1.0,1.0,1.0,0,
0.99,0.18,0.03,1.0,1.0,1.0,0,
0.5,0.18,0.04,1.0,1.0,1.0,0,
0.9,0.18,0.04,1.0,1.0,1.0,0,
0.99,0.18,0.04,1.0,1.0,1.0,0,
0.5,0.18,0.05,1.0,1.0,1.0,0,
0.9,0.18,0.05,1.0,1.0,1.0,0,
0.99,0.18,0.05,1.0,1.0,1.0,0,
0.5,0.18,0.06,1.0,1.0,1.0,0,
0.9,0.18,0.06,1.0,1.0,1.0,0,
0.99,0.18,0.06,1.0,1.0,1.0,0,
0.5,0.18,0.07,1.0,1.0,1.0,0,
0.9,0.18,0.07,1.0,1.0,1.0,0,
0.99,0.18,0.07,1.0,1.0,1.0,0,
0.5,0.18,0.08,1.0,1.0,1.0,0,
0.9,0.18,0.08,1.0,1.0,1.0,0,
0.99,0.18,0.08,1.0,1.0,1.0,0,
0.5,0.18,0.09,1.0,1.0,0.9992731827200968,0,
0.9,0.18,0.09,1.0,1.0,0.9992731827200968,0,
0.99,0.18,0.09,1.0,1.0,0.9992731827200968,0,
0.5,0.18,0.1,1.0,1.0,0.998521692924144,0,
0.9,0.18,0.1,1.0,1.0,0.998521692924144,0,
0.99,0.18,0.1,1.0,1.0,0.998521692924144,0,
0.5,0.22,0.01,1.0,1.0,1.0,0,
0.9,0.22,0.01,1.0,1.0,1.0,0,
0.99,0.22,0.01,1.0,1.0,1.0,0,
0.5,0.22,0.02,1.0,1.0,1.0,0,
0.9,0.22,0.02,1.0,1.0,1.0,0,
0.99,0.22,0.02,1.0,1.0,1.0,0,
0.5,0.22,0.03,1.0,1.0,1.0,0,
0.9,0.22,0.03,1.0,1.0,1.0,0,
0.99,0.22,0.03,1.0,1.0,1.0,0,
0.5,0.22,0.04,1.0,1.0,1.0,0,
0.9,0.22,0.04,1.0,1.0,1.0,0,
0.99,0.22,0.04,1.0,1.0,1.0,0,
0.5,0.22,0.05,1.0,1.0,1.0,0,
0.9,0.22,0.05,1.0,1.0,1.0,0,
0.99,0.22,0.05,1.0,1.0,1.0,0,
0.5,0.22,0.06,1.0,1.0,1.0,0,
0.9,0.22,0.06,1.0,1.0,1.0,0,
0.99,0.22,0.06,1.0,1.0,1.0,0,
0.5,0.22,0.07,1.0,1.0,1.0,0,
0.9,0.22,0.07,1.0,1.0,1.0,0,
