beta,radius,ref_count,phi_full,phi_energy,phi_full_quenched,phi_energy_full_quenched,phi_stripped_proxy,phi_energy_stripped_proxy,phi_full_annealed,phi_energy_full_annealed,phi_stripped_annealed,reference_prior_correction_per_P,theta_ref_norm_sq_mean,area_term,derivative_ref_count,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,dphi_full_dr,dphi_energy_dr,dphi_entropic_dr,claim
0.06,0.01,100,-4.604605835667752,-0.0012451468057857527,-4.604605835667752,-0.0012451468057857527,-4.603366541669097,-5.852807130973947e-06,-4.604498735704758,-0.0011380468427921214,-4.603366533203213,-0.0012392939986547785,16053.876423273936,-4.603360688861966,100,-1.1858168565735954,0.5629316247100065,99.96024132932945,-0.00046593982576565633,99.96070726915521,pass
0.06,0.02,100,-3.91174047995358,-0.0012546151955434264,-3.91174047995358,-0.0012546151955434264,-3.9105011859549252,-1.5321196888647538e-05,-3.911631646131827,-0.0011457813737904483,-3.9105011571032926,-0.0012392939986547785,16053.876423273936,-3.9104858647580367,100,-3.7823059574489384,1.7351479849644336,49.978867463278014,-0.0014861712995870092,49.980353634577604,pass
0.06,0.03,100,-3.5064553373012832,-0.0012752623378125482,-3.5064553373012832,-0.0012752623378125482,-3.5052160433026285,-3.5968339157769474e-05,-3.506342412463461,-0.0011623374999902097,-3.505215842305961,-0.0012392939986547785,16053.876423273936,-3.5051800749634707,100,-6.728257243849459,2.7767365011994465,33.3175920403757,-0.0026437160093711037,33.320235756385074,pass
0.06,0.04,100,-3.2189181212733184,-0.001307080619211368,-3.2189181212733184,-0.001307080619211368,-3.2176788272746637,-6.77866205565891e-05,-3.2187988689845,-0.0011878283303931592,-3.217678048356222,-0.0012392939986547785,16053.876423273936,-3.217611040654107,100,-9.372236080201635,3.5833778454178495,24.98649420979167,-0.003682607497132273,24.990176817288802,pass
0.06,0.05,100,-2.995903434299092,-0.0013482657641796917,-2.995903434299092,-0.0013482657641796917,-2.9946641403004373,-0.00010897176552491295,-2.995776316067295,-0.0012211475323830746,-2.994662178657797,-0.0012392939986547785,16053.876423273936,-2.9945551685349123,100,-11.539587698422825,4.123228440979417,19.987607234696103,-0.0045342191349402065,19.992141453831042,pass
0.06,0.06,100,-2.813702248493111,-0.0013969976335700598,-2.813702248493111,-0.0013969976335700598,-2.8124629544944564,-0.00015770363491528103,-2.813566014881715,-0.0012607640221741277,-2.8124590954376765,-0.0012392939986547785,16053.876423273936,-2.812305250859541,100,-13.227799192046106,4.460244320186364,16.654920314659318,-0.005197563533220474,16.660117878192537,pass
0.06,0.07,100,-2.659666762211863,-0.0014516211678605438,-2.659666762211863,-0.0014516211678605438,-2.6584274682132083,-0.00021232716920576483,-2.6595199102664293,-0.0013047692224267922,-2.6584207617490994,-0.0012392939986547785,16053.876423273936,-2.6582151410440025,100,-14.519346090639909,4.724067498173947,14.274395990870923,-0.005705047579819217,14.280101038450743,pass
0.06,0.08,100,-2.526247199947742,-0.0015109833975644538,-2.526247199947742,-0.0015109833975644538,-2.5250079059490873,-0.00027168939890967513,-2.526089025877879,-0.0013528093277013235,-2.524997464907684,-0.0012392939986547785,16053.876423273936,-2.5247362165501777,100,-15.505668954213538,4.901540909513278,12.488995807876536,-0.0060926007678638655,12.495088408644401,pass
0.06,0.09,100,-2.4085726365881985,-0.001573175523223107,-2.4085726365881985,-0.001573175523223107,-2.407333342589544,-0.0003338815245683283,-2.408402241471181,-0.001402780406205755,-2.4073182069317385,-0.0012392939986547785,16053.876423273936,-2.4069994610649754,100,-16.198379193002435,5.018697744392535,11.100380466590831,-0.006364785537525515,11.106745252128357,pass
0.06,0.1,100,-2.303318191215414,-0.0016378467844310558,-2.303318191215414,-0.0016378467844310558,-2.3020788972167594,-0.00039855278577627693,-2.303134802311452,-0.001454457880468933,-2.3020581225928622,-0.0012392939986547785,16053.876423273936,-2.301680344430983,100,-16.68123548707567,5.091254588016533,9.989516213953998,-0.006554512961522857,9.996070726915521,pass
