beta,radius,ref_count,dataset_count,delta_phi_full,delta_phi_energy,delta_phi_stripped_proxy,delta_phi_energy_stripped,delta_phi_reference_prior_correction,area_term,delta_phi_full_std,delta_phi_full_unit_sem,delta_phi_full_dataset_mean_std,delta_phi_full_sem,delta_phi_full_ci95_half_width,delta_phi_full_ci95_low,delta_phi_full_ci95_high,delta_phi_energy_std,delta_phi_energy_unit_sem,delta_phi_energy_dataset_mean_std,delta_phi_energy_sem,delta_phi_energy_ci95_half_width,delta_phi_energy_ci95_low,delta_phi_energy_ci95_high,delta_phi_stripped_proxy_std,delta_phi_stripped_proxy_unit_sem,delta_phi_stripped_proxy_dataset_mean_std,delta_phi_stripped_proxy_sem,delta_phi_stripped_proxy_ci95_half_width,delta_phi_stripped_proxy_ci95_low,delta_phi_stripped_proxy_ci95_high,delta_phi_energy_stripped_std,delta_phi_energy_stripped_unit_sem,delta_phi_energy_stripped_dataset_mean_std,delta_phi_energy_stripped_sem,delta_phi_energy_stripped_ci95_half_width,delta_phi_energy_stripped_ci95_low,delta_phi_energy_stripped_ci95_high,uncertainty_method,claim
0.13,1.11,900,30,2.401151771489244,-0.004847582366050723,2.401151771489244,-0.004847582366050723,0.0,2.405999353855295,0.0012862878897813709,4.287626299271236e-05,0.0005105194020173401,9.320766417631519e-05,0.00019060967324056454,2.4009611618160034,2.4013423811624848,0.001286287889781376,4.2876262992712535e-05,0.0005105194020172507,9.320766417629887e-05,0.00019060967324053117,-0.005038192039291255,-0.004656972692810192,0.0012862878897813709,4.287626299271236e-05,0.0005105194020173401,9.320766417631519e-05,0.00019060967324056454,2.4009611618160034,2.4013423811624848,0.001286287889781376,4.2876262992712535e-05,0.0005105194020172506,9.320766417629886e-05,0.00019060967324053114,-0.005038192039291255,-0.004656972692810192,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.12,900,30,2.410087546119427,-0.004876953683272409,2.410087546119427,-0.004876953683272409,0.0,2.414964499802699,0.0012942657798824587,4.3142192662748624e-05,0.0005160268611561873,9.421318404461005e-05,0.00019266596137122754,2.4098948801580558,2.410280212080798,0.0012942657798824559,4.314219266274853e-05,0.0005160268611561966,9.421318404461176e-05,0.00019266596137123104,-0.00506961964464364,-0.004684287721901178,0.0012942657798824587,4.3142192662748624e-05,0.0005160268611561873,9.421318404461005e-05,0.00019266596137122754,2.4098948801580558,2.410280212080798,0.001294265779882456,4.3142192662748536e-05,0.0005160268611561966,9.421318404461176e-05,0.00019266596137123104,-0.00506961964464364,-0.004684287721901178,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.13,900,30,2.4189451947148877,-0.0049047597948735444,2.4189451947148877,-0.0049047597948735444,0.0,2.423849954509761,0.0012993442244338205,4.331147414779402e-05,0.0005179414989850933,9.456274748739157e-05,0.00019338081861171576,2.418751813896276,2.4191385755334993,0.0012993442244338205,4.331147414779402e-05,0.0005179414989849672,9.456274748736854e-05,0.00019338081861166868,-0.005098140613485213,-0.004711378976261876,0.0012993442244338205,4.331147414779402e-05,0.0005179414989850933,9.456274748739157e-05,0.00019338081861171576,2.418751813896276,2.4191385755334993,0.0012993442244338205,4.331147414779402e-05,0.0005179414989849672,9.456274748736854e-05,0.00019338081861166868,-0.005098140613485213,-0.004711378976261876,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.14,900,30,2.4277247929681423,-0.004932329286766697,2.4277247929681423,-0.004932329286766697,0.0,2.432657122254909,0.0012976564939249844,4.325521646416614e-05,0.0005176725408809233,9.4513642680499e-05,0.00019328039928162043,2.427531512568861,2.4279180733674237,0.0012976564939249876,4.325521646416625e-05,0.0005176725408809631,9.451364268050626e-05,0.0001932803992816353,-0.0051256096860483324,-0.004739048887485062,0.0012976564939249844,4.325521646416614e-05,0.0005176725408809233,9.4513642680499e-05,0.00019328039928162043,2.427531512568861,2.4279180733674237,0.0012976564939249878,4.325521646416626e-05,0.0005176725408809633,9.45136426805063e-05,0.0001932803992816354,-0.0051256096860483324,-0.004739048887485062,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.15,900,30,2.4364289332148195,-0.00495843730748099,2.4364289332148195,-0.00495843730748099,0.0,2.4413873705223006,0.0013058195682371819,4.35273189412394e-05,0.0005197530870113205,9.489349669634853e-05,0.00019405720074403275,2.4362348760140753,2.4366229904155636,0.0013058195682371832,4.352731894123944e-05,0.0005197530870113308,9.489349669635042e-05,0.0001940572007440366,-0.005152494508225027,-0.004764380106736953,0.0013058195682371819,4.35273189412394e-05,0.0005197530870113205,9.489349669634853e-05,0.00019405720074403275,2.4362348760140753,2.4366229904155636,0.0013058195682371832,4.352731894123944e-05,0.0005197530870113308,9.489349669635042e-05,0.0001940572007440366,-0.005152494508225027,-0.004764380106736953,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.16,900,30,2.445051207885366,-0.004990823390758818,2.445051207885366,-0.004990823390758818,0.0,2.450042031276125,0.0013165457824226956,4.388485941408985e-05,0.0005247833050098121,9.581188465199598e-05,0.00019593530411333177,2.4448552725812527,2.4452471431894796,0.0013165457824226884,4.388485941408961e-05,0.0005247833050098556,9.581188465200392e-05,0.000195935304113348,-0.0051867586948721655,-0.00479488808664547,0.0013165457824226956,4.388485941408985e-05,0.0005247833050098121,9.581188465199598e-05,0.00019593530411333177,2.4448552725812527,2.4452471431894796,0.0013165457824226884,4.388485941408961e-05,0.0005247833050098556,9.581188465200392e-05,0.000195935304113348,-0.0051867586948721655,-0.00479488808664547,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.17,900,30,2.4536068189521787,-0.005015583228033174,2.4536068189521787,-0.005015583228033174,0.0,2.458622402180212,0.001313540003656391,4.378466678854637e-05,0.0005211548859093811,9.514942898886644e-05,0.00019458058228223187,2.4534122383698964,2.453801399534461,0.001313540003656392,4.37846667885464e-05,0.0005211548859093772,9.514942898886572e-05,0.00019458058228223038,-0.005210163810315404,-0.004821002645750944,0.001313540003656391,4.378466678854637e-05,0.0005211548859093811,9.514942898886644e-05,0.00019458058228223187,2.4534122383698964,2.453801399534461,0.001313540003656392,4.37846667885464e-05,0.0005211548859093775,9.514942898886576e-05,0.00019458058228223046,-0.0052101638103154045,-0.004821002645750943,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.18,900,30,2.4620840707603624,-0.005045677005373848,2.4620840707603624,-0.005045677005373849,8.673617379884035e-19,2.4671297477657363,0.0013245157235731203,4.415052411910401e-05,0.0005284804951067308,9.648689612381834e-05,0.00019731570257320848,2.461886755057789,2.462281386462936,0.0013245157235731214,4.415052411910405e-05,0.0005284804951066818,9.648689612380939e-05,0.0001973157025731902,-0.005242992707947039,-0.004848361302800658,0.0013245157235731197,4.415052411910399e-05,0.0005284804951067308,9.648689612381834e-05,0.00019731570257320848,2.461886755057789,2.462281386462936,0.0013245157235731214,4.415052411910405e-05,0.0005284804951066817,9.648689612380936e-05,0.00019731570257319015,-0.00524299270794704,-0.0048483613028006585,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.19,900,30,2.470497802385836,-0.005067498163821502,2.470497802385836,-0.005067498163821502,0.0,2.4755653005496576,0.0013245592098054158,4.415197366018053e-05,0.0005311821847961488,9.69801549192428e-05,0.00019832441680985152,2.470299477969026,2.470696126802646,0.0013245592098054192,4.415197366018064e-05,0.0005311821847961374,9.698015491924072e-05,0.00019832441680984726,-0.005265822580631349,-0.004869173747011654,0.0013245592098054158,4.415197366018053e-05,0.0005311821847961488,9.69801549192428e-05,0.00019832441680985152,2.470299477969026,2.470696126802646,0.0013245592098054192,4.415197366018064e-05,0.0005311821847961374,9.698015491924072e-05,0.00019832441680984726,-0.005265822580631349,-0.004869173747011654,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.2,900,30,2.4788347376418733,-0.0050955244644813455,2.4788347376418733,-0.005095524464481346,8.673617379884035e-19,2.483930262106355,0.0013287090073158794,4.429030024386265e-05,0.0005344825790419689,9.75827217116081e-05,0.00019955666590023855,2.478635180975973,2.4790342943077737,0.0013287090073158768,4.429030024386256e-05,0.0005344825790420385,9.75827217116208e-05,0.00019955666590026455,-0.00529508113038161,-0.004895967798581081,0.0013287090073158796,4.4290300243862654e-05,0.0005344825790419689,9.75827217116081e-05,0.00019955666590023855,2.478635180975973,2.4790342943077737,0.0013287090073158768,4.429030024386256e-05,0.0005344825790420384,9.758272171162078e-05,0.0001995566659002645,-0.005295081130381611,-0.004895967798581082,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.21,900,30,2.4871031162941577,-0.005122687800638905,2.4871031162941577,-0.005122687800638905,0.0,2.4922258040947964,0.0013372730123494534,4.457576707831511e-05,0.0005353328714229889,9.773796315079458e-05,0.0001998741346433749,2.4869032421595145,2.487302990428801,0.0013372730123494565,4.4575767078315214e-05,0.0005353328714229993,9.773796315079648e-05,0.0001998741346433788,-0.005322561935282284,-0.004922813665995526,0.0013372730123494534,4.457576707831511e-05,0.0005353328714229889,9.773796315079458e-05,0.0001998741346433749,2.4869032421595145,2.487302990428801,0.0013372730123494565,4.4575767078315214e-05,0.0005353328714229993,9.773796315079648e-05,0.0001998741346433788,-0.005322561935282284,-0.004922813665995526,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.22,900,30,2.495305832220394,-0.005147237023044809,2.495305832220394,-0.005147237023044809,0.0,2.500453069243439,0.001336546017381415,4.455153391271383e-05,0.0005358582087821826,9.78338761914381e-05,0.0002000702768114909,2.4951057619435826,2.4955059024972055,0.0013365460173814132,4.455153391271377e-05,0.0005358582087821814,9.783387619143788e-05,0.00020007027681149045,-0.0053473072998562994,-0.004947166746233318,0.001336546017381415,4.455153391271383e-05,0.0005358582087821826,9.78338761914381e-05,0.0002000702768114909,2.4951057619435826,2.4955059024972055,0.0013365460173814132,4.455153391271377e-05,0.0005358582087821814,9.783387619143788e-05,0.00020007027681149045,-0.0053473072998562994,-0.004947166746233318,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.23,900,30,2.503437621394331,-0.005175550900591518,2.503437621394331,-0.005175550900591518,0.0,2.5086131722949223,0.0013474514930930767,4.4915049769769224e-05,0.000539596764596555,9.851643997544605e-05,0.00020146611974978718,2.5032361552745814,2.5036390875140806,0.0013474514930930813,4.4915049769769373e-05,0.0005395967645965315,9.851643997544177e-05,0.00020146611974977842,-0.005377017020341297,-0.0049740847808417395,0.0013474514930930763,4.491504976976921e-05,0.000539596764596555,9.851643997544605e-05,0.00020146611974978718,2.5032361552745814,2.5036390875140806,0.0013474514930930813,4.4915049769769373e-05,0.0005395967645965314,9.851643997544176e-05,0.0002014661197497784,-0.005377017020341297,-0.0049740847808417395,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.24,900,30,2.5115021780487092,-0.005205022863810226,2.5115021780487092,-0.005205022863810226,0.0,2.5167072009125193,0.0013556202739897411,4.518734246632471e-05,0.0005455881906441742,9.961031970808108e-05,0.0002037031038030258,2.511298474944906,2.5117058811525124,0.0013556202739897344,4.5187342466324484e-05,0.0005455881906442327,9.961031970809175e-05,0.00020370310380304763,-0.005408725967613273,-0.0050013197600071784,0.0013556202739897411,4.518734246632471e-05,0.0005455881906441742,9.961031970808108e-05,0.0002037031038030258,2.511298474944906,2.5117058811525124,0.0013556202739897344,4.5187342466324484e-05,0.0005455881906442328,9.961031970809178e-05,0.00020370310380304768,-0.005408725967613273,-0.0050013197600071784,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.25,900,30,2.5195017242000417,-0.00523449235013616,2.5195017242000417,-0.00523449235013616,0.0,2.5247362165501777,0.0013651959044741271,4.550653014913757e-05,0.0005467210421117734,9.981714914245004e-05,0.00020412606999631032,2.5192975981300454,2.519705850270038,0.001365195904474128,4.5506530149137603e-05,0.0005467210421118033,9.981714914245552e-05,0.00020412606999632151,-0.005438618420132482,-0.005030366280139838,0.001365195904474127,4.550653014913756e-05,0.0005467210421117733,9.981714914245003e-05,0.0002041260699963103,2.5192975981300454,2.519705850270038,0.001365195904474128,4.5506530149137603e-05,0.0005467210421118034,9.981714914245553e-05,0.00020412606999632154,-0.005438618420132482,-0.005030366280139838,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.26,900,30,2.527446970452454,-0.005254284835446838,2.527446970452454,-0.005254284835446838,0.0,2.5327012552879005,0.0013547523567321036,4.515841189107012e-05,0.0005477871318809301,0.00010001178961408092,0.0002045241097607955,2.527242446342693,2.527651494562215,0.0013547523567321047,4.515841189107016e-05,0.0005477871318808688,0.00010001178961406973,0.00020452410976077258,-0.005458808945207611,-0.005049760725686065,0.0013547523567321034,4.515841189107011e-05,0.0005477871318809301,0.00010001178961408092,0.0002045241097607955,2.527242446342693,2.527651494562215,0.0013547523567321047,4.515841189107016e-05,0.000547787131880869,0.00010001178961406976,0.00020452410976077264,-0.005458808945207611,-0.005049760725686065,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.27,900,30,2.535324465962547,-0.005278862671560944,2.535324465962547,-0.005278862671560944,0.0,2.540603328634108,0.001363163405185338,4.54387801728446e-05,0.0005509266212281539,0.00010058497932558812,0.0002056962827208277,2.535118769679826,2.535530162245268,0.001363163405185337,4.543878017284457e-05,0.0005509266212281402,0.00010058497932558563,0.00020569628272082261,-0.005484558954281766,-0.005073166388840121,0.001363163405185338,4.54387801728446e-05,0.0005509266212281539,0.00010058497932558812,0.0002056962827208277,2.535118769679826,2.535530162245268,0.001363163405185337,4.543878017284457e-05,0.0005509266212281404,0.00010058497932558567,0.0002056962827208227,-0.005484558954281766,-0.005073166388840121,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.28,900,30,2.543130109826417,-0.005313314470107118,2.543130109826417,-0.005313314470107118,0.0,2.548443424296524,0.0013810119542999697,4.603373180999899e-05,0.0005535396017690443,0.00010106204212044404,0.00020667187613630805,2.5429234379502805,2.5433367817025534,0.0013810119542999658,4.603373180999886e-05,0.0005535396017690131,0.00010106204212043835,0.00020667187613629642,-0.005519986346243414,-0.005106642593970821,0.0013810119542999697,4.603373180999899e-05,0.0005535396017690443,0.00010106204212044404,0.00020667187613630805,2.5429234379502805,2.5433367817025534,0.0013810119542999658,4.603373180999886e-05,0.0005535396017690131,0.00010106204212043835,0.00020667187613629642,-0.005519986346243414,-0.005106642593970821,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.29,900,30,2.5508883608043527,-0.005334146118728664,2.5508883608043527,-0.0053341461187286655,1.734723475976807e-18,2.5562225069230813,0.00137306477272843,4.576882575761434e-05,0.0005530000283580827,0.00010096352994423948,0.00020647041873596972,2.5506818903856168,2.5510948312230886,0.0013730647727284292,4.5768825757614304e-05,0.0005530000283582262,0.00010096352994426569,0.00020647041873602333,-0.005540616537464687,-0.00512767569999264,0.00137306477272843,4.576882575761434e-05,0.0005530000283580827,0.00010096352994423948,0.00020647041873596972,2.5506818903856168,2.5510948312230886,0.001373064772728429,4.57688257576143e-05,0.0005530000283582265,0.00010096352994426573,0.00020647041873602341,-0.005540616537464689,-0.005127675699992642,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.3,900,30,2.5585771340316925,-0.005364384782511162,2.5585771340316925,-0.005364384782511162,0.0,2.563941518814204,0.0013880190091717184,4.626730030572395e-05,0.0005568885184186771,0.0001016734678511802,0.0002079222417556635,2.558369211789937,2.558785056273448,0.0013880190091717242,4.626730030572414e-05,0.0005568885184185892,0.00010167346785116416,0.00020792224175563068,-0.005572307024266792,-0.005156462540755531,0.0013880190091717184,4.626730030572395e-05,0.0005568885184186771,0.0001016734678511802,0.0002079222417556635,2.558369211789937,2.558785056273448,0.0013880190091717242,4.626730030572414e-05,0.0005568885184185892,0.00010167346785116416,0.00020792224175563068,-0.005572307024266792,-0.005156462540755531,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.31,900,30,2.5662167399177123,-0.005384640690097849,2.5662167399177123,-0.005384640690097849,0.0,2.57160138060781,0.0013899142909057994,4.6330476363526647e-05,0.000557152738786538,0.00010172170766972345,0.00020802089218458446,2.5660087190255276,2.566424760809897,0.0013899142909057946,4.6330476363526484e-05,0.0005571527387865247,0.00010172170766972102,0.00020802089218457947,-0.0055926615822824285,-0.00517661979791327,0.0013899142909057991,4.633047636352664e-05,0.000557152738786538,0.00010172170766972345,0.00020802089218458446,2.5660087190255276,2.566424760809897,0.0013899142909057944,4.633047636352648e-05,0.0005571527387865248,0.00010172170766972104,0.00020802089218457953,-0.0055926615822824285,-0.00517661979791327,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.13,1.32,900,30,2.573789973113599,-0.005413018824662316,2.573789973113599,-0.005413018824662316,0.0,2.5792029919382613,0.0013920320521542942,4.640106840514314e-05,0.0005611952120455126,0.00010245975893374071,0.00020953020701949975,2.5735804429065796,2.5739995033206187,0.0013920320521542998,4.640106840514333e-05,0.0005611952120454779,0.00010245975893373438,0.0002095302070194868,-0.005622549031681803,-0.005203488617642829,0.0013920320521542942,4.640106840514314e-05,0.0005611952120455126,0.00010245975893374071,0.00020953020701949975,2.5735804429065796,2.5739995033206187,0.0013920320521542998,4.640106840514333e-05,0.0005611952120454778,0.00010245975893373435,0.00020953020701948674,-0.005622549031681803,-0.005203488617642829,std_over_ref_units_sem_ci95_over_dataset_means,pass
