eta,knn_nmstv_mean,knn_nmstv_sem,cut_fraction_mean,n_units,phi_energy_raw_mean,phi_energy_raw_sem,delta_phi_energy_mean,delta_phi_energy_sem,weighted_ce_mean,weighted_error_mean,split_logZ_per_P_diff_max,d_phi_energy_raw_dd,d_delta_phi_energy_dd,dphi_uplift_from_eta0,dphi_uplift_positive
0.0,0.3000838222967309,0.0,0.1500419111483654,3,-0.0850486610523177,0.0035911687511728,-0.0819152216384942,0.0032719312626087,0.3163718105127609,0.1298344187583099,0.0099747798641403,-0.0753277732422433,-0.0753277732422432,0.0,0.0
0.2,0.7398606486880888,0.0076042280284867,0.369279128248114,3,-0.1497685404719889,0.0022390901071859,-0.1350330173222715,0.0022566986856981,0.6134382768909802,0.3102989704043775,0.0068468716246037,-0.0479001921704952,-0.0479001921704953,0.027427581071748093,0.027427581071748093
0.35,0.9336710414847296,0.0072500271784772,0.466219614417435,3,-0.1657259186105574,0.0008093712773464,-0.1393267610936397,0.0028902993922313,0.6856263368341734,0.3929660333190614,0.0054700503974314,-0.0133376381600613,-0.0133376381600613,0.061990135082182,0.061990135082182
0.5,1.0001069477431794,0.0071004434660427,0.4995808885163453,3,-0.1672745399713622,0.0007361726050674,-0.138527911691849,0.002707406159188,0.7079671415033036,0.4219109760433667,0.0070049545830799,-0.0159211533983324,-0.0159211533983325,0.05940661984391089,0.05940661984391089
