rule,ref_id,radius,phi_energy_raw
very_low_tv_spectral_teacher,0,0.01,-0.0010287850123928
very_low_tv_spectral_teacher,0,0.02,-0.001138014347633
very_low_tv_spectral_teacher,0,0.03,-0.0013410757705919
very_low_tv_spectral_teacher,0,0.04,-0.001620110815951
very_low_tv_spectral_teacher,0,0.05,-0.002023760249148
very_low_tv_spectral_teacher,0,0.06,-0.0024312086861838
very_low_tv_spectral_teacher,0,0.07,-0.0030208965198605
very_low_tv_spectral_teacher,0,0.08,-0.0036565142772605
very_low_tv_spectral_teacher,0,0.09,-0.0044259692400819
very_low_tv_spectral_teacher,0,0.1,-0.005083837723007
very_low_tv_spectral_teacher,0,0.11,-0.0055781892337465
very_low_tv_spectral_teacher,0,0.12,-0.0068519033238906
very_low_tv_spectral_teacher,0,0.13,-0.0076230759876274
very_low_tv_spectral_teacher,0,0.14,-0.0081851561567878
very_low_tv_spectral_teacher,0,0.15,-0.0090271153773854
very_low_tv_spectral_teacher,0,0.16,-0.0099202309870221
very_low_tv_spectral_teacher,0,0.17,-0.011116368080323
very_low_tv_spectral_teacher,0,0.18,-0.0119087862182303
very_low_tv_spectral_teacher,0,0.19,-0.0116975981008443
very_low_tv_spectral_teacher,0,0.2,-0.0134499955000171
very_low_tv_spectral_teacher,0,0.21,-0.0148639717582206
very_low_tv_spectral_teacher,0,0.22,-0.0145548913915276
very_low_tv_spectral_teacher,0,0.23,-0.0151918993056045
very_low_tv_spectral_teacher,0,0.24,-0.0169420835996924
very_low_tv_spectral_teacher,0,0.25,-0.0175944384391042
very_low_tv_spectral_teacher,0,0.26,-0.0175305390959081
very_low_tv_spectral_teacher,0,0.27,-0.0202783740297767
very_low_tv_spectral_teacher,0,0.28,-0.0193896760202317
very_low_tv_spectral_teacher,0,0.29,-0.0202400456246563
very_low_tv_spectral_teacher,0,0.3,-0.022265326624599
very_low_tv_spectral_teacher,0,0.31,-0.023078974310061
very_low_tv_spectral_teacher,0,0.32,-0.0228924437517908
very_low_tv_spectral_teacher,0,0.33,-0.0221947398205265
very_low_tv_spectral_teacher,0,0.34,-0.0262150358676697
very_low_tv_spectral_teacher,0,0.35,-0.0265469351298054
very_low_tv_spectral_teacher,0,0.36,-0.0258258720778703
very_low_tv_spectral_teacher,0,0.37,-0.0262593609519485
very_low_tv_spectral_teacher,0,0.38,-0.0267498035215895
