rule,radius,name,replicates,n_samples_each,target_cess_fraction,mh_sweeps,move_kappa_factor,max_steps
random_label,0.01,rep8_n2048_cess95_mh2,8,2048,0.95,2,80.0,240
random_label,0.02,rep8_n2048_cess95_mh2,8,2048,0.95,2,80.0,240
random_label,0.03,rep8_n2048_cess95_mh2,8,2048,0.95,2,80.0,240
random_label,0.05,rep8_n2048_cess95_mh2,8,2048,0.95,2,80.0,240
random_label,0.08,rep8_n2048_cess95_mh2,8,2048,0.95,2,80.0,240
