rule,radius,qc_diagnostic_pass,fail_reason,observed_ref_count,target_ref_count,unit_split_fail_count,unit_ess_fail_count,unit_finite_fail_count,max_split_logZ_per_P_diff,q05_ess_fraction,bootstrap_sd_delta_phi_energy,finite_unit_fraction
low_tv_spectral_teacher,0.1,True,pass,60,60,0,0,0,0.0007120936126367,0.5658651324024104,0.0,1.0
low_tv_spectral_teacher,0.2,True,pass,60,60,0,0,0,0.0031928688933926,0.6065836005850458,0.0001818931767279,1.0
low_tv_spectral_teacher,0.3,False,max_split_logZ_per_P_diff,60,60,2,0,0,0.0045525475648652,0.6150045203739256,0.0002699063175414,1.0
low_tv_spectral_teacher,0.4,False,max_split_logZ_per_P_diff,60,60,10,0,0,0.0075846797258898,0.5561331894583706,0.0002789841966053,1.0
low_tv_spectral_teacher,0.5,False,max_split_logZ_per_P_diff,60,60,6,0,0,0.0054773896954325,0.5924278372366415,0.0002483057604302,1.0
low_tv_spectral_teacher,0.6,False,max_split_logZ_per_P_diff,60,60,14,0,0,0.0107275537522139,0.6142400374413932,0.0003203531823674,1.0
low_tv_spectral_teacher,0.7,False,max_split_logZ_per_P_diff,60,60,28,0,0,0.0102272450053169,0.590212578397493,0.0003806894326905,1.0
low_tv_spectral_teacher,0.8,False,max_split_logZ_per_P_diff,60,60,25,0,0,0.0127968491251121,0.6123949279390525,0.0004125459806074,1.0
low_tv_spectral_teacher,0.9,False,max_split_logZ_per_P_diff,60,60,24,0,0,0.0114095455023088,0.6358266695646088,0.0004557750844553,1.0
low_tv_spectral_teacher,1.0,False,max_split_logZ_per_P_diff,60,60,26,0,0,0.010983757661275,0.5798693385970914,0.0004281738062057,1.0
low_tv_spectral_teacher,1.1,False,max_split_logZ_per_P_diff,60,60,20,0,0,0.010972259487095,0.6057357266982467,0.0004630670642367,1.0
low_tv_spectral_teacher,1.2,False,max_split_logZ_per_P_diff,60,60,31,0,0,0.0149020305927115,0.5911159976912356,0.0004854381331703,1.0
low_tv_spectral_teacher,1.3,False,max_split_logZ_per_P_diff,60,60,33,0,0,0.0107689917312503,0.5955726614368584,0.0004766921792309,1.0
low_tv_spectral_teacher,1.4,False,max_split_logZ_per_P_diff,60,60,31,0,0,0.0134185432020094,0.6149924568076028,0.0005300090033491,1.0
low_tv_spectral_teacher,1.5,False,max_split_logZ_per_P_diff,60,60,28,0,0,0.0172519904203087,0.6178518992942509,0.000482381435863,1.0
low_tv_spectral_teacher,1.6,False,max_split_logZ_per_P_diff,60,60,34,0,0,0.0156820237494559,0.6083998680519603,0.0007104115430012,1.0
low_tv_spectral_teacher,1.7,False,max_split_logZ_per_P_diff,60,60,36,0,0,0.0160380982885332,0.6293526945886749,0.0005016655563734,1.0
low_tv_spectral_teacher,1.8,False,max_split_logZ_per_P_diff,60,60,37,0,0,0.0198682473890811,0.5667732682466822,0.0006397720702185,1.0
low_tv_spectral_teacher,1.9,False,max_split_logZ_per_P_diff,60,60,37,0,0,0.0207193767938151,0.6486399603888419,0.0006133352000908,1.0
low_tv_spectral_teacher,2.0,False,max_split_logZ_per_P_diff,60,60,32,0,0,0.0165795657543017,0.588455296699119,0.0006175767836476,1.0
low_tv_spectral_teacher,2.1,False,max_split_logZ_per_P_diff,60,60,40,0,0,0.0222480136802669,0.62149505812058,0.0007480794396215,1.0
low_tv_spectral_teacher,2.2,False,max_split_logZ_per_P_diff,60,60,41,0,0,0.0188823752735494,0.6265305102647052,0.0007623174173758,1.0
low_tv_spectral_teacher,2.3,False,max_split_logZ_per_P_diff,60,60,38,0,0,0.0305737310342763,0.5952475453064042,0.0007752148157946,1.0
low_tv_spectral_teacher,2.4,False,max_split_logZ_per_P_diff,60,60,40,0,0,0.0211850071370767,0.5656540025578323,0.0008545734091264,1.0
low_tv_spectral_teacher,2.5,False,max_split_logZ_per_P_diff,60,60,40,0,0,0.0270017035833214,0.5721142225164203,0.000745485437015,1.0
random_label,0.1,False,max_split_logZ_per_P_diff,60,60,4,0,0,0.0062017214033416,0.5563758679380446,0.0,1.0
random_label,0.2,False,max_split_logZ_per_P_diff,60,60,32,0,0,0.0185860374316348,0.6201953743384936,0.0011022656851227,1.0
random_label,0.3,False,max_split_logZ_per_P_diff,60,60,40,0,0,0.0255170805388762,0.6331876552553007,0.0011253905385072,1.0
random_label,0.4,False,max_split_logZ_per_P_diff,60,60,36,0,0,0.0162531313958989,0.6406852313675503,0.0009879756031413,1.0
random_label,0.5,False,max_split_logZ_per_P_diff,60,60,35,0,0,0.0221252736028337,0.6066809234831587,0.0006586668090003,1.0
random_label,0.6,False,max_split_logZ_per_P_diff,60,60,19,0,0,0.0143066126913126,0.5982843217978572,0.0007467598254946,1.0
random_label,0.7,False,max_split_logZ_per_P_diff,60,60,26,0,0,0.0092530557636995,0.6087545221875816,0.0007089481778262,1.0
random_label,0.8,False,max_split_logZ_per_P_diff,60,60,17,0,0,0.0093708847507763,0.5640705305444965,0.0006623344535071,1.0
