rule,ref_id,delta_phi_r_0.1,delta_phi_r_0.2,delta_phi_r_0.3,delta_phi_r_0.4,delta_phi_r_0.5,delta_phi_r_0.6,delta_phi_r_0.7,delta_phi_r_0.8,delta_phi_r_0.9,delta_phi_r_1.0,delta_phi_r_1.1,delta_phi_r_1.2,delta_phi_r_1.3,delta_phi_r_1.4,delta_phi_r_1.5,delta_phi_r_1.6,delta_phi_r_1.7,delta_phi_r_1.8,delta_phi_r_1.9,delta_phi_r_2.0,delta_phi_r_2.1,delta_phi_r_2.2,delta_phi_r_2.3,delta_phi_r_2.4,delta_phi_r_2.5
random_label,1029,0.0,-0.0595535113689511,-0.123665506686643,-0.1462365879241443,-0.1508917405157576,-0.1456054490014053,-0.1445924895935476,-0.1370917373138801,-0.1427304719523639,-0.1407105245138123,-0.1452317643856526,-0.1418154764272534,-0.1479208507613055,-0.1426824387335332,-0.1481689625883819,-0.1472102959275707,-0.1504335394123694,-0.1474590371365062,-0.1495675013512382,-0.1531320155545134,-0.1500363136246005,-0.1497168780704451,-0.1519039561267494,-0.1553322154125174,-0.1553345614310146
real_even_odd,0,0.0,-0.0097491624436201,-0.024218327215549,-0.03265592260771,-0.0400741646437536,-0.0503922327116349,-0.0530358111101798,-0.066144327796068,-0.0673022406430115,-0.0671068394376477,-0.0715477841947072,-0.0765125493167634,-0.0866774677901517,-0.0905014192466921,-0.0859227177599003,-0.0891126776854477,-0.0950354560067224,-0.087883803655198,-0.098481577260046,-0.1030684263039617,-0.1080476019952122,-0.1074010431537725,-0.1139392802491647,-0.0998016888991575,-0.1122324000904749
real_even_odd,1,0.0,-0.0102837980365129,-0.0229263906874892,-0.0332032069205351,-0.0448096912906982,-0.050698971498679,-0.0513683317237889,-0.0651628467212105,-0.0704811796157311,-0.0720106250174414,-0.0672672485778927,-0.0862691986194055,-0.0831774165417263,-0.0844205054787548,-0.0905005616486028,-0.1000443758772652,-0.0970396982903272,-0.0994062008873074,-0.0922717119261932,-0.1053551131747035,-0.1074888781189475,-0.11215339386671,-0.1219188283434295,-0.1026575169035384,-0.1131423536603866
real_even_odd,2,0.0,-0.0102643094537505,-0.024757897886746,-0.0337881297257354,-0.0460512512232244,-0.0483356281598023,-0.0582852347709672,-0.0606234141884849,-0.0649407337493475,-0.0718656596901235,-0.0735369410912015,-0.0796975328044375,-0.0873830032385993,-0.0880670088412914,-0.1000314607956625,-0.095196676841049,-0.0997204179539741,-0.1057171825303666,-0.1002833192691507,-0.1116958836943784,-0.1155839579566643,-0.1064348069414049,-0.1069659717988955,-0.1048167529779305,-0.1039037013281909
real_even_odd,3,0.0,-0.0099355758127163,-0.0237015614839977,-0.0335354133639398,-0.0430353583081074,-0.0506876797850839,-0.0549152636035571,-0.066613406442828,-0.0657990652159847,-0.0760282384085964,-0.0770098226986769,-0.079407142856546,-0.0762175065217879,-0.0968343148368185,-0.0810922587175453,-0.102121971852365,-0.1008536724592769,-0.1022332571481987,-0.1076890746377072,-0.1085813730078788,-0.1063813085424872,-0.1091401814450868,-0.1083557661786577,-0.1099989977550254,-0.1164940161472852
real_even_odd,4,0.0,-0.0123669916581983,-0.0246668401656435,-0.0375912097154323,-0.0450919320658023,-0.0508322455989319,-0.0560662199865597,-0.0631157648738544,-0.070680304558304,-0.0726925741036333,-0.0796719631515267,-0.0873112668250719,-0.0841700158667694,-0.0804934311114941,-0.096378033998961,-0.0856703024950785,-0.0968979446802135,-0.0968129705296008,-0.1054412641588803,-0.103341340099439,-0.1097159421510395,-0.1073537052759918,-0.1167110705269045,-0.1184645283257058,-0.1207844408714565
real_even_odd,5,0.0,-0.0104729963963479,-0.0213986595493128,-0.0311708751618872,-0.0418170915868588,-0.0457286360603507,-0.0545776122400536,-0.056352404902138,-0.0646101803366574,-0.0670904141923022,-0.0769130400199015,-0.0761341458625876,-0.086465431189517,-0.0935243581482631,-0.0966617393090443,-0.0855216497248771,-0.0947173304033394,-0.1037649619464397,-0.0989221032893272,-0.1009978073188755,-0.1093281898801003,-0.1125904289760631,-0.1071595901016797,-0.1145654227172942,-0.1169747300868986
real_even_odd,6,0.0,-0.0098527321018453,-0.0215815807143555,-0.0323679175544322,-0.040358943894539,-0.0524468207451984,-0.0552865898284417,-0.0582034735640471,-0.0658524327460872,-0.0679175813585377,-0.0672003906812595,-0.0800280959911365,-0.0817291558301616,-0.080790969518094,-0.0924192945192678,-0.0884936190001259,-0.0969055510829455,-0.103396998863108,-0.0987875386392153,-0.1049464737467146,-0.1055261973988023,-0.1026820020077072,-0.1135486322395321,-0.1108293626102048,-0.1207464779134494
real_even_odd,7,0.0,-0.0109082932056534,-0.0219304563473953,-0.0350060501599179,-0.0417764900872531,-0.0490646757457745,-0.055964288340832,-0.0616302905353883,-0.0702874944446134,-0.0738747458831214,-0.0793502264434867,-0.0881724175438019,-0.0896883844788033,-0.0885230787883647,-0.0910860833484337,-0.1010556105964785,-0.1046016458375174,-0.1013816023463916,-0.106975634955553,-0.0995169415491438,-0.116514208002867,-0.1029343071546392,-0.1091488425957113,-0.1191333064390001,-0.1201102129606392
real_even_odd,8,0.0,-0.0101382634552489,-0.0237414221795974,-0.0344731116782623,-0.0461752713584265,-0.0523874910926589,-0.0605611659651661,-0.0636621134520667,-0.0685656513436439,-0.0721442728419547,-0.0729195569074205,-0.0791754319521907,-0.0869231602845159,-0.0831275970700283,-0.0930041671536373,-0.0964645024709334,-0.1030171745986144,-0.093015315934605,-0.1032531778401309,-0.1089816018618071,-0.1075805825623906,-0.1133309114072499,-0.1184474230858629,-0.1090249908438182,-0.115718421444637
real_even_odd,9,0.0,-0.0102282483495926,-0.0206199464687992,-0.0325198860547389,-0.0397723795548681,-0.0492845857371733,-0.0559140439848523,-0.0589846484219036,-0.0659349546844051,-0.0691580618832316,-0.0803893256993533,-0.0802151718070963,-0.0893678350578605,-0.0874056923880689,-0.0841687469201978,-0.0984663291553833,-0.0941916548762033,-0.1042876846660584,-0.1016093949662346,-0.1045359668309428,-0.1168816598978871,-0.1053994410148023,-0.1210926254567026,-0.1155001702182729,-0.1119117305323963
real_even_odd,10,0.0,-0.0097916742283412,-0.0224797566373389,-0.0328171512216419,-0.0431568192764203,-0.045120221065681,-0.0565784624619202,-0.0607067922908593,-0.0666137676151263,-0.0684929419036094,-0.0731573368110596,-0.0803627599693731,-0.0897077944248967,-0.089605640916906,-0.0909759306849198,-0.1048150255629348,-0.1001639964971694,-0.1004498387574643,-0.1015942350802461,-0.1015190027263538,-0.1085133427385497,-0.110143555177334,-0.1168972600657873,-0.1158074542213598,-0.1179066197847238
real_even_odd,11,0.0,-0.0118610938027106,-0.0271391765468348,-0.0359168962521316,-0.0449395814097136,-0.0515223303059626,-0.0581229120632687,-0.0621167907062875,-0.0682801384549784,-0.0732654431702394,-0.0793091193155514,-0.0839564937797439,-0.0853685800793582,-0.0947326326544766,-0.0967762247989888,-0.0932142109835242,-0.0992320329186434,-0.1082553741678835,-0.1077518825361562,-0.1153907014744221,-0.1087793703344698,-0.102857478381125,-0.1224269578411944,-0.1161272758543333,-0.1149354734492343
real_even_odd,12,0.0,-0.0131561576285534,-0.0246032783758406,-0.0338121349019698,-0.0410717180653581,-0.049183371288668,-0.0587992453698635,-0.0631147296016748,-0.0672440691368496,-0.0713493158398427,-0.0722522868599415,-0.0826496137122659,-0.0921413628819724,-0.0908551426525091,-0.0836899864740066,-0.0877570931685118,-0.0917894795065022,-0.0964595437280706,-0.1043169377178732,-0.0917635278456793,-0.1056480649725488,-0.1146615527767412,-0.107502282962042,-0.1032441894796732,-0.114004805435534
real_even_odd,13,0.0,-0.0103829693677058,-0.0248229211646765,-0.0334905112077759,-0.0409890817720755,-0.0515414934467301,-0.0549586665473719,-0.0610311194165955,-0.0658114102088629,-0.0621098552392584,-0.0750626346260713,-0.0807824560556671,-0.0865982336302374,-0.0900917976841111,-0.089541098154044,-0.101452695229609,-0.0962735173455038,-0.0951876720154328,-0.1022847083427487,-0.1079208082680031,-0.1099636473046449,-0.1089857674754125,-0.1126457664138017,-0.11475109393146,-0.1239280287526959
real_even_odd,14,0.0,-0.012896453469539,-0.0252468770743091,-0.0363499370117834,-0.0426452512960992,-0.0547490439266366,-0.0515964165877549,-0.0668829664017588,-0.0682663689693485,-0.0743475853682395,-0.0780595467384295,-0.0866236877534874,-0.0838237126907166,-0.09547078835792,-0.0973099831264651,-0.0959177507837594,-0.0947143590495209,-0.0993070236587875,-0.0989556528836078,-0.1087464853322859,-0.1049897494796917,-0.1108125596435038,-0.120457138028367,-0.1095417670881394,-0.117462440362735
real_even_odd,15,0.0,-0.0104090319245882,-0.0204006453168087,-0.033210197063746,-0.040719462072891,-0.0466577580129028,-0.0565737260144989,-0.0637452522669774,-0.0655064496845034,-0.0737354538130633,-0.0731515600851277,-0.074469444474464,-0.0831494399962337,-0.0889090112217239,-0.0969873276809996,-0.0973743188454325,-0.099385657027761,-0.1101971131927545,-0.1080367426971599,-0.1082372990438754,-0.113220380977406,-0.1110035451945409,-0.1159950303420641,-0.1115710742618504,-0.1170467896656288
real_even_odd,16,0.0,-0.0101717536654608,-0.0235277174853451,-0.0339425759573201,-0.0406852415511925,-0.0482996535859944,-0.0576130165840829,-0.0624210091996905,-0.0655724680639526,-0.0704058917112374,-0.0743574399154429,-0.0839004963033527,-0.0844751638991252,-0.0901286596738866,-0.092017144543065,-0.0926007908955459,-0.0975138999673716,-0.1001110083365595,-0.1011435548729472,-0.1049390041640631,-0.1057981358728172,-0.1107372025602952,-0.1104279506402376,-0.0988463456475397,-0.1157907207426231
real_even_odd,17,0.0,-0.0132139983017005,-0.0248006065234694,-0.036719019899495,-0.0433074390707068,-0.051839734383148,-0.0583593022719992,-0.0570750019959653,-0.0712919044122301,-0.0710270946308808,-0.0766178432049674,-0.0874931414686063,-0.0834124608896595,-0.0912132227715286,-0.09642429963139,-0.0901848308280713,-0.1012712684943186,-0.1024891077508694,-0.1026922728827024,-0.106630641332065,-0.1091163415662366,-0.108602870078064,-0.113632007459515,-0.1202691898174967,-0.1131919058368419
real_even_odd,18,0.0,-0.0115302475321041,-0.0240701200045628,-0.0358756891905352,-0.0427912334135782,-0.0522162221396828,-0.0577259378060424,-0.0663912184295084,-0.0700813053953948,-0.0654183052182851,-0.0786500334497204,-0.074350067564901,-0.0877793748535354,-0.0857140770678273,-0.0978801262073065,-0.0983201963625301,-0.0955183823465096,-0.1001173857589564,-0.0998447585687022,-0.0975489154826466,-0.113505223114068,-0.1062242452811959,-0.1080189823907584,-0.1103350441483265,-0.1276674861842667
real_even_odd,19,0.0,-0.0109114402593053,-0.0226893747608765,-0.0335525275529789,-0.0433619815165646,-0.0489665511867219,-0.0582197134852946,-0.0616993246113594,-0.0719918641484276,-0.0739488106700759,-0.076326947669863,-0.0828087337223258,-0.0921088166509511,-0.0928900319359293,-0.1007854140108259,-0.0943498876597923,-0.0931795655465108,-0.104189215724556,-0.1094637708225791,-0.1088492330020352,-0.1067919358033586,-0.1114587012523442,-0.1192277343190927,-0.125190452977164,-0.1173991282478587
real_even_odd,20,0.0,-0.0096200811007964,-0.0197647615421404,-0.0327867151951216,-0.0421576470688117,-0.0480784627928579,-0.0551547310014882,-0.0631807463259789,-0.0654984778383001,-0.068117184306502,-0.0768915061163809,-0.0784477260343001,-0.0847578804030418,-0.0913851713298245,-0.0958725026593176,-0.092706678374718,-0.0931610282822293,-0.1044697156008042,-0.1042991174490485,-0.108897271908861,-0.1090071497971718,-0.1011955634883152,-0.1172574895299707,-0.1143795923331161,-0.1181484382232774
real_even_odd,21,0.0,-0.0112073718397953,-0.0220136279250209,-0.0339034901801042,-0.0440034494351514,-0.0478351994152579,-0.0551718271930235,-0.0627533878079275,-0.0684752891194659,-0.0727735294922294,-0.0736956068376683,-0.0822311713985182,-0.0839741247090341,-0.0817036956088943,-0.0952255002201599,-0.0943717341573888,-0.0987018897240288,-0.1013066060251953,-0.1075778132003631,-0.1044196973916373,-0.112946219238815,-0.1190600097698939,-0.1169374008684749,-0.1185021179993914,-0.1126483389256595
real_even_odd,22,0.0,-0.0108434490077513,-0.0245493068340964,-0.0313754040363736,-0.0423710300285695,-0.049436487741332,-0.0530559450497783,-0.0616045327312169,-0.0658685249795703,-0.0761180271544671,-0.0709927759357166,-0.0728616282802845,-0.0856679050164367,-0.0873628116039859,-0.0876609679011027,-0.1001928876433699,-0.1054977191990029,-0.0979355341060575,-0.1115995302447245,-0.1017119062682692,-0.1084535625860293,-0.111298483932905,-0.1076007158947429,-0.1227387667841054,-0.1110137783075162
real_even_odd,23,0.0,-0.010324378719325,-0.0200713516481851,-0.0332718118822847,-0.0422611049797876,-0.0490986496926503,-0.0530738035901132,-0.0627213141068587,-0.0596369531590358,-0.0693833867516957,-0.0816435819768495,-0.0826966380993374,-0.087500457686714,-0.0912390859286892,-0.0948389157074224,-0.0940856410952315,-0.0901422484826419,-0.0964948194970002,-0.1036501632207469,-0.0977470775233617,-0.1108582872002243,-0.0997579946828332,-0.1235077725879367,-0.1085757218502833,-0.123305644564992
real_even_odd,24,0.0,-0.0092574869548239,-0.0242967226684608,-0.0344041365714078,-0.0439122945748983,-0.0480067136929388,-0.0565102287781217,-0.0567293245488848,-0.0640714960908859,-0.0711323267903502,-0.0779753113724463,-0.0740208742611212,-0.0814324350713315,-0.085090915160658,-0.0876282777397466,-0.093190180088379,-0.0975084863796582,-0.095172927074515,-0.0970977324142973,-0.1080722253925359,-0.1036402365715176,-0.1092464755122402,-0.1149818236846773,-0.1145168194325877,-0.1047130114210485
real_even_odd,25,0.0,-0.010112044199216,-0.020158747473423,-0.0331945282298748,-0.0430343185158129,-0.0515175788677186,-0.0516331467035716,-0.0640859350986248,-0.0616743389666695,-0.0716604129571435,-0.0750056750630192,-0.0810667805221451,-0.0839582516104881,-0.0872688779183538,-0.0907056814653217,-0.0898917201342918,-0.0979192976518469,-0.0901226075770842,-0.1024998933000364,-0.1058268204633056,-0.1120218387777546,-0.1072539698383985,-0.1216207106093499,-0.119245641079592,-0.1197676428455055
real_even_odd,26,0.0,-0.0116537385868421,-0.0216662072545206,-0.0360345036635998,-0.0412144343581527,-0.0454996038207611,-0.0501553568307244,-0.0602941396435752,-0.0704357263083663,-0.0722532751571074,-0.0792181713805018,-0.0803639635791402,-0.0767461813055767,-0.0891213027714165,-0.0968366856440161,-0.0968524288404783,-0.0909741967878029,-0.1010812001259587,-0.098910782628987,-0.1174712721212713,-0.1054354341434706,-0.1086614053998697,-0.1102354929152441,-0.1197025002588483,-0.1110592525839308
real_even_odd,27,0.0,-0.0116545436956628,-0.0216065963622879,-0.0346632717840204,-0.0398755841161565,-0.0465091249678056,-0.0563060688590786,-0.0597991852659707,-0.0691515894516671,-0.0688292093926356,-0.0749713660647956,-0.0854174094553184,-0.0772968509093104,-0.0921339862510954,-0.083885304832676,-0.0929715157666199,-0.1020507910119461,-0.0892610497231069,-0.1022181797353784,-0.0925997666205876,-0.10244742930221,-0.1019824720303815,-0.1120017499661238,-0.1127142206027027,-0.1045805737145616
real_even_odd,28,0.0,-0.0135511569959583,-0.0272263409226999,-0.0385634315618407,-0.0446733138989302,-0.051688715197939,-0.0571614685761785,-0.0616698602358861,-0.0666030310165209,-0.074052310413941,-0.0702120563870269,-0.0837557978347872,-0.0828483178080686,-0.0831236599945015,-0.0913365345768193,-0.0888690415675467,-0.0890257495566024,-0.091756499779307,-0.1016166235433877,-0.1032941704859851,-0.1063039937699961,-0.1147446871134242,-0.1157111230718185,-0.1155941692687567,-0.1199107469183456
real_even_odd,29,0.0,-0.0114644503590365,-0.0238038746638122,-0.0341455311131365,-0.042151917671023,-0.0510094642517048,-0.0599180043968924,-0.0590806146858726,-0.0671734516055055,-0.0728512711571405,-0.07075637618621,-0.0763863517856915,-0.0834103626458583,-0.082845816388621,-0.0941756583115753,-0.0922818583238725,-0.0947614718255415,-0.0946763245584851,-0.1075169441147339,-0.1040934054902788,-0.1049950182995105,-0.1000696162682146,-0.1088712881997719,-0.1148157246294517,-0.122614240576731
real_even_odd,30,0.0,-0.0109750491248105,-0.0233417979783022,-0.0324382232893386,-0.0416688511710527,-0.0471579489612646,-0.0574293161291887,-0.0611443891402155,-0.0657349924003734,-0.0691008826979331,-0.0789477743694148,-0.0842274996391318,-0.0883446451718298,-0.0836629211486768,-0.0933883594699938,-0.089997019735821,-0.1007374869530225,-0.1014169272606619,-0.1042787380757524,-0.1035369336343216,-0.1124313920102622,-0.1085993457294034,-0.1119567257763649,-0.1124194936861284,-0.1299779780004204
real_even_odd,31,0.0,-0.010134731991071,-0.0233824495916216,-0.0337889911447222,-0.037885822528017,-0.0461171753414254,-0.0541673086569638,-0.0627036011467468,-0.0632875477434225,-0.0697815892061551,-0.077174622873377,-0.0802057206773954,-0.0751867915847695,-0.0797408366351887,-0.0906172005289036,-0.0909588344413188,-0.0954715634492631,-0.1032234527260941,-0.104957016082274,-0.1145494211161376,-0.106769456118524,-0.1131507397541244,-0.1143728878622746,-0.1141378126331425,-0.1156845547354828
real_even_odd,32,0.0,-0.0121203584238335,-0.0243887446956734,-0.0369266397728871,-0.0450082053420473,-0.0507063831648335,-0.060670337046486,-0.0580429238657263,-0.0679804068705724,-0.077133041476954,-0.0705961379395235,-0.0813520004405436,-0.080036874337503,-0.0838652361876424,-0.08473182686436,-0.0981156641935962,-0.1073313578986495,-0.1053862224971714,-0.1069054784567552,-0.1014317013732006,-0.109335284667649,-0.1129180763411638,-0.1194728162193483,-0.1156712347056831,-0.1210393774403178
real_even_odd,33,0.0,-0.0114206848613627,-0.0258327209204549,-0.0373441770103927,-0.0412435574519787,-0.050637898195694,-0.0607739236305329,-0.0653860608570672,-0.0660815222768606,-0.0760392373003011,-0.0779986163725896,-0.0803617006297024,-0.0873580329412869,-0.0813591638730866,-0.0996990206634945,-0.0961260488996458,-0.1013637023070332,-0.0922840922365692,-0.1048484771337425,-0.108797686308213,-0.1057680543433303,-0.1006698891049762,-0.1120647242374061,-0.1184713132509682,-0.1146176023846593
real_even_odd,34,0.0,-0.0098332870509757,-0.0230540556072749,-0.0278878784056331,-0.0377600494170059,-0.0491066569544878,-0.0569923820916853,-0.0591809021830554,-0.0655020308127225,-0.0695575228157307,-0.0763022860414608,-0.081288858336557,-0.0859755449828984,-0.0865626169516273,-0.093930985368819,-0.0884878175125197,-0.1025266797273209,-0.10079765624023,-0.109245881643909,-0.1075023482282587,-0.1123729382853768,-0.105975831933527,-0.1145284638548895,-0.1037657562059284,-0.1211868451116885
real_even_odd,35,0.0,-0.0120669785772851,-0.0234030968546044,-0.0362389790071917,-0.0432274701275844,-0.0469496449218686,-0.0566926564089893,-0.0616474920218963,-0.0621438633549703,-0.0764705083954831,-0.0793791148490145,-0.0719644858510897,-0.0777469147904949,-0.0873786636888151,-0.0781708612864477,-0.0907973614045399,-0.0950732017134966,-0.1018867141949499,-0.103719085937991,-0.1053795019638181,-0.1106895323276438,-0.1021201620119907,-0.1222382238774716,-0.1092212171510099,-0.1104141324342968
real_even_odd,36,0.0,-0.0097095415333408,-0.0213223147002147,-0.0327755905869003,-0.0394602758645251,-0.0481041807202165,-0.0540477602271794,-0.0604414824498393,-0.065313542652629,-0.0689077088536116,-0.0728260396516383,-0.0816782100728228,-0.084615504468417,-0.0763098460996003,-0.0853951861203736,-0.0985468983189311,-0.0954409125331405,-0.0973987298209587,-0.096479053368562,-0.0904586085671801,-0.1041663154041819,-0.0972661478155151,-0.1141212823178593,-0.1070451876581661,-0.1250118578696165
real_even_odd,37,0.0,-0.0083688507137398,-0.0208353301026298,-0.0298753533626743,-0.0402309554583923,-0.0508140926659698,-0.0566564223221336,-0.0599762750798579,-0.0669308893707021,-0.0734440690062042,-0.082565814835746,-0.0831916675874382,-0.0827866427076082,-0.0881576659470888,-0.0884286163840089,-0.0975037107192837,-0.0921431456126283,-0.0971005984059703,-0.0995338895723188,-0.104072752768223,-0.1065251122352233,-0.1045157811716279,-0.1105521435066163,-0.1173998933542721,-0.1136611034449392
real_even_odd,38,0.0,-0.0110072918205862,-0.0209128686286165,-0.0303597919546663,-0.0410764441415065,-0.0525282925271305,-0.0546238110734493,-0.0624948582044919,-0.0650668511997532,-0.0734566845911486,-0.0761666727725054,-0.0801427384760614,-0.0780214309511116,-0.0890709740537245,-0.0888933559686677,-0.0970267096157951,-0.098399373886779,-0.0946123224336639,-0.108269151719275,-0.1052804970874964,-0.113923617351792,-0.1169787783949202,-0.1193448781578523,-0.1091709238092806,-0.114407762497479
real_even_odd,39,0.0,-0.0108686077232932,-0.0228502401645749,-0.0299526083278729,-0.0445887932257368,-0.0487227671467337,-0.0578876232791095,-0.0613711558970557,-0.0675311184315179,-0.0740042974003914,-0.0743787003325664,-0.0753194352498324,-0.0826470525749823,-0.0904090779758232,-0.0920048766511685,-0.0975708541683651,-0.0974331241118725,-0.0961934346177167,-0.1086496677335052,-0.1073948298050122,-0.1144848888491768,-0.1087097901303235,-0.1094802435883781,-0.1127824162919487,-0.1160896200161193
real_even_odd,40,0.0,-0.0112341987148329,-0.0213365653224926,-0.035548173354902,-0.0388913868024557,-0.0497272117400145,-0.0560392868246582,-0.0606227865801322,-0.0704945903811073,-0.0784771192228097,-0.0775090604569502,-0.0828625042461897,-0.0891282733528986,-0.0878813704779547,-0.0971998401218806,-0.0892856329745498,-0.1001509720392536,-0.102706741130865,-0.1107925167315684,-0.1042566986893764,-0.1081481764114441,-0.1097159420423329,-0.1156884435463667,-0.1115991357853761,-0.1216227557580773
real_even_odd,41,0.0,-0.0098074879266115,-0.0220356350822032,-0.030783130094937,-0.0430476689438618,-0.0494028848855992,-0.0552188552987358,-0.0624393587833648,-0.064668248321249,-0.0666676875240861,-0.0737421557608735,-0.0769543066203403,-0.083610891643321,-0.0878963514335476,-0.092102964507406,-0.0906605885163095,-0.0976525655023262,-0.0936021094706137,-0.0901489070985176,-0.1050692573967721,-0.1061817085886609,-0.1087196640895704,-0.112459466188432,-0.1132076483945472,-0.1222069997268848
real_even_odd,42,0.0,-0.0099324592280652,-0.0215492987237068,-0.0348077961162463,-0.0439813308462223,-0.054125882702094,-0.0514368498656079,-0.0623237034187954,-0.0698740835922259,-0.07508138931366,-0.0721942169851974,-0.0838851766701948,-0.0882651325468629,-0.0954182837099981,-0.0889650895037244,-0.0905344430731216,-0.1043396563950166,-0.1065526202645885,-0.1071219104135215,-0.1082124854312223,-0.1006655617667303,-0.1092617399489061,-0.1147310050796552,-0.1208673320640613,-0.1224988880458214
real_even_odd,43,0.0,-0.0086468300260373,-0.020945779602369,-0.03299901805517,-0.0408308053145973,-0.0447780039014637,-0.0541221888154919,-0.0565172752572445,-0.0633359238334255,-0.0711907473901938,-0.0749330285239962,-0.0769821765213418,-0.0862383698757824,-0.0827614798839092,-0.0869479363869539,-0.0980828758543416,-0.1006624970850376,-0.1012065605247511,-0.094398712470623,-0.0958232536221479,-0.1141184042743705,-0.1163541783486837,-0.1135232920743349,-0.1057593858127893,-0.1290005078725518
real_even_odd,44,0.0,-0.0099508475762536,-0.021947766055986,-0.0339465273763036,-0.0410263731704279,-0.050225960011977,-0.0561573263744677,-0.0643858904382427,-0.0684470558653467,-0.0749341658923002,-0.0776783984239659,-0.0818296546907976,-0.090622784853282,-0.0866312317544539,-0.0926981153943695,-0.0786746621724105,-0.1012439739363313,-0.1028109979072885,-0.1062362241915973,-0.1115015700607218,-0.107654070179847,-0.1112643792220324,-0.1146829712078121,-0.1209292727676836,-0.1203980129215786
real_even_odd,45,0.0,-0.0101801494698559,-0.0191113603955735,-0.028719834078122,-0.0391378761667096,-0.0474483250214523,-0.0550493908559025,-0.0545932372639354,-0.0606201722483023,-0.0705514322585793,-0.0749406931629588,-0.0750046508081914,-0.0780497955861392,-0.0867644070561301,-0.0942811646533828,-0.0917541340892816,-0.0896441206300518,-0.0939950013394591,-0.1038602241700034,-0.1083660055403146,-0.1082489672118557,-0.10648005486349,-0.1165235473558096,-0.121021441148681,-0.1115476605354783
real_even_odd,46,0.0,-0.0091345550972939,-0.0196849918675717,-0.0289733380022615,-0.0400436856395857,-0.0456457791842648,-0.0548017014479186,-0.0587766524525787,-0.0648910925521736,-0.0610757218262551,-0.0732049374107678,-0.077568179463731,-0.0753502777634536,-0.0893911231886834,-0.0888690655133831,-0.0852766409056764,-0.0973745711517595,-0.1057864361008635,-0.1000143182488976,-0.1108821790355843,-0.105579558072866,-0.1178091826360747,-0.1042713927692298,-0.1061170605081301,-0.1246402974028397
real_even_odd,47,0.0,-0.0108623303264106,-0.0261592961114007,-0.0350740326208794,-0.0400988087500318,-0.0514229396658585,-0.052825052146053,-0.064574559857415,-0.0643980535386484,-0.0702642899154391,-0.0815190864745876,-0.0751624372795986,-0.0804194194428887,-0.082257081162525,-0.0849605018395056,-0.089224904017181,-0.0940175814718016,-0.101297965707876,-0.101894193133917,-0.1029589668402982,-0.1160334829964298,-0.1082410957008509,-0.1072545503730229,-0.1225720415315646,-0.1165416652947023
real_even_odd,48,0.0,-0.0128134774029635,-0.0247999871850841,-0.0407904553794534,-0.0476553421711227,-0.0539737806147464,-0.0594185114040155,-0.0662487415924915,-0.0690235618728527,-0.0721250604266789,-0.0745430357157823,-0.0852744017147267,-0.0792658245590247,-0.0870404546310034,-0.0991898833913573,-0.094345615164868,-0.0927661210125753,-0.1007262894872507,-0.1109399596711332,-0.1048433724681054,-0.1040922556109508,-0.1079155513508289,-0.1094142746101183,-0.1168491765683984,-0.1188143163787645
real_even_odd,49,0.0,-0.0117440439352801,-0.0240358859886142,-0.0366916559779803,-0.0404170308767716,-0.0481412263005997,-0.0532346916942895,-0.0630293279827291,-0.0697194342603487,-0.0728390385950713,-0.0756546330637638,-0.080132792737214,-0.0801137742112763,-0.084180450176934,-0.083025839164776,-0.0961267729746943,-0.0934817065601533,-0.1022108512366448,-0.1007583094681407,-0.1048717386663031,-0.1111483969462374,-0.1046979129182297,-0.1138431802293027,-0.1055671293504726,-0.1216142018798847
real_even_odd,50,0.0,-0.0100037363848226,-0.0218635091395556,-0.0319918817645592,-0.0390450076973024,-0.0469230847382327,-0.0546471860133137,-0.0620877240686953,-0.0648029951758422,-0.0712970138908442,-0.0744364797951196,-0.082076376652671,-0.080592974030117,-0.0800924350588497,-0.0898522422468609,-0.0902579694174671,-0.0964139007492387,-0.1024450378764385,-0.1046124927320368,-0.107353481320295,-0.1095987092668994,-0.0968097482517006,-0.1182834716669012,-0.1123491124266119,-0.1231680772390833
real_even_odd,51,0.0,-0.0120122219213088,-0.0262852256388106,-0.0367373080942817,-0.0446057428836589,-0.0495049135907293,-0.0594090866413747,-0.0643614100228573,-0.0671117895859766,-0.0704441701687197,-0.0832017244841135,-0.0712215297291123,-0.0826244219966223,-0.0842085398619192,-0.0980499207675076,-0.0952047614188414,-0.0942063354510616,-0.1066367711116887,-0.1001726173646938,-0.1025230250327651,-0.1084053897803942,-0.1159664700424049,-0.1189626315499946,-0.120630655072395,-0.1249009307814932
real_even_odd,52,0.0,-0.0104431244469633,-0.0212104063870971,-0.0319796209131565,-0.040800162704857,-0.0524418605555109,-0.0560063001678157,-0.0622931070095304,-0.0674298581903374,-0.0738897106947506,-0.0808419356168414,-0.0726825557332192,-0.0872978124859076,-0.087492587545177,-0.0929952802436146,-0.0973595042832442,-0.1000972683388107,-0.105299876714771,-0.1123256017690361,-0.1074733888883385,-0.1069390379985602,-0.1198997788262001,-0.116987145056755,-0.1134110289714732,-0.1190178587215292
