rule,radius,d0,target_ref_count,observed_ref_count,missing_ref_count,finite_unit_count,finite_unit_fraction,q05_ess_fraction,max_split_logZ_per_P_diff,max_split_dlogZ_dr_per_P_diff,max_ce_replay_abs_diff,bootstrap_sd_delta_phi_energy,qc_diagnostic_pass,sampling_status,missing_ref_ids
real_even_odd,0.72,0.1,30,30,0,30,1.0,0.6207964027662123,0.006864654497834351,0.0266931133536875,0.0,0.0003767223955626121,False,complete,
real_even_odd,0.73,0.1,30,30,0,30,1.0,0.6008399912687601,0.010197189106177569,0.02829617775537625,0.0,0.0003490083573742661,False,complete,
real_even_odd,0.74,0.1,30,30,0,30,1.0,0.6622142610482445,0.011822058947288296,0.036589911087377934,0.0,0.0006364523741642307,False,complete,
real_even_odd,0.75,0.1,30,30,0,30,1.0,0.6969043156645869,0.007806467343535837,0.04034269269763635,0.0,0.00046581542923929424,False,complete,
real_even_odd,0.76,0.1,30,30,0,30,1.0,0.6552997126256455,0.00886860717869403,0.027193491538503152,0.0,0.00039669038767176773,False,complete,
real_even_odd,0.77,0.1,30,30,0,30,1.0,0.6413118744440722,0.011325300039742704,0.025343570117018537,0.0,0.00048480287368423243,False,complete,
real_even_odd,0.78,0.1,30,30,0,30,1.0,0.6107190555774712,0.012675852455740372,0.05733306851514978,0.0,0.0005783178146784952,False,complete,
real_even_odd,0.79,0.1,30,30,0,30,1.0,0.6747203882122793,0.011794611707664856,0.034145289047880396,0.0,0.0006418999598895948,False,complete,
real_even_odd,0.8,0.1,30,30,0,30,1.0,0.6095508758860669,0.008787416586958982,0.03386533559877251,0.0,0.0004972741990807691,False,complete,
real_even_odd,0.81,0.1,30,30,0,30,1.0,0.5942740262682099,0.008252194567676037,0.032036404709498326,0.0,0.0005826962887123009,False,complete,
real_even_odd,0.82,0.1,30,30,0,30,1.0,0.6443824208884193,0.00872118390594523,0.029912475168215765,0.0,0.0004906953027641071,False,complete,
