eta,knn_nmstv_mean,knn_nmstv_sem,cut_fraction_mean,n_units,phi_energy_raw_mean,phi_energy_raw_sem,delta_phi_energy_mean,delta_phi_energy_sem,weighted_ce_mean,weighted_error_mean,split_logZ_per_P_diff_max,d_phi_energy_raw_dd,d_delta_phi_energy_dd,d_phi_energy_raw_dd_sem,d_delta_phi_energy_dd_sem,dphi_uplift_from_eta0,dphi_uplift_positive
0.25,0.8111369149742439,0.0077384964085522,0.4049036043587594,10,-0.1503883844254727,0.0007014333534359,,,0.6289861527224936,0.3363370555266771,0.0074609395901037,-0.0187742882563039,,0.0049665184361996,,0.0,0.0
0.3,0.8842567567966284,0.0075906495851628,0.4413243922883487,10,-0.1544793912553745,0.0006875903369047,,,0.6490061074480316,0.3612742944169443,0.00474077576839,-0.0253428074575399,,0.0041245107088089,,-0.006568519201236002,0.0
0.35,0.9336710414847296,0.0072500271784772,0.466219614417435,10,-0.1576539967171923,0.0008630050827809,,,0.6587156067781963,0.3710045541199515,0.0047733169855027,-0.0139534483067673,,0.0045987230292015,,0.004820839949536599,0.004820839949536599
0.4,0.9686066224160286,0.0064412113179321,0.4839061190276614,10,-0.1592722076965127,0.0008270668875916,,,0.6670819745648235,0.3806976984747175,0.0080205084638616,-0.0113675482710539,,0.0042609611448562,,0.007406739985249999,0.007406739985249999
