rule,radius,target_ref_count,observed_ref_count,missing_ref_count,finite_unit_count,finite_unit_fraction,q05_ess_fraction,max_split_logZ_per_P_diff,bootstrap_sd_phi_energy_raw,qc_diagnostic_pass,sampling_status,missing_ref_ids,phi_energy_raw,phi_energy_raw_sd,phi_energy_raw_sem,weighted_ce_mean,weighted_error_mean
very_low_tv_spectral_teacher,0.1,90,90,0,90,1.0,0.6762906511492266,0.00044831980204975585,9.731817328870792e-05,True,complete,,-0.004414630139509569,0.0009313313979566653,9.817094913239165e-05,0.01578431765410405,0.003939696584300688
very_low_tv_spectral_teacher,0.2,90,90,0,90,1.0,0.6323438009307019,0.002130960962696627,0.0001550242011257811,True,complete,,-0.01260656671363554,0.0014841521067653829,0.00015644336838386685,0.03947108457462924,0.015006988057907105
very_low_tv_spectral_teacher,0.3,90,90,0,90,1.0,0.601211179664304,0.004006858651444539,0.00018009949378653298,False,complete,,-0.020625268897174736,0.0017160078004309692,0.00018088310439925108,0.06218072519077373,0.02488580680333315
very_low_tv_spectral_teacher,0.4,90,90,0,90,1.0,0.570940542848143,0.004761284343682644,0.00020778772426503504,False,complete,,-0.027578532226318328,0.0019513474305526955,0.00020569007956212522,0.08307306061609626,0.03355625358162751
very_low_tv_spectral_teacher,0.5,90,90,0,90,1.0,0.6065634242254248,0.0074081819004678745,0.00019019142794363163,False,complete,,-0.03306846998729307,0.0019361135616911074,0.00020408428878949407,0.09806485296469161,0.03983013379767579
very_low_tv_spectral_teacher,0.6,90,90,0,90,1.0,0.5759853802487488,0.007010618580643182,0.0002027142924238224,False,complete,,-0.03867477043256929,0.0018671481113142693,0.00019681469202115654,0.11448909553043427,0.0463735320287545
very_low_tv_spectral_teacher,0.7,90,90,0,90,1.0,0.6374290372406377,0.010714826964763932,0.0002921311086865721,False,complete,,-0.043270711415166266,0.002597358503262036,0.00027378562567713046,0.1301292589516171,0.05247559782167779
very_low_tv_spectral_teacher,0.8,90,90,0,90,1.0,0.638520067531066,0.009466059241341158,0.0002790411213232763,False,complete,,-0.0480110952589853,0.002623754529389013,0.0002765680111350825,0.14369562492717977,0.058062914339404484
very_low_tv_spectral_teacher,0.9,90,90,0,90,1.0,0.5917926136129894,0.009799456457208798,0.0002755361061620724,False,complete,,-0.052505724510071336,0.0026679308950535476,0.0002812246089433621,0.15979394778173128,0.06458620937570249
very_low_tv_spectral_teacher,1.0,90,90,0,90,1.0,0.5981647332794422,0.012123202444084743,0.0003417078062608691,False,complete,,-0.05603277196681275,0.0032831324953310754,0.0003460725515119442,0.17208240719654327,0.06977531509125105
very_low_tv_spectral_teacher,1.1,90,90,0,90,1.0,0.6020622705072767,0.01237910915968472,0.00034267777641112734,False,complete,,-0.06042828471020357,0.0033176314966098484,0.000349709065546677,0.18550556396166315,0.07431394996682049
very_low_tv_spectral_teacher,1.2,90,90,0,90,1.0,0.6136866986852553,0.019702367587101543,0.0003436638691116145,False,complete,,-0.06344005246846111,0.0030419206714849714,0.0003206465927813774,0.19674150461959145,0.07861448414640183
very_low_tv_spectral_teacher,1.3,90,90,0,90,1.0,0.603940794779298,0.012891098615813043,0.0003418190898225355,False,complete,,-0.06659002861606256,0.0035604711050377237,0.00037530660783786056,0.21029418931486016,0.08413366893462015
very_low_tv_spectral_teacher,1.4,90,90,0,90,1.0,0.6310155031368984,0.016183623294844515,0.00039110598823271554,False,complete,,-0.06999612575572048,0.0037250099123971887,0.00039265052099598006,0.2222960937471186,0.08919726814048169
very_low_tv_spectral_teacher,1.5,90,90,0,90,1.0,0.6176800907174353,0.02361860261842307,0.0004402348446775765,False,complete,,-0.07287167138441973,0.004097696534089386,0.00043193514026334206,0.23355050177031186,0.0940392296524422
very_low_tv_spectral_teacher,1.6,90,90,0,90,1.0,0.628405008668936,0.018273867808844685,0.0004721467225536413,False,complete,,-0.07622909712631222,0.004632242281893755,0.0004882812094840006,0.24813411449347342,0.09907196106668366
very_low_tv_spectral_teacher,1.7,90,90,0,90,1.0,0.5689937082896583,0.01582245249386994,0.00041492408582985077,False,complete,,-0.0786249494940357,0.004086258134929498,0.0004307294271256286,0.2548376717126126,0.10195800399594733
very_low_tv_spectral_teacher,1.8,90,90,0,90,1.0,0.6142540826257631,0.01978634590535075,0.0004810038400512911,False,complete,,-0.08130138090225787,0.004613332748265855,0.0004862879696254769,0.2667518882532165,0.10688878598137372
very_low_tv_spectral_teacher,1.9,90,90,0,90,1.0,0.5618194785330041,0.019872994778832278,0.0004273773661288641,False,complete,,-0.08403514331318838,0.00408778588077169,0.00043089046567720124,0.27476093461279694,0.10953635119149416
very_low_tv_spectral_teacher,2.0,90,90,0,90,1.0,0.6247133491827993,0.021639509577821257,0.0005399598475444245,False,complete,,-0.08621464407627866,0.0050753938612154315,0.0005349934874625764,0.28416652733384856,0.11246872398895778
very_low_tv_spectral_teacher,2.1,90,90,0,90,1.0,0.6066636755676664,0.018026280101816856,0.00048436656877551976,False,complete,,-0.08880025384573471,0.0044595302936018075,0.00047007576741003767,0.2940967922970277,0.11730235183027585
very_low_tv_spectral_teacher,2.2,90,90,0,90,1.0,0.5940714673767964,0.028476570841182904,0.0005541713017937752,False,complete,,-0.09013496375869284,0.005351270856459393,0.0005640734760963882,0.303516333745363,0.11969987478526117
very_low_tv_spectral_teacher,2.3,90,90,0,90,1.0,0.6091008210592955,0.02088278020970059,0.000531455527994067,False,complete,,-0.09360496499090909,0.004775941484274721,0.0005034284353997787,0.31747120452487704,0.12505076762300296
very_low_tv_spectral_teacher,2.4,90,90,0,90,1.0,0.6402176224950152,0.026321760976592168,0.0005523678404015498,False,complete,,-0.09547194049870071,0.005580463385270092,0.0005882324898875739,0.3255329418582482,0.13026021944656074
very_low_tv_spectral_teacher,2.5,90,90,0,90,1.0,0.6254161476335608,0.02606432591248865,0.0006337875540731491,False,complete,,-0.09741288803255663,0.005737322679195152,0.0006047669112532074,0.3323328851325975,0.13137115007977904
