beta,radius,finite_ref_count,mean_logZ_inf,mean_logZ_inf_full,sd_logZ_inf,sd_logZ_inf_full,mean_logZ_inf_per_P,mean_logZ_inf_full_per_P,mean_reference_prior_log_weight,mean_theta_ref_norm_sq,aggregate_ref_level_ess,q05_ess_fraction,max_split_logZ_per_P_diff,bootstrap_sd_phi,mean_weighted_error,mean_weighted_accuracy,mean_weighted_ce_l2_ratio,min_smc_cess_fraction,max_smc_step_count,mean_smc_step_count,mean_smc_mh_acceptance,claim
0.14,0.07,100,-0.2824122455796443,-2.153514785901433,0.07802515757122204,0.3576259449095372,-0.00011096748352834746,-0.0008461747685270857,-1.871102540321789,9523.911930237908,101805.46953642512,0.9879165942138809,8.421587272217734e-06,3.1977158892396733e-06,0.06786951378529021,0.9321304862147098,0.14814132758030882,0.9796551896578933,1.0,1.0,0.995087890625,pass
0.14,0.08,100,-0.3604718938683335,-2.2315744341901222,0.1007808330251906,0.3760675106241353,-0.00014163925102881472,-0.000876846536027553,-1.871102540321789,9523.911930237908,101536.87089889904,0.9811130311998549,6.973857594836654e-06,4.153516038236496e-06,0.08055519707359048,0.9194448029264096,0.18835342468518018,0.9723067311543956,1.0,1.0,0.994169921875,pass
0.14,0.09,100,-0.4437710807905141,-2.3148736211123033,0.1246696168034299,0.3960051883001697,-0.00017436977634204876,-0.0009095770613407871,-1.871102540321789,9523.911930237908,101230.31839214395,0.975885337473011,8.286640810372374e-06,5.018195817227102e-06,0.09292782669035729,0.9070721733096427,0.2312462021582794,0.9618492440696318,1.0,1.0,0.993505859375,pass
0.14,0.1,100,-0.5312132247922439,-2.4023157651140328,0.15049399972121458,0.4178275354764173,-0.00020872818262956537,-0.0009439354676283036,-1.871102540321789,9523.911930237908,100877.5617955606,0.9675015482204978,7.727496545449186e-06,5.639550822566635e-06,0.10491158178806524,0.8950884182119347,0.27605801181332507,0.9538354347503375,1.0,1.0,0.99203125,pass
0.18,0.01,100,-0.018749835910443734,-1.1727420912914184,0.0071157600736643095,0.20696787936630198,-7.367322558131133e-06,-0.000460802393434742,-1.1539922553809747,5873.820579889163,102399.76558662852,0.9999929396773537,1.6151170895672472e-07,2.654931022023081e-07,0.0033294034370996506,0.9966705965629002,0.017287538779286446,0.999953057895087,1.0,1.0,0.999892578125,pass
0.18,0.02,100,-0.026238088084636436,-1.1802303434656112,0.007007882426046682,0.20903570830508322,-1.0309661329916084e-05,-0.000463744732206527,-1.1539922553809747,5873.820579889163,102396.8174387446,0.9998835854108542,5.05409086281615e-07,2.8300334672795615e-07,0.007331019730884961,0.9926689802691152,0.02356117979426321,0.9997038372748739,1.0,1.0,0.999677734375,pass
0.18,0.03,100,-0.040192491659927686,-1.1941847470409024,0.009325646495273855,0.21283954330879562,-1.5792727567751547e-05,-0.00046922779844436245,-1.1539922553809747,5873.820579889163,102386.02962053541,0.9995747861643656,1.1243652854504802e-06,3.5536664071646104e-07,0.013165341024435116,0.9868346589755649,0.03524181838217432,0.9991701120965345,1.0,1.0,0.999443359375,pass
0.18,0.04,100,-0.06099511805967289,-1.2149873734406476,0.015506716484337062,0.21839349266850952,-2.3966647567651432e-05,-0.0004774017184442623,-1.1539922553809747,5873.820579889163,102361.84135151377,0.9989459544268666,1.351646205083607e-06,5.869167792455954e-07,0.02058612850558007,0.9794138714944199,0.052651833707642606,0.9981982092984913,1.0,1.0,0.998798828125,pass
0.18,0.05,100,-0.08813451971448344,-1.242126775095458,0.02430316777627993,0.2253315280780029,-3.463045961276363e-05,-0.0004880655304893745,-1.1539922553809747,5873.820579889163,102320.54553098395,0.9978245055788013,1.7144518045039894e-06,1.0193610141914694e-06,0.02900990556428534,0.9709900944357146,0.07538677405563002,0.9971203177996008,1.0,1.0,0.99826171875,pass
0.18,0.06,100,-0.1207427429194864,-1.2747349983004612,0.03510569738423757,0.2335871598770925,-4.744312098997501e-05,-0.0005008781918665859,-1.1539922553809747,5873.820579889163,102259.02581950495,0.9964780218029823,2.4862893667191415e-06,1.3092657267532978e-06,0.037883054159399146,0.9621169458406007,0.10262878945264303,0.9945062904888629,1.0,1.0,0.99767578125,pass
0.18,0.07,100,-0.15760392911684942,-1.3115961844978243,0.046803367294931765,0.24227358973916138,-6.192688766870311e-05,-0.0005153619585453141,-1.1539922553809747,5873.820579889163,102180.00457816626,0.9947015393559545,2.791700054240533e-06,1.8402860138412957e-06,0.04700084568978542,0.9529991543102146,0.13350551166725697,0.9921200544922217,1.0,1.0,0.997041015625,pass
0.18,0.08,100,-0.19853485188635533,-1.3525271072673304,0.059643652550782404,0.25239695493212766,-7.800976498481546e-05,-0.0005314448358614265,-1.1539922553809747,5873.820579889163,102078.70326540103,0.9920551144750395,4.6791308599200294e-06,2.4579875133258272e-06,0.05605094768981728,0.9439490523101827,0.16749447624817448,0.98824364225728,1.0,1.0,0.9966015625,pass
0.18,0.09,100,-0.24230596077376293,-1.396298216154738,0.07326157588539896,0.26263224399745283,-9.520862898772611e-05,-0.0005486436998643371,-1.1539922553809747,5873.820579889163,101955.7986780432,0.9896442581910595,6.972514255213313e-06,2.7499375411515607e-06,0.06496825082080576,0.9350317491791944,0.20383113748518336,0.9851486581965404,1.0,1.0,0.995888671875,pass
0.18,0.1,100,-0.287386232985874,-1.441378488366849,0.08679164063164063,0.27335132492091857,-0.00011292189901213124,-0.0005663569698887422,-1.1539922553809747,5873.820579889163,101816.02876372506,0.9868421421586799,4.996926066119843e-06,3.368967138530151e-06,0.0735357556942225,0.9264642443057776,0.2411384389127373,0.981428768979426,1.0,1.0,0.99501953125,pass
0.22,0.01,100,-0.012528770147957558,-0.7754998505240226,0.004966182083721625,0.16096662815926713,-4.922895932399826e-06,-0.00030471506896818175,-0.7629710803760652,3883.5227991141714,102399.90223048259,0.9999970586961197,6.565042525552239e-08,1.9369305440491158e-07,0.0023759347865400272,0.9976240652134598,0.017811925052039334,0.9999893848760647,1.0,1.0,0.999951171875,pass
0.22,0.02,100,-0.016688555076338773,-0.7796596354524038,0.004953690175500001,0.16174953887986832,-6.557389028030952e-06,-0.0003063495620638129,-0.7629710803760652,3883.5227991141714,102398.58103692425,0.9999513325953173,3.9511588810148357e-07,1.8531723457547153e-07,0.004657902366026692,0.9953420976339733,0.023092201989337032,0.9998837295091239,1.0,1.0,0.999814453125,pass
0.22,0.03,100,-0.024427211332101916,-0.7873982917081669,0.00602936014384691,0.16375277098536276,-9.598118401611754e-06,-0.0003093902914373937,-0.7629710803760652,3883.5227991141714,102393.65814563479,0.9998093103735057,7.1594816029087e-07,2.458887691149813e-07,0.007902722990774049,0.9920972770092259,0.032804929081053674,0.9995161929151495,1.0,1.0,0.99947265625,pass
0.22,0.04,100,-0.035753130054111334,-0.7987242104301765,0.009396647797695242,0.16719101408886178,-1.4048381160751016e-05,-0.00031384055419653303,-0.7629710803760652,3883.5227991141714,102382.55939477452,0.9994590549229131,1.5939157494361105e-06,3.485384680077501e-07,0.011880818155030894,0.988119181844969,0.04688593135406863,0.9989120822699252,1.0,1.0,0.999404296875,pass
0.22,0.05,100,-0.05026700213072677,-0.8132380825067917,0.014921289042679512,0.1716658699438963,-1.975127785097319e-05,-0.0003195434508867551,-0.7629710803760652,3883.5227991141714,102364.18670631744,0.9989236469156803,1.29152885003651e-06,5.717763834396637e-07,0.016255480739775657,0.9837445192602243,0.06490579103510337,0.9979098614382794,1.0,1.0,0.998994140625,pass
0.22,0.06,100,-0.06714726065830448,-0.8301183410343695,0.02181151259323926,0.17723252200876924,-2.638399240011964e-05,-0.0003261761654359016,-0.7629710803760652,3883.5227991141714,102339.29468428159,0.9982293422176978,3.0500256968812845e-06,8.114130439990243e-07,0.02073592091152946,0.9792640790884704,0.08569357429329795,0.9966873353317917,1.0,1.0,0.998466796875,pass
