beta,radius,finite_ref_count,mean_logZ_inf,mean_logZ_inf_full,sd_logZ_inf,sd_logZ_inf_full,mean_logZ_inf_per_P,mean_logZ_inf_full_per_P,mean_reference_prior_log_weight,mean_theta_ref_norm_sq,aggregate_ref_level_ess,q05_ess_fraction,max_split_logZ_per_P_diff,bootstrap_sd_phi,mean_weighted_error,mean_weighted_accuracy,mean_weighted_ce_l2_ratio,min_smc_cess_fraction,max_smc_step_count,mean_smc_step_count,mean_smc_mh_acceptance,claim
0.3,0.07,100,-0.03572904654201332,-0.3664792659542023,0.015483029352695564,0.08509641564700816,-1.4038918091164368e-05,-0.00014399971157336044,-0.3307502194121889,1683.518616808042,102376.62464943189,0.9991926890376315,1.8046184733533104e-06,6.316659320610181e-07,0.011833084404994856,0.9881669155950051,0.0968752843348687,0.9982551442308049,1.0,1.0,0.999140625,pass
0.3,0.08,100,-0.04345282104895911,-0.37420304046114805,0.018793521365338198,0.08792227202354001,-1.707380001923737e-05,-0.00014703459350143343,-0.3307502194121889,1683.518616808042,102364.78893690609,0.9987838481234251,1.894443444919284e-06,6.825910684001366e-07,0.013920889045722352,0.9860791109542775,0.1166902962665745,0.9974120778371727,1.0,1.0,0.999072265625,pass
0.3,0.09,100,-0.05223015491848969,-0.38298037433067866,0.022237419132595693,0.09092901760747686,-2.052265419194094e-05,-0.000150483447674137,-0.3307502194121889,1683.518616808042,102348.27936335775,0.9984001465592031,1.976625145578784e-06,8.644557121269727e-07,0.016118263031336212,0.9838817369686638,0.13927084977585785,0.9966204142670084,1.0,1.0,0.998837890625,pass
0.3,0.1,100,-0.06113797773986595,-0.391888197152055,0.025826755687072208,0.09405959044692946,-2.402278103727542e-05,-0.0001539835745194715,-0.3307502194121889,1683.518616808042,102328.34679757482,0.997752797475516,2.5646756283510925e-06,1.042141150171809e-06,0.01825190175551286,0.9817480982444873,0.16174299135424916,0.9951578361851985,1.0,1.0,0.998486328125,pass
0.34,0.01,100,-0.007916840652070467,-0.25977776936099356,0.002715111347784609,0.04359253314618015,-3.11074288882926e-06,-0.00010207377970962419,-0.25186092870892307,1281.9721271284182,102399.9788238982,0.999998910610408,3.806932941895751e-08,1.1121754284731064e-07,0.0018327826148815433,0.9981672173851185,0.0333804661097633,0.9999971926635849,1.0,1.0,1.0,pass
0.34,0.02,100,-0.009478155924947313,-0.26133908463387034,0.0030264435581487557,0.04376397677037886,-3.724226296639416e-06,-0.00010268726311743432,-0.25186092870892307,1281.9721271284182,102399.65951798011,0.9999854924690775,2.332617375567281e-07,1.1736628272691856e-07,0.0027985885912107694,0.9972014114087894,0.03906072683724262,0.999952895799235,1.0,1.0,0.999931640625,pass
0.34,0.03,100,-0.012270411853074467,-0.26413134056199755,0.0038378883746040676,0.044149875916759534,-4.821379902976215e-06,-0.00010378441672377114,-0.25186092870892307,1281.9721271284182,102398.30626196277,0.9999295813251322,4.621233528798027e-07,1.5316621892175817e-07,0.004093133195374576,0.9959068668046256,0.049200083902959255,0.9997895410294025,1.0,1.0,0.999775390625,pass
0.34,0.04,100,-0.01635897327245854,-0.26821990198138157,0.005195499121166164,0.04470996751722639,-6.427887336918876e-06,-0.00010539092415771378,-0.25186092870892307,1281.9721271284182,102394.79665901362,0.9997931082118008,1.2423371463730655e-06,2.1329394907275256e-07,0.005717187041540227,0.9942828129584598,0.06410056715887825,0.9993808360951484,1.0,1.0,0.999755859375,pass
0.34,0.05,100,-0.021794598268490742,-0.2736555269774138,0.007055217669311038,0.04564524605234325,-8.563692836342138e-06,-0.00010752672965713705,-0.25186092870892307,1281.9721271284182,102388.1734449624,0.999577659841426,1.1868616127810102e-06,2.6823061651686673e-07,0.007601899626507801,0.992398100373492,0.08368455145907053,0.998934469497943,1.0,1.0,0.999541015625,pass
0.34,0.06,100,-0.028370183684305394,-0.2802311123932284,0.009153568461727397,0.04676527080825848,-1.1147419915247698e-05,-0.0001101104567360426,-0.25186092870892307,1281.9721271284182,102377.19567967496,0.9992019038050558,1.5021117414807542e-06,3.6335532318316184e-07,0.0096684481834169,0.9903315518165831,0.10731215749586127,0.9984010691668217,1.0,1.0,0.999208984375,pass
0.34,0.07,100,-0.036321703781590886,-0.28818263249051396,0.011741235369858563,0.048306477531402804,-1.4271789305143766e-05,-0.00011323482612593869,-0.25186092870892307,1281.9721271284182,102359.87152083548,0.9986432164555206,1.6369297440892403e-06,4.388671253239158e-07,0.011912112009415715,0.988087887990584,0.13550920733491656,0.9973450989753306,1.0,1.0,0.998896484375,pass
0.34,0.08,100,-0.04498563361028701,-0.29684656231921003,0.014360665887830346,0.05006559780380554,-1.7676083933315134e-05,-0.00011663912075411003,-0.25186092870892307,1281.9721271284182,102336.66973409563,0.9978943524143413,1.6595777910693463e-06,5.645828787881417e-07,0.014175573321600963,0.9858244266783993,0.16583120943563173,0.9961929737461679,1.0,1.0,0.99861328125,pass
0.34,0.09,100,-0.054824519209920985,-0.306685447918844,0.017309467748354394,0.05199097831282166,-2.1542050770106477e-05,-0.00012050508759090138,-0.25186092870892307,1281.9721271284182,102304.34447470489,0.9967251618192801,2.4617528663486894e-06,6.641756287000708e-07,0.01654104879100112,0.9834589512089988,0.20010848505064413,0.9948021347201852,1.0,1.0,0.998427734375,pass
0.34,0.1,100,-0.06526880064546306,-0.31712972935438605,0.019619055077626613,0.05381417798437163,-2.564589416324678e-05,-0.00012460893098404166,-0.25186092870892307,1281.9721271284182,102263.99207881982,0.9960429717762402,2.3594890470243117e-06,8.188863875427831e-07,0.01892601480353801,0.981073985196462,0.2357051359835906,0.9935720718110624,1.0,1.0,0.9980859375,pass
0.38,0.01,100,-0.008608931884844668,-0.2109553149529093,0.0032308091050602156,0.04375578449192288,-3.3826844341236417e-06,-8.289010410723352e-05,-0.20234638306806466,1029.943089816449,102399.98754293435,0.9999995722419577,2.7872604727723096e-08,1.2879297561914974e-07,0.0015066153574622193,0.9984933846425377,0.051436377969038355,0.9999987598394843,1.0,1.0,0.9999609375,pass
0.38,0.02,100,-0.010044760671385164,-0.2123911437394498,0.0034078390895352076,0.043657115334851865,-3.946860774611066e-06,-8.345428044772095e-05,-0.20234638306806466,1029.943089816449,102399.72606182135,0.9999901749861606,2.873028035174428e-07,1.3473750738515603e-07,0.0025210278148582402,0.9974789721851418,0.058516895041301586,0.9999540590745556,1.0,1.0,0.9999609375,pass
0.38,0.03,100,-0.012691347918910266,-0.2150377309869749,0.0039806466912827515,0.043572339828947454,-4.986777178353739e-06,-8.449419685146362e-05,-0.20234638306806466,1029.943089816449,102398.25278110716,0.999942255671065,3.8793907620089943e-07,1.592597692184718e-07,0.003930236780094712,0.9960697632199053,0.0715404347258789,0.9996822196399113,1.0,1.0,0.9998828125,pass
0.38,0.04,100,-0.016641462794692984,-0.21898784586275763,0.005268609683302402,0.04363565555097211,-6.5388851845552e-06,-8.604630485766508e-05,-0.20234638306806466,1029.943089816449,102393.67951542686,0.9998142891716746,9.423818771229161e-07,2.0811350636033784e-07,0.005664160819593283,0.9943358391804066,0.09070412550864554,0.9986601366613949,1.0,1.0,0.99966796875,pass
0.38,0.05,100,-0.02190432675615247,-0.22425070982421713,0.007335884594136016,0.043866602001409634,-8.606808155659123e-06,-8.811422782876901e-05,-0.20234638306806466,1029.943089816449,102384.9435585821,0.9995051272256797,1.7360485356685525e-06,2.8304673643445696e-07,0.007668824067489932,0.9923311759325102,0.1160958741299743,0.99734530628922,1.0,1.0,0.999462890625,pass
0.38,0.06,100,-0.028475612160435582,-0.2308219952285002,0.010265792172522561,0.044335726376224065,-1.1188845642607302e-05,-9.069626531571716e-05,-0.20234638306806466,1029.943089816449,102369.32647031498,0.9990543372848312,1.7905801990690848e-06,3.991806620482954e-07,0.00988044678585182,0.9901195532141481,0.14754028309015982,0.9942928171728379,1.0,1.0,0.99919921875,pass
0.38,0.07,100,-0.036231981300217805,-0.23857836436828245,0.013622724770640224,0.04502491529092661,-1.4236534892030571e-05,-9.374395456514045e-05,-0.20234638306806466,1029.943089816449,102345.01722618734,0.9986596510474647,2.8131897964192528e-06,5.154083465700258e-07,0.012268550399240772,0.9877314496007591,0.1844755887596093,0.9894843938671005,1.0,1.0,0.9990625,pass
0.38,0.08,100,-0.04516024871676293,-0.2475066317848276,0.017373434596021396,0.04614095767955451,-1.7744694977117062e-05,-9.725211465022696e-05,-0.20234638306806466,1029.943089816449,102313.15362593369,0.9981485893570949,2.649214377649724e-06,6.690144594232522e-07,0.014823364887758407,0.9851766351122417,0.22623298616137066,0.9877059393039821,1.0,1.0,0.99853515625,pass
0.38,0.09,100,-0.055343363834028755,-0.25768974690209345,0.022611198276143364,0.04787273772604384,-2.1745918991759826e-05,-0.00010125333866486972,-0.20234638306806466,1029.943089816449,102259.81898390749,0.9968673752990656,4.996785691598145e-06,8.949019711775396e-07,0.017488508288874872,0.9825114917111251,0.2733456848455,0.9769916070360777,1.0,1.0,0.9980078125,pass
0.38,0.1,100,-0.0665646606309315,-0.2689110436989961,0.027235973853602047,0.05017590751671983,-2.615507293946228e-05,-0.00010566249261257215,-0.20234638306806466,1029.943089816449,102199.85932165405,0.9957031651884465,3.0554422340453303e-06,1.0003028282601033e-06,0.020299523277626158,0.979700476722374,0.32392418736436945,0.9721605356776354,1.0,1.0,0.997666015625,pass
