eta,radius,n_refs,phi_energy_raw_mean,phi_energy_raw_sd,phi_energy_raw_sem
0.02,0.26,30,-0.027605962180774157,0.0025202044219119037,0.0004601242704684723
0.02,0.27,30,-0.028829339795992615,0.0027095743869997935,0.0004946983376660065
0.02,0.28,30,-0.030724274586903726,0.002491525025657874,0.00045488815304715175
0.02,0.29,30,-0.03224188058236174,0.0023256544550083907,0.00042460446865682643
0.02,0.3,30,-0.03334171649598772,0.002579534259121365,0.00047095636719271576
0.02,0.31,30,-0.0355933870846865,0.0021582519044168755,0.0003940410842758687
0.02,0.32,30,-0.03577883536122146,0.0024481102342459545,0.00044696173285192173
0.02,0.33,30,-0.03758417336661553,0.002989926789474243,0.0005458834492946809
0.02,0.34,30,-0.03865650649347399,0.0027653610650250396,0.0005048835449869082
0.02,0.35,30,-0.039819549742232105,0.002057343730720217,0.0003756178566190991
0.02,0.36,30,-0.04167609734937053,0.0029335133222327964,0.0005355838064429414
0.02,0.37,30,-0.04222541105470234,0.0023691954489588876,0.00043255393017778724
0.02,0.38,30,-0.04423316073076,0.0023046618075053004,0.00042077175313042734
0.02,0.39,30,-0.0445251552943041,0.0025259132598144255,0.0004611665569005894
0.02,0.4,30,-0.04598932311990281,0.002269028541910932,0.00041426603867589126
0.02,0.41,30,-0.046763247640021884,0.002882371779224792,0.000526246680865906
0.02,0.42,30,-0.04771591974672151,0.002650687450937618,0.0004839471032581341
0.02,0.43,30,-0.04944374636881659,0.002894464860998418,0.000528454565424963
0.02,0.44,30,-0.04970315214641022,0.002286233761345406,0.00041740726760625384
0.02,0.45,30,-0.05069137556355053,0.0023038392418001214,0.0004206215738665085
0.02,0.46,30,-0.05150918715410342,0.002882775061950409,0.0005263203098811971
0.02,0.47,30,-0.05266621966082334,0.0026786584731577695,0.0004890538898669523
0.02,0.48,30,-0.05341678369160623,0.002118840587416932,0.00038684559516191685
0.02,0.49,30,-0.05372065029601281,0.002374509222278456,0.0004335240880153197
0.02,0.5,30,-0.05504990769819757,0.002994485766164836,0.0005467158007522068
0.02,0.51,30,-0.05659900656861628,0.003142995441169473,0.0005738298337548074
0.02,0.52,30,-0.056695847514551,0.002580803365454466,0.00047118807324821976
0.02,0.53,30,-0.0568556947966721,0.0031771185520490567,0.0005800598329418066
0.02,0.54,30,-0.05755136938222453,0.003564320872584137,0.000650752981366943
0.02,0.55,30,-0.05879392074254595,0.0027410244200561725,0.000500440301845761
0.02,0.56,30,-0.06004771661025836,0.0026709912723477847,0.0004876540569214355
0.02,0.57,30,-0.06039453061178262,0.002960253121717971,0.0005404658035633395
0.02,0.58,30,-0.06182021720666596,0.002884123890794572,0.000526566571209251
0.02,0.59,30,-0.06146213944724531,0.002801427371123666,0.000511468321458943
0.02,0.6,30,-0.0633989194403313,0.0026541706129432877,0.0004845830387254506
0.02,0.61,30,-0.06289889063967531,0.002808594433622717,0.0005127768420595361
0.02,0.62,30,-0.06400523558302348,0.0027818719489181454,0.000507898006171109
0.02,0.63,30,-0.06473783005229382,0.003066285424109761,0.0005598245648447373
0.02,0.64,30,-0.06540907850562853,0.003279076218514817,0.0005986746708864349
0.02,0.65,30,-0.06607099794813806,0.0026113370967574437,0.00047676274438136757
0.02,0.66,30,-0.06616522688339126,0.0032140240254232926,0.0005867978196959647
0.02,0.67,30,-0.06731672931491771,0.00390323715261226,0.0007126303452593228
0.02,0.68,30,-0.06734113972148467,0.002910259128587212,0.0005313381909708481
0.02,0.69,30,-0.06859751845715913,0.0028030190734844303,0.0005117589252215516
0.02,0.7,30,-0.06900772113072026,0.0026089901053406293,0.00047633424433428075
0.02,0.71,30,-0.06946041720289808,0.002510319261993037,0.0004583194954444356
0.02,0.72,30,-0.07027199190396054,0.003301851695963751,0.0006028328851386787
0.02,0.73,30,-0.0709887376023078,0.0029444266927817282,0.0005375763061856287
0.02,0.74,30,-0.07131964253358754,0.003245142822364142,0.0005924793087116072
0.02,0.75,30,-0.07207149237340689,0.002816792825087517,0.0005142736567063792
0.02,0.76,30,-0.07261753170338739,0.0035302812968188964,0.0006445382335354337
0.02,0.77,30,-0.0728110137783231,0.0026291448561362226,0.0004800139815514945
0.02,0.78,30,-0.07388487742240295,0.0028950008111973285,0.0005285524160961775
0.02,0.79,30,-0.07421544945599373,0.0034609019687000843,0.000631871359190358
0.02,0.8,30,-0.07511258737995107,0.002591275834773261,0.00047310007580778145
0.02,0.81,30,-0.07488000825961928,0.00362099965749453,0.0006611010643760785
0.02,0.82,30,-0.07591585148782275,0.003380223148110374,0.0006171414892070591
0.02,0.83,30,-0.07641544189986119,0.0025581707422334026,0.00046705594049032306
0.02,0.84,30,-0.07701416121663389,0.003610253816487817,0.0006591391512031646
0.02,0.85,30,-0.0772915591881884,0.0030994762105254906,0.000565884345651814
0.02,0.86,30,-0.07711244757178783,0.0032406786392854387,0.0005916642641205941
0.02,0.87,30,-0.07875828367492256,0.0033418342817672156,0.0006101326731893268
0.02,0.88,30,-0.07922846468636952,0.0027026080943519585,0.0004934264724575394
0.02,0.89,30,-0.0792511509233039,0.003044449315980724,0.000555837855181272
0.02,0.9,30,-0.07955919419443366,0.0030802523492409026,0.0005623745648291748
0.02,0.91,30,-0.07972041389088155,0.0032650386932002846,0.0005961117811309959
0.02,0.92,30,-0.0812353913136778,0.0034900554958178856,0.0006371940406681109
0.02,0.93,30,-0.08117501748241536,0.00329193076870231,0.0006010215799211923
0.02,0.94,30,-0.08129924828931032,0.0037501073615878455,0.0006846727983359488
0.02,0.95,30,-0.0824391326370284,0.003013264674969741,0.0005501443447381327
0.02,0.96,30,-0.08328226666125728,0.0024796757156955295,0.0004527247749280688
0.02,0.97,30,-0.08367961274434405,0.0037539309432113688,0.0006853708856378365
0.02,0.98,30,-0.08346061226197146,0.00338535678704013,0.0006180787591550308
0.02,0.99,30,-0.08345023398439788,0.0030348222755891634,0.0005540802061197816
0.02,1.0,30,-0.08439921230955205,0.003915848744417284,0.0007149328963652096
0.05,0.01,30,-0.0005903433385683833,0.0004902516898646143,8.950730313129201e-05
0.05,0.02,30,-0.0006450298377168,0.0005251105683652555,9.587163449266971e-05
0.05,0.03,30,-0.0007636605866739533,0.0005877271926976864,0.00010730381369990281
0.05,0.04,30,-0.00099041731887713,0.0006747348386521125,0.0001231891638214569
0.05,0.05,30,-0.0013799763128709967,0.0007846796012747869,0.0001432622393441201
0.05,0.06,30,-0.0019516136144985233,0.0009046176602929955,0.0001651598328200064
0.05,0.07,30,-0.0027318725974335998,0.0010202089269623904,0.0001862638142218139
0.05,0.08,30,-0.00369751139274696,0.0011374844855055026,0.00020767530384117397
0.05,0.09,30,-0.004875289041350394,0.0012525532067965224,0.00022868388194596283
