eta,ref_id,radius,phi_energy_raw
0.02,0,0.51,-0.0581016328010172
0.02,0,0.52,-0.0601218086226199
0.02,0,0.53,-0.0571066876460186
0.02,0,0.54,-0.0553009756705176
0.02,0,0.55,-0.0571698575718653
0.02,0,0.56,-0.0599314425977111
0.02,0,0.57,-0.0597001951795587
0.02,0,0.58,-0.0602344584079479
0.02,0,0.59,-0.0602416707177041
0.02,0,0.6,-0.0615590497430398
0.02,0,0.61,-0.0619595779309353
0.02,0,0.62,-0.0659826763309685
0.02,0,0.63,-0.0637073737196116
0.02,0,0.64,-0.0614503472169463
0.02,0,0.65,-0.0638811284978414
0.02,0,0.66,-0.0630288819179044
0.02,0,0.67,-0.066830827544588
0.02,0,0.68,-0.0667939274286608
0.02,0,0.69,-0.067172755306723
0.02,0,0.7,-0.0673659804679746
0.02,0,0.71,-0.067715519142384
0.02,0,0.72,-0.0688363346633174
0.02,0,0.73,-0.0687575836277771
0.02,0,0.74,-0.0693703789112907
0.02,0,0.75,-0.0718051956040591
0.02,0,0.76,-0.0739517336205695
0.02,0,0.77,-0.0723463046080015
0.02,0,0.78,-0.0754153866525131
0.02,0,0.79,-0.0778609527901011
0.02,0,0.8,-0.0730110273993339
0.02,0,0.81,-0.0662461374978447
0.02,0,0.82,-0.0768346055810833
0.02,0,0.83,-0.0727866744605476
0.02,0,0.84,-0.0789536670260029
0.02,0,0.85,-0.0764671224859458
0.02,0,0.86,-0.0750455974063177
0.02,0,0.87,-0.0770737572580306
0.02,0,0.88,-0.0798027616742242
0.02,0,0.89,-0.0787937291440087
0.02,0,0.9,-0.081694250613766
0.02,0,0.91,-0.080749989573977
0.02,0,0.92,-0.0817734675254457
0.02,0,0.93,-0.0741381235339197
0.02,0,0.94,-0.0778355533353925
0.02,0,0.95,-0.0835995513769567
0.02,0,0.96,-0.083294760373463
0.02,0,0.97,-0.0841768451416284
0.02,0,0.98,-0.0804054227000274
0.02,0,0.99,-0.0789132912475714
0.02,0,1.0,-0.0767374211852366
0.02,1,0.01,-0.0009515748033826
0.02,1,0.02,-0.0010185221226443
0.02,1,0.03,-0.001144962181413
0.02,1,0.04,-0.0013620601880956
0.02,1,0.05,-0.0016874447418975
0.02,1,0.06,-0.0021251254532355
0.02,1,0.07,-0.0027573716797217
0.02,1,0.08,-0.003536624040348
0.02,1,0.09,-0.0043805978861145
0.02,1,0.1,-0.0053870492854326
0.02,1,0.11,-0.0065492330322238
0.02,1,0.12,-0.0076993307256403
0.02,1,0.13,-0.0087693652473399
0.02,1,0.14,-0.0104902683139056
0.02,1,0.15,-0.0119031288596198
0.02,1,0.16,-0.0134690506757735
0.02,1,0.17,-0.0137686552445191
0.02,1,0.18,-0.0164039221069046
0.02,1,0.19,-0.0178680130023561
0.02,1,0.2,-0.0182303278712187
0.02,1,0.21,-0.0211953537003447
0.02,1,0.22,-0.0232499446811744
0.02,1,0.23,-0.0247713416752121
0.02,1,0.24,-0.0255025059516959
0.02,1,0.25,-0.0280593753838704
0.02,1,0.26,-0.030009757185922
0.02,1,0.27,-0.0279568661879515
0.02,1,0.28,-0.0301304601380599
0.02,1,0.29,-0.0329051837516945
0.02,1,0.3,-0.0358776082482203
0.02,1,0.31,-0.0362625182839566
0.02,1,0.32,-0.0339326819236066
0.02,1,0.33,-0.036281413910465
0.02,1,0.34,-0.037933378518402
0.02,1,0.35,-0.0376900142701991
0.02,1,0.36,-0.043282139908267
0.02,1,0.37,-0.0448617918552381
0.02,1,0.38,-0.0458198496905761
0.02,1,0.39,-0.0470756368407887
0.02,1,0.4,-0.0471593196363934
0.02,1,0.41,-0.0469568751427345
0.02,1,0.42,-0.0483563584049079
0.02,1,0.43,-0.0478193637535244
0.02,1,0.44,-0.0510089662972748
0.02,1,0.45,-0.0470462791633934
0.02,1,0.46,-0.0541207719886925
0.02,1,0.47,-0.0527020700519251
0.02,1,0.48,-0.0510883935881016
0.02,1,0.49,-0.0525791921441473
0.02,1,0.5,-0.0491083574279526
0.02,1,0.51,-0.0492242135242537
0.02,1,0.52,-0.059849521757747
0.02,1,0.53,-0.0581419662352856
0.02,1,0.54,-0.0571677062514048
0.02,1,0.55,-0.0598651688140395
0.02,1,0.56,-0.0598690108872408
0.02,1,0.57,-0.0570931983990984
0.02,1,0.58,-0.061653758115119
0.02,1,0.59,-0.061516494144737
0.02,1,0.6,-0.0609119857473069
0.02,1,0.61,-0.0611798782676042
0.02,1,0.62,-0.06315207979037
0.02,1,0.63,-0.0621710221227113
0.02,1,0.64,-0.0673051339027024
0.02,1,0.65,-0.0675043741444989
0.02,1,0.66,-0.0618548591999984
0.02,1,0.67,-0.0634593981045399
0.02,1,0.68,-0.0661722332009985
0.02,1,0.69,-0.0694727009698867
0.02,1,0.7,-0.0638702434372608
0.02,1,0.71,-0.0724495198528889
0.02,1,0.72,-0.0679323928901777
0.02,1,0.73,-0.0695021556852457
0.02,1,0.74,-0.0705419662366546
0.02,1,0.75,-0.073256557571932
0.02,1,0.76,-0.0732625414426633
0.02,1,0.77,-0.0719748681100353
0.02,1,0.78,-0.0735085141374167
0.02,1,0.79,-0.0767955207294681
0.02,1,0.8,-0.070596842352273
0.02,1,0.81,-0.0758048106185112
0.02,1,0.82,-0.0749020342736837
0.02,1,0.83,-0.0768389400499345
0.02,1,0.84,-0.0789661542368718
0.02,1,0.85,-0.0767579319508298
0.02,1,0.86,-0.0710393501442807
0.02,1,0.87,-0.0766067284340816
0.02,1,0.88,-0.0783391761415332
0.02,1,0.89,-0.0795954893592947
0.02,1,0.9,-0.0800609777751052
0.02,1,0.91,-0.0842693677130599
0.02,1,0.92,-0.0780857149649153
0.02,1,0.93,-0.0851562566737167
0.02,1,0.94,-0.081777643464597
0.02,1,0.95,-0.0835450154867264
0.02,1,0.96,-0.083034899845512
0.02,1,0.97,-0.0874376236751126
0.02,1,0.98,-0.0827097754919957
0.02,1,0.99,-0.0830631306485647
0.02,1,1.0,-0.0849267343355719
0.02,2,0.01,-0.0003359770054209
0.02,2,0.02,-0.0003810673177667
0.02,2,0.03,-0.000487051280803
0.02,2,0.04,-0.0006848308107553
0.02,2,0.05,-0.0010374828154353
0.02,2,0.06,-0.0015449436360284
0.02,2,0.07,-0.0022019061456688
0.02,2,0.08,-0.0029446532498655
0.02,2,0.09,-0.0038123524584028
0.02,2,0.1,-0.0050394733100396
0.02,2,0.11,-0.0057779157409793
0.02,2,0.12,-0.0075551232211443
0.02,2,0.13,-0.0085677842977801
0.02,2,0.14,-0.0107872915023155
0.02,2,0.15,-0.0122096539768534
0.02,2,0.16,-0.0138046924055006
0.02,2,0.17,-0.0145353042812951
0.02,2,0.18,-0.0170923432464619
0.02,2,0.19,-0.0202174738030075
0.02,2,0.2,-0.0208377687349771
0.02,2,0.21,-0.0190787113005148
0.02,2,0.22,-0.0238214693020526
0.02,2,0.23,-0.026494941118635
0.02,2,0.24,-0.0284092770815292
0.02,2,0.25,-0.0263193122705785
0.02,2,0.26,-0.0317075237284926
0.02,2,0.27,-0.0326569906590629
0.02,2,0.28,-0.0340305296706681
0.02,2,0.29,-0.0350300108606648
0.02,2,0.3,-0.0355778305699819
0.02,2,0.31,-0.0351624233181641
0.02,2,0.32,-0.037268229775546
0.02,2,0.33,-0.0429680459802932
0.02,2,0.34,-0.0405983565232531
0.02,2,0.35,-0.0405484647703059
0.02,2,0.36,-0.0454253003659043
0.02,2,0.37,-0.0455365570329884
0.02,2,0.38,-0.0444510358438252
0.02,2,0.39,-0.0442136724689734
0.02,2,0.4,-0.0479054715830499
0.02,2,0.41,-0.0483796573166386
0.02,2,0.42,-0.0542028367573465
0.02,2,0.43,-0.0500085185069375
0.02,2,0.44,-0.0525525696061502
0.02,2,0.45,-0.0523496869531928
0.02,2,0.46,-0.0508706953287961
0.02,2,0.47,-0.0496810500637491
0.02,2,0.48,-0.0586438062907633
0.02,2,0.49,-0.0554071585858839
0.02,2,0.5,-0.0570650184957517
0.02,2,0.51,-0.0594364467499426
0.02,2,0.52,-0.061325283618787
0.02,2,0.53,-0.0586713804331797
0.02,2,0.54,-0.062415933163607
0.02,2,0.55,-0.0633213416309561
0.02,2,0.56,-0.0641191943064561
0.02,2,0.57,-0.0638540034202794
0.02,2,0.58,-0.0633935433446095
0.02,2,0.59,-0.0623000490480728
0.02,2,0.6,-0.0670678005282795
0.02,2,0.61,-0.0648470149303423
0.02,2,0.62,-0.0664870350902554
0.02,2,0.63,-0.0659348106286132
0.02,2,0.64,-0.0707116721191894
0.02,2,0.65,-0.063782483829631
0.02,2,0.66,-0.0651375652037431
0.02,2,0.67,-0.0731601233465556
0.02,2,0.68,-0.072798987835857
0.02,2,0.69,-0.0735581873910717
0.02,2,0.7,-0.0660996950573222
0.02,2,0.71,-0.0674524691356153
0.02,2,0.72,-0.0726073474946394
0.02,2,0.73,-0.0739276836559296
0.02,2,0.74,-0.0776692758177038
0.02,2,0.75,-0.0760256109802526
0.02,2,0.76,-0.0760046185404317
0.02,2,0.77,-0.0755105304924614
0.02,2,0.78,-0.0767666420760729
0.02,2,0.79,-0.0812748567136337
0.02,2,0.8,-0.0780060594056869
0.02,2,0.81,-0.0783090281102335
0.02,2,0.82,-0.0796703636111419
0.02,2,0.83,-0.0765215772380627
0.02,2,0.84,-0.0843362663741706
0.02,2,0.85,-0.0803261015091118
0.02,2,0.86,-0.0802208034917713
0.02,2,0.87,-0.0818877109695835
0.02,2,0.88,-0.0812518442830288
0.02,2,0.89,-0.0805310153473188
0.02,2,0.9,-0.0805859110456984
0.02,2,0.91,-0.0837190357314227
0.02,2,0.92,-0.0860650056204905
0.02,2,0.93,-0.0782852344631975
0.02,2,0.94,-0.0778990305806132
0.02,2,0.95,-0.0812697456411134
0.02,2,0.96,-0.0848259461052007
0.02,2,0.97,-0.0877940856009219
0.02,2,0.98,-0.0821793343840937
0.02,2,0.99,-0.0844664620998362
0.02,2,1.0,-0.0911279395220266
0.02,3,0.01,-0.0002484721233834
0.02,3,0.02,-0.0002731078533418
0.02,3,0.03,-0.0003297028577188
0.02,3,0.04,-0.0004430186468561
0.02,3,0.05,-0.0006687626234789
0.02,3,0.06,-0.0010298198328462
0.02,3,0.07,-0.0015003140906616
0.02,3,0.08,-0.0021778235063739
0.02,3,0.09,-0.0029135724288006
0.02,3,0.1,-0.0038606602567132
0.02,3,0.11,-0.0048793808049316
0.02,3,0.12,-0.0063933714128541
0.02,3,0.13,-0.0076403364693968
0.02,3,0.14,-0.0083827007134866
0.02,3,0.15,-0.0099919028984888
0.02,3,0.16,-0.0117442102486323
0.02,3,0.17,-0.0128641334642232
0.02,3,0.18,-0.0151172113298912
0.02,3,0.19,-0.018050284976936
0.02,3,0.2,-0.0181538845845574
0.02,3,0.21,-0.0202937616385487
0.02,3,0.22,-0.0212042111252158
0.02,3,0.23,-0.0211355927069661
0.02,3,0.24,-0.0238331291134291
0.02,3,0.25,-0.0256558751251539
0.02,3,0.26,-0.0276363173673545
0.02,3,0.27,-0.0249863517462609
0.02,3,0.28,-0.0309925100022764
0.02,3,0.29,-0.0296397122037539
0.02,3,0.3,-0.0300549905984652
0.02,3,0.31,-0.0361695752786481
0.02,3,0.32,-0.0353675877536685
0.02,3,0.33,-0.0355857133758252
0.02,3,0.34,-0.0363710958155919
0.02,3,0.35,-0.0383699794245036
0.02,3,0.36,-0.0374258020732523
0.02,3,0.37,-0.043546564622601
0.02,3,0.38,-0.0418356407408336
0.02,3,0.39,-0.0457875867207669
0.02,3,0.4,-0.0458933319150669
0.02,3,0.41,-0.0448177079205082
0.02,3,0.42,-0.0479575677361652
0.02,3,0.43,-0.0459882169173661
0.02,3,0.44,-0.0471095795355802
0.02,3,0.45,-0.0506684327756317
0.02,3,0.46,-0.0495024431420642
0.02,3,0.47,-0.0498867001671676
0.02,3,0.48,-0.053578836187671
0.02,3,0.49,-0.0520975534337902
0.02,3,0.5,-0.0545554620036466
0.02,3,0.51,-0.057356946798702
0.02,3,0.52,-0.0544170306037117
0.02,3,0.53,-0.0546617253105452
0.02,3,0.54,-0.0581522712771764
0.02,3,0.55,-0.0571020704627398
0.02,3,0.56,-0.0577351192317653
0.02,3,0.57,-0.0596469204053892
0.02,3,0.58,-0.0625930408896546
0.02,3,0.59,-0.0596556431971787
0.02,3,0.6,-0.062042036246758
0.02,3,0.61,-0.05892803020869
0.02,3,0.62,-0.0638499743150819
0.02,3,0.63,-0.0640147156445447
0.02,3,0.64,-0.0605486069889533
0.02,3,0.65,-0.0654234525882863
0.02,3,0.66,-0.0659070288053691
0.02,3,0.67,-0.0700832579399428
0.02,3,0.68,-0.0648483902752074
0.02,3,0.69,-0.0685699639474755
0.02,3,0.7,-0.0702858489300834
0.02,3,0.71,-0.070429883594772
0.02,3,0.72,-0.0718309002776755
0.02,3,0.73,-0.0690958532714551
0.02,3,0.74,-0.0691284904230735
0.02,3,0.75,-0.071324029468917
0.02,3,0.76,-0.0699271155563273
0.02,3,0.77,-0.0735722483950719
0.02,3,0.78,-0.0724390948458341
0.02,3,0.79,-0.0731909606214085
0.02,3,0.8,-0.0758227615916432
0.02,3,0.81,-0.074560573977824
0.02,3,0.82,-0.0789308141374788
0.02,3,0.83,-0.0771084207978567
0.02,3,0.84,-0.0818557786208749
0.02,3,0.85,-0.0792302932163317
0.02,3,0.86,-0.0727999299837175
0.02,3,0.87,-0.0813072284260359
0.02,3,0.88,-0.0804187089778331
0.02,3,0.89,-0.0772256754235007
0.02,3,0.9,-0.0810606218172564
0.02,3,0.91,-0.0826163689727684
0.02,3,0.92,-0.0797320366768573
0.02,3,0.93,-0.0834176769932769
0.02,3,0.94,-0.084949384801038
0.02,3,0.95,-0.0819096200246877
0.02,3,0.96,-0.0808691104530301
0.02,3,0.97,-0.0828194136961389
0.02,3,0.98,-0.0844129687951603
0.02,3,0.99,-0.0870758794356791
0.02,3,1.0,-0.0859004538609598
0.02,4,0.01,-0.0002460098222063
0.02,4,0.02,-0.0002779855158036
0.02,4,0.03,-0.0003559808452316
0.02,4,0.04,-0.0005210397706512
0.02,4,0.05,-0.0008464042937067
0.02,4,0.06,-0.0012801884346256
0.02,4,0.07,-0.0019127673198839
0.02,4,0.08,-0.0027448042580895
0.02,4,0.09,-0.0037637542408431
0.02,4,0.1,-0.0047865589079161
0.02,4,0.11,-0.0058045152401449
0.02,4,0.12,-0.0070929140862451
0.02,4,0.13,-0.0082819550382087
0.02,4,0.14,-0.0098526725434716
0.02,4,0.15,-0.0117891285243151
0.02,4,0.16,-0.0126433137903661
0.02,4,0.17,-0.0139501302949394
0.02,4,0.18,-0.0144613028385533
0.02,4,0.19,-0.0179396105327691
0.02,4,0.2,-0.0202323391137607
0.02,4,0.21,-0.0207539514759138
0.02,4,0.22,-0.0224020510529643
0.02,4,0.23,-0.0232551484661154
0.02,4,0.24,-0.0277850305331772
0.02,4,0.25,-0.0290698242723556
0.02,4,0.26,-0.0287177271250261
0.02,4,0.27,-0.0295034883633865
0.02,4,0.28,-0.0332733970736305
0.02,4,0.29,-0.0330292810739278
0.02,4,0.3,-0.0346693357721544
0.02,4,0.31,-0.0388362342553557
0.02,4,0.32,-0.038862672108918
0.02,4,0.33,-0.0399455285345865
0.02,4,0.34,-0.0393840238959954
0.02,4,0.35,-0.0371855430401901
0.02,4,0.36,-0.0436369563112437
0.02,4,0.37,-0.044899242905576
0.02,4,0.38,-0.0427230221041277
0.02,4,0.39,-0.0478034149205403
0.02,4,0.4,-0.0481868667019293
0.02,4,0.41,-0.0485749451153847
0.02,4,0.42,-0.0521775380910205
0.02,4,0.43,-0.050389474258662
0.02,4,0.44,-0.0519894433865285
0.02,4,0.45,-0.0518828400724944
0.02,4,0.46,-0.0529245588117998
0.02,4,0.47,-0.056510437118945
0.02,4,0.48,-0.0558558319877295
0.02,4,0.49,-0.0548120537677997
0.02,4,0.5,-0.0571328220962952
0.02,4,0.51,-0.0607997505665518
0.02,4,0.52,-0.0568272561731705
0.02,4,0.53,-0.0572416608252623
0.02,4,0.54,-0.0597416125879082
0.02,4,0.55,-0.0579966960014365
0.02,4,0.56,-0.061258352103545
0.02,4,0.57,-0.0595847472563312
0.02,4,0.58,-0.0633259814920594
0.02,4,0.59,-0.0651966010976866
0.02,4,0.6,-0.0616779171508737
0.02,4,0.61,-0.0629096398065864
0.02,4,0.62,-0.0644841990809604
0.02,4,0.63,-0.0694209578826925
0.02,4,0.64,-0.069872519721436
0.02,4,0.65,-0.0685392495782986
0.02,4,0.66,-0.0724610047100486
0.02,4,0.67,-0.0676179802283615
0.02,4,0.68,-0.0665613988444833
0.02,4,0.69,-0.0663761794301997
0.02,4,0.7,-0.0661472732769872
0.02,4,0.71,-0.0670345160754676
0.02,4,0.72,-0.0730326558366984
0.02,4,0.73,-0.0740654117676042
0.02,4,0.74,-0.0695007339995066
0.02,4,0.75,-0.0727292378239728
0.02,4,0.76,-0.0767067435467974
0.02,4,0.77,-0.0714002743110276
0.02,4,0.78,-0.0708257167065487
0.02,4,0.79,-0.0757776204022921
0.02,4,0.8,-0.0763506653658229
0.02,4,0.81,-0.0798579289401521
0.02,4,0.82,-0.0754681815326964
0.02,4,0.83,-0.0804693278104443
0.02,4,0.84,-0.080787621210707
0.02,4,0.85,-0.0787381237007465
0.02,4,0.86,-0.0813544519368039
0.02,4,0.87,-0.0809218156055936
0.02,4,0.88,-0.0806800734674343
0.02,4,0.89,-0.0815903687622718
0.02,4,0.9,-0.0849827823421053
0.02,4,0.91,-0.0789104724295625
0.02,4,0.92,-0.0852760219762219
0.02,4,0.93,-0.0839808112710993
0.02,4,0.94,-0.0846704775221732
0.02,4,0.95,-0.0795137440564566
0.02,4,0.96,-0.0819371204835782
0.02,4,0.97,-0.087385696509156
0.02,4,0.98,-0.0895856049198203
0.02,4,0.99,-0.0877405494540042
0.02,4,1.0,-0.0845943770282678
0.02,5,0.01,-0.0001649138369231
0.02,5,0.02,-0.0001798763353515
0.02,5,0.03,-0.0002139248559592
0.02,5,0.04,-0.0002909695263087
0.02,5,0.05,-0.0004410779651481
0.02,5,0.06,-0.0006946304038336
0.02,5,0.07,-0.0010437666739744
0.02,5,0.08,-0.0015445669342098
0.02,5,0.09,-0.0022223930936351
0.02,5,0.1,-0.0028588943891402
0.02,5,0.11,-0.0037053232569695
0.02,5,0.12,-0.0047814850314329
0.02,5,0.13,-0.0057369577477354
0.02,5,0.14,-0.0069721296633403
0.02,5,0.15,-0.0073545220573373
0.02,5,0.16,-0.0098049867553504
0.02,5,0.17,-0.0105845098129259
0.02,5,0.18,-0.0116737840228071
0.02,5,0.19,-0.0116065752048403
0.02,5,0.2,-0.0147100857157978
0.02,5,0.21,-0.014918149219448
0.02,5,0.22,-0.0169846967090524
0.02,5,0.23,-0.0197797344763881
0.02,5,0.24,-0.0207290250608931
0.02,5,0.25,-0.0220558126142098
0.02,5,0.26,-0.0236401486696261
0.02,5,0.27,-0.0235657978676094
0.02,5,0.28,-0.0252631931527608
0.02,5,0.29,-0.0266071334721994
0.02,5,0.3,-0.0296074654144275
0.02,5,0.31,-0.0310087327927895
0.02,5,0.32,-0.0328261824289428
0.02,5,0.33,-0.0344899037741187
0.02,5,0.34,-0.0369035142574159
0.02,5,0.35,-0.0375359783432159
0.02,5,0.36,-0.0368868067736539
0.02,5,0.37,-0.0383469617169597
0.02,5,0.38,-0.0383626953663959
0.02,5,0.39,-0.0389675398236059
0.02,5,0.4,-0.0410485267292242
0.02,5,0.41,-0.0443153869928932
0.02,5,0.42,-0.044249351828012
0.02,5,0.43,-0.0443848334273738
0.02,5,0.44,-0.0474331116164898
0.02,5,0.45,-0.0482688812386711
0.02,5,0.46,-0.0494025935798344
0.02,5,0.47,-0.0472634255279591
0.02,5,0.48,-0.0505974694016657
0.02,5,0.49,-0.0519813930036603
0.02,5,0.5,-0.0498627974238467
0.02,5,0.51,-0.0533078997954933
0.02,5,0.52,-0.0555885167971554
0.02,5,0.53,-0.0541017357454947
0.02,5,0.54,-0.0489800672309737
0.02,5,0.55,-0.0601437893973211
0.02,5,0.56,-0.0563908400578527
0.02,5,0.57,-0.0589055984547005
0.02,5,0.58,-0.0572742248663976
0.02,5,0.59,-0.0596466084044001
0.02,5,0.6,-0.0567715314562843
0.02,5,0.61,-0.0622308054318537
0.02,5,0.62,-0.0572265297632867
0.02,5,0.63,-0.0600166788712609
0.02,5,0.64,-0.0627709955313877
0.02,5,0.65,-0.0660150745685925
0.02,5,0.66,-0.0614616088762067
0.02,5,0.67,-0.0642490351098429
0.02,5,0.68,-0.0645669938478814
0.02,5,0.69,-0.0664089565282775
0.02,5,0.7,-0.0630076654292096
0.02,5,0.71,-0.0691622104289024
0.02,5,0.72,-0.0665164522605977
0.02,5,0.73,-0.065406906648643
0.02,5,0.74,-0.0696816601977268
0.02,5,0.75,-0.0696206620468625
0.02,5,0.76,-0.0650125442557554
0.02,5,0.77,-0.0737445993470909
0.02,5,0.78,-0.0719366573755264
0.02,5,0.79,-0.0725951039479487
0.02,5,0.8,-0.0721162978098668
0.02,5,0.81,-0.0715845598506081
0.02,5,0.82,-0.074755304729913
0.02,5,0.83,-0.0731987568900852
0.02,5,0.84,-0.0729579716328492
0.02,5,0.85,-0.0787479785463811
0.02,5,0.86,-0.0780692001346579
0.02,5,0.87,-0.0778735316828908
0.02,5,0.88,-0.0765594071070154
0.02,5,0.89,-0.0717188461203959
0.02,5,0.9,-0.0734739127916726
0.02,5,0.91,-0.0798473239218529
0.02,5,0.92,-0.0733892300683054
0.02,5,0.93,-0.0764676743229646
0.02,5,0.94,-0.0793720596909355
0.02,5,0.95,-0.0812597018720815
0.02,5,0.96,-0.082759385007767
0.02,5,0.97,-0.0812725556332706
0.02,5,0.98,-0.0833667618895646
0.02,5,0.99,-0.0819919979487341
0.02,5,1.0,-0.080629289277705
0.02,6,0.01,-0.0003631904682261
0.02,6,0.02,-0.0004029521422563
0.02,6,0.03,-0.0004898371799118
0.02,6,0.04,-0.0006515270963349
0.02,6,0.05,-0.0009431920258149
0.02,6,0.06,-0.001402055968273
0.02,6,0.07,-0.0020355472834969
0.02,6,0.08,-0.0027326560115472
0.02,6,0.09,-0.0037227130655752
0.02,6,0.1,-0.00476141462019
0.02,6,0.11,-0.005325750497283
0.02,6,0.12,-0.0075576348629368
0.02,6,0.13,-0.0081969864355537
0.02,6,0.14,-0.0098445257746342
0.02,6,0.15,-0.0111602425071117
0.02,6,0.16,-0.0133443594817846
0.02,6,0.17,-0.0139761913708699
0.02,6,0.18,-0.015074086405517
0.02,6,0.19,-0.0184232179938394
0.02,6,0.2,-0.020536471875537
0.02,6,0.21,-0.0212420106453632
0.02,6,0.22,-0.0224500508349174
0.02,6,0.23,-0.0240294822399881
0.02,6,0.24,-0.0253372086558997
0.02,6,0.25,-0.0267363677470594
0.02,6,0.26,-0.0307146835757468
0.02,6,0.27,-0.0333868260571121
0.02,6,0.28,-0.0344377193052613
0.02,6,0.29,-0.0337589349805916
0.02,6,0.3,-0.0354627600151029
0.02,6,0.31,-0.0372086914949052
0.02,6,0.32,-0.0403638144380909
0.02,6,0.33,-0.0421566830636784
0.02,6,0.34,-0.0432353967950222
0.02,6,0.35,-0.0413478843117579
0.02,6,0.36,-0.043895853350078
0.02,6,0.37,-0.0457957583634165
0.02,6,0.38,-0.0471315759789341
0.02,6,0.39,-0.0482916912422374
0.02,6,0.4,-0.048520598595883
0.02,6,0.41,-0.052249658718983
0.02,6,0.42,-0.0494388746450714
0.02,6,0.43,-0.0556154485617862
0.02,6,0.44,-0.0504896416270513
0.02,6,0.45,-0.0535266033211338
0.02,6,0.46,-0.0567845404067247
0.02,6,0.47,-0.0579950524227626
0.02,6,0.48,-0.0547978001191998
0.02,6,0.49,-0.0530459971782648
0.02,6,0.5,-0.0590126085804459
0.02,6,0.51,-0.0603268008252275
0.02,6,0.52,-0.0540958070345753
0.02,6,0.53,-0.061220980019218
0.02,6,0.54,-0.0622276026445862
0.02,6,0.55,-0.0612289813917568
0.02,6,0.56,-0.063716385293461
0.02,6,0.57,-0.0569251545940061
0.02,6,0.58,-0.0631699358474674
0.02,6,0.59,-0.0604731496313047
0.02,6,0.6,-0.0671486643444933
0.02,6,0.61,-0.0657296016937585
0.02,6,0.62,-0.0683307678225446
0.02,6,0.63,-0.0686190450377668
0.02,6,0.64,-0.0700825577013606
0.02,6,0.65,-0.0693928400870317
0.02,6,0.66,-0.0669942266354661
0.02,6,0.67,-0.0702152722980665
0.02,6,0.68,-0.0710650292025037
0.02,6,0.69,-0.07174703691712
0.02,6,0.7,-0.0712476693468416
0.02,6,0.71,-0.0659059292638731
0.02,6,0.72,-0.0753761270334282
0.02,6,0.73,-0.0766126398186377
0.02,6,0.74,-0.0768726492511644
0.02,6,0.75,-0.0747218587799756
0.02,6,0.76,-0.0737527014817449
0.02,6,0.77,-0.0719390746825438
0.02,6,0.78,-0.0721827503129188
0.02,6,0.79,-0.0728273276188304
0.02,6,0.8,-0.0759760050042135
0.02,6,0.81,-0.0747226082266031
0.02,6,0.82,-0.0774173106712988
0.02,6,0.83,-0.0797431047812043
0.02,6,0.84,-0.0809315309656724
0.02,6,0.85,-0.0802754345712568
0.02,6,0.86,-0.075823751357446
0.02,6,0.87,-0.0762505705529156
0.02,6,0.88,-0.0811445469729045
0.02,6,0.89,-0.0848040202386121
0.02,6,0.9,-0.0790591688167658
0.02,6,0.91,-0.0834423365756524
0.02,6,0.92,-0.0832905182780808
0.02,6,0.93,-0.0812369349425089
0.02,6,0.94,-0.0857841378044266
0.02,6,0.95,-0.0832439002085085
0.02,6,0.96,-0.0852883899900097
0.02,6,0.97,-0.0848026881885404
0.02,6,0.98,-0.0763566519538593
0.02,6,0.99,-0.0849066500519731
0.02,6,1.0,-0.0834045239616534
0.02,7,0.01,-0.0003139996058995
