rule,radius,d0,target_ref_count,observed_ref_count,missing_ref_count,finite_unit_count,finite_unit_fraction,q05_ess_fraction,max_split_logZ_per_P_diff,bootstrap_sd_delta_phi_energy,qc_diagnostic_pass,sampling_status,missing_ref_ids
low_tv_spectral_teacher,0.1,0.1,60,60,0,60,1.0,0.5658651324024104,0.0007120936126367391,0.0,True,complete,
low_tv_spectral_teacher,0.2,0.1,60,60,0,60,1.0,0.6065836005850458,0.0031928688933926985,0.00018189317672794096,True,complete,
low_tv_spectral_teacher,0.3,0.1,60,60,0,60,1.0,0.6150045203739256,0.00455254756486525,0.00026990631754145416,False,complete,
low_tv_spectral_teacher,0.4,0.1,60,60,0,60,1.0,0.5561331894583706,0.007584679725889871,0.00027898419660535425,False,complete,
low_tv_spectral_teacher,0.5,0.1,60,60,0,60,1.0,0.5924278372366415,0.0054773896954325866,0.0002483057604302708,False,complete,
low_tv_spectral_teacher,0.6,0.1,60,60,0,60,1.0,0.6142400374413932,0.01072755375221394,0.0003203531823674837,False,complete,
low_tv_spectral_teacher,0.7,0.1,60,60,0,60,1.0,0.590212578397493,0.010227245005316968,0.0003806894326905678,False,complete,
low_tv_spectral_teacher,0.8,0.1,60,60,0,60,1.0,0.6123949279390525,0.01279684912511217,0.0004125459806074968,False,complete,
low_tv_spectral_teacher,0.9,0.1,60,60,0,60,1.0,0.6358266695646088,0.011409545502308811,0.000455775084455331,False,complete,
low_tv_spectral_teacher,1.0,0.1,60,60,0,60,1.0,0.5798693385970914,0.010983757661275077,0.00042817380620570756,False,complete,
low_tv_spectral_teacher,1.1,0.1,60,60,0,60,1.0,0.6057357266982467,0.010972259487095012,0.00046306706423674337,False,complete,
low_tv_spectral_teacher,1.2,0.1,60,60,0,60,1.0,0.5911159976912356,0.01490203059271151,0.00048543813317037656,False,complete,
low_tv_spectral_teacher,1.3,0.1,60,60,0,60,1.0,0.5955726614368584,0.010768991731250364,0.0004766921792309119,False,complete,
low_tv_spectral_teacher,1.4,0.1,60,60,0,60,1.0,0.6149924568076028,0.013418543202009404,0.0005300090033491054,False,complete,
low_tv_spectral_teacher,1.5,0.1,60,60,0,60,1.0,0.6178518992942509,0.017251990420308793,0.00048238143586307896,False,complete,
low_tv_spectral_teacher,1.6,0.1,60,60,0,60,1.0,0.6083998680519603,0.015682023749455907,0.0007104115430012603,False,complete,
low_tv_spectral_teacher,1.7,0.1,60,60,0,60,1.0,0.6293526945886749,0.016038098288533236,0.0005016655563734866,False,complete,
low_tv_spectral_teacher,1.8,0.1,60,60,0,60,1.0,0.5667732682466822,0.019868247389081176,0.0006397720702185066,False,complete,
low_tv_spectral_teacher,1.9,0.1,60,60,0,60,1.0,0.6486399603888419,0.0207193767938151,0.0006133352000908303,False,complete,
low_tv_spectral_teacher,2.0,0.1,60,60,0,60,1.0,0.588455296699119,0.01657956575430171,0.0006175767836476841,False,complete,
low_tv_spectral_teacher,2.1,0.1,60,60,0,60,1.0,0.62149505812058,0.022248013680266927,0.0007480794396215699,False,complete,
low_tv_spectral_teacher,2.2,0.1,60,60,0,60,1.0,0.6265305102647052,0.018882375273549492,0.0007623174173758832,False,complete,
low_tv_spectral_teacher,2.3,0.1,60,60,0,60,1.0,0.5952475453064042,0.030573731034276352,0.0007752148157946263,False,complete,
low_tv_spectral_teacher,2.4,0.1,60,60,0,60,1.0,0.5656540025578323,0.021185007137076755,0.0008545734091264093,False,complete,
low_tv_spectral_teacher,2.5,0.1,60,60,0,60,1.0,0.5721142225164203,0.027001703583321424,0.0007454854370150922,False,complete,
random_label,0.1,0.1,60,60,0,60,1.0,0.5563758679380446,0.0062017214033416096,0.0,False,complete,
random_label,0.2,0.1,60,60,0,60,1.0,0.6201953743384936,0.018586037431634832,0.001102265685122743,False,complete,
random_label,0.3,0.1,60,60,0,60,1.0,0.6331876552553007,0.025517080538876236,0.001125390538507255,False,complete,
random_label,0.4,0.1,60,60,0,60,1.0,0.6406852313675503,0.016253131395898953,0.0009879756031413434,False,complete,
random_label,0.5,0.1,60,60,0,60,1.0,0.6066809234831587,0.022125273602833718,0.0006586668090003155,False,complete,
random_label,0.6,0.1,60,60,0,60,1.0,0.5982843217978572,0.01430661269131265,0.0007467598254946032,False,complete,
random_label,0.7,0.1,60,60,0,60,1.0,0.6087545221875816,0.009253055763699511,0.0007089481778262697,False,complete,
random_label,0.8,0.1,60,60,0,60,1.0,0.5640705305444965,0.009370884750776397,0.0006623344535071142,False,complete,
random_label,0.9,0.1,60,60,0,60,1.0,0.5888813018240281,0.011570234451086734,0.0005810446575008544,False,complete,
random_label,1.0,0.1,60,60,0,60,1.0,0.6271621892849427,0.009598277472447436,0.0006203687867542271,False,complete,
random_label,1.1,0.1,60,60,0,60,1.0,0.6066428969799321,0.007867386285521527,0.000601989988700136,False,complete,
random_label,1.2,0.1,60,60,0,60,1.0,0.5818685833379633,0.007753322236794356,0.0005333849178494594,False,complete,
random_label,1.3,0.1,60,60,0,60,1.0,0.5983355950606862,0.006852943110409958,0.0004952872550208698,False,complete,
random_label,1.4,0.1,60,60,0,60,1.0,0.6043722592109944,0.009532454305342542,0.0006020846220881992,False,complete,
random_label,1.5,0.1,60,60,0,60,1.0,0.5936274553938535,0.0076634365062563945,0.0005952105429299199,False,complete,
random_label,1.6,0.1,60,60,0,60,1.0,0.5976466432748573,0.00936401754909106,0.0005129378566988118,False,complete,
random_label,1.7,0.1,60,60,0,60,1.0,0.6151953167086492,0.010884755173527098,0.0006360148865769667,False,complete,
random_label,1.8,0.1,60,60,0,60,1.0,0.5565017259655793,0.009924282478029487,0.0005927524945985452,False,complete,
random_label,1.9,0.1,60,60,0,60,1.0,0.6770374249964755,0.007795110010870185,0.0005725076217897355,False,complete,
random_label,2.0,0.1,60,60,0,60,1.0,0.6140549954658231,0.012791465529620332,0.0006759124546095019,False,complete,
random_label,2.1,0.1,60,60,0,60,1.0,0.6162515573572129,0.00923093696831576,0.0006940512390666497,False,complete,
random_label,2.2,0.1,60,60,0,60,1.0,0.6093890468302099,0.010352686871653805,0.0006102213247560132,False,complete,
random_label,2.3,0.1,60,60,0,60,1.0,0.6074349459119598,0.01586587338262893,0.0006257787102847439,False,complete,
random_label,2.4,0.1,60,60,0,60,1.0,0.6603466948951111,0.010852857607790369,0.0006585774487560519,False,complete,
random_label,2.5,0.1,60,60,0,60,1.0,0.6183346733544496,0.014639358624691555,0.0005684428791330271,False,complete,
real_even_odd,0.1,0.1,60,60,0,60,1.0,0.5480884575637969,0.0005593509292632011,0.0,True,complete,
real_even_odd,0.2,0.1,60,60,0,60,1.0,0.6023666657415652,0.0021704352428595242,0.00014030193218630637,True,complete,
real_even_odd,0.3,0.1,60,60,0,60,1.0,0.6024935995926088,0.004729663581550229,0.0002579251790971362,False,complete,
real_even_odd,0.4,0.1,60,60,0,60,1.0,0.6129818890973706,0.007017698159691164,0.00031704518547388604,False,complete,
real_even_odd,0.5,0.1,60,60,0,60,1.0,0.6503681770424432,0.008215246385598677,0.0002997310196827795,False,complete,
real_even_odd,0.6,0.1,60,60,0,60,1.0,0.6296589018807942,0.008175340238695641,0.0003095594755248391,False,complete,
real_even_odd,0.7,0.1,60,60,0,60,1.0,0.5576490803774694,0.011330148324353752,0.00032710971861177524,False,complete,
real_even_odd,0.8,0.1,60,60,0,60,1.0,0.6277777894407387,0.008787416586958982,0.0003583690003872663,False,complete,
real_even_odd,0.9,0.1,60,60,0,60,1.0,0.6576686848179368,0.011725801938475196,0.00035688105606308655,False,complete,
real_even_odd,1.0,0.1,60,60,0,60,1.0,0.6170200548790135,0.014513955981715742,0.000410912154898494,False,complete,
real_even_odd,1.1,0.1,60,60,0,60,1.0,0.5997561977886275,0.01697730680219334,0.00045358779046841737,False,complete,
real_even_odd,1.2,0.1,60,60,0,60,1.0,0.554519280410242,0.017061091381710757,0.0005258746967340744,False,complete,
real_even_odd,1.3,0.1,60,60,0,60,1.0,0.6423239906215105,0.014346216146515699,0.000533189204340361,False,complete,
real_even_odd,1.4,0.1,60,60,0,60,1.0,0.6270279988273874,0.016987185007087586,0.0005225992327688451,False,complete,
real_even_odd,1.5,0.1,60,60,0,60,1.0,0.6119969002859431,0.014783609120621233,0.0006740121328566038,False,complete,
real_even_odd,1.6,0.1,60,60,0,60,1.0,0.6123851120131434,0.02079226886298578,0.0006411937568250147,False,complete,
real_even_odd,1.7,0.1,60,60,0,60,1.0,0.6469560581226702,0.01609291522147132,0.0005600594523081661,False,complete,
real_even_odd,1.8,0.1,60,60,0,60,1.0,0.6291953474513965,0.017847278408725117,0.000636841452991554,False,complete,
real_even_odd,1.9,0.1,60,60,0,60,1.0,0.6231070451024652,0.022642376574203534,0.0006473630923199689,False,complete,
real_even_odd,2.0,0.1,60,60,0,60,1.0,0.6040476822917642,0.01756688555352566,0.0006785080073435849,False,complete,
real_even_odd,2.1,0.1,60,60,0,60,1.0,0.564484700851369,0.01819399542007921,0.0004861413989688303,False,complete,
real_even_odd,2.2,0.1,60,60,0,60,1.0,0.5929003738342755,0.025837490335051266,0.0006422556357083062,False,complete,
real_even_odd,2.3,0.1,60,60,0,60,1.0,0.590549447978477,0.015069225907419551,0.0006530254784275222,False,complete,
real_even_odd,2.4,0.1,60,60,0,60,1.0,0.6459647051729622,0.02849817646544112,0.0008459737690673192,False,complete,
real_even_odd,2.5,0.1,60,60,0,60,1.0,0.6289477142082855,0.019462989266069174,0.0006689142694800748,False,complete,
