eta,rule,radius,n_units,phi_energy_raw_mean,phi_energy_raw_sd,phi_energy_raw_sem,delta_phi_energy_mean,delta_phi_energy_sd,delta_phi_energy_sem,ess_fraction_min,ess_fraction_mean,split_logZ_per_P_diff_max,weighted_ce_mean,weighted_error_mean,elapsed_s_mean,d_phi_energy_raw_dd_unit_mean,d_phi_energy_raw_dd_unit_sd,d_phi_energy_raw_dd_unit_sem,d_delta_phi_energy_dd_unit_mean,d_delta_phi_energy_dd_unit_sd,d_delta_phi_energy_dd_unit_sem,d_phi_energy_raw_dd,d_delta_phi_energy_dd
0.4,eta_0p40,0.2,90,-0.08977464789408454,0.009370812259330447,0.0009877703421770888,-0.06583540116432064,0.006921043780127155,0.0007295420710314476,0.5291727356630067,0.786570272255201,0.01834046903757763,0.2679474750588171,0.10411117514949503,31.765593033366734,-0.6604163476629481,0.06813312979912418,0.007181862476037429,-0.6604163476629481,0.06813312979912421,0.00718186247603743,-0.6604163476629479,-0.660416347662948
0.4,eta_0p40,0.25,90,-0.12095900554508814,0.009941694623543036,0.0010479466270748746,-0.09701975881532425,0.00784569125252606,0.000827008472548054,0.5511648139806636,0.800334783959128,0.017860458898455295,0.3907021810732967,0.15195638040660586,34.397214312023586,-0.5062559112144323,0.07481806298168518,0.007886516304801793,-0.5062559112144324,0.0748180629816852,0.007886516304801793,-0.5062559112144324,-0.5062559112144321
0.4,eta_0p40,0.3,90,-0.14040023901552776,0.008955690794111404,0.0009440126976531372,-0.11646099228576384,0.00744185922530608,0.0007844408392767792,0.5139122374918638,0.786772378204794,0.021471547098982684,0.47721870762783786,0.19357537845417305,36.12845882839627,-0.30481104151506094,0.07302521365978439,0.007697533392845298,-0.304811041515061,0.07302521365978439,0.007697533392845299,-0.3048110415150609,-0.304811041515061
0.4,eta_0p40,0.35,90,-0.15144010969659422,0.007688487483703838,0.0008104377403400279,-0.12750086296683033,0.006785320506833683,0.0007152355818614184,0.582085083227988,0.8120348092875994,0.020378399198613537,0.5344182567257493,0.2349504372612441,35.99367966387007,-0.14514806822932666,0.08074563560852437,0.008511337321364434,-0.14514806822932663,0.08074563560852435,0.008511337321364434,-0.1451480682293267,-0.1451480682293269
0.4,eta_0p40,0.4,90,-0.1549150458384604,0.006370560592667571,0.0006715160481647234,-0.1309757991086965,0.006303209508454569,0.0006644166205315608,0.5589816147837149,0.8176347215226724,0.02298814471555814,0.5637063185945954,0.26768715315665237,35.593141624662614,-0.0508723709949603,0.08266318179152828,0.00871346443659291,-0.05087237099496032,0.08266318179152825,0.008713464436592907,-0.05087237099496056,-0.050872370994960336
0.4,eta_0p40,0.45,90,-0.1565273467960903,0.005361732649135971,0.0005651762458719368,-0.13258810006632638,0.005846409996629958,0.0006162657241509332,0.5347075637884979,0.8208693631575034,0.017604356205547244,0.5893792907833736,0.29544039945180495,34.34414582252502,-0.015199724663757366,0.06405175355077171,0.0067516476449405345,-0.015199724663757389,0.06405175355077172,0.006751647644940538,-0.015199724663757186,-0.01519972466375763
0.4,eta_0p40,0.5,90,-0.15643501830483614,0.004397159158983852,0.0004635012725553133,-0.13249577157507225,0.0052124169303918826,0.0005494369871487227,0.535829508205893,0.7954645648841282,0.01557745957152016,0.6076889450760338,0.3151834531126662,33.342223302523294,-0.005412525968278222,0.04712219808659426,0.004967115810242205,-0.005412525968278195,0.04712219808659426,0.004967115810242205,-0.005412525968278237,-0.005412525968278015
0.4,eta_0p40,0.55,90,-0.1570685993929181,0.003708796740801535,0.00039094150265140017,-0.13312935266315418,0.004923263964581026,0.0005189575883435524,0.5250977176592064,0.7839628083640906,0.013012090724695089,0.6229017405598601,0.3315397881491391,32.36793492635091,-0.0026900426372203417,0.046647957049617925,0.004917126415683362,-0.002690042637220263,0.046647957049617876,0.004917126415683354,-0.002690042637220502,-0.002690042637219836
0.4,eta_0p40,0.6,90,-0.15670402256855814,0.0031728172307847395,0.00033444430162359615,-0.13276477583879423,0.004799422868485877,0.0005059035906238047,0.5501339451221994,0.8145601125145998,0.01423704745700395,0.6336924493936738,0.3431333573700895,31.465154396163094,0.007665909606724069,0.038204434622878106,0.004027101004243027,0.00766590960672401,0.03820443462287809,0.004027101004243026,0.007665909606724197,0.007665909606723753
0.4,eta_0p40,0.65,90,-0.1563020084322457,0.002960679001376314,0.00031208296883273147,-0.13236276170248182,0.004806507253694889,0.0005066503503932208,0.57445077482861,0.8204675228571485,0.01209696670079202,0.6417645589210142,0.35294983250006123,30.642812779214648,0.0020274075173734203,0.032566676287830415,0.0034328290963647136,0.0020274075173734546,0.03256667628783041,0.0034328290963647127,0.002027407517373181,0.002027407517373181
0.4,eta_0p40,0.7,90,-0.15650128181682077,0.0030750070524088787,0.00032413420355642737,-0.13256203508705688,0.004751661063560393,0.000500869054332965,0.5171253432329537,0.780182590312621,0.011089312682152675,0.64704484377646,0.3591011464455502,30.628164431783887,-0.01113318957354263,0.029593777799129323,0.0031194580804724532,-0.011133189573542682,0.029593777799129275,0.0031194580804724476,-0.011133189573542701,-0.011133189573542479
0.4,eta_0p40,0.75,90,-0.1574153273896,0.0022645121811634117,0.00023870054272240765,-0.1334760806598361,0.004565128500603791,0.0004812067957752445,0.5507995705017679,0.7879732279770266,0.010601902080301614,0.6527993541172609,0.3662316256264989,30.114893611272176,-0.005785114755899729,0.03423015530085353,0.0036081751803994453,-0.005785114755899729,0.03423015530085351,0.003608175180399443,-0.005785114755899601,-0.005785114755899601
0.4,eta_0p40,0.8,90,-0.15707979329241073,0.0022377887852411678,0.00023588364945811586,-0.13314054656264684,0.004455928783514521,0.00046969613491364056,0.5373894150710155,0.7886250385247118,0.011893513090065772,0.6557135316028733,0.3683943522846176,29.63710474703047,-0.005183427962889269,0.027048239061558326,0.0028511347377086537,-0.005183427962889225,0.027048239061558323,0.0028511347377086537,-0.005183427962889509,-0.0051834279628892865
0.4,eta_0p40,0.85,90,-0.1579336701858889,0.002230863562552653,0.00023515366689146332,-0.133994423456125,0.00439602575637892,0.00046338180143072887,0.5732786805597087,0.7939731158707796,0.00996563740307946,0.6599955329913807,0.3757461537948247,29.771917261017695,-0.011717741193906051,0.025574362634025936,0.0026957745210208395,-0.011717741193906105,0.025574362634025936,0.0026957745210208386,-0.011717741193906228,-0.011717741193906228
0.4,eta_0p40,0.9,90,-0.15825156741180138,0.002087196875692755,0.00022000986841254783,-0.1343123206820375,0.003978197454495272,0.000419338831269637,0.529778679445648,0.78302611417121,0.009449956873877072,0.6640189140830942,0.37898412815455684,29.393652658992345,-0.008334874830068086,0.02464484815376221,0.002597795091829472,-0.008334874830068012,0.024644848153762243,0.0025977950918294754,-0.008334874830068006,-0.008334874830068228
0.4,eta_0p40,0.95,90,-0.15876715766889568,0.002045492254642347,0.00021561381536343147,-0.1348279109391318,0.004181364596289574,0.0004407545283955164,0.5405644112286079,0.7900015673882896,0.008783107478420574,0.6668342987094814,0.38282712736985175,29.310965000258552,-0.008644935970786855,0.02743155086660173,0.0028915393496409063,-0.00864493597078689,0.02743155086660172,0.002891539349640905,-0.008644935970786971,-0.008644935970786749
0.4,eta_0p40,1.0,90,-0.1591160610088801,0.0019382115315799001,0.00020430543423319525,-0.13517681427911618,0.004054622997089228,0.0004273947908033407,0.5854142877820259,0.8080285872012106,0.010564628115309671,0.6698461954989818,0.3863863519215569,29.437530212932163,-0.006978066799688185,0.050771119571852125,0.0053517459067935185,-0.0069780667996882035,0.05077111957185215,0.005351745906793522,-0.006978066799688259,-0.006978066799687704
