run,beta,radius,dataset_count,dphi_energy_dr,dphi_energy_dr_sem,dphi_energy_dr_ci95_half_width,source
90 dataset partial,0.35,0.17,90,-0.0007276477925551397,3.393159066102027e-05,6.742134788381353e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.18,90,-0.0007563917725707394,3.481632281979626e-05,6.917929183806963e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.19,90,-0.0007819388122533023,3.5550039232307836e-05,7.06371707212083e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.2,90,-0.0008079733807625877,3.641089855951643e-05,7.234767986764308e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.21,90,-0.0008305765901804644,3.698559353500344e-05,7.348958654264905e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.22,90,-0.0008535147630232974,3.759994782057488e-05,7.471029542202989e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.23,90,-0.0008768100472386324,3.8487656235089346e-05,7.647415313304264e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.24,90,-0.0008995601126789931,3.905965175639177e-05,7.761069605008355e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.25,90,-0.0009223807667238275,3.9736509324697e-05,7.895559762090566e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.26,90,-0.0009446396331651305,4.096089988182335e-05,8.138843557779234e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.27,90,-0.0009672711195649314,4.1962111369761905e-05,8.337782147802724e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.28,90,-0.000986683097135364,4.196236026135936e-05,8.337831602032987e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.29,90,-0.0010072229758092744,4.2005919199327096e-05,8.346486670224487e-05,completed_shards_26_of_32
90 dataset partial,0.35,0.3,90,-0.0010253526496686353,4.1913882662307065e-05,8.328199206360975e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.01,90,-3.407494770160249e-05,2.037150139620376e-06,4.047773935121933e-06,completed_shards_26_of_32
90 dataset partial,0.37,0.02,90,-8.253042797457841e-05,5.363234919854096e-06,1.0656633546198365e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.03,90,-0.00013707836621693886,8.751658858254255e-06,1.7389359736696665e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.04,90,-0.00019348535019980963,1.1909691393788352e-05,2.366430311715073e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.05,90,-0.000248240849103413,1.4456840802667552e-05,2.8725434737053712e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.06,90,-0.00030190031130048774,1.696402781673858e-05,3.37071619296916e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.07,90,-0.00035372674725061507,1.9321663205941706e-05,3.839173322924041e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.08,90,-0.00040307491669239355,2.1945674057518773e-05,4.360558689859738e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.09,90,-0.0004444329955178023,2.3533095577771913e-05,4.675975964647825e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.1,90,-0.0004858529635099678,2.5178825163085774e-05,5.0029789277644196e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.11,90,-0.0005222330034056865,2.580563280181043e-05,5.1275242704477914e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.12,90,-0.0005549127422876958,2.7127350580386566e-05,5.390146777726746e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.13,90,-0.0005870883590662374,2.8580399127148874e-05,5.678864428903272e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.14,90,-0.0006210825286878637,3.0358536094454202e-05,6.0321764567873104e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.15,90,-0.0006571918339586375,3.2143116651909175e-05,6.386768812308918e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.16,90,-0.0006853263757201485,3.300430777474632e-05,6.557885654037048e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.17,90,-0.0007095080471500243,3.3707004646248976e-05,6.697510025625596e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.18,90,-0.0007337977809366667,3.370068717531236e-05,6.696254757607015e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.19,90,-0.000761941347788586,3.448179128155835e-05,6.851458479727782e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.2,90,-0.0007906259720433282,3.531549361950506e-05,7.017113358450654e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.21,90,-0.0008192437195504744,3.7266056013745554e-05,7.404685951392037e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.22,90,-0.000840548099108433,3.7771905811082454e-05,7.505197228637836e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.23,90,-0.0008651423366804628,3.858128944447028e-05,7.666020032564896e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.24,90,-0.0008831369975679099,3.8287864261861054e-05,7.607717073790569e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.25,90,-0.0009008449843277257,3.831912988933973e-05,7.613929487373253e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.26,90,-0.0009209292700571349,3.886059156542582e-05,7.721516769071454e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.27,90,-0.0009430013512074319,3.9562742176400725e-05,7.8610325998567e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.28,90,-0.0009631999791803155,3.9938741281460405e-05,7.935742821135401e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.29,90,-0.000977954507520653,4.000140659568034e-05,7.94819428559069e-05,completed_shards_26_of_32
90 dataset partial,0.37,0.3,90,-0.0009942044995654195,3.9755082565950545e-05,7.899250225565724e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.01,90,-2.8939502208333542e-05,1.813240475671805e-06,3.6028702022425135e-06,completed_shards_26_of_32
90 dataset partial,0.39,0.02,90,-6.989364968268469e-05,4.771262290235036e-06,9.480396540454572e-06,completed_shards_26_of_32
90 dataset partial,0.39,0.03,90,-0.00011947179661160804,7.883196517801419e-06,1.5663743564893508e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.04,90,-0.00017257034835959376,1.0889949355629623e-05,2.1638097408338213e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.05,90,-0.00022492999049252533,1.3716030448202958e-05,2.725346034235887e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.06,90,-0.0002757013500848171,1.594134779378063e-05,3.167511850766356e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.07,90,-0.00032285023510542386,1.761643587829893e-05,3.50034828513982e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.08,90,-0.0003682246019119775,1.9020799759585618e-05,3.779392396987081e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.09,90,-0.00041263324184404195,2.07940667528044e-05,4.131736771393408e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.1,90,-0.0004535952764082915,2.2104521027876826e-05,4.392121244517994e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.11,90,-0.0004917663632377107,2.3737101250923288e-05,4.7165114573608474e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.12,90,-0.0005252622059702057,2.4603479707559203e-05,4.888659011265516e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.13,90,-0.0005589685388024669,2.6074721599431953e-05,5.180991641362764e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.14,90,-0.0005928510167991145,2.7277497273956387e-05,5.419980605919199e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.15,90,-0.0006257251919657069,2.8226298081091715e-05,5.608505305304425e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.16,90,-0.0006564370771128423,2.926185893377254e-05,5.814269040936361e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.17,90,-0.0006848883225478836,3.035778650542279e-05,6.03202751504343e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.18,90,-0.0007151246955577464,3.1298217845453066e-05,6.218889219142261e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.19,90,-0.0007448343097862956,3.206688554402345e-05,6.371621853548048e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.2,90,-0.0007715644011581604,3.248193888121097e-05,6.454092067563109e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.21,90,-0.0007948063663903755,3.2652992901487705e-05,6.488080137038586e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.22,90,-0.0008205726946959251,3.333885307559126e-05,6.62435909271693e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.23,90,-0.0008430584224760649,3.358783519856222e-05,6.673831310207046e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.24,90,-0.0008664884092076947,3.4742348129630606e-05,6.90323057044079e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.25,90,-0.0008869463976022577,3.499277886861358e-05,6.952990624846869e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.26,90,-0.0009098551922540378,3.5497501131586256e-05,7.0532778634162e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.27,90,-0.000929962269450243,3.554292055729335e-05,7.06230260655858e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.28,90,-0.0009538810289933001,3.616922171167517e-05,7.186747311881867e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.29,90,-0.000970888246898308,3.67424015587512e-05,7.300636926594501e-05,completed_shards_26_of_32
90 dataset partial,0.39,0.3,90,-0.0009896751167391513,3.698758470205908e-05,7.349354294917577e-05,completed_shards_26_of_32
