pair_id,pair_label,pair_order,pair_rank_complexity_desc,complexity_mean,radius,n_units,delta_phi_energy_unit_mean,delta_phi_energy_unit_sem,phi_energy_raw_mean,phi_energy_raw_sem
pair_7_9,7/9,1,1,0.10546875,0.29,30,-0.015918288608148465,0.00025155647002186437,-0.018793085068192588,0.0003483524131422718
pair_7_9,7/9,1,1,0.10546875,0.3,30,-0.01639702400140294,0.0003325515453040498,-0.019271820461447067,0.00040101773477459147
pair_7_9,7/9,1,1,0.10546875,0.31,30,-0.017339764212768505,0.0002569470194311113,-0.02021456067281263,0.00034465365809943724
pair_7_9,7/9,1,1,0.10546875,0.32,30,-0.01784124560373594,0.0002890975370011099,-0.02071604206378006,0.0003720849904616747
pair_7_9,7/9,1,1,0.10546875,0.33,30,-0.018942309552714965,0.0002701893570517665,-0.021817106012759085,0.0003552039025953919
pair_7_9,7/9,1,1,0.10546875,0.34,30,-0.019861862598644673,0.00021590998592881127,-0.022736659058688793,0.00032671971290483846
pair_7_9,7/9,1,1,0.10546875,0.35,30,-0.020498644113545662,0.00032644120194815716,-0.02337344057358979,0.00041500254058552007
pair_7_9,7/9,1,1,0.10546875,0.36,30,-0.02051533276416902,0.0003028862023232727,-0.023390129224213144,0.0003889012147694937
pair_7_9,7/9,1,1,0.10546875,0.37,30,-0.021510300796456536,0.00023854529449537912,-0.02438509725650066,0.0003210599526442061
pair_7_9,7/9,1,1,0.10546875,0.38,30,-0.02239982572406265,0.0003341017750940285,-0.025274622184106768,0.00043721254567934635
pair_7_9,7/9,1,1,0.10546875,0.39,30,-0.022773027566478313,0.00023647964834027103,-0.02564782402652244,0.0002997065939525695
pair_7_9,7/9,1,1,0.10546875,0.4,30,-0.023929686040108502,0.00030517315797072515,-0.02680448250015263,0.0003786808502804045
pair_7_9,7/9,1,1,0.10546875,0.41,30,-0.024542287221931743,0.0003582425550787881,-0.027417083681975863,0.0004263801765207286
pair_7_9,7/9,1,1,0.10546875,0.42,30,-0.02521398128732911,0.00025852218854017123,-0.02808877774737322,0.00034147198695643453
pair_7_9,7/9,1,1,0.10546875,0.43,30,-0.025613919409559368,0.0002696433765484544,-0.0284887158696035,0.0003348996878777548
pair_7_9,7/9,1,1,0.10546875,0.44,30,-0.026339178702952402,0.00037734633985497026,-0.029213975162996526,0.00045776179802195136
pair_7_9,7/9,1,1,0.10546875,0.45,30,-0.02670874084464656,0.0003199817256864761,-0.029583537304690675,0.00036439363553238276
pair_7_9,7/9,1,1,0.10546875,0.46,30,-0.026897934369395107,0.00025305510110061304,-0.029772730829439233,0.0003013371020248716
pair_7_9,7/9,1,1,0.10546875,0.47,30,-0.028037604123425767,0.00032787174644664883,-0.030912400583469894,0.0003725088883542875
pair_7_9,7/9,1,1,0.10546875,0.48,30,-0.02866400279968356,0.000303683620485634,-0.03153879925972768,0.00037635083694096446
pair_7_9,7/9,1,1,0.10546875,0.49,30,-0.028711934688673654,0.00032932864233522254,-0.031586731148717774,0.0003795438741577694
pair_7_9,7/9,1,1,0.10546875,0.5,30,-0.02966777840267598,0.00032329052385686837,-0.03254257486272011,0.00041517557500888864
pair_7_9,7/9,1,1,0.10546875,0.51,30,-0.029947805688188712,0.0002886073381907616,-0.03282260214823283,0.00034170997258747886
pair_7_9,7/9,1,1,0.10546875,0.52,30,-0.030669742039381456,0.0003067385525103702,-0.03354453849942558,0.00034994898931637827
pair_7_9,7/9,1,1,0.10546875,0.53,30,-0.030988413698761298,0.00033473923894981986,-0.03386321015880542,0.0003886743006905136
pair_7_9,7/9,1,1,0.10546875,0.54,30,-0.03160102252918332,0.00045009317640806084,-0.03447581898922744,0.0005093218785146415
pair_7_9,7/9,1,1,0.10546875,0.55,30,-0.031862007551186504,0.00040761524791710065,-0.034736804011230624,0.0004509557840313429
pair_7_9,7/9,1,1,0.10546875,0.56,30,-0.032373166933903394,0.00044105503967969886,-0.035247963393947514,0.0004962104093918757
pair_7_9,7/9,1,1,0.10546875,0.57,30,-0.032917886329876106,0.00035293338828629357,-0.03579268278992022,0.00037390784231608264
pair_7_9,7/9,1,1,0.10546875,0.58,30,-0.0336091258374341,0.00036802871203191336,-0.03648392229747822,0.00041308085761009126
pair_7_9,7/9,1,1,0.10546875,0.59,30,-0.03393959718988683,0.0004612060429055457,-0.03681439364993096,0.0005006858224463102
pair_7_9,7/9,1,1,0.10546875,0.6,30,-0.03461214113885625,0.00039996096607438345,-0.037486937598900386,0.0004489470403683682
pair_7_9,7/9,1,1,0.10546875,0.61,30,-0.035260843637891205,0.00036262759317495395,-0.03813564009793533,0.0004277983745461757
pair_7_9,7/9,1,1,0.10546875,0.62,30,-0.036245203342106916,0.0003391614458451024,-0.039119999802151036,0.00038433329882586406
pair_7_9,7/9,1,1,0.10546875,0.63,30,-0.036072567470888744,0.00033301199342501665,-0.03894736393093288,0.0003642309471016278
pair_7_9,7/9,1,1,0.10546875,0.64,30,-0.03655875273153085,0.0004619576814728898,-0.03943354919157496,0.0004995971847406244
pair_7_9,7/9,1,1,0.10546875,0.65,30,-0.03677881564250356,0.0004025183221646008,-0.039653612102547676,0.0004355679391365068
pair_7_9,7/9,1,1,0.10546875,0.66,30,-0.03753868261735207,0.0003904924443292668,-0.04041347907739619,0.0004372359530593453
pair_7_9,7/9,1,1,0.10546875,0.67,30,-0.03782397283866176,0.00039885506483414927,-0.04069876929870588,0.00044324237908657284
pair_7_9,7/9,1,1,0.10546875,0.68,30,-0.038325837366995234,0.00035246406561502424,-0.04120063382703935,0.00041574238792769645
pair_7_9,7/9,1,1,0.10546875,0.69,30,-0.038531763841173974,0.0003827699053908727,-0.04140656030121811,0.00044121873067388474
pair_7_9,7/9,1,1,0.10546875,0.7,30,-0.039157503010853585,0.000465436474806093,-0.042032299470897705,0.0005034550808880323
pair_7_9,7/9,1,1,0.10546875,0.71,30,-0.03961103025534719,0.00042289843902085683,-0.04248582671539132,0.00046825750650056233
pair_7_9,7/9,1,1,0.10546875,0.72,30,-0.03970815749566284,0.0003605307711499261,-0.04258295395570695,0.00039088057261159234
pair_7_9,7/9,1,1,0.10546875,0.73,30,-0.0406733288597696,0.00038284791013048483,-0.04354812531981373,0.0004415916834252177
pair_7_9,7/9,1,1,0.10546875,0.74,30,-0.041558728098485674,0.00036536420030232846,-0.044433524558529794,0.0004055242947222166
pair_7_9,7/9,1,1,0.10546875,0.75,30,-0.04106208150374344,0.0003640169754905261,-0.04393687796378757,0.0004141676680656153
pair_7_9,7/9,1,1,0.10546875,0.76,30,-0.04165975484540766,0.0004406680605127764,-0.04453455130545179,0.0005046200500464632
pair_7_9,7/9,1,1,0.10546875,0.77,30,-0.04157338494783201,0.000449666011537446,-0.04444818140787613,0.000484999469070856
pair_7_9,7/9,1,1,0.10546875,0.78,30,-0.04252469650483801,0.0004154634265709116,-0.04539949296488214,0.00046177639165926866
pair_7_9,7/9,1,1,0.10546875,0.79,30,-0.04275225698024865,0.00043626955211236037,-0.04562705344029276,0.0004935421637888014
pair_7_9,7/9,1,1,0.10546875,0.8,30,-0.04342596399389158,0.000432968227000029,-0.04630076045393569,0.0005119495252728313
pair_7_9,7/9,1,1,0.10546875,0.81,30,-0.044000006553797884,0.0004263806733586855,-0.046874803013842,0.00047213100405522576
pair_7_9,7/9,1,1,0.10546875,0.82,30,-0.043449182710424736,0.0004400305494364893,-0.04632397917046887,0.00045714620407302027
pair_7_9,7/9,1,1,0.10546875,0.83,30,-0.04485087967302005,0.0003874399572150593,-0.04772567613306417,0.0004084838996637747
pair_7_9,7/9,1,1,0.10546875,0.84,30,-0.04461686167881062,0.0005492205654648268,-0.047491658138854746,0.0006369366970272383
pair_7_9,7/9,1,1,0.10546875,0.85,30,-0.04474118808271339,0.0004995481615746757,-0.04761598454275752,0.0005568898097559127
pair_7_9,7/9,1,1,0.10546875,0.86,30,-0.04485735043184612,0.0005350222811238445,-0.04773214689189025,0.0005752594900896664
pair_7_9,7/9,1,1,0.10546875,0.87,30,-0.0461086074198525,0.00044649680306751483,-0.04898340387989662,0.0005035685514933838
pair_7_9,7/9,1,1,0.10546875,0.88,30,-0.04652635226979052,0.0003750720538786676,-0.04940114872983465,0.0003847925703452722
pair_7_9,7/9,1,1,0.10546875,0.89,30,-0.04717455351157404,0.00044163704373407424,-0.05004934997161817,0.0004688666872496391
pair_7_9,7/9,1,1,0.10546875,0.9,30,-0.0468646121819307,0.0005044409458827049,-0.04973940864197482,0.0005598711607950374
pair_7_9,7/9,1,1,0.10546875,0.91,30,-0.04724953275200874,0.0004844834535035602,-0.05012432921205285,0.0005251279598762677
pair_7_9,7/9,1,1,0.10546875,0.92,30,-0.04826994560528954,0.00045560079694653986,-0.05114474206533367,0.0004914920276636715
pair_7_9,7/9,1,1,0.10546875,0.93,30,-0.04838858191057414,0.00046179912324847,-0.051263378370618264,0.0004722199511165967
pair_7_9,7/9,1,1,0.10546875,0.94,30,-0.04873975062938134,0.0004922092875277432,-0.05161454708942545,0.0005366511181167889
pair_7_9,7/9,1,1,0.10546875,0.95,30,-0.04879053210412591,0.000537615069812724,-0.05166532856417005,0.0005473451170337516
pair_7_9,7/9,1,1,0.10546875,0.96,30,-0.049188814518801575,0.0004271278985435859,-0.05206361097884571,0.0005200307416153171
pair_7_9,7/9,1,1,0.10546875,0.97,30,-0.04945128993901499,0.0005626040308126288,-0.05232608639905912,0.0005685945510213748
pair_7_9,7/9,1,1,0.10546875,0.98,30,-0.05012393348755116,0.00047385024355170067,-0.052998729947595295,0.0004941950205894029
pair_7_9,7/9,1,1,0.10546875,0.99,30,-0.05073631299096242,0.00045815387233188873,-0.053611109451006556,0.000490843882516309
pair_7_9,7/9,1,1,0.10546875,1.0,30,-0.05092576720373932,0.0005047793469579536,-0.05380056366378345,0.000570765921997266
pair_3_8,3/8,2,5,0.08984375,0.01,30,0.001497276426554182,0.00010039408626916244,-0.00045764193089539983,6.551300526616403e-05
pair_3_8,3/8,2,5,0.08984375,0.02,30,0.00147822573509804,9.725115200766842e-05,-0.00047669262235154223,6.84431682439511e-05
pair_3_8,3/8,2,5,0.08984375,0.03,30,0.001442106294487928,9.161118535561501e-05,-0.000512812062961654,7.362776459375026e-05
pair_3_8,3/8,2,5,0.08984375,0.04,30,0.0013794443604975028,8.286905839250066e-05,-0.0005754739969520793,8.176721857636058e-05
pair_3_8,3/8,2,5,0.08984375,0.05,30,0.0012807742348740002,7.211187020125421e-05,-0.0006741441225755816,9.196847848795642e-05
pair_3_8,3/8,2,5,0.08984375,0.06,30,0.0011351813107968306,5.918105419722428e-05,-0.0008197370466527514,0.00010426778797014918
pair_3_8,3/8,2,5,0.08984375,0.07,30,0.0009389106372998074,4.600751214580938e-05,-0.0010160077201497746,0.00011667285631405474
pair_3_8,3/8,2,5,0.08984375,0.08,30,0.0006806553791863011,3.0027106393805728e-05,-0.0012742629782632807,0.00013120655978453684
pair_3_8,3/8,2,5,0.08984375,0.09,30,0.00037093232723128366,1.535299810102846e-05,-0.0015839860302182983,0.00014558358476715315
pair_3_8,3/8,2,5,0.08984375,0.1,30,0.0,0.0,-0.001954918357449582,0.0001593354029403903
pair_3_8,3/8,2,5,0.08984375,0.11,30,-0.000417514888359406,1.727456602875321e-05,-0.0023724332458089875,0.00017307152663683726
pair_3_8,3/8,2,5,0.08984375,0.12,30,-0.000857137585326686,2.9178540072836154e-05,-0.002812055942776268,0.00018515514998216986
pair_3_8,3/8,2,5,0.08984375,0.13,30,-0.0013726108542976318,5.083458173073898e-05,-0.0033275292117472136,0.0002037535149826686
pair_3_8,3/8,2,5,0.08984375,0.14,30,-0.001898665429220591,6.739148960875215e-05,-0.0038535837866701733,0.00021873412987018557
pair_3_8,3/8,2,5,0.08984375,0.15,30,-0.0024396400504859525,7.252092355727354e-05,-0.004394558407935534,0.00022162856212769796
pair_3_8,3/8,2,5,0.08984375,0.16,30,-0.0030321702112703036,8.719550051753772e-05,-0.004987088568719885,0.00023503984916090352
pair_3_8,3/8,2,5,0.08984375,0.17,30,-0.0036179035818973792,9.888547422388374e-05,-0.005572821939346962,0.00023847453984690787
pair_3_8,3/8,2,5,0.08984375,0.18,30,-0.004250820001614726,9.785924975295707e-05,-0.006205738359064308,0.00024340053872083157
pair_3_8,3/8,2,5,0.08984375,0.19,30,-0.004864072154169312,0.00011134718687317427,-0.0068189905116188936,0.0002529409659681526
pair_3_8,3/8,2,5,0.08984375,0.2,30,-0.005437233498361794,0.0001411360291329841,-0.007392151855811376,0.0002776021890994618
pair_3_8,3/8,2,5,0.08984375,0.21,30,-0.0063058465848701015,0.00014802965650427527,-0.008260764942319686,0.00028992357363759086
pair_3_8,3/8,2,5,0.08984375,0.22,30,-0.00667888492506743,0.00012905016034765523,-0.00863380328251701,0.0002571474984944361
pair_3_8,3/8,2,5,0.08984375,0.23,30,-0.007459417117449226,0.00015813164332657834,-0.009414335474898807,0.0002965229862131865
pair_3_8,3/8,2,5,0.08984375,0.24,30,-0.008116430678553263,0.00017222832313909823,-0.010071349036002847,0.0003087868329107369
pair_3_8,3/8,2,5,0.08984375,0.25,30,-0.008666061378153612,0.00020013380534242978,-0.010620979735603189,0.00032748986452913793
pair_3_8,3/8,2,5,0.08984375,0.26,30,-0.009473570717336165,0.00017979793607476828,-0.011428489074785747,0.00031310020561553693
pair_3_8,3/8,2,5,0.08984375,0.27,30,-0.010049321688110768,0.00020040824954124355,-0.012004240045560352,0.00031499432521890083
pair_3_8,3/8,2,5,0.08984375,0.28,30,-0.010655254376998019,0.00021241740246835528,-0.012610172734447605,0.0003464292537637085
pair_3_8,3/8,2,5,0.08984375,0.29,30,-0.011375460709381441,0.0002056069049366016,-0.01333037906683102,0.000320148653973531
pair_3_8,3/8,2,5,0.08984375,0.3,30,-0.01192266577523408,0.00021224859833736463,-0.01387758413268366,0.0003274408901899548
pair_3_8,3/8,2,5,0.08984375,0.31,30,-0.012450141238285946,0.00025217823737981365,-0.014405059595735532,0.00035418849162095783
pair_3_8,3/8,2,5,0.08984375,0.32,30,-0.013204512314343636,0.00022159728829181802,-0.015159430671793216,0.0003378104100534958
pair_3_8,3/8,2,5,0.08984375,0.33,30,-0.01397552715534084,0.00021646726989162204,-0.015930445512790423,0.0003399162770102203
pair_3_8,3/8,2,5,0.08984375,0.34,30,-0.014382410063510985,0.00020404088270790536,-0.016337328420960563,0.0003255607634979583
pair_3_8,3/8,2,5,0.08984375,0.35,30,-0.014876172573767542,0.00018111753741874328,-0.016831090931217128,0.00029363128486634485
pair_3_8,3/8,2,5,0.08984375,0.36,30,-0.015437554416674392,0.0002747610531495845,-0.017392472774123976,0.00037799341496553884
pair_3_8,3/8,2,5,0.08984375,0.37,30,-0.015808446411757486,0.0002926954772654013,-0.017763364769207066,0.0004139752175275999
pair_3_8,3/8,2,5,0.08984375,0.38,30,-0.016647366426367417,0.0002278438873815917,-0.018602284783816994,0.000324066865899269
pair_3_8,3/8,2,5,0.08984375,0.39,30,-0.016885132126643575,0.00026869206622152746,-0.01884005048409316,0.00033977109619274983
pair_3_8,3/8,2,5,0.08984375,0.4,30,-0.01760938068960711,0.00019071459367014834,-0.01956429904705669,0.0003097761400160158
pair_3_8,3/8,2,5,0.08984375,0.41,30,-0.018278476586429164,0.0002484903193237044,-0.020233394943878744,0.00037079355903883596
pair_3_8,3/8,2,5,0.08984375,0.42,30,-0.018766369407851678,0.00027528972076575574,-0.020721287765301258,0.0003788498771203825
pair_3_8,3/8,2,5,0.08984375,0.43,30,-0.019240360595597254,0.0003691512520189114,-0.021195278953046837,0.00044912880603623697
pair_3_8,3/8,2,5,0.08984375,0.44,30,-0.019933883770427017,0.00031272823416667283,-0.021888802127876594,0.00040785080371496694
pair_3_8,3/8,2,5,0.08984375,0.45,30,-0.020326310636061738,0.0001998598093298517,-0.022281228993511325,0.0003084356611881886
pair_3_8,3/8,2,5,0.08984375,0.46,30,-0.021068522060549336,0.00031909722624321043,-0.02302344041799892,0.00042197358833182734
pair_3_8,3/8,2,5,0.08984375,0.47,30,-0.021944778679706126,0.00026620347506929343,-0.023899697037155703,0.0003732440543342993
pair_3_8,3/8,2,5,0.08984375,0.48,30,-0.02199355130195696,0.0003166207874100978,-0.02394846965940654,0.00039284360847306635
pair_3_8,3/8,2,5,0.08984375,0.49,30,-0.02194414748824627,0.00028558216553607355,-0.02389906584569585,0.00037131462102813184
pair_3_8,3/8,2,5,0.08984375,0.5,30,-0.023090639574563147,0.00027004324965407343,-0.02504555793201273,0.0003835180606299876
pair_3_8,3/8,2,5,0.08984375,0.51,30,-0.023268802107810075,0.00029300944182832284,-0.02522372046525966,0.00039633548047002823
pair_3_8,3/8,2,5,0.08984375,0.52,30,-0.02399625372502642,0.0002571046225723868,-0.025951172082475993,0.0003459243267143917
pair_3_8,3/8,2,5,0.08984375,0.53,30,-0.024214353965414485,0.00027514212828200755,-0.026169272322864066,0.0003538768555102273
pair_3_8,3/8,2,5,0.08984375,0.54,30,-0.02466098560307136,0.00026544942972485733,-0.02661590396052094,0.0003664427258958796
pair_3_8,3/8,2,5,0.08984375,0.55,30,-0.024933004381349634,0.00029467596589889986,-0.026887922738799214,0.0003797322949931293
pair_3_8,3/8,2,5,0.08984375,0.56,30,-0.025124033684648155,0.0003762625313299577,-0.027078952042097735,0.0004308584818647253
pair_3_8,3/8,2,5,0.08984375,0.57,30,-0.026135058695797696,0.0003511174547368385,-0.02808997705324728,0.00043527840872562376
pair_3_8,3/8,2,5,0.08984375,0.58,30,-0.02666105398991211,0.0003287272554749182,-0.02861597234736169,0.0004268485967575579
pair_3_8,3/8,2,5,0.08984375,0.59,30,-0.02670373133971221,0.0003295000930221356,-0.02865864969716179,0.0004302819621034071
pair_3_8,3/8,2,5,0.08984375,0.6,30,-0.02674940055783722,0.00035840918694162577,-0.028704318915286797,0.00041244707503716716
pair_3_8,3/8,2,5,0.08984375,0.61,30,-0.027622451238920865,0.00029312703366534245,-0.02957736959637045,0.0003824982477655661
pair_3_8,3/8,2,5,0.08984375,0.62,30,-0.02834480080306527,0.00039717318208398386,-0.030299719160514844,0.00046849984533366525
pair_3_8,3/8,2,5,0.08984375,0.63,30,-0.028189746878473265,0.0003709556224720891,-0.03014466523592285,0.00043097660342754205
pair_3_8,3/8,2,5,0.08984375,0.64,30,-0.02903403298414891,0.0003068372251123791,-0.030988951341598497,0.00037085882047590483
pair_3_8,3/8,2,5,0.08984375,0.65,30,-0.02968986657946898,0.000373225038267607,-0.03164478493691856,0.00045684530915573215
pair_3_8,3/8,2,5,0.08984375,0.66,30,-0.0298215618760991,0.00034330125435102945,-0.03177648023354868,0.0004038383562824336
pair_3_8,3/8,2,5,0.08984375,0.67,30,-0.029863464734294614,0.00032695576717467554,-0.0318183830917442,0.00038529254348977393
pair_3_8,3/8,2,5,0.08984375,0.68,30,-0.03055990351985129,0.00033061344936543847,-0.03251482187730088,0.00036022168852742516
pair_3_8,3/8,2,5,0.08984375,0.69,30,-0.03094472608617645,0.00032732829072963524,-0.03289964444362604,0.0003990293496496957
pair_3_8,3/8,2,5,0.08984375,0.7,30,-0.03157815343700558,0.00034224172317724375,-0.03353307179445517,0.0004134430435305161
pair_3_8,3/8,2,5,0.08984375,0.71,30,-0.03192366593553066,0.00042031603586025726,-0.03387858429298025,0.0004597757564665207
pair_3_8,3/8,2,5,0.08984375,0.72,30,-0.03241521692166613,0.0004043156721449693,-0.03437013527911571,0.0004291819042312682
pair_3_8,3/8,2,5,0.08984375,0.73,30,-0.03247932021677903,0.00041277097605036875,-0.03443423857422861,0.00043448757156537614
pair_3_8,3/8,2,5,0.08984375,0.74,30,-0.03254381249342761,0.0003898766351215563,-0.03449873085087719,0.0004514753518232989
pair_3_8,3/8,2,5,0.08984375,0.75,30,-0.0334566635200034,0.000482166560334036,-0.03541158187745298,0.0005449759160900511
pair_3_8,3/8,2,5,0.08984375,0.76,30,-0.03431392944440958,0.00033446657138610825,-0.03626884780185917,0.00040625938175480584
pair_3_8,3/8,2,5,0.08984375,0.77,30,-0.03341275097373152,0.0003752754261103673,-0.0353676693311811,0.0004358596846408764
pair_3_8,3/8,2,5,0.08984375,0.78,30,-0.03405394595788278,0.0004932314988041944,-0.03600886431533236,0.0005229705701918918
pair_3_8,3/8,2,5,0.08984375,0.79,30,-0.03447159744229906,0.0003744700555325212,-0.03642651579974864,0.00042660410190621846
pair_3_8,3/8,2,5,0.08984375,0.8,30,-0.03471283188060732,0.0005584688409517166,-0.03666775023805691,0.0005456453861242219
pair_3_8,3/8,2,5,0.08984375,0.81,30,-0.035802374102759243,0.00027219365041267473,-0.037757292460208834,0.00036189840663478534
pair_3_8,3/8,2,5,0.08984375,0.82,30,-0.03640465068154417,0.0003100037710811873,-0.03835956903899375,0.0003377042115458375
pair_3_8,3/8,2,5,0.08984375,0.83,30,-0.036056020994517775,0.0004149192463967479,-0.03801093935196735,0.00043117212745060016
pair_3_8,3/8,2,5,0.08984375,0.84,30,-0.03670093472675735,0.0003565134801360262,-0.03865585308420693,0.00040962633112996287
pair_3_8,3/8,2,5,0.08984375,0.85,30,-0.03717964518012758,0.0003661292891958388,-0.03913456353757716,0.00043292410193371966
pair_3_8,3/8,2,5,0.08984375,0.86,30,-0.03693889721411715,0.00035951927011586054,-0.038893815571566744,0.0004102184658168949
pair_3_8,3/8,2,5,0.08984375,0.87,30,-0.03801466196893132,0.00039054957352287873,-0.0399695803263809,0.00045050331057324593
pair_3_8,3/8,2,5,0.08984375,0.88,30,-0.0383597495965009,0.00040590407959523655,-0.04031466795395048,0.00048147049661631275
pair_3_8,3/8,2,5,0.08984375,0.89,30,-0.039569757070651065,0.0004334189477175765,-0.04152467542810065,0.0005230334866641123
pair_3_8,3/8,2,5,0.08984375,0.9,30,-0.03869974133467783,0.0004581853458457912,-0.04065465969212741,0.0005046974300133535
pair_3_8,3/8,2,5,0.08984375,0.91,30,-0.03918269358792565,0.00044743651777160495,-0.04113761194537522,0.0005303620247045172
pair_3_8,3/8,2,5,0.08984375,0.92,30,-0.039621545686620754,0.0004916839568103275,-0.04157646404407034,0.0005258213138045215
pair_3_8,3/8,2,5,0.08984375,0.93,30,-0.03973330111635763,0.0004737956456959525,-0.04168821947380721,0.0005401086088508623
pair_3_8,3/8,2,5,0.08984375,0.94,30,-0.04074919294319251,0.0004236374776202666,-0.042704111300642084,0.0004429531228117324
pair_3_8,3/8,2,5,0.08984375,0.95,30,-0.04021721129287781,0.0005159849219115168,-0.04217212965032739,0.0005365063854001926
pair_3_8,3/8,2,5,0.08984375,0.96,30,-0.041009759198762714,0.00045340011086499147,-0.0429646775562123,0.00044417972928944747
pair_3_8,3/8,2,5,0.08984375,0.97,30,-0.04126905975030183,0.0004928651394570875,-0.04322397810775143,0.000544357646604518
pair_3_8,3/8,2,5,0.08984375,0.98,30,-0.04158353660433193,0.0003917863649793568,-0.04353845496178152,0.0004011806912926328
pair_3_8,3/8,2,5,0.08984375,0.99,30,-0.041847480367809824,0.00047597032376319733,-0.0438023987252594,0.0005492847564299706
pair_3_8,3/8,2,5,0.08984375,1.0,30,-0.041666401068255046,0.0005434783461392538,-0.043621319425704644,0.0005764587118684097
pair_8_9,8/9,3,9,0.0423177083333333,0.01,30,0.0006145660241433586,3.670749687596181e-05,-0.00035063158229265464,4.9368836876613085e-05
pair_8_9,8/9,3,9,0.0423177083333333,0.02,30,0.0006077541251303348,3.5718592463139115e-05,-0.0003574434813056785,5.030209238786967e-05
pair_8_9,8/9,3,9,0.0423177083333333,0.03,30,0.0005948523986982216,3.3660648030579935e-05,-0.00037034520773779187,5.2339919775883734e-05
pair_8_9,8/9,3,9,0.0423177083333333,0.04,30,0.0005734742430322227,3.121276344085867e-05,-0.0003917233634037907,5.459134627111806e-05
pair_8_9,8/9,3,9,0.0423177083333333,0.05,30,0.0005412051455788543,2.777845987792177e-05,-0.0004239924608571591,5.7704654880870285e-05
