eta,ref_id,radius,phi_energy_raw
0.05,6,0.12,-0.0075461201903485
0.05,6,0.13,-0.0092269080813443
0.05,6,0.14,-0.0110806258715719
0.05,6,0.15,-0.0126903064483481
0.05,6,0.16,-0.0136705353412055
0.05,6,0.17,-0.017544285523883
0.05,6,0.18,-0.018274665716085
0.05,6,0.19,-0.0234514491476569
0.05,6,0.2,-0.0212121060046443
0.05,6,0.21,-0.0242116012261533
0.05,6,0.22,-0.0267339605692758
0.05,6,0.23,-0.0298828877688755
0.05,6,0.24,-0.0311717924667899
0.05,6,0.25,-0.0369007393452866
0.05,6,0.26,-0.0354063088813079
0.05,6,0.27,-0.0389397733156668
0.05,6,0.28,-0.0396143545007698
0.05,6,0.29,-0.0387600477005348
0.05,6,0.3,-0.0454084667136839
0.05,6,0.31,-0.047043921131965
0.05,6,0.32,-0.0472917750470413
0.05,6,0.33,-0.0491907603763919
0.05,6,0.34,-0.0499784665040226
0.05,6,0.35,-0.0526802853944504
0.05,6,0.36,-0.0519950827841429
0.05,6,0.37,-0.0513940948901205
0.05,6,0.38,-0.0565038312763462
0.05,6,0.39,-0.058150231386056
0.05,6,0.4,-0.0587149678592255
0.05,6,0.41,-0.0579380031594771
0.05,6,0.42,-0.0603195573834191
0.05,6,0.43,-0.0656154101599819
0.05,6,0.44,-0.0650588152911439
0.05,6,0.45,-0.0652537907558505
0.05,6,0.46,-0.0682155855695072
0.05,6,0.47,-0.0678960757489015
0.05,6,0.48,-0.0705742128404098
0.05,6,0.49,-0.0664433614521273
0.05,6,0.5,-0.0651177355914808
0.05,6,0.51,-0.0687490009715285
0.05,6,0.52,-0.0673311136037725
0.05,6,0.53,-0.0705323158213286
0.05,6,0.54,-0.0737902815445399
0.05,6,0.55,-0.071621180276549
0.05,6,0.56,-0.071087182254941
0.05,6,0.57,-0.0752729275336221
0.05,6,0.58,-0.0756483327341437
0.05,6,0.59,-0.0755215302776271
0.05,6,0.6,-0.0782801456081885
0.05,6,0.61,-0.0723894096080588
0.05,6,0.62,-0.0785810547853995
0.05,6,0.63,-0.0728887333566015
0.05,6,0.64,-0.0794307323841917
0.05,6,0.65,-0.0811386974666297
0.05,6,0.66,-0.0779936898395436
0.05,6,0.67,-0.076968658657848
0.05,6,0.68,-0.0833525896241791
0.05,6,0.69,-0.0835582020027553
0.05,6,0.7,-0.0831523365060415
0.05,6,0.71,-0.0826047631249953
0.05,6,0.72,-0.0839182560321602
0.05,6,0.73,-0.0875908021208155
0.05,6,0.74,-0.085051967280743
0.05,6,0.75,-0.085453763182361
0.05,6,0.76,-0.0889861693557154
0.05,6,0.77,-0.0875709391264209
0.05,6,0.78,-0.0866642345175493
0.05,6,0.79,-0.0863974566613656
0.05,6,0.8,-0.0865060008970626
0.05,6,0.81,-0.0826373524084794
0.05,6,0.82,-0.0900897161602207
0.05,6,0.83,-0.0827454355999449
0.05,6,0.84,-0.0929916069350931
0.05,6,0.85,-0.0858344813245546
0.05,6,0.86,-0.0896233200538299
0.05,6,0.87,-0.0928318884110711
0.05,6,0.88,-0.0891095814952612
0.05,6,0.89,-0.0972402397610723
0.05,6,0.9,-0.0930244353707879
0.05,6,0.91,-0.0930776566993852
0.05,6,0.92,-0.0917631728659284
0.05,6,0.93,-0.0952202075389506
0.05,6,0.94,-0.0924774315618223
