rule,radius,n_units,target_ref_count,sampling_status,qc_diagnostic_pass,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,d_delta_phi_energy_dd,d2_delta_phi_energy_dd2,d_delta_phi_full_dd,d2_delta_phi_full_dd2
random_label,0.1,90,90,complete,False,-0.6525292077861915,-0.3013500841306183,-0.6525292077861915,-0.3013500841306138,7.453477829565164,-23.84838524989272
random_label,0.15,90,90,complete,False,-0.6675967119927224,0.0475447008184124,-0.6675967119927222,0.047544700818408,6.261058567070528,-29.95072012761845
random_label,0.2,90,90,complete,False,-0.6477747377043502,1.740769518438336,-0.6477747377043507,1.7407695184383352,4.458405816803318,-27.01574808543738
random_label,0.25,90,90,complete,False,-0.4935197601488889,3.605077304868754,-0.4935197601488887,3.605077304868761,3.559483758526789,-13.823176753487775
random_label,0.3,90,90,complete,False,-0.287267007217475,3.459574584454168,-0.2872670072174748,3.459574584454165,3.076088141454541,-8.3139429984269
random_label,0.35,90,90,complete,False,-0.1475623017034721,2.31922286609976,-0.1475623017034724,2.3192228660997616,2.7280894586841,-6.193097675028
random_label,0.4,90,90,complete,False,-0.055344720607499,1.3960349500524063,-0.0553447206074986,1.3960349500524063,2.4567783739517406,-5.055194712622342
random_label,0.45,90,90,complete,False,-0.0079588066982314,0.6212722821870156,-0.0079588066982316,0.6212722821870111,2.222569987421865,-4.441043147887651
random_label,0.5,90,90,complete,False,0.0067825076112024,0.0553271834938231,0.0067825076112024,0.0553271834938276,2.0126740591629755,-4.025213512151328
random_label,0.55,90,90,complete,False,-0.0024260883488491,-0.1771470184400825,-0.0024260883488489,-0.1771470184400825,1.820048636206732,-3.5374421247181296
random_label,0.6,90,90,complete,False,-0.0109321942328057,-0.016348467318095,-0.0109321942328057,-0.0163484673181017,1.6589298466911622,-2.8322914717095
random_label,0.65,90,90,complete,False,-0.0040609350806586,0.1553247298338678,-0.004060935080659,0.1553247298338745,1.536819489035782,-2.239026059086552
random_label,0.7,90,90,complete,False,0.0046002787505809,0.0099239615811822,0.0046002787505816,0.0099239615811889,1.4350272407825069,-2.0511669168719173
random_label,0.75,90,90,complete,False,-0.0030685389225404,-0.1781291300508523,-0.0030685389225402,-0.1781291300508679,1.3317027973485909,-1.971170320185001
random_label,0.8,90,90,complete,False,-0.0132126342545042,-0.0212506540469688,-0.0132126342545051,-0.0212506540469732,1.2379102087640064,-1.595446433877255
random_label,0.85,90,90,complete,False,-0.0051936043272373,0.0784802588145219,-0.0051936043272375,0.0784802588145374,1.172158153960865,-1.3147041904216668
random_label,0.9,90,90,complete,False,-0.005364608373052,-0.023965710884899,-0.0053646083730514,-0.0239657108848968,1.10643978972184,-1.2657129354460377
random_label,0.95,90,90,complete,False,-0.0075901754157272,-0.0139013603907978,-0.0075901754157272,-0.0139013603908067,1.045586860416261,-1.127666265753506
random_label,1.0,90,90,complete,False,-0.0067547444121318,-0.0343163129040768,-0.006754744412132,-0.0343163129040701,0.9936731631464896,-1.0389415140261349
random_label,1.05,90,90,complete,False,-0.0110218067061349,-0.0783195978190963,-0.0110218067061342,-0.0783195978190897,0.9416927090136477,-0.9891173899398336
random_label,1.1,90,90,complete,False,-0.0145867041940415,0.0286162328048261,-0.014586704194041,0.028616232804815,0.8947614241525059,-0.8009268360349626
random_label,1.15,90,90,complete,False,-0.0081601834256523,0.0683806690588165,-0.0081601834256528,0.0683806690588121,0.8616000254101515,-0.6903278395156676
random_label,1.2,90,90,complete,False,-0.0077486372881598,-0.0251988477606168,-0.0077486372881598,-0.0251988477606124,0.8257286402009392,-0.7217826152369611
random_label,1.25,90,90,complete,False,-0.010680068201714,-0.0316118002839238,-0.010680068201714,-0.0316118002839238,0.7894217638864554,-0.6734076879390116
random_label,1.3,90,90,complete,False,-0.0109098173165522,-0.0147735035189277,-0.0109098173165522,-0.0147735035189255,0.758387871407038,-0.608005904118051
random_label,1.35,90,90,complete,False,-0.0121574185536068,0.005422855686177,-0.0121574185536066,0.0054228556861747,0.7286211734746502,-0.5445612889217006
random_label,1.4,90,90,complete,False,-0.0103675317479345,-0.0195223199308889,-0.0103675317479348,-0.0195223199308956,0.7039317425148681,-0.530824540176873
random_label,1.45,90,90,complete,False,-0.0141096505466957,-0.0022173402756675,-0.0141096505466962,-0.0022173402756631,0.6755387194569629,-0.4787825629226816
random_label,1.5,90,90,complete,False,-0.0105892657755013,0.0927447321412965,-0.0105892657755011,0.0927447321413032,0.6560534862226,-0.352509305220571
random_label,1.55,90,90,complete,False,-0.0048351773325661,-0.003449745598556,-0.0048351773325658,-0.0034497455985604,0.6402877889349057,-0.4203820126709336
random_label,1.6,90,90,complete,False,-0.0109342403353569,-0.0998309327380675,-0.0109342403353571,-0.0998309327380764,0.6140152849555065,-0.4910618279022936
random_label,1.65,90,90,complete,False,-0.0148182706063728,0.002172796949675,-0.0148182706063735,0.0021727969496772,0.5911816061446764,-0.3656633719923974
random_label,1.7,90,90,complete,False,-0.0107169606403894,0.0311441463843542,-0.0107169606403894,0.0311441463843653,0.5774489477562668,-0.3153358057554456
random_label,1.75,90,90,complete,False,-0.0117038559679374,-0.0072756363327441,-0.0117038559679369,-0.0072756363327441,0.5596480255691318,-0.3342076239631444
random_label,1.8,90,90,complete,False,-0.0114445242736638,0.0328710531722786,-0.0114445242736638,0.0328710531722697,0.5440281853599522,-0.2761225966203176
random_label,1.85,90,90,complete,False,-0.0084167506507095,0.006715429861783,-0.00841675065071,0.0067154298617853,0.5320357659071,-0.2857774375373996
random_label,1.9,90,90,complete,False,-0.0107729812874854,-0.0236657585489276,-0.0107729812874852,-0.0236657585489187,0.5154504416062125,-0.3009457313852683
random_label,1.95,90,90,complete,False,-0.0107833265056023,-0.0540709835259089,-0.0107833265056018,-0.0540709835259134,0.5019411927685731,-0.3172952728584377
random_label,2.0,90,90,complete,False,-0.0161800796400763,-0.0631585822283885,-0.0161800796400766,-0.0631585822283907,0.4837209143203687,-0.3133698921256576
random_label,2.05,90,90,complete,False,-0.0170991847284411,0.0501432785912363,-0.0170991847284409,0.0501432785912386,0.4706042035560074,-0.1879970749275736
random_label,2.1,90,90,complete,False,-0.0111657517809526,0.0794156844278411,-0.0111657517809526,0.0794156844278388,0.4649212068276114,-0.1475069240632365
random_label,2.15,90,90,complete,False,-0.009157616285657,0.0099572611117418,-0.009157616285657,0.009957261111744,0.4558535111496837,-0.2065222303448166
random_label,2.2,90,90,complete,False,-0.0101700256697785,-0.0667043558386097,-0.0101700256697783,-0.0667043558386074,0.4442689837931297,-0.2734456210798086
random_label,2.25,90,90,complete,False,-0.0158280518695179,0.0072755999569818,-0.0158280518695177,0.0072755999569773,0.4285089490417029,-0.1903702698952267
random_label,2.3,90,90,complete,False,-0.0094424656740803,0.0761879765329824,-0.0094424656740805,0.076187976532978,0.4252319568036071,-0.1129499533335121
random_label,2.35,90,90,complete,False,-0.0082092542162197,-0.0469272681091565,-0.0082092542162199,-0.0469272681091543,0.4172139537083517,-0.2280951765350636
random_label,2.4,90,90,complete,False,-0.0141351924849959,-0.0501917718673811,-0.0141351924849959,-0.0501917718673788,0.4024224391501008,-0.2238831554678468
random_label,2.45,90,90,complete,False,-0.0132284314029578,-0.0284346190703164,-0.0132284314029578,-0.0284346190703109,0.3948256381615671,-0.1551113010370781
random_label,2.5,90,90,complete,False,-0.0169786543920275,-0.0750044597813951,-0.016978654392027,-0.075004459781384,0.386911309046393,-0.1582865823034834
real_even_odd,0.1,90,90,complete,True,-0.0933647478367582,-0.2581719000042451,-0.0933647478367582,-0.2581719000042451,8.012642289514597,-23.805207065766364
real_even_odd,0.15,90,90,complete,True,-0.1062733428369705,-0.2945460145907617,-0.1062733428369704,-0.2945460145907621,6.822381936226279,-30.292810843027624
real_even_odd,0.2,90,90,complete,True,-0.1228193492958344,-0.1701031394600078,-0.1228193492958344,-0.170103139460009,4.983361205211834,-28.92662074333573
real_even_odd,0.25,90,90,complete,False,-0.1232836567829713,0.0565035979370995,-0.1232836567829713,0.0565035979370993,3.929719861892705,-17.371750460419413
real_even_odd,0.3,90,90,complete,False,-0.1171689895021244,0.1462591568469544,-0.1171689895021244,0.1462591568469544,3.246186159169893,-11.627258426034093
real_even_odd,0.35,90,90,complete,False,-0.1086577410982758,0.2042709301983677,-0.1086577410982759,0.2042709301983679,2.766994019289296,-8.308049610929405
real_even_odd,0.4,90,90,complete,False,-0.0967418964822876,0.257990680495946,-0.0967418964822876,0.2579906804959474,2.415381198076952,-6.193238982178819
real_even_odd,0.45,90,90,complete,False,-0.0828586730486812,0.193763344967673,-0.0828586730486812,0.193763344967673,2.147670121071414,-4.86855208510697
real_even_odd,0.5,90,90,complete,False,-0.0773655619855203,0.0932112319344534,-0.0773655619855203,0.0932112319344529,1.9285259895662552,-3.987329463710637
real_even_odd,0.55,90,90,complete,False,-0.0735375498552359,0.1075871367419311,-0.0735375498552359,0.1075871367419322,1.74893717470035,-3.2527079695361536
real_even_odd,0.6,90,90,complete,False,-0.0666068483113272,0.113955040611144,-0.0666068483113271,0.1139550406111451,1.6032551926126395,-2.701987963780276
real_even_odd,0.65,90,90,complete,False,-0.0621420457941215,0.0370710437803387,-0.0621420457941214,0.0370710437803354,1.478738378322323,-2.357279745140092
real_even_odd,0.7,90,90,complete,False,-0.0628997439332933,0.0352560562215509,-0.0628997439332935,0.035256056221552,1.3675272180986298,-2.025834822231584
real_even_odd,0.75,90,90,complete,False,-0.0586164401719664,0.0456942403748605,-0.0586164401719662,0.045694240374865,1.2761548960991649,-1.7473469497592813
real_even_odd,0.8,90,90,complete,False,-0.0583303198958072,0.1131240054183603,-0.058330319895807,0.1131240054183559,1.1927925231227017,-1.461071774411911
real_even_odd,0.85,90,90,complete,False,-0.0473040396301304,0.1289987148558616,-0.0473040396301306,0.1289987148558583,1.1300477186579734,-1.264185734380309
real_even_odd,0.9,90,90,complete,False,-0.0454304484102211,-0.032299555984069,-0.0454304484102212,-0.0322995559840668,1.066373949684671,-1.2740467805452464
real_even_odd,0.95,90,90,complete,False,-0.0505339952285373,-0.0066608101877475,-0.0505339952285373,-0.0066608101877453,1.0026430406034486,-1.1204257155504769
real_even_odd,1.0,90,90,complete,False,-0.0460965294289958,0.0485087613864298,-0.0460965294289957,0.0485087613864298,0.9543313781296234,-0.9561164397356235
real_even_odd,1.05,90,90,complete,False,-0.0456831190898943,0.0652180094503362,-0.0456831190898943,0.0652180094503329,0.9070313966298862,-0.8455797826703542
real_even_odd,1.1,90,90,complete,False,-0.0395747284839622,-0.0078787581808642,-0.0395747284839624,-0.0078787581808631,0.8697733998625878,-0.8374218270206448
real_even_odd,1.15,90,90,complete,False,-0.0464709949079806,-0.027508017446392,-0.0464709949079805,-0.0275080174463865,0.8232892139278221,-0.7862165260208807
real_even_odd,1.2,90,90,complete,False,-0.0423255302286014,0.1397382332745377,-0.042325530228601,0.1397382332745377,0.7911517472604999,-0.5568455342017486
real_even_odd,1.25,90,90,complete,False,-0.0324971715805268,0.0354172526474727,-0.0324971715805267,0.0354172526474682,0.7676046605076472,-0.606378635007693
real_even_odd,1.3,90,90,complete,False,-0.0387838049638541,-0.0049284215491551,-0.0387838049638542,-0.0049284215491596,0.7305138837597305,-0.5981608221483361
real_even_odd,1.35,90,90,complete,False,-0.0329900137354424,0.005631346382446,-0.0329900137354427,0.0056313463824449,0.7077885782928135,-0.5443527982252787
real_even_odd,1.4,90,90,complete,False,-0.0382206703256094,-0.0584115640009311,-0.0382206703256097,-0.0584115640009234,0.6760786039372029,-0.5697137842468782
real_even_odd,1.45,90,90,complete,False,-0.0388311701355355,0.0311327826137453,-0.038831170135535,0.0311327826137486,0.6508171998681256,-0.4454324400333567
real_even_odd,1.5,90,90,complete,False,-0.0351073920642349,0.0630111373537355,-0.0351073920642348,0.0630111373537267,0.6315353599338671,-0.382242900008122
real_even_odd,1.55,90,90,complete,False,-0.0325300564001619,0.0350882862978995,-0.0325300564001623,0.0350882862978973,0.6125929098673133,-0.3818439807745122
real_even_odd,1.6,90,90,complete,False,-0.031598563434445,0.0094454372685526,-0.0315985634344451,0.0094454372685571,0.5933509618564159,-0.3817854578957744
real_even_odd,1.65,90,90,complete,False,-0.0315855126733066,0.1234057491280655,-0.0315855126733066,0.1234057491280677,0.5744143640777359,-0.244430419813959
real_even_odd,1.7,90,90,complete,False,-0.0192579885216384,0.0270125044631908,-0.0192579885216382,0.0270125044631919,0.56890791987502,-0.3194674476764794
real_even_odd,1.75,90,90,complete,False,-0.0288842622269875,0.0048389721753805,-0.0288842622269874,0.004838972175376,0.5424676193100879,-0.3220930154550308
real_even_odd,1.8,90,90,complete,False,-0.0187740913041003,0.0568543454791291,-0.0187740913041006,0.0568543454791302,0.5366986183295168,-0.2521393043135234
real_even_odd,1.85,90,90,complete,False,-0.0231988276790746,-0.0729345235612277,-0.0231988276790744,-0.0729345235612244,0.5172536888787356,-0.3654273909604573
real_even_odd,1.9,90,90,complete,False,-0.0260675436602231,-0.0005563311695214,-0.0260675436602231,-0.0005563311695258,0.5001558792334713,-0.2778363040058451
real_even_odd,1.95,90,90,complete,False,-0.0232544607960267,-0.1147829081266137,-0.023254460796027,-0.1147829081266137,0.489470058478151,-0.3780071974590981
real_even_odd,2.0,90,90,complete,False,-0.0375458344728845,-0.1158100052426329,-0.0375458344728845,-0.1158100052426307,0.4623551594875614,-0.366021315139946
real_even_odd,2.05,90,90,complete,False,-0.0348354613202901,0.2070515763536769,-0.0348354613202901,0.2070515763536769,0.4528679269641564,-0.0310887771651398
real_even_odd,2.1,90,90,complete,False,-0.0168406768375166,0.212957984855305,-0.0168406768375166,0.212957984855305,0.4592462817710476,-0.0139646236357302
real_even_odd,2.15,90,90,complete,False,-0.0135396628347594,-0.1552204734771624,-0.0135396628347594,-0.1552204734771579,0.4514714646005835,-0.37169996493368
real_even_odd,2.2,90,90,complete,False,-0.0323627241852331,-0.2091052555813239,-0.0323627241852326,-0.2091052555813239,0.4220762852776794,-0.4158465208226021
real_even_odd,2.25,90,90,complete,False,-0.034450188392892,0.1762849316528487,-0.034450188392892,0.176284931652842,0.409886812518323,-0.0213609381994217
real_even_odd,2.3,90,90,complete,False,-0.0147342310199483,0.3153286114077218,-0.0147342310199485,0.315328611407724,0.4199401914577372,0.1261906815413036
real_even_odd,2.35,90,90,complete,False,-0.0029173272521199,-0.1055383731702604,-0.0029173272521196,-0.1055383731702559,0.4225058806724533,-0.2867062815961709
real_even_odd,2.4,90,90,complete,False,-0.025288068336974,-0.3210732701146454,-0.0252880683369738,-0.3210732701146476,0.3912695632981204,-0.4947646537151948
real_even_odd,2.45,90,90,complete,False,-0.0350246542635843,-0.0126484912793877,-0.0350246542635843,-0.0126484912793927,0.3730294153009339,-0.1393251732461409
real_even_odd,2.5,90,90,complete,False,-0.0265529174649129,0.1694347359734281,-0.0265529174649132,0.1694347359734225,0.3773370459735061,0.0861526134514448
teacher_nn,0.1,90,90,complete,True,-0.1684349950917943,-0.078022496485724,-0.1684349950917944,-0.0780224964857229,7.937572042259561,-23.62505766224784
teacher_nn,0.15,90,90,complete,True,-0.1723361199160805,-0.0359438210624776,-0.1723361199160805,-0.0359438210624765,6.756319159147169,-30.034208649499327
teacher_nn,0.2,90,90,complete,False,-0.1720293771980421,0.0724508244039443,-0.172029377198042,0.0724508244039436,4.934151177309627,-28.684066779471777
teacher_nn,0.25,90,90,complete,False,-0.1650910374756861,0.2466667007020462,-0.1650910374756862,0.2466667007020455,3.887912481199991,-17.18158735765447
teacher_nn,0.3,90,90,complete,False,-0.1473627071278375,0.2529819834578857,-0.1473627071278375,0.2529819834578863,3.2159924415441807,-11.520535599423162
teacher_nn,0.35,90,90,complete,False,-0.1397928391298976,0.2510762304384586,-0.1397928391298976,0.2510762304384597,2.735858921257675,-8.26124431068931
teacher_nn,0.4,90,90,complete,False,-0.1222550840839916,0.375723653246347,-0.1222550840839915,0.3757236532463464,2.389868010475249,-6.075506009428384
