beta,cell_id,radius,ref_count,H_or_threshold,mode,Z_ratio,log_Z_ratio,ess_num,gate_count,weighted_error,weighted_h,dataset_tag,dataset_id,ref_id
0.05,cell_beta_0p05_p_0p00,2.5,1,1.0,absolute_h,0.0,-inf,0.0,0,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,2.0,absolute_h,0.0,-inf,0.0,0,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,4.0,absolute_h,0.0,-inf,0.0,0,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,6.0,absolute_h,0.9540288879330835,-0.04706132714001754,762.8926847287005,897,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,8.0,absolute_h,1.0,0.0,825.650418638884,1024,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,0.25,delta_ce,0.0,-inf,0.0,0,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,0.5,delta_ce,0.0,-inf,0.0,0,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,1.0,delta_ce,0.0,-inf,0.0,0,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,2.0,delta_ce,0.0,-inf,0.0,0,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,4.0,delta_ce,0.0,-inf,0.0,0,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,1.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,5.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,10.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,50.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,2.5,1,100.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.4761216430945291,5.405762522203127,dataset_000_seed_001234,0,0
0.05,cell_beta_0p05_p_0p00,0.5,1,1.0,absolute_h,0.0,-inf,0.0,0,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,2.0,absolute_h,0.0,-inf,0.0,0,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,4.0,absolute_h,0.02402854264441579,-3.7285128784130506,16.949620791181403,17,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,6.0,absolute_h,1.0,0.0,991.1149994735455,1024,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,8.0,absolute_h,1.0,0.0,991.1149994735455,1024,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,0.25,delta_ce,0.0,-inf,0.0,0,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,0.5,delta_ce,0.0,-inf,0.0,0,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,1.0,delta_ce,0.0,-inf,0.0,0,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,2.0,delta_ce,0.0,-inf,0.0,0,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,4.0,delta_ce,0.0,-inf,0.0,0,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,1.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,5.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,10.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,50.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.5,1,100.0,relative_delta_ce_to_ref_ce,0.0,-inf,0.0,0,0.37416330615417037,4.50985258306728,dataset_000_seed_001234,0,2
0.05,cell_beta_0p05_p_0p00,0.01,1,1.0,absolute_h,1.0,0.0,1023.9807124083586,1024,0.0030348054906945386,0.061190326662167005,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,0.01,1,2.0,absolute_h,1.0,0.0,1023.9807124083586,1024,0.0030348054906945386,0.061190326662167005,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,0.01,1,4.0,absolute_h,1.0,0.0,1023.9807124083586,1024,0.0030348054906945386,0.061190326662167005,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,0.01,1,6.0,absolute_h,1.0,0.0,1023.9807124083586,1024,0.0030348054906945386,0.061190326662167005,dataset_000_seed_001234,0,4
0.05,cell_beta_0p05_p_0p00,0.01,1,8.0,absolute_h,1.0,0.0,1023.9807124083586,1024,0.0030348054906945386,0.061190326662167005,dataset_000_seed_001234,0,4
