pair_id,pair,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
pair_3_9,3/9,2461,0.05,5.388598222033925e-06,-5.3886e-06
pair_3_9,3/9,2461,0.05,6.619078357714535e-07,6.61908e-07
pair_3_9,3/9,2461,0.05,9.379990245744404e-07,-9.37999e-07
pair_3_9,3/9,2461,0.05,4.597878377556562e-07,4.59788e-07
pair_3_9,3/9,2461,0.05,4.469672074383789e-06,4.46967e-06
pair_3_9,3/9,2461,0.05,3.6723823047053267e-09,3.67238e-09
pair_3_9,3/9,2461,0.05,3.982975584252517e-05,3.98298e-05
pair_3_9,3/9,2461,0.05,1.214746696157398e-05,-1.21475e-05
pair_3_9,3/9,2461,0.05,1.855638578411644e-05,1.85564e-05
pair_3_9,3/9,2461,0.05,3.312481196634436e-06,3.31248e-06
pair_3_9,3/9,2461,0.05,4.505406871324808e-07,-4.50541e-07
pair_3_9,3/9,2461,0.05,1.8038142944263976e-06,-1.80381e-06
pair_3_9,3/9,2461,0.05,5.493465444691535e-06,5.49347e-06
pair_3_9,3/9,2461,0.05,2.554428378240158e-05,-2.55443e-05
pair_3_9,3/9,2461,0.05,1.3453097409738895e-06,1.34531e-06
pair_3_9,3/9,2461,0.05,1.3134547752954038e-06,1.31345e-06
pair_3_9,3/9,2461,0.05,1.874917590901652e-06,1.87492e-06
pair_3_9,3/9,2461,0.05,2.8799498511548336e-05,-2.87995e-05
pair_3_9,3/9,2461,0.05,2.469837299117732e-06,-2.46984e-06
pair_3_9,3/9,2461,0.05,3.75728863820971e-06,-3.75729e-06
pair_3_9,3/9,2461,0.05,1.6865041754559176e-05,-1.6865e-05
pair_3_9,3/9,2461,0.05,3.921820569859258e-06,3.92182e-06
pair_3_9,3/9,2461,0.05,1.049731000375282e-05,-1.04973e-05
pair_3_9,3/9,2461,0.05,2.2062050002543725e-05,2.20621e-05
pair_3_9,3/9,2461,0.05,2.6136061184317177e-05,-2.61361e-05
pair_3_9,3/9,2461,0.05,1.097395113748411e-06,-1.0974e-06
pair_3_9,3/9,2461,0.05,6.498337807241007e-06,-6.49834e-06
pair_3_9,3/9,2461,0.05,4.386992026825555e-06,4.38699e-06
pair_3_9,3/9,2461,0.05,1.866779352513402e-05,-1.86678e-05
