pair_id,pair,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
pair_1_4,1/4,2461,0.05,1.2400686628641073e-06,1.24007e-06
pair_1_4,1/4,2461,0.05,8.208760313867961e-06,-8.20876e-06
pair_1_4,1/4,2461,0.05,9.093575176223208e-06,-9.09358e-06
pair_1_4,1/4,2461,0.05,9.278871007558311e-06,9.27887e-06
pair_1_4,1/4,2461,0.05,4.371416462159456e-06,4.37142e-06
pair_1_4,1/4,2461,0.05,1.2023071960950582e-06,1.20231e-06
pair_1_4,1/4,2461,0.05,1.5190990802292526e-05,1.5191e-05
pair_1_4,1/4,2461,0.05,3.504205186112392e-06,-3.50421e-06
pair_1_4,1/4,2461,0.05,3.0990163471532312e-06,-3.09902e-06
pair_1_4,1/4,2461,0.05,3.210437463408068e-07,-3.21044e-07
pair_1_4,1/4,2461,0.05,4.193683521947678e-07,-4.19368e-07
pair_1_4,1/4,2461,0.05,9.0815003827188e-06,9.0815e-06
pair_1_4,1/4,2461,0.05,1.2100139180873845e-05,1.21001e-05
pair_1_4,1/4,2461,0.05,8.262174075916665e-06,8.26217e-06
pair_1_4,1/4,2461,0.05,4.09943435931739e-06,4.09943e-06
pair_1_4,1/4,2461,0.05,1.30808173564637e-06,-1.30808e-06
pair_1_4,1/4,2461,0.05,1.3964808628429326e-06,1.39648e-06
pair_1_4,1/4,2461,0.05,1.1522158086020935e-05,-1.15222e-05
pair_1_4,1/4,2461,0.05,6.348460543191247e-08,6.34846e-08
pair_1_4,1/4,2461,0.05,2.4251016094952035e-06,2.4251e-06
pair_1_4,1/4,2461,0.05,7.962626547536785e-06,-7.96263e-06
pair_1_4,1/4,2461,0.05,8.977729522883652e-06,8.97773e-06
pair_1_4,1/4,2461,0.05,1.2697000041282452e-05,1.2697e-05
pair_1_4,1/4,2461,0.05,3.4453748540749977e-06,3.44537e-06
pair_1_4,1/4,2461,0.05,2.660517919314336e-06,2.66052e-06
pair_1_4,1/4,2461,0.05,1.7334315208410398e-06,1.73343e-06
pair_1_4,1/4,2461,0.05,2.86644918986081e-06,-2.86645e-06
pair_1_4,1/4,2461,0.05,8.72352693446432e-07,8.72353e-07
pair_1_4,1/4,2461,0.05,2.34804624871859e-06,2.34805e-06
pair_1_4,1/4,2461,0.05,5.8147403171576684e-06,5.81474e-06
pair_1_4,1/4,2461,0.1,8.29710032177165e-06,-8.2971e-06
pair_1_4,1/4,2461,0.1,1.9186105345563025e-05,1.91861e-05
pair_1_4,1/4,2461,0.1,4.0900675552434925e-06,4.09007e-06
pair_1_4,1/4,2461,0.1,1.3871446874680169e-05,-1.38714e-05
pair_1_4,1/4,2461,0.1,3.6692816299395776e-06,3.66928e-06
pair_1_4,1/4,2461,0.1,2.936870615690154e-06,-2.93687e-06
pair_1_4,1/4,2461,0.1,1.0450753382411913e-05,1.04508e-05
pair_1_4,1/4,2461,0.1,1.2612091602579396e-05,1.26121e-05
pair_1_4,1/4,2461,0.1,3.550659207341248e-05,-3.55066e-05
pair_1_4,1/4,2461,0.1,1.5697967985822958e-06,1.5698e-06
pair_1_4,1/4,2461,0.1,1.4016997835112798e-05,1.4017e-05
pair_1_4,1/4,2461,0.1,4.486540198370921e-05,4.48654e-05
